year,bula_h,regtyp,pet_fish,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Saxony,Rural regions,Yes,0.07900,35,429,0.05344,0.10455
2001,Saxony,Rural regions,No,0.92100,394,429,0.89545,0.94656
2001,Saxony-Anhalt,Urban regions,No,0.92486,94,94,0.87128,0.97844
2001,Saxony-Anhalt,Rural regions,Yes,0.08739,40,401,0.05972,0.11507
2001,Saxony-Anhalt,Rural regions,No,0.91261,361,401,0.88493,0.94028
2001,Thuringa,Urban regions,No,0.94364,135,135,0.90459,0.98269
2001,Thuringa,Rural regions,Yes,0.09172,39,350,0.06144,0.12200
2001,Thuringa,Rural regions,No,0.90828,311,350,0.87800,0.93856
2006,Schleswig-Holstein,Urban regions,No,0.96924,153,153,0.94180,0.99669
2006,Schleswig-Holstein,Rural regions,No,0.95747,220,220,0.93075,0.98420
2006,Hamburg,Urban regions,No,0.98799,188,188,0.97238,1.00360
2006,Lower Saxony,Urban regions,No,0.95003,498,498,0.93088,0.96919
2006,Lower Saxony,Rural regions,Yes,0.07161,45,548,0.05001,0.09322
2006,Lower Saxony,Rural regions,No,0.92839,503,548,0.90678,0.94999
2006,Bremen,Urban regions,No,0.93273,84,84,0.87885,0.98662
2006,North Rhine-Westphalia,Urban regions,Yes,0.05063,154,2474,0.04198,0.05927
2006,North Rhine-Westphalia,Urban regions,No,0.94937,2320,2474,0.94073,0.95802
2006,North Rhine-Westphalia,Rural regions,No,0.93766,61,61,0.87648,0.99884
2006,Hesse,Urban regions,Yes,0.03797,38,691,0.02371,0.05223
2006,Hesse,Urban regions,No,0.96203,653,691,0.94777,0.97629
2006,Hesse,Rural regions,No,0.94482,142,142,0.90713,0.98251
2006,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.04994,32,551,0.03173,0.06814
2006,"Rhineland-Palatinate, Saarland",Urban regions,No,0.95006,519,551,0.93186,0.96827
2006,"Rhineland-Palatinate, Saarland",Rural regions,No,0.92385,161,161,0.88276,0.96495
2006,Baden-Wuerttemberg,Urban regions,Yes,0.04739,77,1348,0.03604,0.05874
2006,Baden-Wuerttemberg,Urban regions,No,0.95261,1271,1348,0.94126,0.96396
2006,Baden-Wuerttemberg,Rural regions,No,0.97889,121,121,0.95317,1.00461
2006,Bavaria,Urban regions,Yes,0.04512,45,867,0.03130,0.05895
2006,Bavaria,Urban regions,No,0.95488,822,867,0.94105,0.96870
2006,Bavaria,Rural regions,Yes,0.05773,52,863,0.04216,0.07330
2006,Bavaria,Rural regions,No,0.94227,811,863,0.92670,0.95784
2006,Berlin,Urban regions,No,0.96481,466,466,0.94806,0.98156
2006,Brandenburg,Rural regions,Yes,0.09804,41,486,0.07158,0.12451
2006,Brandenburg,Rural regions,No,0.90196,445,486,0.87549,0.92842
2006,Mecklenburg-Western Pomerania,Urban regions,No,0.91493,37,37,0.82379,1.00606
2006,Mecklenburg-Western Pomerania,Rural regions,No,0.94551,243,243,0.91691,0.97411
2006,Saxony,Urban regions,Yes,0.05278,31,455,0.03221,0.07335
2006,Saxony,Urban regions,No,0.94722,424,455,0.92665,0.96779
2006,Saxony,Rural regions,Yes,0.09365,35,422,0.06582,0.12148
2006,Saxony,Rural regions,No,0.90635,387,422,0.87852,0.93418
2006,Saxony-Anhalt,Urban regions,No,0.95445,88,88,0.91063,0.99826
2006,Saxony-Anhalt,Rural regions,Yes,0.12863,49,396,0.09561,0.16164
2006,Saxony-Anhalt,Rural regions,No,0.87137,347,396,0.83836,0.90439
2006,Thuringa,Urban regions,No,0.93003,139,139,0.88746,0.97259
2006,Thuringa,Rural regions,Yes,0.08183,38,368,0.05379,0.10988
2006,Thuringa,Rural regions,No,0.91817,330,368,0.89012,0.94621
2011,Schleswig-Holstein,Urban regions,No,0.98313,114,114,0.95938,1.00687
2011,Schleswig-Holstein,Rural regions,No,0.95741,277,277,0.93359,0.98123
2011,Hamburg,Urban regions,No,0.98717,191,191,0.97116,1.00317
2011,Lower Saxony,Urban regions,No,0.95421,485,485,0.93559,0.97284
2011,Lower Saxony,Rural regions,Yes,0.05797,42,574,0.03883,0.07710
2011,Lower Saxony,Rural regions,No,0.94203,532,574,0.92290,0.96117
2011,Bremen,Urban regions,No,0.97177,76,76,0.93429,1.00926
2011,North Rhine-Westphalia,Urban regions,Yes,0.05261,143,2287,0.04346,0.06176
2011,North Rhine-Westphalia,Urban regions,No,0.94739,2144,2287,0.93824,0.95654
2011,North Rhine-Westphalia,Rural regions,No,0.95843,62,62,0.90834,1.00852
2011,Hesse,Urban regions,Yes,0.05566,39,678,0.03839,0.07293
2011,Hesse,Urban regions,No,0.94434,639,678,0.92707,0.96161
2011,Hesse,Rural regions,No,0.98198,146,146,0.96033,1.00363
2011,"Rhineland-Palatinate, Saarland",Urban regions,No,0.96342,500,500,0.94695,0.97989
2011,"Rhineland-Palatinate, Saarland",Rural regions,No,0.94335,170,170,0.90849,0.97820
2011,Baden-Wuerttemberg,Urban regions,Yes,0.04799,71,1254,0.03616,0.05983
2011,Baden-Wuerttemberg,Urban regions,No,0.95201,1183,1254,0.94017,0.96384
2011,Baden-Wuerttemberg,Rural regions,No,0.98401,140,140,0.96316,1.00486
2011,Bavaria,Urban regions,Yes,0.04426,47,907,0.03087,0.05765
2011,Bavaria,Urban regions,No,0.95574,860,907,0.94235,0.96913
2011,Bavaria,Rural regions,Yes,0.04250,56,932,0.02954,0.05546
2011,Bavaria,Rural regions,No,0.95750,876,932,0.94454,0.97046
2011,Berlin,Urban regions,No,0.96848,496,496,0.95309,0.98387
2011,Brandenburg,Rural regions,No,0.94551,448,448,0.92447,0.96655
2011,Mecklenburg-Western Pomerania,Rural regions,No,0.96441,266,266,0.94211,0.98672
2011,Saxony,Urban regions,Yes,0.06041,35,425,0.03773,0.08309
2011,Saxony,Urban regions,No,0.93959,390,425,0.91691,0.96227
2011,Saxony,Rural regions,Yes,0.10481,33,383,0.07409,0.13553
2011,Saxony,Rural regions,No,0.89519,350,383,0.86447,0.92591
2011,Saxony-Anhalt,Urban regions,No,0.94447,120,120,0.90332,0.98562
2011,Saxony-Anhalt,Rural regions,Yes,0.07088,32,379,0.04501,0.09675
2011,Saxony-Anhalt,Rural regions,No,0.92912,347,379,0.90325,0.95499
2011,Thuringa,Urban regions,No,0.94048,157,157,0.90335,0.97761
2011,Thuringa,Rural regions,Yes,0.06820,33,350,0.04175,0.09465
2011,Thuringa,Rural regions,No,0.93180,317,350,0.90535,0.95825
2016,Schleswig-Holstein,Urban regions,No,0.94932,130,130,0.91147,0.98717
2016,Schleswig-Holstein,Rural regions,No,0.95281,344,344,0.93037,0.97525
2016,Hamburg,Urban regions,No,0.97749,258,258,0.95936,0.99563
2016,Lower Saxony,Urban regions,Yes,0.04082,31,567,0.02452,0.05712
2016,Lower Saxony,Urban regions,No,0.95918,536,567,0.94288,0.97548
2016,Lower Saxony,Rural regions,Yes,0.06566,53,781,0.04828,0.08305
2016,Lower Saxony,Rural regions,No,0.93434,728,781,0.91695,0.95172
2016,Bremen,Urban regions,No,0.99369,101,101,0.97816,1.00921
2016,North Rhine-Westphalia,Urban regions,Yes,0.03016,109,2855,0.02389,0.03644
2016,North Rhine-Westphalia,Urban regions,No,0.96984,2746,2855,0.96356,0.97611
2016,North Rhine-Westphalia,Rural regions,No,0.97505,49,49,0.93092,1.01917
2016,Hesse,Urban regions,No,0.97124,770,770,0.95943,0.98306
2016,Hesse,Rural regions,No,0.97855,172,172,0.95684,1.00027
2016,"Rhineland-Palatinate, Saarland",Urban regions,No,0.97288,602,602,0.95989,0.98586
2016,"Rhineland-Palatinate, Saarland",Rural regions,No,0.97049,215,215,0.94782,0.99317
2016,Baden-Wuerttemberg,Urban regions,Yes,0.01747,55,1454,0.01073,0.02420
2016,Baden-Wuerttemberg,Urban regions,No,0.98253,1399,1454,0.97580,0.98927
2016,Baden-Wuerttemberg,Rural regions,No,0.97874,168,168,0.95686,1.00062
2016,Bavaria,Urban regions,Yes,0.02896,45,1100,0.01904,0.03887
2016,Bavaria,Urban regions,No,0.97104,1055,1100,0.96113,0.98096
2016,Bavaria,Rural regions,Yes,0.03757,59,1200,0.02681,0.04834
2016,Bavaria,Rural regions,No,0.96243,1141,1200,0.95166,0.97319
2016,Berlin,Urban regions,No,0.97778,589,589,0.96587,0.98970
2016,Brandenburg,Urban regions,No,0.99262,44,44,0.96705,1.01820
2016,Brandenburg,Rural regions,Yes,0.07167,38,517,0.04941,0.09393
2016,Brandenburg,Rural regions,No,0.92833,479,517,0.90607,0.95059
2016,Mecklenburg-Western Pomerania,Urban regions,No,0.96262,44,44,0.90593,1.01932
2016,Mecklenburg-Western Pomerania,Rural regions,No,0.97480,272,272,0.95614,0.99346
2016,Saxony,Urban regions,Yes,0.05129,33,465,0.03122,0.07136
2016,Saxony,Urban regions,No,0.94871,432,465,0.92864,0.96878
2016,Saxony,Rural regions,Yes,0.08639,32,400,0.05882,0.11396
2016,Saxony,Rural regions,No,0.91361,368,400,0.88604,0.94118
2016,Saxony-Anhalt,Urban regions,No,0.96575,117,117,0.93265,0.99885
2016,Saxony-Anhalt,Rural regions,Yes,0.07357,38,388,0.04756,0.09958
2016,Saxony-Anhalt,Rural regions,No,0.92643,350,388,0.90042,0.95244
2016,Thuringa,Urban regions,No,0.97144,172,172,0.94647,0.99640
2016,Thuringa,Rural regions,No,0.93240,334,334,0.90544,0.95937
2021,Schleswig-Holstein,Urban regions,No,0.91964,146,146,0.87539,0.96389
2021,Schleswig-Holstein,Rural regions,No,0.95067,256,256,0.92409,0.97725
2021,Hamburg,Urban regions,No,0.97694,259,259,0.95863,0.99526
2021,Lower Saxony,Urban regions,No,0.98032,453,453,0.96751,0.99312
2021,Lower Saxony,Rural regions,No,0.95059,561,561,0.93264,0.96854
2021,Bremen,Urban regions,No,0.99884,78,78,0.99124,1.00644
2021,North Rhine-Westphalia,Urban regions,Yes,0.02748,83,2234,0.02070,0.03426
2021,North Rhine-Westphalia,Urban regions,No,0.97252,2151,2234,0.96574,0.97930
2021,North Rhine-Westphalia,Rural regions,No,0.98461,48,48,0.94941,1.01980
2021,Hesse,Urban regions,No,0.98240,535,535,0.97125,0.99355
2021,Hesse,Rural regions,No,0.97883,136,136,0.95455,1.00311
2021,"Rhineland-Palatinate, Saarland",Urban regions,No,0.96437,398,398,0.94613,0.98260
2021,"Rhineland-Palatinate, Saarland",Rural regions,No,0.97509,115,115,0.94648,1.00370
2021,Baden-Wuerttemberg,Urban regions,Yes,0.02099,34,1098,0.01250,0.02947
2021,Baden-Wuerttemberg,Urban regions,No,0.97901,1064,1098,0.97053,0.98750
2021,Baden-Wuerttemberg,Rural regions,No,0.99396,114,114,0.97967,1.00825
2021,Bavaria,Urban regions,Yes,0.03612,35,877,0.02376,0.04848
2021,Bavaria,Urban regions,No,0.96388,842,877,0.95152,0.97624
2021,Bavaria,Rural regions,Yes,0.04496,38,870,0.03119,0.05874
2021,Bavaria,Rural regions,No,0.95504,832,870,0.94126,0.96881
2021,Berlin,Urban regions,No,0.98827,545,545,0.97922,0.99732
2021,Brandenburg,Urban regions,No,0.94918,37,37,0.87744,1.02093
2021,Brandenburg,Rural regions,No,0.96614,385,385,0.94805,0.98423
2021,Mecklenburg-Western Pomerania,Rural regions,No,0.95103,196,196,0.92073,0.98132
2021,Saxony,Urban regions,No,0.96537,376,376,0.94687,0.98388
2021,Saxony,Rural regions,No,0.92436,319,319,0.89529,0.95342
2021,Saxony-Anhalt,Urban regions,No,0.96683,79,79,0.92708,1.00657
2021,Saxony-Anhalt,Rural regions,Yes,0.09406,34,288,0.06029,0.12783
2021,Saxony-Anhalt,Rural regions,No,0.90594,254,288,0.87217,0.93971
2021,Thuringa,Urban regions,No,0.95704,128,128,0.92177,0.99230
2021,Thuringa,Rural regions,No,0.96092,230,230,0.93583,0.98602
