,Unnamed: 0,year,quintil_oecd,sampreg,plj0047,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
0,0,1992,1st Quintile,West,Very concerned,0.47039,208,2235,0.43216,0.5124
1,1,1992,1st Quintile,West,Somewhat concerned,0.36366,185,2235,0.3319,0.39528
2,2,1992,1st Quintile,West,Not concerned at all,0.16595,78,2235,0.14609,0.18514
3,3,1992,2nd Quintile,West,Very concerned,0.43193,222,2235,0.39592,0.47818
4,4,1992,2nd Quintile,West,Somewhat concerned,0.41936,236,2235,0.37992,0.46222
5,5,1992,2nd Quintile,West,Not concerned at all,0.14871,77,2235,0.12739,0.17359
6,6,1992,3rd Quintile,West,Very concerned,0.4055,211,2235,0.35874,0.4582
7,7,1992,3rd Quintile,West,Somewhat concerned,0.38786,224,2235,0.35765,0.42745
8,8,1992,3rd Quintile,West,Not concerned at all,0.20664,118,2235,0.17848,0.24418
9,9,1992,4th Quintile,West,Very concerned,0.37991,163,2235,0.34228,0.43026
10,10,1992,4th Quintile,West,Somewhat concerned,0.42104,237,2235,0.39192,0.46127
11,11,1992,4th Quintile,West,Not concerned at all,0.19905,97,2235,0.16813,0.23447
12,12,1992,5th Quintile,West,Very concerned,0.36389,53,2235,0.29717,0.45427
13,13,1992,5th Quintile,West,Somewhat concerned,0.43643,81,2235,0.36321,0.52831
14,14,1992,5th Quintile,West,Not concerned at all,0.19968,45,2235,0.17333,0.226
15,15,1993,1st Quintile,West,Very concerned,0.58969,333,2160,0.55196,0.62456
16,16,1993,1st Quintile,West,Somewhat concerned,0.32693,185,2160,0.30012,0.36287
17,17,1993,1st Quintile,West,Not concerned at all,0.08338,56,2160,0.07117,0.09711
18,18,1993,2nd Quintile,West,Very concerned,0.51626,272,2160,0.47673,0.55374
19,19,1993,2nd Quintile,West,Somewhat concerned,0.3936,230,2160,0.36048,0.42728
20,20,1993,2nd Quintile,West,Not concerned at all,0.09014,52,2160,0.07305,0.11016
21,21,1993,3rd Quintile,West,Very concerned,0.44996,204,2160,0.39389,0.51088
22,22,1993,3rd Quintile,West,Somewhat concerned,0.4149,204,2160,0.37008,0.46634
23,23,1993,3rd Quintile,West,Not concerned at all,0.13514,56,2160,0.10167,0.16741
24,24,1993,4th Quintile,West,Very concerned,0.40451,144,2160,0.36081,0.44592
25,25,1993,4th Quintile,West,Somewhat concerned,0.45361,196,2160,0.39955,0.52486
26,26,1993,4th Quintile,West,Not concerned at all,0.14188,65,2160,0.1196,0.17286
27,27,1993,5th Quintile,West,Very concerned,0.46799,75,2160,0.39015,0.57769
28,28,1993,5th Quintile,West,Somewhat concerned,0.53201,88,2160,0.44002,0.64208
29,29,1994,1st Quintile,West,Very concerned,0.52798,332,2074,0.47977,0.57689
30,30,1994,1st Quintile,West,Somewhat concerned,0.38809,256,2074,0.36137,0.425
31,31,1994,1st Quintile,West,Not concerned at all,0.08392,56,2074,0.07029,0.09715
32,32,1994,2nd Quintile,West,Very concerned,0.52312,257,2074,0.47533,0.57117
33,33,1994,2nd Quintile,West,Somewhat concerned,0.37137,205,2074,0.33818,0.40891
34,34,1994,2nd Quintile,West,Not concerned at all,0.10551,50,2074,0.08359,0.12766
35,35,1994,3rd Quintile,West,Very concerned,0.42785,182,2074,0.39418,0.47101
36,36,1994,3rd Quintile,West,Somewhat concerned,0.45837,201,2074,0.40401,0.51636
37,37,1994,3rd Quintile,West,Not concerned at all,0.11378,65,2074,0.0984,0.13124
38,38,1994,4th Quintile,West,Very concerned,0.44353,137,2074,0.38125,0.53133
39,39,1994,4th Quintile,West,Somewhat concerned,0.44784,159,2074,0.38469,0.53289
40,40,1994,4th Quintile,West,Not concerned at all,0.10863,46,2074,0.086,0.13555
41,41,1994,5th Quintile,West,Very concerned,0.39965,49,2074,0.32343,0.50543
42,42,1994,5th Quintile,West,Somewhat concerned,0.60035,79,2074,0.5261,0.687
43,43,1995,1st Quintile,West,Very concerned,0.52137,291,1947,0.48552,0.56156
44,44,1995,1st Quintile,West,Somewhat concerned,0.36168,236,1947,0.32965,0.38717
45,45,1995,1st Quintile,West,Not concerned at all,0.11696,63,1947,0.09553,0.13948
46,46,1995,2nd Quintile,West,Very concerned,0.43023,233,1947,0.39734,0.46359
47,47,1995,2nd Quintile,West,Somewhat concerned,0.45117,265,1947,0.41532,0.49923
48,48,1995,2nd Quintile,West,Not concerned at all,0.1186,66,1947,0.0943,0.14627
49,49,1995,3rd Quintile,West,Very concerned,0.37773,118,1947,0.32057,0.45553
50,50,1995,3rd Quintile,West,Somewhat concerned,0.48084,184,1947,0.43575,0.52385
51,51,1995,3rd Quintile,West,Not concerned at all,0.14143,47,1947,0.10713,0.1843
52,52,1995,4th Quintile,West,Very concerned,0.3522,95,1947,0.30589,0.40877
53,53,1995,4th Quintile,West,Somewhat concerned,0.51279,140,1947,0.42574,0.61107
54,54,1995,4th Quintile,West,Not concerned at all,0.13501,50,1947,0.11276,0.16171
55,55,1995,5th Quintile,West,Very concerned,0.46049,52,1947,0.36078,0.59006
56,56,1995,5th Quintile,West,Somewhat concerned,0.36566,71,1947,0.31312,0.42192
57,57,1995,5th Quintile,West,Not concerned at all,0.17385,36,1947,0.131,0.22018
58,58,1996,1st Quintile,West,Very concerned,0.36132,646,12860,0.33778,0.38615
59,59,1996,1st Quintile,West,Somewhat concerned,0.48008,828,12860,0.4525,0.50875
60,60,1996,1st Quintile,West,Not concerned at all,0.15859,240,12860,0.14452,0.17567
61,61,1996,1st Quintile,East,Very concerned,0.2916,226,12860,0.27029,0.31336
62,62,1996,1st Quintile,East,Somewhat concerned,0.48211,381,12860,0.45551,0.51195
63,63,1996,1st Quintile,East,Not concerned at all,0.22629,176,12860,0.20356,0.25003
64,64,1996,2nd Quintile,West,Very concerned,0.32748,572,12860,0.30547,0.35065
65,65,1996,2nd Quintile,West,Somewhat concerned,0.50102,893,12860,0.47152,0.52524
66,66,1996,2nd Quintile,West,Not concerned at all,0.1715,280,12860,0.15581,0.1887
67,67,1996,2nd Quintile,East,Very concerned,0.25951,236,12860,0.23876,0.28097
68,68,1996,2nd Quintile,East,Somewhat concerned,0.5229,535,12860,0.49432,0.54773
69,69,1996,2nd Quintile,East,Not concerned at all,0.21758,196,12860,0.20075,0.23562
70,70,1996,3rd Quintile,West,Very concerned,0.32733,561,12860,0.30727,0.34823
71,71,1996,3rd Quintile,West,Somewhat concerned,0.51912,945,12860,0.49155,0.54433
72,72,1996,3rd Quintile,West,Not concerned at all,0.15355,262,12860,0.14232,0.16734
73,73,1996,3rd Quintile,East,Very concerned,0.27601,239,12860,0.25661,0.29709
74,74,1996,3rd Quintile,East,Somewhat concerned,0.52863,457,12860,0.50254,0.55759
75,75,1996,3rd Quintile,East,Not concerned at all,0.19536,156,12860,0.17567,0.2137
76,76,1996,4th Quintile,West,Very concerned,0.27986,562,12860,0.26439,0.29351
77,77,1996,4th Quintile,West,Somewhat concerned,0.55919,1117,12860,0.53734,0.58302
78,78,1996,4th Quintile,West,Not concerned at all,0.16096,321,12860,0.14986,0.17342
79,79,1996,4th Quintile,East,Very concerned,0.28517,194,12860,0.26297,0.30966
80,80,1996,4th Quintile,East,Somewhat concerned,0.5497,364,12860,0.51066,0.58039
81,81,1996,4th Quintile,East,Not concerned at all,0.16512,116,12860,0.14802,0.18758
82,82,1996,5th Quintile,West,Very concerned,0.24923,526,12860,0.23304,0.26069
83,83,1996,5th Quintile,West,Somewhat concerned,0.57362,1122,12860,0.54698,0.59614
84,84,1996,5th Quintile,West,Not concerned at all,0.17714,350,12860,0.16717,0.19028
85,85,1996,5th Quintile,East,Very concerned,0.21334,78,12860,0.18591,0.24
86,86,1996,5th Quintile,East,Somewhat concerned,0.5586,198,12860,0.51345,0.6154
87,87,1996,5th Quintile,East,Not concerned at all,0.22805,83,12860,0.2003,0.26005
88,88,1997,1st Quintile,West,Very concerned,0.36791,588,12698,0.34378,0.39147
89,89,1997,1st Quintile,West,Somewhat concerned,0.46811,761,12698,0.43497,0.50036
90,90,1997,1st Quintile,West,Not concerned at all,0.16398,244,12698,0.1513,0.17969
91,91,1997,1st Quintile,East,Very concerned,0.30339,243,12698,0.28281,0.33004
92,92,1997,1st Quintile,East,Somewhat concerned,0.4825,351,12698,0.44886,0.52021
93,93,1997,1st Quintile,East,Not concerned at all,0.21411,158,12698,0.19106,0.23761
94,94,1997,2nd Quintile,West,Very concerned,0.31635,579,12698,0.29531,0.33754
95,95,1997,2nd Quintile,West,Somewhat concerned,0.4904,891,12698,0.45897,0.51652
96,96,1997,2nd Quintile,West,Not concerned at all,0.19325,316,12698,0.17738,0.20993
97,97,1997,2nd Quintile,East,Very concerned,0.28665,278,12698,0.26731,0.30638
98,98,1997,2nd Quintile,East,Somewhat concerned,0.49306,470,12698,0.46849,0.52008
99,99,1997,2nd Quintile,East,Not concerned at all,0.22029,212,12698,0.20454,0.23777
100,100,1997,3rd Quintile,West,Very concerned,0.34696,575,12698,0.32716,0.36739
101,101,1997,3rd Quintile,West,Somewhat concerned,0.50246,887,12698,0.47653,0.52789
102,102,1997,3rd Quintile,West,Not concerned at all,0.15057,273,12698,0.13811,0.16408
103,103,1997,3rd Quintile,East,Very concerned,0.26783,221,12698,0.24847,0.28933
104,104,1997,3rd Quintile,East,Somewhat concerned,0.5459,430,12698,0.51176,0.57843
105,105,1997,3rd Quintile,East,Not concerned at all,0.18628,162,12698,0.16818,0.20356
106,106,1997,4th Quintile,West,Very concerned,0.3053,585,12698,0.28616,0.32622
