year,regtyp,sex,plj0047,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1992,Urban regions,male,Very concerned,0.2062632277005216,418,2209,0.20585671503316474,0.20666974036787847
1992,Urban regions,male,Somewhat concerned,0.19994253145763038,459,2209,0.19954070538461313,0.20034435753064764
1992,Urban regions,male,Not concerned at all,0.08555195778467585,180,2209,0.08527094930746507,0.08583296626188663
1992,Urban regions,female,Very concerned,0.175192402904735,351,2209,0.17481049478765293,0.1755743110218171
1992,Urban regions,female,Somewhat concerned,0.16038748619639098,402,2209,0.16001880616163636,0.1607561662311456
1992,Urban regions,female,Not concerned at all,0.06904764098073501,160,2209,0.06879292096131609,0.06930236100015394
1992,Rural regions,male,Very concerned,0.01992213724815946,42,2209,0.019781751447960703,0.02006252304835822
1992,Rural regions,male,Somewhat concerned,0.02242071114957773,53,2209,0.022271971889794368,0.022569450409361095
1992,Rural regions,male,Not concerned at all,0.01942509618102379,47,2209,0.019286437551314844,0.019563754810732734
1992,Rural regions,female,Very concerned,0.021559444980240983,47,2209,0.021413526284599554,0.02170536367588241
1992,Rural regions,female,Somewhat concerned,0.02028736341630923,50,2209,0.020145723034948337,0.020429003797670122
1993,Urban regions,male,Very concerned,0.23337789327592265,468,2149,0.23296959922215327,0.23378618732969203
1993,Urban regions,male,Somewhat concerned,0.22195063936743323,451,2149,0.22154951014331353,0.22235176859155292
1993,Urban regions,male,Not concerned at all,0.048022354762572037,109,2149,0.04781596524819296,0.04822874427695111
1993,Urban regions,female,Very concerned,0.207788977938921,425,2149,0.20739734048195393,0.20818061539588809
1993,Urban regions,female,Somewhat concerned,0.13884861423715655,349,2149,0.13851483212737462,0.1391823963469385
1993,Urban regions,female,Not concerned at all,0.0494456083224559,109,2149,0.0492363393332098,0.049654877311702
1993,Rural regions,male,Very concerned,0.029268027208191605,65,2149,0.029105322949570224,0.029430731466812986
1993,Rural regions,male,Somewhat concerned,0.022051617293703092,58,2149,0.021909864796662064,0.02219336979074412
1993,Rural regions,female,Very concerned,0.031465788637056014,70,2149,0.03129727722351022,0.031634300050601805
1993,Rural regions,female,Somewhat concerned,0.01778047895658785,45,2149,0.017652914836840485,0.017908043076335214
1994,Urban regions,male,Very concerned,0.23100885327867868,436,2055,0.23061436982937802,0.23140333672797933
1994,Urban regions,male,Somewhat concerned,0.22412920146503607,438,2055,0.22373890220304543,0.2245195007270267
1994,Urban regions,male,Not concerned at all,0.042357739636794324,104,2055,0.042169235083639754,0.042546244189948894
1994,Urban regions,female,Very concerned,0.21755282057982678,439,2055,0.21716666378714708,0.21793897737250648
1994,Urban regions,female,Somewhat concerned,0.14958588907129536,338,2055,0.14925206753822787,0.14991971060436285
1994,Urban regions,female,Not concerned at all,0.043797500668560814,91,2055,0.043605963348722084,0.043989037988399544
1994,Rural regions,male,Very concerned,0.019046118923956572,40,2055,0.018918186288786568,0.019174051559126576
1994,Rural regions,male,Somewhat concerned,0.027808260122290047,66,2055,0.027654367897965885,0.02796215234661421
1994,Rural regions,female,Very concerned,0.02219570820158082,44,2055,0.02205782407330833,0.02233359232985331
1994,Rural regions,female,Somewhat concerned,0.02251790805198054,59,2055,0.02237904962844621,0.022656766475514872
1995,Urban regions,male,Very concerned,0.21968715327797864,359,1898,0.21923475649439525,0.22013955006156202
1995,Urban regions,male,Somewhat concerned,0.21936848228485265,428,1898,0.21891632143589324,0.21982064313381205
1995,Urban regions,male,Not concerned at all,0.06195518662703995,112,1898,0.06169177591795517,0.06221859733612473
1995,Urban regions,female,Very concerned,0.19146294894884414,346,1898,0.19103304133735122,0.19189285656033706
1995,Urban regions,female,Somewhat concerned,0.16903745404616285,367,1898,0.1686279435897205,0.1694469645026052
1995,Urban regions,female,Not concerned at all,0.04718138817943966,100,1898,0.0469497163262786,0.04741306003260073
1995,Rural regions,male,Very concerned,0.02036523296512583,40,1898,0.020210899685368853,0.020519566244882808
1995,Rural regions,male,Somewhat concerned,0.0240584370606033,51,1898,0.02389100893643423,0.024225865184772367
1995,Rural regions,female,Very concerned,0.021766494638592614,44,1898,0.021607054261310158,0.02192593501587507
1995,Rural regions,female,Somewhat concerned,0.02511722197136038,51,1898,0.024946242173065018,0.02528820176965574
1996,Urban regions,male,Very concerned,0.08968452853849603,1166,12866,0.0896152271842685,0.08975382989272356
1996,Urban regions,male,Somewhat concerned,0.1782706464249577,2153,12866,0.17817781579134093,0.1783634770585745
1996,Urban regions,male,Not concerned at all,0.06257676386691204,728,12866,0.06251802015278139,0.06263550758104268
1996,Urban regions,female,Very concerned,0.10613344425007941,1329,12866,0.10605873928485991,0.1062081492152989
1996,Urban regions,female,Somewhat concerned,0.19349420151030244,2363,12866,0.19339838844839902,0.19359001457220587
1996,Urban regions,female,Not concerned at all,0.058019498814454847,665,12866,0.05796279726358716,0.05807620036532253
1996,Rural regions,male,Very concerned,0.04789283165706602,648,12866,0.04784103936039025,0.0479446239537418
1996,Rural regions,male,Somewhat concerned,0.07534082132848383,1077,12866,0.07527680466837032,0.07540483798859733
1996,Rural regions,male,Not concerned at all,0.028849681812094394,447,12866,0.02880908417689206,0.02889027944729673
1996,Rural regions,female,Very concerned,0.05425513288516891,701,12866,0.05420019215754573,0.05431007361279209
1996,Rural regions,female,Somewhat concerned,0.0819998684332928,1248,12866,0.08193332350764974,0.08206641335893584
1996,Rural regions,female,Not concerned at all,0.023482580478691586,341,12866,0.023445852256952743,0.023519308700430428
1997,Urban regions,male,Very concerned,0.09703487672898158,1199,12698,0.09696340960350813,0.09710634385445502
1997,Urban regions,male,Somewhat concerned,0.16658170108886178,2025,12698,0.16649174054769328,0.16667166163003028
1997,Urban regions,male,Not concerned at all,0.06732906719200087,778,12698,0.06726856481786547,0.06738956956613626
1997,Urban regions,female,Very concerned,0.11130481259234691,1378,12698,0.11122887789214925,0.11138074729254457
1997,Urban regions,female,Somewhat concerned,0.1853427849877071,2222,12698,0.1852489678468382,0.185436602128576
1997,Urban regions,female,Not concerned at all,0.0604193755557049,672,12698,0.06036184983882434,0.06047690127258547
1997,Rural regions,male,Very concerned,0.04668447277167229,623,12698,0.04663353834058273,0.046735407202761856
1997,Rural regions,male,Somewhat concerned,0.07329545490351051,1045,12698,0.07323253094066906,0.07335837886635196
1997,Rural regions,male,Not concerned at all,0.031330910910687695,479,12698,0.031288849762046635,0.031372972059328756
1997,Rural regions,female,Very concerned,0.0511016724783694,671,12698,0.051048506440687536,0.051154838516051265
1997,Rural regions,female,Somewhat concerned,0.08531266165115119,1253,12698,0.08524521661736185,0.08538010668494052
1997,Rural regions,female,Not concerned at all,0.024262209139005727,353,12698,0.024225060865792354,0.0242993574122191
1998,Urban regions,male,Very concerned,0.10040600246875177,1322,13993,0.10033320508168563,0.10047879985581791
1998,Urban regions,male,Somewhat concerned,0.1604059083467211,2140,13993,0.16031701739707452,0.1604947992963677
1998,Urban regions,male,Not concerned at all,0.07107918424401215,929,13993,0.0710169437195574,0.0711414247684669
1998,Urban regions,female,Very concerned,0.10858237035065449,1463,13993,0.10850701172888308,0.1086577289724259
1998,Urban regions,female,Somewhat concerned,0.183647909259535,2446,13993,0.18355412187441286,0.18374169664465714
1998,Urban regions,female,Not concerned at all,0.06176824697225221,798,13993,0.061709935986939614,0.0618265579575648
1998,Rural regions,male,Very concerned,0.048973082048885,716,13993,0.04892080779996299,0.049025356297807014
1998,Rural regions,male,Somewhat concerned,0.07565163961000443,1169,13993,0.0755875865785276,0.07571569264148126
1998,Rural regions,male,Not concerned at all,0.028763693941047674,508,13993,0.02872320863167302,0.028804179250422328
1998,Rural regions,female,Very concerned,0.05099077535403442,744,13993,0.05093749173636069,0.051044058971708155
1998,Rural regions,female,Somewhat concerned,0.0855629706061251,1366,13993,0.08549521698554718,0.08563072422670301
1998,Rural regions,female,Not concerned at all,0.02416821679797665,392,13993,0.024131018551975938,0.02420541504397736
1999,Urban regions,male,Very concerned,0.09672406596647215,1232,13610,0.09665318086100684,0.09679495107193746
1999,Urban regions,male,Somewhat concerned,0.17742369979484254,2306,13610,0.17733208377724158,0.1775153158124435
1999,Urban regions,male,Not concerned at all,0.06023194404910563,726,13610,0.06017488805488474,0.060289000043326525
1999,Urban regions,female,Very concerned,0.11128415034385351,1468,13610,0.11120873223852212,0.1113595684491849
1999,Urban regions,female,Somewhat concerned,0.19303849485230498,2488,13610,0.19294384370816017,0.1931331459964498
1999,Urban regions,female,Not concerned at all,0.049686925365115236,609,13610,0.0496348140646051,0.049739036665625375
1999,Rural regions,male,Very concerned,0.04050099452095228,599,13610,0.04045371940463022,0.04054826963727434
1999,Rural regions,male,Somewhat concerned,0.08466941008239101,1310,13610,0.08460264801865405,0.08473617214612797
1999,Rural regions,male,Not concerned at all,0.025943565351480048,411,13610,0.025905442586872194,0.025981688116087902
1999,Rural regions,female,Very concerned,0.05108348882374419,759,13610,0.051030689084864064,0.05113628856262431
1999,Rural regions,female,Somewhat concerned,0.08844337253788981,1406,13610,0.08837527961577896,0.08851146546000066
1999,Rural regions,female,Not concerned at all,0.020969888311848605,296,13610,0.020935526695764227,0.021004249927932983
2000,Urban regions,male,Very concerned,0.10301118437039984,2237,23840,0.10293812608430024,0.10308424265649944
2000,Urban regions,male,Somewhat concerned,0.16062705573414343,3730,23840,0.16053880453644115,0.16071530693184571
