year,age_gr,sex,plj0047,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,17-29 y.,male,Very concerned,0.46276,198,452,0.41674,0.50878
1992,17-29 y.,male,Somewhat concerned,0.37592,178,452,0.33122,0.42063
1992,17-29 y.,male,Not concerned at all,0.16132,76,452,0.12737,0.19527
1992,17-29 y.,female,Very concerned,0.46951,170,388,0.41979,0.51923
1992,17-29 y.,female,Somewhat concerned,0.39819,162,388,0.34942,0.44696
1992,17-29 y.,female,Not concerned at all,0.13230,56,388,0.09854,0.16606
1992,30-45 y.,male,Very concerned,0.38891,107,293,0.33299,0.44483
1992,30-45 y.,male,Somewhat concerned,0.43981,131,293,0.38287,0.49674
1992,30-45 y.,male,Not concerned at all,0.17128,55,293,0.12807,0.21450
1992,30-45 y.,female,Very concerned,0.45111,125,340,0.39814,0.50408
1992,30-45 y.,female,Somewhat concerned,0.38581,151,340,0.33399,0.43763
1992,30-45 y.,female,Not concerned at all,0.16308,64,340,0.12375,0.20241
1992,46-65 y.,male,Very concerned,0.37931,150,435,0.33366,0.42496
1992,46-65 y.,male,Somewhat concerned,0.39571,192,435,0.34970,0.44172
1992,46-65 y.,male,Not concerned at all,0.22498,93,435,0.18570,0.26427
1992,46-65 y.,female,Very concerned,0.36710,101,298,0.31228,0.42192
1992,46-65 y.,female,Somewhat concerned,0.41207,134,298,0.35609,0.46805
1992,46-65 y.,female,Not concerned at all,0.22083,63,298,0.17365,0.26800
1993,17-29 y.,male,Very concerned,0.53753,228,443,0.49105,0.58402
1993,17-29 y.,male,Somewhat concerned,0.37814,173,443,0.33294,0.42335
1993,17-29 y.,male,Not concerned at all,0.08432,42,443,0.05842,0.11023
1993,17-29 y.,female,Very concerned,0.56525,199,389,0.51592,0.61457
1993,17-29 y.,female,Somewhat concerned,0.35244,150,389,0.30490,0.39997
1993,17-29 y.,female,Not concerned at all,0.08231,40,389,0.05497,0.10966
1993,30-45 y.,male,Very concerned,0.42573,117,282,0.36792,0.48354
1993,30-45 y.,male,Somewhat concerned,0.48094,134,282,0.42252,0.53936
1993,30-45 y.,male,Not concerned at all,0.09333,31,282,0.05932,0.12735
1993,30-45 y.,female,Very concerned,0.54220,154,306,0.48629,0.59812
1993,30-45 y.,female,Somewhat concerned,0.34942,121,306,0.29591,0.40293
1993,30-45 y.,female,Not concerned at all,0.10837,31,306,0.07349,0.14326
1993,46-65 y.,male,Very concerned,0.42799,181,426,0.38095,0.47503
1993,46-65 y.,male,Somewhat concerned,0.44692,188,426,0.39965,0.49419
1993,46-65 y.,male,Not concerned at all,0.12509,57,426,0.09364,0.15654
1993,46-65 y.,female,Very concerned,0.49215,139,299,0.43538,0.54891
1993,46-65 y.,female,Somewhat concerned,0.33791,114,299,0.28421,0.39161
1993,46-65 y.,female,Not concerned at all,0.16994,46,299,0.12730,0.21259
1994,17-29 y.,male,Very concerned,0.48468,189,397,0.43546,0.53390
1994,17-29 y.,male,Somewhat concerned,0.45792,173,397,0.40885,0.50699
1994,17-29 y.,male,Not concerned at all,0.05740,35,397,0.03449,0.08031
1994,17-29 y.,female,Very concerned,0.54239,199,386,0.49262,0.59216
1994,17-29 y.,female,Somewhat concerned,0.36558,151,386,0.31747,0.41369
