syear,sex,plj0047,proportion,n,lower_confidence,upper_confidence
1992,male,2.0,0.2288779615556549,13316,0.2217423249588919,0.2360135981524179
1992,male,1.0,0.2056325435851587,13316,0.19876777622929817,0.21249731094101923
1992,female,2.0,0.20205632543585159,13316,0.19523621320122578,0.2088764376704774
1992,female,1.0,0.1779168529280286,13316,0.17142100880760436,0.18441269704845287
1992,male,3.0,0.10147518998658918,13316,0.09634640902997631,0.10660397094320205
1992,female,3.0,0.08404112650871703,13316,0.07932860768626043,0.08875364533117364
1993,male,1.0,0.24404761904761904,13101,0.23669252288571604,0.251402715209522
1993,male,2.0,0.23305860805860806,13101,0.2258189590576788,0.24029825705953733
1993,female,1.0,0.22664835164835165,13101,0.21947918561883803,0.23381751767786527
1993,female,2.0,0.1804029304029304,13101,0.1738183843364144,0.1869874764694464
1993,male,3.0,0.060897435897435896,13101,0.05680237971313873,0.06499249208173306
1993,female,3.0,0.054945054945054944,13101,0.05104297032234613,0.05884713956776376
1994,male,2.0,0.2396576319543509,12873,0.23228340645152923,0.2470318574571726
1994,female,1.0,0.2296718972895863,12873,0.22240568659554638,0.23693810798362624
1994,male,1.0,0.2263433190679981,12873,0.21911438661257335,0.23357225152342284
1994,female,2.0,0.1887779362815026,12873,0.1820177030303941,0.1955381695326111
1994,male,3.0,0.06276747503566334,12873,0.058577540941215596,0.06695740913011108
1994,female,3.0,0.052781740370898715,12873,0.04891911071542569,0.05664437002637174
1995,male,2.0,0.24589322381930184,13284,0.23857035355617562,0.25321609408242807
1995,female,2.0,0.21457905544147843,13284,0.20759775157119492,0.22156035931176193
1995,male,1.0,0.20482546201232033,13284,0.19796244868778856,0.2116884753368521
1995,female,1.0,0.2002053388090349,13284,0.19340048631637574,0.20701019130169407
1995,male,3.0,0.0728952772073922,13284,0.06847442770575592,0.07731612670902847
1995,female,3.0,0.061601642710472276,13284,0.05751297888282694,0.06569030653811761
1996,female,2.0,0.2806622104772268,13048,0.2729524212374466,0.28837199971700694
1996,male,2.0,0.25104927716461994,13048,0.24360898127563596,0.2584895730536039
1996,female,1.0,0.15778019586507072,13048,0.15152525702738312,0.16403513470275832
1996,male,1.0,0.14099176123115187,13048,0.1350203135750848,0.14696320888721895
1996,male,3.0,0.09132597543914192,13048,0.0863830357232518,0.09626891515503204
1996,female,3.0,0.07819057982278875,13048,0.07358396516492251,0.08279719448065499
1997,female,2.0,0.27364359398377824,12828,0.26592844842513746,0.281358739542419
1997,male,2.0,0.24175131900149618,12828,0.2343421951656555,0.24916044283733688
1997,female,1.0,0.16143003386093394,12828,0.1550629815706618,0.16779708615120606
1997,male,1.0,0.14347586424127884,12828,0.13740939746997996,0.14954233101257772
1997,male,3.0,0.09898417198204583,12828,0.09381613416321696,0.1041522098008747
1997,female,3.0,0.08071501693046697,12828,0.07600113337999266,0.08542890048094127
1998,female,2.0,0.27242192524833847,14238,0.2651089785563398,0.27973487194033714
1998,male,2.0,0.23647538054741657,14238,0.22949569163811792,0.24345506945671522
1998,female,1.0,0.15772171800185808,14238,0.15173477493962756,0.1637086610640886
1998,male,1.0,0.14564425069677697,14238,0.13984999544617616,0.1514385059473778
1998,male,3.0,0.10269420424497963,14238,0.09770794585002286,0.1076804626399364
1998,female,3.0,0.08504252126063032,14238,0.08046057389109755,0.08962446863016309
1999,female,2.0,0.2861131520940485,13674,0.27853799079047914,0.2936883133976178
1999,male,2.0,0.265686994856723,13674,0.2582835466611733,0.27309044305227265
1999,female,1.0,0.1636296840558413,13674,0.15742901382700653,0.16983035428467608
1999,male,1.0,0.13453343130051432,13674,0.1288140567124733,0.14025280588855532
1999,male,3.0,0.08354151359294636,13674,0.07890367263212351,0.0881793545537692
1999,female,3.0,0.06649522409992653,13674,0.06231921167009022,0.07067123652976284
2000,female,2.0,0.26359060402684564,24107,0.2580288841585013,0.26915232389519
2000,male,2.0,0.24790268456375839,24107,0.24245186103923536,0.2533535080882814
2000,female,1.0,0.1748741610738255,24107,0.1700789535932919,0.1796693685543591
2000,male,1.0,0.1395973154362416,24107,0.1352223573257978,0.1439722735466854
2000,male,3.0,0.09324664429530201,24107,0.08957597145043505,0.09691731714016896
2000,female,3.0,0.08078859060402685,24107,0.07734852118600577,0.08422866002204793
2001,female,2.0,0.2485927839808065,21921,0.24287131128079284,0.25431425668082014
2001,male,2.0,0.23553566485189628,21921,0.2299182972715583,0.24115303243223427
2001,female,1.0,0.1994094306542401,21921,0.19412006035725143,0.20469880095122878
2001,male,1.0,0.16088400848943435,21921,0.1560200111536924,0.1657480058251763
2001,male,3.0,0.08406385531051029,21921,0.08039049828513306,0.08773721233588752
2001,female,3.0,0.07151425671311248,21921,0.06810303596365828,0.07492547746256668
2002,female,2.0,0.2847076330532213,23026,0.2788787120185874,0.29053655408785517
2002,male,2.0,0.26242997198879553,23026,0.25674726624513183,0.2681126777324592
2002,female,1.0,0.15484943977591037,23026,0.15017673134882967,0.15952214820299107
2002,male,1.0,0.1255252100840336,23026,0.12124577989028335,0.12980464027778388
2002,male,3.0,0.09593837535014006,23026,0.09213436212223024,0.09974238857804989
2002,female,3.0,0.07654936974789917,23026,0.07311517854092263,0.0799835609548757
2003,female,2.0,0.2909778202851027,22166,0.28499821853183427,0.29695742203837117
2003,male,2.0,0.2679783212642893,22166,0.2621475741044216,0.273809068424157
2003,female,1.0,0.12770414901853622,22166,0.12331028295856133,0.1320980150785111
2003,male,3.0,0.11654597622626042,22166,0.11232169303161256,0.12077025942090829
2003,female,3.0,0.09860181263378422,22166,0.09467705180387861,0.10252657346368982
2003,male,1.0,0.09819192057202715,22166,0.09427443554553469,0.10210940559851961
2004,female,2.0,0.288785046728972,21612,0.2827428288402406,0.29482726461770337
2004,male,2.0,0.2589719626168224,21612,0.25313143225346363,0.2648124929801812
2004,female,1.0,0.13018691588785047,21612,0.12570044112201187,0.13467339065368908
2004,male,3.0,0.11929906542056075,21612,0.11497749751780538,0.12362063332331612
2004,male,1.0,0.10299065420560748,21612,0.09893831319936594,0.10704299521184901
2004,female,3.0,0.09976635514018692,21612,0.09577078954447914,0.1037619207358947
2005,female,2.0,0.271899498466183,20698,0.26583783601835853,0.27796116091400747
2005,male,2.0,0.2471636558406778,20698,0.2412869429479859,0.25304036873336966
2005,female,1.0,0.16842771582996544,20698,0.16332914258616962,0.17352628907376125
2005,male,1.0,0.13200564834201683,20698,0.1273941018985759,0.13661719478545778
2005,male,3.0,0.09962506695232994,20698,0.09554480645350259,0.10370532745115728
2005,female,3.0,0.080878414568827,20698,0.07716396319357782,0.08459286594407617
2006,female,2.0,0.28203713917999634,22269,0.2761268347150097,0.287947443644983
2006,male,2.0,0.2545504688361831,22269,0.24882907574352328,0.26027186192884294
2006,female,1.0,0.15710608567751425,22269,0.15232651732343688,0.1618856540315916
2006,male,1.0,0.12084022798308512,22269,0.11655922642828437,0.12512122953788588
2006,male,3.0,0.10199485199485199,22269,0.09801987835519689,0.10596982563450709
2006,female,3.0,0.08347122632836919,22269,0.07983837886797636,0.08710407378876202
2007,female,2.0,0.2810299837526464,20850,0.27492850981729294,0.2871314576879998
2007,male,2.0,0.2542957018364433,20850,0.24838477104089643,0.2602066326319901
2007,female,1.0,0.15282359312687707,20850,0.1479394861114074,0.15770770014234675
2007,male,1.0,0.11870415046034169,20850,0.1143138235848511,0.12309447733583229
2007,male,3.0,0.10467234503471026,20850,0.10051697198923767,0.10882771808018285
2007,female,3.0,0.08847422578898134,20850,0.084619478569968,0.09232897300799468
2008,female,2.0,0.2963464845989472,19571,0.28994871076123796,0.3027442584366564
2008,male,2.0,0.25767446708709024,19571,0.25154697928307085,0.26380195489110964
2008,female,1.0,0.13060926669098868,19571,0.12588815731711153,0.13533037606486584
2008,male,3.0,0.11632876426747277,19571,0.11183677738333783,0.1208207511516077
2008,male,1.0,0.10298639703966227,19571,0.09872807002406755,0.10724472405525698
2008,female,3.0,0.09605462031583885,19571,0.09192623915674446,0.10018300147493324
2009,female,2.0,0.30721914667561373,18254,0.30052648107922236,0.3139118122720051
2009,male,2.0,0.2663423362970419,18254,0.2599295926369664,0.2727550799571174
2009,male,3.0,0.12453167813006766,18254,0.11974165967635626,0.12932169658377907
2009,female,1.0,0.10803556450260024,18254,0.10353223017418066,0.11253889883101982
2009,female,3.0,0.10680534585919589,18254,0.102324638286841,0.11128605343155078
2009,male,1.0,0.08706592853548062,18254,0.08297595145714222,0.09115590561381902
2010,female,2.0,0.3119771303653256,24328,0.30615521772488197,0.3177990430057692
2010,male,2.0,0.250977424643713,24328,0.24552904137272863,0.2564258079146973
2010,female,1.0,0.12859965527388909,24328,0.12439305124252133,0.13280625930525686
2010,male,3.0,0.11754319586328667,24328,0.1134960547901151,0.12159033693645824
2010,female,3.0,0.10400639004498255,24328,0.10017033053994777,0.10784244955001733
2010,male,1.0,0.08689620380880313,24328,0.08335652917180103,0.09043587844580522
2011,female,2.0,0.29836578921616597,28898,0.2930904296189524,0.30364114881337956
2011,male,2.0,0.2545748116254037,28898,0.24955217307821334,0.25959745017259406
2011,male,3.0,0.13876113122614736,28898,0.13477530918201602,0.1427469532702787
