year,migback,sampreg,plj0047,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Direct migration background,West,Very concerned,0.41218,725,1921,0.39016,0.43420
1992,Direct migration background,West,Somewhat concerned,0.40747,841,1921,0.38550,0.42945
1992,Direct migration background,West,Not concerned at all,0.18035,355,1921,0.16315,0.19754
1992,Indirect migration background,West,Very concerned,0.46579,132,315,0.41062,0.52097
1992,Indirect migration background,West,Somewhat concerned,0.34747,123,315,0.29480,0.40014
1992,Indirect migration background,West,Not concerned at all,0.18674,60,315,0.14363,0.22984
1993,Direct migration background,West,Very concerned,0.48974,866,1835,0.46686,0.51262
1993,Direct migration background,West,Somewhat concerned,0.39984,755,1835,0.37742,0.42226
1993,Direct migration background,West,Not concerned at all,0.11042,214,1835,0.09607,0.12476
1993,Indirect migration background,West,Very concerned,0.52667,161,348,0.47413,0.57920
1993,Indirect migration background,West,Somewhat concerned,0.37050,148,348,0.31969,0.42132
1993,Indirect migration background,West,Not concerned at all,0.10283,39,348,0.07087,0.13479
1994,Direct migration background,West,Very concerned,0.47459,775,1739,0.45111,0.49807
1994,Direct migration background,West,Somewhat concerned,0.42115,756,1739,0.39793,0.44436
1994,Direct migration background,West,Not concerned at all,0.10426,208,1739,0.08989,0.11863
1994,Indirect migration background,West,Very concerned,0.51729,182,362,0.46574,0.56884
1994,Indirect migration background,West,Somewhat concerned,0.39490,145,362,0.34447,0.44532
1994,Indirect migration background,West,Not concerned at all,0.08781,35,362,0.05862,0.11701
1995,Direct migration background,West,Very concerned,0.44889,651,1591,0.42444,0.47334
1995,Direct migration background,West,Somewhat concerned,0.41918,719,1591,0.39493,0.44343
1995,Direct migration background,West,Not concerned at all,0.13193,221,1591,0.11530,0.14857
1995,Indirect migration background,West,Very concerned,0.41781,137,355,0.36643,0.46918
1995,Indirect migration background,West,Somewhat concerned,0.47258,177,355,0.42058,0.52459
1995,Indirect migration background,West,Not concerned at all,0.10961,41,355,0.07707,0.14216
1996,No migration background,West,Very concerned,0.29191,1788,6285,0.28067,0.30316
1996,No migration background,West,Somewhat concerned,0.53798,3422,6285,0.52566,0.55031
1996,No migration background,West,Not concerned at all,0.17010,1075,6285,0.16081,0.17939
1996,No migration background,East,Very concerned,0.26863,921,3479,0.25390,0.28336
1996,No migration background,East,Somewhat concerned,0.52299,1854,3479,0.50639,0.53959
1996,No migration background,East,Not concerned at all,0.20838,704,3479,0.19488,0.22187
1996,Direct migration background,West,Very concerned,0.35002,885,2424,0.33103,0.36901
1996,Direct migration background,West,Somewhat concerned,0.50214,1226,2424,0.48224,0.52205
1996,Direct migration background,West,Not concerned at all,0.14784,313,2424,0.13370,0.16197
