"plj0047","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"Große Sorgen","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Große Sorgen","1992","(noch) kein Abschluss","direkter Migrationshintergrund","202","0.386889447506777","0.346333360474869","0.427445534538684"
"Große Sorgen","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1992","Hauptschule","kein Migrationshintergrund","","","",""
"Große Sorgen","1992","Hauptschule","direkter Migrationshintergrund","396","0.413394029432949","0.383436585601612","0.443351473264286"
"Große Sorgen","1992","Hauptschule","indirekter Migrationshintergrund","56","0.417752282053503","0.338562660071613","0.496941904035392"
"Große Sorgen","1992","Realschule","kein Migrationshintergrund","","","",""
"Große Sorgen","1992","Realschule","direkter Migrationshintergrund","","","",""
"Große Sorgen","1992","Realschule","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Große Sorgen","1992","(Fach-)Abitur","direkter Migrationshintergrund","64","0.433302548847326","0.356759385869845","0.509845711824806"
"Große Sorgen","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1992","AkademikerIn","kein Migrationshintergrund","","","",""
"Große Sorgen","1992","AkademikerIn","direkter Migrationshintergrund","","","",""
"Große Sorgen","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Einige Sorgen","1992","(noch) kein Abschluss","direkter Migrationshintergrund","231","0.402628747742138","0.361790438045967","0.443467057438308"
"Einige Sorgen","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1992","Hauptschule","kein Migrationshintergrund","","","",""
"Einige Sorgen","1992","Hauptschule","direkter Migrationshintergrund","452","0.406907420163611","0.377022062048996","0.436792778278227"
"Einige Sorgen","1992","Hauptschule","indirekter Migrationshintergrund","65","0.405308894322351","0.326478491553809","0.484139297090893"
"Einige Sorgen","1992","Realschule","kein Migrationshintergrund","","","",""
"Einige Sorgen","1992","Realschule","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1992","Realschule","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Einige Sorgen","1992","(Fach-)Abitur","direkter Migrationshintergrund","80","0.449219998251212","0.372385939481641","0.526054057020784"
"Einige Sorgen","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1992","AkademikerIn","kein Migrationshintergrund","","","",""
"Einige Sorgen","1992","AkademikerIn","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Keine Sorgen","1992","(noch) kein Abschluss","direkter Migrationshintergrund","121","0.210481804751086","0.176536355578541","0.24442725392363"
"Keine Sorgen","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1992","Hauptschule","kein Migrationshintergrund","","","",""
"Keine Sorgen","1992","Hauptschule","direkter Migrationshintergrund","190","0.179698550403439","0.156342014000244","0.203055086806635"
"Keine Sorgen","1992","Hauptschule","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1992","Realschule","kein Migrationshintergrund","","","",""
"Keine Sorgen","1992","Realschule","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1992","Realschule","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Keine Sorgen","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1992","AkademikerIn","kein Migrationshintergrund","","","",""
"Keine Sorgen","1992","AkademikerIn","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Große Sorgen","1993","(noch) kein Abschluss","direkter Migrationshintergrund","254","0.497987213527671","0.455815844834292","0.54015858222105"
