year,migback,pgisced97,plj0047,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Direct migration background,No answer / don't know,Somewhat concerned,0.55712,34,34,0.38764,0.72660
1992,Direct migration background,Primary Level,Very concerned,0.40795,185,489,0.36435,0.45156
1992,Direct migration background,Primary Level,Somewhat concerned,0.39475,201,489,0.35139,0.43812
1992,Direct migration background,Primary Level,Not concerned at all,0.19729,103,489,0.16199,0.23260
1992,Direct migration background,Lower Secondary Level,Very concerned,0.41129,267,683,0.37436,0.44822
1992,Direct migration background,Lower Secondary Level,Somewhat concerned,0.41952,299,683,0.38249,0.45656
1992,Direct migration background,Lower Secondary Level,Not concerned at all,0.16918,117,683,0.14104,0.19732
1992,Direct migration background,Upper Secondary Level,Very concerned,0.41810,204,550,0.37684,0.45936
1992,Direct migration background,Upper Secondary Level,Somewhat concerned,0.38360,239,550,0.34292,0.42427
1992,Direct migration background,Upper Secondary Level,Not concerned at all,0.19830,107,550,0.16495,0.23165
1992,Direct migration background,Post-secondary Non-tertiary Level,Somewhat concerned,0.44544,39,39,0.28741,0.60347
1992,Indirect migration background,Lower Secondary Level,Very concerned,0.48332,57,109,0.38908,0.57757
1992,Indirect migration background,Lower Secondary Level,Somewhat concerned,0.36922,52,109,0.27820,0.46023
1992,Indirect migration background,Upper Secondary Level,Very concerned,0.40351,34,74,0.29097,0.51605
1992,Indirect migration background,Upper Secondary Level,Somewhat concerned,0.37906,40,74,0.26777,0.49035
1993,Direct migration background,Primary Level,Very concerned,0.50711,228,480,0.46234,0.55188
1993,Direct migration background,Primary Level,Somewhat concerned,0.38459,192,480,0.34102,0.42816
1993,Direct migration background,Primary Level,Not concerned at all,0.10830,60,480,0.08047,0.13613
1993,Direct migration background,Lower Secondary Level,Very concerned,0.51970,316,646,0.48115,0.55826
1993,Direct migration background,Lower Secondary Level,Somewhat concerned,0.37354,260,646,0.33621,0.41088
1993,Direct migration background,Lower Secondary Level,Not concerned at all,0.10675,70,646,0.08292,0.13058
1993,Direct migration background,Upper Secondary Level,Very concerned,0.45104,234,526,0.40847,0.49360
1993,Direct migration background,Upper Secondary Level,Somewhat concerned,0.42052,224,526,0.37829,0.46274
1993,Direct migration background,Upper Secondary Level,Not concerned at all,0.12845,68,526,0.09983,0.15707
1993,Direct migration background,Post-secondary Non-tertiary Level,Very concerned,0.42557,36,71,0.30974,0.54140
1993,Direct migration background,Post-secondary Non-tertiary Level,Somewhat concerned,0.52390,35,71,0.40690,0.64090
1993,Indirect migration background,Lower Secondary Level,Very concerned,0.50840,66,121,0.41895,0.59785
1993,Indirect migration background,Lower Secondary Level,Somewhat concerned,0.35066,55,121,0.26528,0.43604
1993,Indirect migration background,Upper Secondary Level,Very concerned,0.47863,47,101,0.38072,0.57654
1993,Indirect migration background,Upper Secondary Level,Somewhat concerned,0.41869,54,101,0.32200,0.51539
1994,Direct migration background,No answer / don't know,Very concerned,0.54369,36,70,0.42617,0.66122
1994,Direct migration background,No answer / don't know,Somewhat concerned,0.39274,34,70,0.27750,0.50797
1994,Direct migration background,Primary Level,Very concerned,0.46944,205,452,0.42338,0.51550
1994,Direct migration background,Primary Level,Somewhat concerned,0.45941,200,452,0.41342,0.50540
1994,Direct migration background,Primary Level,Not concerned at all,0.07115,47,452,0.04742,0.09487
1994,Direct migration background,Lower Secondary Level,Very concerned,0.52031,279,585,0.47979,0.56083
1994,Direct migration background,Lower Secondary Level,Somewhat concerned,0.35738,232,585,0.31851,0.39625
1994,Direct migration background,Lower Secondary Level,Not concerned at all,0.12231,74,585,0.09573,0.14888
1994,Direct migration background,Upper Secondary Level,Very concerned,0.45043,205,504,0.40695,0.49391
1994,Direct migration background,Upper Secondary Level,Somewhat concerned,0.42805,232,504,0.38480,0.47129
1994,Direct migration background,Upper Secondary Level,Not concerned at all,0.12152,67,504,0.09297,0.15008
1994,Direct migration background,Post-secondary Non-tertiary Level,Very concerned,0.40297,33,33,0.23302,0.57291
1994,Indirect migration background,Lower Secondary Level,Very concerned,0.51648,67,114,0.42434,0.60862
1994,Indirect migration background,Lower Secondary Level,Somewhat concerned,0.36573,47,114,0.27693,0.45453
1994,Indirect migration background,Upper Secondary Level,Very concerned,0.47036,58,112,0.37751,0.56322
1994,Indirect migration background,Upper Secondary Level,Somewhat concerned,0.45727,54,112,0.36459,0.54995
1995,Direct migration background,No answer / don't know,Very concerned,0.58358,39,78,0.47347,0.69369
1995,Direct migration background,No answer / don't know,Somewhat concerned,0.31520,39,78,0.21143,0.41897
1995,Direct migration background,Primary Level,Very concerned,0.46219,173,406,0.41363,0.51075
1995,Direct migration background,Primary Level,Somewhat concerned,0.41270,178,406,0.36475,0.46065
1995,Direct migration background,Primary Level,Not concerned at all,0.12511,55,406,0.09289,0.15733
1995,Direct migration background,Lower Secondary Level,Very concerned,0.49053,226,524,0.44769,0.53338
1995,Direct migration background,Lower Secondary Level,Somewhat concerned,0.39838,231,524,0.35642,0.44034
1995,Direct migration background,Lower Secondary Level,Not concerned at all,0.11109,67,524,0.08416,0.13802
1995,Direct migration background,Upper Secondary Level,Very concerned,0.38818,171,463,0.34374,0.43262
1995,Direct migration background,Upper Secondary Level,Somewhat concerned,0.46273,223,463,0.41726,0.50820
1995,Direct migration background,Upper Secondary Level,Not concerned at all,0.14909,69,463,0.11661,0.18157
1995,Indirect migration background,Lower Secondary Level,Very concerned,0.42195,44,100,0.32467,0.51924
1995,Indirect migration background,Lower Secondary Level,Somewhat concerned,0.42862,56,100,0.33114,0.52611
1995,Indirect migration background,Upper Secondary Level,Very concerned,0.34711,46,114,0.25934,0.43489
1995,Indirect migration background,Upper Secondary Level,Somewhat concerned,0.53730,68,114,0.44537,0.62924
1996,No migration background,No answer / don't know,Somewhat concerned,0.41384,46,46,0.26994,0.55775
