year,age_gr,quintil_oecd,plj0047,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,17-29 y.,1st Quintile,Very concerned,0.49454,89,150,0.41426,0.57482
1992,17-29 y.,1st Quintile,Somewhat concerned,0.32344,61,150,0.24833,0.39855
1992,17-29 y.,2nd Quintile,Very concerned,0.49047,115,212,0.42302,0.55792
1992,17-29 y.,2nd Quintile,Somewhat concerned,0.41665,97,212,0.35013,0.48317
1992,17-29 y.,3rd Quintile,Very concerned,0.44915,88,201,0.38021,0.51808
1992,17-29 y.,3rd Quintile,Somewhat concerned,0.38306,79,201,0.31568,0.45043
1992,17-29 y.,3rd Quintile,Not concerned at all,0.16779,34,201,0.11600,0.21958
1992,17-29 y.,4th Quintile,Very concerned,0.45721,61,132,0.37190,0.54252
1992,17-29 y.,4th Quintile,Somewhat concerned,0.39268,71,132,0.30905,0.47630
1992,17-29 y.,5th Quintile,Somewhat concerned,0.52252,32,32,0.34669,0.69836
1992,30-45 y.,1st Quintile,Very concerned,0.47343,48,98,0.37407,0.57280
1992,30-45 y.,1st Quintile,Somewhat concerned,0.39414,50,98,0.29689,0.49139
1992,30-45 y.,2nd Quintile,Very concerned,0.42601,58,136,0.34260,0.50943
1992,30-45 y.,2nd Quintile,Somewhat concerned,0.44145,78,136,0.35769,0.52521
1992,30-45 y.,3rd Quintile,Very concerned,0.42811,63,175,0.35459,0.50163
1992,30-45 y.,3rd Quintile,Somewhat concerned,0.36541,72,175,0.29386,0.43697
1992,30-45 y.,3rd Quintile,Not concerned at all,0.20648,40,175,0.14633,0.26662
1992,30-45 y.,4th Quintile,Very concerned,0.39269,49,112,0.30184,0.48354
1992,30-45 y.,4th Quintile,Somewhat concerned,0.41810,63,112,0.32634,0.50986
1992,46-65 y.,1st Quintile,Very concerned,0.41214,63,132,0.32785,0.49643
1992,46-65 y.,1st Quintile,Somewhat concerned,0.39931,69,132,0.31544,0.48318
1992,46-65 y.,2nd Quintile,Very concerned,0.42997,67,128,0.34386,0.51607
1992,46-65 y.,2nd Quintile,Somewhat concerned,0.35748,61,128,0.27413,0.44084
1992,46-65 y.,3rd Quintile,Very concerned,0.32998,52,162,0.25735,0.40261
1992,46-65 y.,3rd Quintile,Somewhat concerned,0.41920,70,162,0.34298,0.49542
1992,46-65 y.,3rd Quintile,Not concerned at all,0.25081,40,162,0.18386,0.31777
1992,46-65 y.,4th Quintile,Very concerned,0.31770,48,181,0.24968,0.38572
1992,46-65 y.,4th Quintile,Somewhat concerned,0.44622,94,181,0.37359,0.51884
1992,46-65 y.,4th Quintile,Not concerned at all,0.23609,39,181,0.17404,0.29813
1992,46-65 y.,5th Quintile,Somewhat concerned,0.33383,32,32,0.16782,0.49984
1993,17-29 y.,1st Quintile,Very concerned,0.61918,150,226,0.55572,0.68263
1993,17-29 y.,1st Quintile,Somewhat concerned,0.30588,76,226,0.24567,0.36609
1993,17-29 y.,2nd Quintile,Very concerned,0.58823,115,191,0.51825,0.65821
1993,17-29 y.,2nd Quintile,Somewhat concerned,0.34610,76,191,0.27845,0.41374
1993,17-29 y.,3rd Quintile,Very concerned,0.52106,92,162,0.44389,0.59822
1993,17-29 y.,3rd Quintile,Somewhat concerned,0.37521,70,162,0.30042,0.45000
1993,17-29 y.,4th Quintile,Very concerned,0.41481,47,121,0.32666,0.50296
1993,17-29 y.,4th Quintile,Somewhat concerned,0.48985,74,121,0.40041,0.57929
1993,30-45 y.,1st Quintile,Very concerned,0.55487,70,119,0.46520,0.64454
1993,30-45 y.,1st Quintile,Somewhat concerned,0.39274,49,119,0.30462,0.48086
1993,30-45 y.,2nd Quintile,Very concerned,0.52469,82,154,0.44556,0.60382
1993,30-45 y.,2nd Quintile,Somewhat concerned,0.37788,72,154,0.30105,0.45471
1993,30-45 y.,3rd Quintile,Very concerned,0.45481,56,114,0.36300,0.54663
1993,30-45 y.,3rd Quintile,Somewhat concerned,0.41343,58,114,0.32263,0.50423
1993,30-45 y.,4th Quintile,Very concerned,0.41911,46,97,0.32041,0.51781
1993,30-45 y.,4th Quintile,Somewhat concerned,0.43609,51,97,0.33689,0.53529
1993,46-65 y.,1st Quintile,Very concerned,0.53187,100,165,0.45550,0.60823
1993,46-65 y.,1st Quintile,Somewhat concerned,0.35520,65,165,0.28195,0.42845
1993,46-65 y.,2nd Quintile,Very concerned,0.45625,73,140,0.37345,0.53906
1993,46-65 y.,2nd Quintile,Somewhat concerned,0.42651,67,140,0.34429,0.50873
1993,46-65 y.,3rd Quintile,Very concerned,0.40462,58,125,0.31823,0.49101
1993,46-65 y.,3rd Quintile,Somewhat concerned,0.45605,67,125,0.36838,0.54371
1993,46-65 y.,4th Quintile,Very concerned,0.41509,53,149,0.33570,0.49447
1993,46-65 y.,4th Quintile,Somewhat concerned,0.39257,64,149,0.31390,0.47125
1993,46-65 y.,4th Quintile,Not concerned at all,0.19234,32,149,0.12884,0.25584
1993,46-65 y.,5th Quintile,Very concerned,0.39844,36,75,0.28690,0.50999
1993,46-65 y.,5th Quintile,Somewhat concerned,0.43620,39,75,0.32321,0.54919
1994,17-29 y.,1st Quintile,Very concerned,0.54897,149,254,0.48766,0.61029
1994,17-29 y.,1st Quintile,Somewhat concerned,0.37590,105,254,0.31622,0.43559
1994,17-29 y.,2nd Quintile,Very concerned,0.53089,103,180,0.45778,0.60400
1994,17-29 y.,2nd Quintile,Somewhat concerned,0.40757,77,180,0.33558,0.47956
1994,17-29 y.,3rd Quintile,Very concerned,0.47141,68,132,0.38593,0.55690
