year,pgisced97,sex,plj0047,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Primary Level,male,Very concerned,0.36103,68,199,0.29413,0.42793
1992,Primary Level,male,Somewhat concerned,0.37384,79,199,0.30645,0.44123
1992,Primary Level,male,Not concerned at all,0.26513,52,199,0.20365,0.32661
1992,Primary Level,female,Very concerned,0.43755,125,313,0.38250,0.49260
1992,Primary Level,female,Somewhat concerned,0.39288,128,313,0.33869,0.44708
1992,Primary Level,female,Not concerned at all,0.16957,60,313,0.12793,0.21120
1992,Lower Secondary Level,male,Very concerned,0.42055,175,437,0.37421,0.46689
1992,Lower Secondary Level,male,Somewhat concerned,0.42367,194,437,0.37728,0.47005
1992,Lower Secondary Level,male,Not concerned at all,0.15578,68,437,0.12174,0.18982
1992,Lower Secondary Level,female,Very concerned,0.42488,149,377,0.37491,0.47484
1992,Lower Secondary Level,female,Somewhat concerned,0.39730,157,377,0.34784,0.44676
1992,Lower Secondary Level,female,Not concerned at all,0.17782,71,377,0.13917,0.21647
1992,Upper Secondary Level,male,Very concerned,0.39520,153,407,0.34764,0.44276
1992,Upper Secondary Level,male,Somewhat concerned,0.38788,167,407,0.34048,0.43528
1992,Upper Secondary Level,male,Not concerned at all,0.21692,87,407,0.17683,0.25701
1992,Upper Secondary Level,female,Very concerned,0.45220,85,237,0.38870,0.51570
1992,Upper Secondary Level,female,Somewhat concerned,0.37469,112,237,0.31293,0.43644
1992,Upper Secondary Level,female,Not concerned at all,0.17311,40,237,0.12484,0.22138
1993,Primary Level,male,Very concerned,0.45950,83,170,0.38436,0.53463
1993,Primary Level,male,Somewhat concerned,0.44327,87,170,0.36837,0.51816
1993,Primary Level,female,Very concerned,0.54583,155,305,0.48986,0.60180
1993,Primary Level,female,Somewhat concerned,0.33926,112,305,0.28604,0.39248
1993,Primary Level,female,Not concerned at all,0.11491,38,305,0.07906,0.15076
1993,Lower Secondary Level,male,Very concerned,0.49676,196,424,0.44911,0.54441
1993,Lower Secondary Level,male,Somewhat concerned,0.37950,174,424,0.33326,0.42575
1993,Lower Secondary Level,male,Not concerned at all,0.12374,54,424,0.09236,0.15512
1993,Lower Secondary Level,female,Very concerned,0.54359,186,365,0.49242,0.59476
1993,Lower Secondary Level,female,Somewhat concerned,0.35732,141,365,0.30809,0.40655
1993,Lower Secondary Level,female,Not concerned at all,0.09909,38,365,0.06839,0.12978
1993,Upper Secondary Level,male,Very concerned,0.43150,175,403,0.38309,0.47992
1993,Upper Secondary Level,male,Somewhat concerned,0.46042,183,403,0.41169,0.50914
1993,Upper Secondary Level,male,Not concerned at all,0.10808,45,403,0.07773,0.13843
1993,Upper Secondary Level,female,Very concerned,0.49738,106,235,0.43332,0.56145
1993,Upper Secondary Level,female,Somewhat concerned,0.34991,95,235,0.28880,0.41102
1993,Upper Secondary Level,female,Not concerned at all,0.15270,34,235,0.10662,0.19879
1994,No answer / don't know,female,Very concerned,0.58463,34,34,0.41650,0.75277
1994,Primary Level,male,Very concerned,0.37019,66,159,0.29490,0.44548
1994,Primary Level,male,Somewhat concerned,0.53752,93,159,0.45977,0.61526
1994,Primary Level,female,Very concerned,0.53242,144,257,0.47129,0.59354
1994,Primary Level,female,Somewhat concerned,0.40242,113,257,0.34235,0.46249
1994,Lower Secondary Level,male,Very concerned,0.52492,183,378,0.47451,0.57533
1994,Lower Secondary Level,male,Somewhat concerned,0.38577,150,378,0.33663,0.43491
1994,Lower Secondary Level,male,Not concerned at all,0.08931,45,378,0.06052,0.11810
1994,Lower Secondary Level,female,Very concerned,0.51356,163,339,0.46027,0.56684
1994,Lower Secondary Level,female,Somewhat concerned,0.32794,129,339,0.27789,0.37799
1994,Lower Secondary Level,female,Not concerned at all,0.15850,47,339,0.11957,0.19744
1994,Upper Secondary Level,male,Very concerned,0.42194,153,389,0.37280,0.47109
1994,Upper Secondary Level,male,Somewhat concerned,0.45948,189,389,0.40989,0.50906
1994,Upper Secondary Level,male,Not concerned at all,0.11858,47,389,0.08641,0.15075
1994,Upper Secondary Level,female,Very concerned,0.51069,110,207,0.44243,0.57896
1994,Upper Secondary Level,female,Somewhat concerned,0.38547,97,207,0.31901,0.45193
1995,No answer / don't know,female,Very concerned,0.64932,36,36,0.49123,0.80741
1995,Primary Level,male,Very concerned,0.41014,62,135,0.32686,0.49343
1995,Primary Level,male,Somewhat concerned,0.43263,73,135,0.34874,0.51652
1995,Primary Level,female,Very concerned,0.47267,113,229,0.40787,0.53748
1995,Primary Level,female,Somewhat concerned,0.42499,116,229,0.36082,0.48916
1995,Lower Secondary Level,male,Very concerned,0.48481,142,336,0.43129,0.53833
1995,Lower Secondary Level,male,Somewhat concerned,0.40476,152,336,0.35220,0.45733
1995,Lower Secondary Level,male,Not concerned at all,0.11042,42,336,0.07686,0.14399
1995,Lower Secondary Level,female,Very concerned,0.47103,128,306,0.41501,0.52705
1995,Lower Secondary Level,female,Somewhat concerned,0.40218,135,306,0.34715,0.45722
1995,Lower Secondary Level,female,Not concerned at all,0.12678,43,306,0.08944,0.16412
1995,Upper Secondary Level,male,Very concerned,0.37751,131,366,0.32778,0.42725
1995,Upper Secondary Level,male,Somewhat concerned,0.47039,180,366,0.41919,0.52160
1995,Upper Secondary Level,male,Not concerned at all,0.15209,55,366,0.11525,0.18894
1995,Upper Secondary Level,female,Very concerned,0.38439,86,197,0.31628,0.45249
1995,Upper Secondary Level,female,Somewhat concerned,0.48927,111,197,0.41929,0.55926
1996,No answer / don't know,male,Very concerned,0.35442,45,90,0.25505,0.45380
1996,No answer / don't know,male,Somewhat concerned,0.40656,45,90,0.30451,0.50861
1996,No answer / don't know,female,Very concerned,0.38224,53,114,0.29264,0.47184
1996,No answer / don't know,female,Somewhat concerned,0.40666,61,114,0.31609,0.49723
1996,Pre-primary Level,male,Very concerned,0.23720,34,106,0.15584,0.31857
1996,Pre-primary Level,male,Somewhat concerned,0.55801,72,106,0.46301,0.65300
1996,Pre-primary Level,female,Very concerned,0.35507,50,131,0.27281,0.43733
1996,Pre-primary Level,female,Somewhat concerned,0.52379,81,131,0.43793,0.60964
1996,Primary Level,male,Very concerned,0.39593,70,169,0.32197,0.46988
1996,Primary Level,male,Somewhat concerned,0.45911,99,169,0.38376,0.53447
1996,Primary Level,female,Very concerned,0.41855,117,285,0.36117,0.47592
1996,Primary Level,female,Somewhat concerned,0.42847,131,285,0.37092,0.48603
