year,bula_h,quintil_oecd,plj0047,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1992,North Rhine-Westphalia,1st Quintile,Very concerned,0.5899794266886628,69,1147,0.5881991481245578,0.5917597052527678
1992,North Rhine-Westphalia,1st Quintile,Somewhat concerned,0.4100205733113373,58,1147,0.4082402947472323,0.4118008518754423
1992,North Rhine-Westphalia,2nd Quintile,Very concerned,0.4919881527113639,76,1147,0.4899516903165801,0.49402461510614776
1992,North Rhine-Westphalia,2nd Quintile,Somewhat concerned,0.5080118472886361,75,1147,0.5059753848938523,0.51004830968342
1992,North Rhine-Westphalia,3rd Quintile,Very concerned,0.549760326474696,70,1147,0.5476875500773881,0.5518331028720038
1992,North Rhine-Westphalia,3rd Quintile,Somewhat concerned,0.4502396735253041,61,1147,0.4481668971279962,0.452312449922612
1992,North Rhine-Westphalia,4th Quintile,Very concerned,1.0,48,1147,1.0,1.0
1992,Hesse,3rd Quintile,Somewhat concerned,1.0,49,1147,1.0,1.0
1992,Baden-Wuerttemberg,1st Quintile,Very concerned,0.6035369163907515,44,1147,0.6009134913508779,0.606160341430625
1992,Baden-Wuerttemberg,1st Quintile,Somewhat concerned,0.3964630836092486,34,1147,0.39383965856937503,0.39908650864912215
1992,Baden-Wuerttemberg,2nd Quintile,Very concerned,0.5005492742221881,62,1147,0.49816486091743345,0.5029336875269427
1992,Baden-Wuerttemberg,2nd Quintile,Somewhat concerned,0.49945072577781185,59,1147,0.4970663124730572,0.5018351390825665
1992,Baden-Wuerttemberg,3rd Quintile,Very concerned,0.45323039728155207,65,1147,0.45113770622596305,0.4553230883371411
1992,Baden-Wuerttemberg,3rd Quintile,Somewhat concerned,0.2824205183426145,43,1147,0.28052805902956535,0.28431297765566366
1992,Baden-Wuerttemberg,3rd Quintile,Not concerned at all,0.2643490843758335,36,1147,0.262495261583561,0.26620290716810596
1992,Baden-Wuerttemberg,4th Quintile,Very concerned,0.3035486472449667,51,1147,0.3017222660960537,0.30537502839387975
1992,Baden-Wuerttemberg,4th Quintile,Somewhat concerned,0.47372965189170896,98,1147,0.4717462916325643,0.4757130121508536
1992,Baden-Wuerttemberg,4th Quintile,Not concerned at all,0.22272170086332432,32,1147,0.2210689727655197,0.22437442896112894
1992,Bavaria,1st Quintile,Somewhat concerned,1.0,31,1147,1.0,1.0
1992,Bavaria,3rd Quintile,Somewhat concerned,1.0,45,1147,1.0,1.0
1992,Bavaria,4th Quintile,Somewhat concerned,1.0,41,1147,1.0,1.0
1993,Lower Saxony,1st Quintile,Very concerned,1.0,38,1345,1.0,1.0
1993,North Rhine-Westphalia,1st Quintile,Very concerned,0.7024498114705968,109,1345,0.7009945904495033,0.7039050324916903
1993,North Rhine-Westphalia,1st Quintile,Somewhat concerned,0.2975501885294031,51,1345,0.29609496750830955,0.2990054095504967
1993,North Rhine-Westphalia,2nd Quintile,Very concerned,0.6293045924912555,108,1345,0.6277408281675237,0.6308683568149872
1993,North Rhine-Westphalia,2nd Quintile,Somewhat concerned,0.37069540750874447,67,1345,0.3691316431850127,0.37225917183247625
1993,North Rhine-Westphalia,3rd Quintile,Very concerned,0.5481424528933858,59,1345,0.5459870517472037,0.5502978540395679
1993,North Rhine-Westphalia,3rd Quintile,Somewhat concerned,0.4518575471066142,56,1345,0.4497021459604322,0.4540129482527962
1993,North Rhine-Westphalia,4th Quintile,Very concerned,1.0,36,1345,1.0,1.0
1993,Hesse,2nd Quintile,Somewhat concerned,1.0,47,1345,1.0,1.0
1993,Hesse,3rd Quintile,Somewhat concerned,1.0,33,1345,1.0,1.0
1993,Baden-Wuerttemberg,1st Quintile,Very concerned,0.5380027991794661,82,1345,0.5360450036964195,0.5399605946625128
1993,Baden-Wuerttemberg,1st Quintile,Somewhat concerned,0.4619972008205339,53,1345,0.4600394053374873,0.46395499630358056
1993,Baden-Wuerttemberg,2nd Quintile,Very concerned,0.5894021193546728,80,1345,0.5873396307129617,0.5914646079963839
1993,Baden-Wuerttemberg,2nd Quintile,Somewhat concerned,0.41059788064532715,50,1345,0.40853539200361605,0.41266036928703825
1993,Baden-Wuerttemberg,3rd Quintile,Very concerned,0.44451971503743565,60,1345,0.4423326224871852,0.4467068075876861
1993,Baden-Wuerttemberg,3rd Quintile,Somewhat concerned,0.5554802849625643,62,1345,0.5532931924123139,0.5576673775128147
1993,Baden-Wuerttemberg,4th Quintile,Very concerned,0.2796872526474807,36,1345,0.27767374221495383,0.2817007630800075
1993,Baden-Wuerttemberg,4th Quintile,Somewhat concerned,0.48739830750241836,69,1345,0.4851560317338447,0.489640583270992
1993,Baden-Wuerttemberg,4th Quintile,Not concerned at all,0.23291443985010105,32,1345,0.2310182705615694,0.2348106091386327
1993,Baden-Wuerttemberg,5th Quintile,Somewhat concerned,1.0,34,1345,1.0,1.0
1993,Bavaria,1st Quintile,Very concerned,1.0,40,1345,1.0,1.0
1993,Bavaria,2nd Quintile,Somewhat concerned,1.0,31,1345,1.0,1.0
1993,Bavaria,3rd Quintile,Very concerned,0.5430984188913743,38,1345,0.5405777568557928,0.5456190809269559
1993,Bavaria,3rd Quintile,Somewhat concerned,0.4569015811086256,37,1345,0.454380919073044,0.4594222431442072
1993,Bavaria,4th Quintile,Somewhat concerned,1.0,37,1345,1.0,1.0
1994,Lower Saxony,1st Quintile,Very concerned,1.0,35,1271,1.0,1.0
1994,North Rhine-Westphalia,1st Quintile,Very concerned,0.6349964675805405,112,1271,0.6335473154516963,0.6364456197093847
1994,North Rhine-Westphalia,1st Quintile,Somewhat concerned,0.36500353241945943,63,1271,0.3635543802906152,0.36645268454830365
1994,North Rhine-Westphalia,2nd Quintile,Very concerned,0.701474168477319,103,1271,0.6999169029258052,0.7030314340288328
