year,pgisced97,sampreg,plj0047,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,No answer / don't know,West,Somewhat concerned,0.52554,40,40,0.36882,0.68226
1992,Primary Level,West,Very concerned,0.40698,193,512,0.36439,0.44958
1992,Primary Level,West,Somewhat concerned,0.38528,207,512,0.34308,0.42747
1992,Primary Level,West,Not concerned at all,0.20774,112,512,0.17257,0.24292
1992,Lower Secondary Level,West,Very concerned,0.42252,324,814,0.38856,0.45647
1992,Lower Secondary Level,West,Somewhat concerned,0.41169,351,814,0.37786,0.44552
1992,Lower Secondary Level,West,Not concerned at all,0.16580,139,814,0.14023,0.19136
1992,Upper Secondary Level,West,Very concerned,0.41623,238,644,0.37813,0.45433
1992,Upper Secondary Level,West,Somewhat concerned,0.38301,279,644,0.34544,0.42059
1992,Upper Secondary Level,West,Not concerned at all,0.20076,127,644,0.16980,0.23172
1992,Post-secondary Non-tertiary Level,West,Very concerned,0.39582,35,75,0.28440,0.50724
1992,Post-secondary Non-tertiary Level,West,Somewhat concerned,0.42782,40,75,0.31509,0.54055
1993,No answer / don't know,West,Very concerned,0.58152,40,40,0.42670,0.73635
1993,Primary Level,West,Very concerned,0.51137,238,500,0.46751,0.55523
1993,Primary Level,West,Somewhat concerned,0.38078,199,500,0.33817,0.42338
1993,Primary Level,West,Not concerned at all,0.10785,63,500,0.08064,0.13507
1993,Lower Secondary Level,West,Very concerned,0.51774,382,789,0.48285,0.55263
1993,Lower Secondary Level,West,Somewhat concerned,0.36957,315,789,0.33586,0.40327
1993,Lower Secondary Level,West,Not concerned at all,0.11270,92,789,0.09062,0.13478
1993,Upper Secondary Level,West,Very concerned,0.45547,281,638,0.41679,0.49414
1993,Upper Secondary Level,West,Somewhat concerned,0.42022,278,638,0.38189,0.45856
1993,Upper Secondary Level,West,Not concerned at all,0.12431,79,638,0.09869,0.14993
1993,Post-secondary Non-tertiary Level,West,Very concerned,0.44430,41,79,0.33403,0.55457
1993,Post-secondary Non-tertiary Level,West,Somewhat concerned,0.50755,38,79,0.39660,0.61851
1994,No answer / don't know,West,Very concerned,0.52858,55,102,0.43122,0.62593
1994,No answer / don't know,West,Somewhat concerned,0.41139,47,102,0.31542,0.50736
1994,Primary Level,West,Very concerned,0.46773,210,468,0.42247,0.51298
1994,Primary Level,West,Somewhat concerned,0.45629,206,468,0.41112,0.50147
1994,Primary Level,West,Not concerned at all,0.07598,52,468,0.05195,0.10001
1994,Lower Secondary Level,West,Very concerned,0.51963,346,717,0.48303,0.55623
1994,Lower Secondary Level,West,Somewhat concerned,0.35886,279,717,0.32373,0.39400
1994,Lower Secondary Level,West,Not concerned at all,0.12151,92,717,0.09758,0.14544
1994,Upper Secondary Level,West,Very concerned,0.45377,263,623,0.41464,0.49290
1994,Upper Secondary Level,West,Somewhat concerned,0.43294,286,623,0.39400,0.47188
1994,Upper Secondary Level,West,Not concerned at all,0.11329,74,623,0.08838,0.13820
1994,Post-secondary Non-tertiary Level,West,Very concerned,0.40361,38,71,0.28868,0.51855
1994,Post-secondary Non-tertiary Level,West,Somewhat concerned,0.49564,33,71,0.37852,0.61277
1995,No answer / don't know,West,Very concerned,0.60057,60,114,0.51026,0.69087
1995,No answer / don't know,West,Somewhat concerned,0.31492,54,114,0.22928,0.40056
1995,Primary Level,West,Very concerned,0.44793,175,420,0.40032,0.49555
1995,Primary Level,West,Somewhat concerned,0.42801,189,420,0.38063,0.47539
1995,Primary Level,West,Not concerned at all,0.12406,56,420,0.09249,0.15562
1995,Lower Secondary Level,West,Very concerned,0.47866,270,642,0.43999,0.51734
1995,Lower Secondary Level,West,Somewhat concerned,0.40361,287,642,0.36563,0.44159
1995,Lower Secondary Level,West,Not concerned at all,0.11772,85,642,0.09277,0.14267
1995,Upper Secondary Level,West,Very concerned,0.38008,217,591,0.34091,0.41925
1995,Upper Secondary Level,West,Somewhat concerned,0.47744,291,591,0.43713,0.51774
1995,Upper Secondary Level,West,Not concerned at all,0.14248,83,591,0.11428,0.17069
1996,No answer / don't know,West,Very concerned,0.38220,90,228,0.31899,0.44541
1996,No answer / don't know,West,Somewhat concerned,0.40145,93,228,0.33768,0.46522
1996,No answer / don't know,West,Not concerned at all,0.21635,45,228,0.16279,0.26992
1996,Pre-primary Level,West,Very concerned,0.27274,50,191,0.20941,0.33607
1996,Pre-primary Level,West,Somewhat concerned,0.56877,109,191,0.49835,0.63919
1996,Pre-primary Level,West,Not concerned at all,0.15849,32,191,0.10656,0.21042
1996,Pre-primary Level,East,Very concerned,0.40317,34,78,0.29360,0.51273
1996,Pre-primary Level,East,Somewhat concerned,0.42031,44,78,0.31005,0.53056
1996,Primary Level,West,Very concerned,0.41210,182,470,0.36756,0.45665
1996,Primary Level,West,Somewhat concerned,0.44438,225,470,0.39941,0.48935
1996,Primary Level,West,Not concerned at all,0.14352,63,470,0.11178,0.17525
