"plh0174","year","sex","n","percent","lower_confidence","upper_confidence"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","maennlich","77","0.0281571708268511","0.0212867947960331","0.0350275468576692"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","weiblich","54","0.0104934418269638","0.0078284071795522","0.0131584764743754"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","maennlich","33","0.0157729580109218","0.0105981742963038","0.0209477417255398"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","weiblich","49","0.00935175992896319","0.0068344252869866","0.0118690945709398"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","maennlich","84","0.0353168605857107","0.0276508154486277","0.0429829057227938"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","weiblich","112","0.0187369160842205","0.0151906090979757","0.0222832230704653"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","maennlich","135","0.0644955864173117","0.0542938076614515","0.074697365173172"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","weiblich","193","0.0330710410689163","0.0283941661136798","0.0377479160241528"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","maennlich","131","0.0593866263837691","0.0495705510105665","0.0692027017569716"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","weiblich","230","0.0397021897956269","0.0345954381054381","0.0448089414858157"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","maennlich","463","0.209543216857502","0.192640214531968","0.226446219183036"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","weiblich","778","0.14099603386853","0.131894060212879","0.150098007524181"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","maennlich","200","0.0926098969140554","0.0805702513483792","0.104649542479732"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","weiblich","524","0.0928517684270706","0.0852612968145195","0.100442240039622"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","maennlich","254","0.105650799419434","0.0928841204477523","0.118417478391116"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","weiblich","742","0.125015044860691","0.116365047502776","0.133665042218606"
