"plh0174","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","maennlich","43","0.0273952608939816","0.01902519467087","0.0357653271170933"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","weiblich","46","0.0111980645495091","0.00796050170804677","0.0144356273909715"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","maennlich","33","0.033585140958119","0.0207087380402254","0.0464615438760127"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","weiblich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","maennlich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","weiblich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","maennlich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","weiblich","39","0.0095933931051597","0.0065943344862338","0.0125924517240856"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","maennlich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","weiblich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","maennlich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","weiblich","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","maennlich","46","0.0331471410034313","0.0239674890801767","0.0423267929266859"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","weiblich","82","0.0190878501064549","0.0148778158023221","0.0232978844105878"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","maennlich","37","0.0502440185712423","0.0346309821382539","0.0658570550042308"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","weiblich","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","maennlich","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","weiblich","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","maennlich","96","0.0680038500224957","0.0550947254230588","0.0809129746219327"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","weiblich","128","0.0316077628153505","0.0262248840548133","0.0369906415758878"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","maennlich","39","0.0418907834012573","0.0275720065554613","0.0562095602470533"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","weiblich","62","0.044243108049769","0.0338505919439594","0.0546356241555785"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","maennlich","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","weiblich","","","",""
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","maennlich","86","0.0602233946655449","0.0480245721155176","0.0724222172155722"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","weiblich","165","0.0396650866698916","0.0336601610482599","0.0456700122915233"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","maennlich","44","0.0529102585473767","0.0369108223507177","0.0689096947440357"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","weiblich","62","0.0412613387362743","0.0312094898604357","0.0513131876121129"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","maennlich","","","",""
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","weiblich","","","",""
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","maennlich","300","0.203128604760732","0.182498442464739","0.223758767056724"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","weiblich","591","0.141008646605264","0.130300622555324","0.151716670655204"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","maennlich","161","0.250771967545538","0.219791663653447","0.281752271437628"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","weiblich","179","0.137088917676903","0.119706572492004","0.154471262861802"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","maennlich","","","",""
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","weiblich","","","",""
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","maennlich","134","0.0918633500969998","0.077052849969952","0.106673850224048"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","weiblich","391","0.0950454331892508","0.0860220150056311","0.104068851372871"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","maennlich","65","0.0936873434970643","0.0728607300906393","0.114513956903489"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","weiblich","127","0.0722135114182062","0.0591320150093126","0.0852950078270997"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","maennlich","","","",""
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","weiblich","","","",""
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","maennlich","159","0.104466072998798","0.08878226057564","0.120149885421957"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","weiblich","524","0.124386193400699","0.114232256535307","0.13454013026609"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","maennlich","94","0.115501130154955","0.0926566684639799","0.13834559184593"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","weiblich","208","0.132642163887943","0.115500059902782","0.149784267873104"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","maennlich","","","",""
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","weiblich","","","",""
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","maennlich","218","0.149057645579164","0.130795568062388","0.167319723095941"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","weiblich","891","0.223343236813712","0.210528991409921","0.236157482217502"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","maennlich","89","0.114336303312234","0.0915923651600605","0.137080241464408"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","weiblich","312","0.213090338671157","0.192395192823136","0.233785484519179"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","maennlich","","","",""
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","weiblich","","","",""
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","maennlich","111","0.0762835202245116","0.0626719668029076","0.0898950736461155"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","weiblich","389","0.0976812790419232","0.0885469274834139","0.106815630600432"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","maennlich","50","0.0764692580567787","0.0574756143401698","0.0954629017733875"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","weiblich","164","0.100040903947567","0.0848765343118378","0.115205273583297"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","maennlich","","","",""
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","weiblich","","","",""
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","maennlich","244","0.169306190375623","0.150076163602169","0.188536217149077"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","weiblich","812","0.207383053702786","0.194908920452112","0.219857186953459"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","maennlich","133","0.164902890831638","0.138379942733561","0.191425838929716"
