year,quintil_oecd,ple0013,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,1st Quintile,Yes,0.05474,171,2868,0.04641,0.06306
2009,1st Quintile,No,0.94526,2697,2868,0.93694,0.95359
2009,2nd Quintile,Yes,0.04764,145,3162,0.04022,0.05507
2009,2nd Quintile,No,0.95236,3017,3162,0.94493,0.95978
2009,3rd Quintile,Yes,0.05245,183,3407,0.04496,0.05993
2009,3rd Quintile,No,0.94755,3224,3407,0.94007,0.95504
2009,4th Quintile,Yes,0.05111,174,3770,0.04408,0.05815
2009,4th Quintile,No,0.94889,3596,3770,0.94185,0.95592
2009,5th Quintile,Yes,0.04600,196,4806,0.04008,0.05192
2009,5th Quintile,No,0.95400,4610,4806,0.94808,0.95992
2011,1st Quintile,Yes,0.06356,156,2493,0.05398,0.07314
2011,1st Quintile,No,0.93644,2337,2493,0.92686,0.94602
2011,2nd Quintile,Yes,0.05618,131,2727,0.04753,0.06482
2011,2nd Quintile,No,0.94382,2596,2727,0.93518,0.95247
2011,3rd Quintile,Yes,0.05870,178,3064,0.05038,0.06703
2011,3rd Quintile,No,0.94130,2886,3064,0.93297,0.94962
2011,4th Quintile,Yes,0.05957,176,3289,0.05148,0.06766
2011,4th Quintile,No,0.94043,3113,3289,0.93234,0.94852
2011,5th Quintile,Yes,0.05133,182,4089,0.04457,0.05810
2011,5th Quintile,No,0.94867,3907,4089,0.94190,0.95543
2013,1st Quintile,Yes,0.07119,218,3100,0.06214,0.08024
2013,1st Quintile,No,0.92881,2882,3100,0.91976,0.93786
2013,2nd Quintile,Yes,0.06004,204,3441,0.05210,0.06798
2013,2nd Quintile,No,0.93996,3237,3441,0.93202,0.94790
2013,3rd Quintile,Yes,0.06834,230,3604,0.06010,0.07658
2013,3rd Quintile,No,0.93166,3374,3604,0.92342,0.93990
2013,4th Quintile,Yes,0.05635,227,3917,0.04913,0.06357
2013,4th Quintile,No,0.94365,3690,3917,0.93643,0.95087
2013,5th Quintile,Yes,0.05900,249,4800,0.05233,0.06567
2013,5th Quintile,No,0.94100,4551,4800,0.93433,0.94767
2015,1st Quintile,Yes,0.07601,381,5082,0.06872,0.08329
2015,1st Quintile,No,0.92399,4701,5082,0.91671,0.93128
2015,2nd Quintile,Yes,0.06785,322,5249,0.06105,0.07466
2015,2nd Quintile,No,0.93215,4927,5249,0.92534,0.93895
2015,3rd Quintile,Yes,0.06230,302,4842,0.05549,0.06911
2015,3rd Quintile,No,0.93770,4540,4842,0.93089,0.94451
2015,4th Quintile,Yes,0.05743,264,4755,0.05081,0.06404
2015,4th Quintile,No,0.94257,4491,4755,0.93596,0.94919
2015,5th Quintile,Yes,0.05936,260,5108,0.05288,0.06584
2015,5th Quintile,No,0.94064,4848,5108,0.93416,0.94712
2017,1st Quintile,Yes,0.08913,386,4717,0.08100,0.09726
2017,1st Quintile,No,0.91087,4331,4717,0.90274,0.91900
2017,2nd Quintile,Yes,0.07016,302,4793,0.06292,0.07739
2017,2nd Quintile,No,0.92984,4491,4793,0.92261,0.93708
2017,3rd Quintile,Yes,0.06447,284,4414,0.05722,0.07171
2017,3rd Quintile,No,0.93553,4130,4414,0.92829,0.94278
2017,4th Quintile,Yes,0.05501,266,4358,0.04824,0.06178
2017,4th Quintile,No,0.94499,4092,4358,0.93822,0.95176
2017,5th Quintile,Yes,0.05856,233,4554,0.05174,0.06538
2017,5th Quintile,No,0.94144,4321,4554,0.93462,0.94826
2019,1st Quintile,Yes,0.08566,376,4445,0.07743,0.09388
2019,1st Quintile,No,0.91434,4069,4445,0.90612,0.92257
2019,2nd Quintile,Yes,0.08337,357,4769,0.07552,0.09122
2019,2nd Quintile,No,0.91663,4412,4769,0.90878,0.92448
2019,3rd Quintile,Yes,0.07451,316,4422,0.06677,0.08225
2019,3rd Quintile,No,0.92549,4106,4422,0.91775,0.93323
2019,4th Quintile,Yes,0.06794,290,4273,0.06039,0.07549
2019,4th Quintile,No,0.93206,3983,4273,0.92451,0.93961
2019,5th Quintile,Yes,0.05921,301,4818,0.05254,0.06587
2019,5th Quintile,No,0.94079,4517,4818,0.93413,0.94746
2021,1st Quintile,Yes,0.10163,379,4772,0.09306,0.11021
2021,1st Quintile,No,0.89837,4393,4772,0.88979,0.90694
2021,2nd Quintile,Yes,0.08107,285,3528,0.07207,0.09008
2021,2nd Quintile,No,0.91893,3243,3528,0.90992,0.92793
2021,3rd Quintile,Yes,0.09683,255,3124,0.08646,0.10720
2021,3rd Quintile,No,0.90317,2869,3124,0.89280,0.91354
2021,4th Quintile,Yes,0.07479,242,3182,0.06565,0.08393
2021,4th Quintile,No,0.92521,2940,3182,0.91607,0.93435
2021,5th Quintile,Yes,0.07526,309,4255,0.06734,0.08319
2021,5th Quintile,No,0.92474,3946,4255,0.91681,0.93266
