year,age_gr,sampreg,ple0013,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,West,Yes,0.05383,112,2131,0.04424,0.06341
2009,17-29 y.,West,No,0.94617,2019,2131,0.93659,0.95576
2009,17-29 y.,East,Yes,0.03876,33,724,0.02469,0.05283
2009,17-29 y.,East,No,0.96124,691,724,0.94717,0.97531
2009,30-45 y.,West,Yes,0.05215,187,3610,0.04490,0.05940
2009,30-45 y.,West,No,0.94785,3423,3610,0.94060,0.95510
2009,30-45 y.,East,Yes,0.05691,43,1065,0.04299,0.07083
2009,30-45 y.,East,No,0.94309,1022,1065,0.92917,0.95701
2009,46-65 y.,West,Yes,0.04364,208,4689,0.03780,0.04949
2009,46-65 y.,West,No,0.95636,4481,4689,0.95051,0.96220
2009,46-65 y.,East,Yes,0.04248,58,1636,0.03271,0.05226
2009,46-65 y.,East,No,0.95752,1578,1636,0.94774,0.96729
2009,66 and older,West,Yes,0.05530,167,3047,0.04719,0.06342
2009,66 and older,West,No,0.94470,2880,3047,0.93658,0.95281
2009,66 and older,East,Yes,0.05931,61,1116,0.04544,0.07317
2009,66 and older,East,No,0.94069,1055,1116,0.92683,0.95456
2011,17-29 y.,West,Yes,0.05779,147,2322,0.04829,0.06728
2011,17-29 y.,West,No,0.94221,2175,2322,0.93272,0.95171
2011,17-29 y.,East,Yes,0.05775,35,672,0.04010,0.07541
2011,17-29 y.,East,No,0.94225,637,672,0.92459,0.95990
2011,30-45 y.,West,Yes,0.06146,206,3773,0.05380,0.06912
2011,30-45 y.,West,No,0.93854,3567,3773,0.93088,0.94620
2011,30-45 y.,East,Yes,0.04003,48,1083,0.02835,0.05171
2011,30-45 y.,East,No,0.95997,1035,1083,0.94829,0.97165
2011,46-65 y.,West,Yes,0.05533,309,5891,0.04949,0.06117
2011,46-65 y.,West,No,0.94467,5582,5891,0.93883,0.95051
2011,46-65 y.,East,Yes,0.04885,81,1883,0.03911,0.05859
2011,46-65 y.,East,No,0.95115,1802,1883,0.94141,0.96089
2011,66 and older,West,Yes,0.05530,206,3854,0.04808,0.06252
2011,66 and older,West,No,0.94470,3648,3854,0.93748,0.95192
2011,66 and older,East,Yes,0.06003,74,1267,0.04694,0.07311
2011,66 and older,East,No,0.93997,1193,1267,0.92689,0.95306
2013,17-29 y.,West,Yes,0.07119,148,2034,0.06001,0.08237
2013,17-29 y.,West,No,0.92881,1886,2034,0.91763,0.93999
2013,17-29 y.,East,No,0.95920,476,476,0.94140,0.97699
2013,30-45 y.,West,Yes,0.06199,184,3160,0.05358,0.07040
2013,30-45 y.,West,No,0.93801,2976,3160,0.92960,0.94642
2013,30-45 y.,East,Yes,0.05012,47,913,0.03596,0.06428
2013,30-45 y.,East,No,0.94988,866,913,0.93572,0.96404
2013,46-65 y.,West,Yes,0.06455,351,5500,0.05806,0.07105
2013,46-65 y.,West,No,0.93545,5149,5500,0.92895,0.94194
2013,46-65 y.,East,Yes,0.05313,88,1819,0.04282,0.06345
2013,46-65 y.,East,No,0.94687,1731,1819,0.93655,0.95718
2013,66 and older,West,Yes,0.06489,225,3720,0.05697,0.07281
2013,66 and older,West,No,0.93511,3495,3720,0.92719,0.94303
2013,66 and older,East,Yes,0.05511,59,1218,0.04229,0.06793
2013,66 and older,East,No,0.94489,1159,1218,0.93207,0.95771
2015,17-29 y.,West,Yes,0.07525,222,3270,0.06621,0.08429
2015,17-29 y.,West,No,0.92475,3048,3270,0.91571,0.93379
2015,17-29 y.,East,Yes,0.06999,45,653,0.05041,0.08957
2015,17-29 y.,East,No,0.93001,608,653,0.91043,0.94959
2015,30-45 y.,West,Yes,0.06526,365,5893,0.05896,0.07157
2015,30-45 y.,West,No,0.93474,5528,5893,0.92843,0.94104
2015,30-45 y.,East,Yes,0.05412,86,1463,0.04252,0.06572
2015,30-45 y.,East,No,0.94588,1377,1463,0.93428,0.95748
2015,46-65 y.,West,Yes,0.06577,442,6959,0.05994,0.07159
2015,46-65 y.,West,No,0.93423,6517,6959,0.92841,0.94006
2015,46-65 y.,East,Yes,0.05361,100,1918,0.04352,0.06369
2015,46-65 y.,East,No,0.94639,1818,1918,0.93631,0.95648
2015,66 and older,West,Yes,0.06126,211,3665,0.05349,0.06902
2015,66 and older,West,No,0.93874,3454,3665,0.93098,0.94651
2015,66 and older,East,Yes,0.05429,58,1219,0.04157,0.06702
2015,66 and older,East,No,0.94571,1161,1219,0.93298,0.95843
