year,pgisced97,regtyp,ple0013,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No answer / don't know,Urban regions,No,0.95509,201,201,0.92639,0.98380
2009,Pre-primary Level,Urban regions,No,0.89083,199,199,0.84739,0.93427
2009,Pre-primary Level,Rural regions,No,0.91317,88,88,0.85399,0.97234
2009,Primary Level,Urban regions,No,0.97346,117,117,0.94421,1.00271
2009,Primary Level,Rural regions,No,0.88226,39,39,0.77978,0.98473
2009,Lower Secondary Level,Urban regions,Yes,0.04328,58,1190,0.03171,0.05485
2009,Lower Secondary Level,Urban regions,No,0.95672,1132,1190,0.94515,0.96829
2009,Lower Secondary Level,Rural regions,Yes,0.05418,36,598,0.03602,0.07234
2009,Lower Secondary Level,Rural regions,No,0.94582,562,598,0.92766,0.96398
2009,Upper Secondary Level,Urban regions,Yes,0.05575,292,5604,0.04975,0.06176
2009,Upper Secondary Level,Urban regions,No,0.94425,5312,5604,0.93824,0.95025
2009,Upper Secondary Level,Rural regions,Yes,0.04212,150,3459,0.03542,0.04881
2009,Upper Secondary Level,Rural regions,No,0.95788,3309,3459,0.95119,0.96458
2009,Post-secondary Non-tertiary Level,Urban regions,Yes,0.05742,39,736,0.04060,0.07424
2009,Post-secondary Non-tertiary Level,Urban regions,No,0.94258,697,736,0.92576,0.95940
2009,Post-secondary Non-tertiary Level,Rural regions,No,0.94265,245,245,0.91348,0.97183
2009,First Stage of Tertiary Education,Urban regions,Yes,0.05230,39,808,0.03694,0.06766
2009,First Stage of Tertiary Education,Urban regions,No,0.94770,769,808,0.93234,0.96306
2009,First Stage of Tertiary Education,Rural regions,No,0.95780,503,503,0.94021,0.97539
2009,Second Stage of Tertiary Education,Urban regions,Yes,0.04668,127,2827,0.03890,0.05446
2009,Second Stage of Tertiary Education,Urban regions,No,0.95332,2700,2827,0.94554,0.96110
2009,Second Stage of Tertiary Education,Rural regions,Yes,0.04700,48,1208,0.03506,0.05894
2009,Second Stage of Tertiary Education,Rural regions,No,0.95300,1160,1208,0.94106,0.96494
2011,No answer / don't know,Urban regions,No,0.95577,207,207,0.92769,0.98385
2011,No answer / don't know,Rural regions,No,0.94277,87,87,0.89367,0.99186
2011,Pre-primary Level,Urban regions,No,0.88685,208,208,0.84369,0.93000
2011,Pre-primary Level,Rural regions,No,0.92950,78,78,0.87232,0.98668
2011,Primary Level,Urban regions,No,0.94731,151,151,0.91156,0.98307
2011,Primary Level,Rural regions,No,0.82137,61,61,0.72445,0.91829
2011,Lower Secondary Level,Urban regions,Yes,0.06112,85,1409,0.04861,0.07363
2011,Lower Secondary Level,Urban regions,No,0.93888,1324,1409,0.92637,0.95139
2011,Lower Secondary Level,Rural regions,Yes,0.04394,43,757,0.02933,0.05855
2011,Lower Secondary Level,Rural regions,No,0.95606,714,757,0.94145,0.97067
2011,Upper Secondary Level,Urban regions,Yes,0.06098,380,6401,0.05512,0.06684
2011,Upper Secondary Level,Urban regions,No,0.93902,6021,6401,0.93316,0.94488
2011,Upper Secondary Level,Rural regions,Yes,0.05108,196,4089,0.04433,0.05783
2011,Upper Secondary Level,Rural regions,No,0.94892,3893,4089,0.94217,0.95567
2011,Post-secondary Non-tertiary Level,Urban regions,Yes,0.05955,55,874,0.04385,0.07524
2011,Post-secondary Non-tertiary Level,Urban regions,No,0.94045,819,874,0.92476,0.95615
2011,Post-secondary Non-tertiary Level,Rural regions,No,0.94361,308,308,0.91781,0.96942
2011,First Stage of Tertiary Education,Urban regions,Yes,0.05545,41,864,0.04018,0.07072
2011,First Stage of Tertiary Education,Urban regions,No,0.94455,823,864,0.92928,0.95982
2011,First Stage of Tertiary Education,Rural regions,No,0.95158,560,560,0.93378,0.96937
2011,Second Stage of Tertiary Education,Urban regions,Yes,0.05010,154,3232,0.04257,0.05762
2011,Second Stage of Tertiary Education,Urban regions,No,0.94990,3078,3232,0.94238,0.95743
2011,Second Stage of Tertiary Education,Rural regions,Yes,0.04446,49,1356,0.03349,0.05544
2011,Second Stage of Tertiary Education,Rural regions,No,0.95554,1307,1356,0.94456,0.96651
2013,No answer / don't know,Urban regions,No,0.92897,171,171,0.89036,0.96759
2013,No answer / don't know,Rural regions,No,0.94783,80,80,0.89879,0.99686
2013,Pre-primary Level,Urban regions,No,0.91750,168,168,0.87578,0.95923
2013,Pre-primary Level,Rural regions,No,0.97209,74,74,0.93430,1.00987
2013,Primary Level,Urban regions,No,0.94084,114,114,0.89734,0.98434
2013,Primary Level,Rural regions,No,0.92924,62,62,0.86490,0.99359
2013,Lower Secondary Level,Urban regions,Yes,0.07776,86,1206,0.06264,0.09288
2013,Lower Secondary Level,Urban regions,No,0.92224,1120,1206,0.90712,0.93736
2013,Lower Secondary Level,Rural regions,Yes,0.06084,44,645,0.04238,0.07930
2013,Lower Secondary Level,Rural regions,No,0.93916,601,645,0.92070,0.95762
2013,Upper Secondary Level,Urban regions,Yes,0.06797,377,5638,0.06140,0.07454
2013,Upper Secondary Level,Urban regions,No,0.93203,5261,5638,0.92546,0.93860
2013,Upper Secondary Level,Rural regions,Yes,0.05543,210,3769,0.04813,0.06274
2013,Upper Secondary Level,Rural regions,No,0.94457,3559,3769,0.93726,0.95187
2013,Post-secondary Non-tertiary Level,Urban regions,Yes,0.05273,37,789,0.03712,0.06833
2013,Post-secondary Non-tertiary Level,Urban regions,No,0.94727,752,789,0.93167,0.96288
2013,Post-secondary Non-tertiary Level,Rural regions,No,0.94768,291,291,0.92205,0.97331
2013,First Stage of Tertiary Education,Urban regions,Yes,0.04992,44,786,0.03469,0.06515
2013,First Stage of Tertiary Education,Urban regions,No,0.95008,742,786,0.93485,0.96531
2013,First Stage of Tertiary Education,Rural regions,No,0.96116,520,520,0.94454,0.97779
2013,Second Stage of Tertiary Education,Urban regions,Yes,0.06023,179,3166,0.05194,0.06852
2013,Second Stage of Tertiary Education,Urban regions,No,0.93977,2987,3166,0.93148,0.94806
2013,Second Stage of Tertiary Education,Rural regions,Yes,0.07333,64,1300,0.05915,0.08750
2013,Second Stage of Tertiary Education,Rural regions,No,0.92667,1236,1300,0.91250,0.94085
2015,No answer / don't know,Urban regions,No,0.94405,375,375,0.92076,0.96734
2015,No answer / don't know,Rural regions,No,0.96980,203,203,0.94620,0.99340
2015,Pre-primary Level,Urban regions,No,0.94485,215,215,0.91426,0.97543
2015,Pre-primary Level,Rural regions,No,0.91528,109,109,0.86276,0.96780
2015,Primary Level,Urban regions,No,0.91515,253,253,0.88075,0.94956
2015,Primary Level,Rural regions,No,0.92000,115,115,0.87020,0.96980
2015,Lower Secondary Level,Urban regions,Yes,0.07749,116,1757,0.06499,0.09000
2015,Lower Secondary Level,Urban regions,No,0.92251,1641,1757,0.91000,0.93501
2015,Lower Secondary Level,Rural regions,Yes,0.05916,62,916,0.04387,0.07445
2015,Lower Secondary Level,Rural regions,No,0.94084,854,916,0.92555,0.95613
2015,Upper Secondary Level,Urban regions,Yes,0.06632,469,6987,0.06049,0.07216
2015,Upper Secondary Level,Urban regions,No,0.93368,6518,6987,0.92784,0.93951
2015,Upper Secondary Level,Rural regions,Yes,0.06254,268,4662,0.05559,0.06950
2015,Upper Secondary Level,Rural regions,No,0.93746,4394,4662,0.93050,0.94441
2015,Post-secondary Non-tertiary Level,Urban regions,Yes,0.05579,80,1415,0.04382,0.06775
2015,Post-secondary Non-tertiary Level,Urban regions,No,0.94421,1335,1415,0.93225,0.95618
2015,Post-secondary Non-tertiary Level,Rural regions,No,0.93234,510,510,0.91052,0.95416
2015,First Stage of Tertiary Education,Urban regions,Yes,0.04228,53,909,0.02919,0.05536
2015,First Stage of Tertiary Education,Urban regions,No,0.95772,856,909,0.94464,0.97081
2015,First Stage of Tertiary Education,Rural regions,No,0.96342,585,585,0.94819,0.97865
2015,Second Stage of Tertiary Education,Urban regions,Yes,0.07118,241,4224,0.06342,0.07893
2015,Second Stage of Tertiary Education,Urban regions,No,0.92882,3983,4224,0.92107,0.93658
2015,Second Stage of Tertiary Education,Rural regions,Yes,0.06119,84,1649,0.04961,0.07276
2015,Second Stage of Tertiary Education,Rural regions,No,0.93881,1565,1649,0.92724,0.95039
2017,No answer / don't know,Urban regions,Yes,0.08880,34,409,0.06120,0.11640
2017,No answer / don't know,Urban regions,No,0.91120,375,409,0.88360,0.93880
2017,No answer / don't know,Rural regions,No,0.94140,187,187,0.90764,0.97515
2017,Pre-primary Level,Urban regions,No,0.93457,275,275,0.90529,0.96385
2017,Pre-primary Level,Rural regions,No,0.89691,107,107,0.83902,0.95480
2017,Primary Level,Urban regions,No,0.91434,294,294,0.88230,0.94639
2017,Primary Level,Rural regions,No,0.88304,118,118,0.82481,0.94128
2017,Lower Secondary Level,Urban regions,Yes,0.08300,132,1743,0.07005,0.09596
2017,Lower Secondary Level,Urban regions,No,0.91700,1611,1743,0.90404,0.92995
2017,Lower Secondary Level,Rural regions,Yes,0.06673,72,1002,0.05127,0.08219
2017,Lower Secondary Level,Rural regions,No,0.93327,930,1002,0.91781,0.94873
2017,Upper Secondary Level,Urban regions,Yes,0.07113,516,7236,0.06521,0.07706
2017,Upper Secondary Level,Urban regions,No,0.92887,6720,7236,0.92294,0.93479
