year,pgisced97,sex,ple0013,proportion,n,lower_confidence,upper_confidence
2009,middle vocational,weiblich,Nein,0.25652911249293386,21983,0.2507559616590434,0.2623022633268243
2009,middle vocational,maennlich,Nein,0.23063877897117016,21983,0.22507020615942983,0.2362073517829105
2009,higher education,maennlich,Nein,0.11938948558507631,21983,0.11510313622758374,0.12367583494256888
2009,higher education,weiblich,Nein,0.0988128886376484,21983,0.0948680715110073,0.10275770576428948
2009,general elemantary,weiblich,Nein,0.06579988694177502,21983,0.06252236865979229,0.06907740522375776
2009,higher vocational,maennlich,Nein,0.041831543244771056,21983,0.039184960542793495,0.04447812594674862
2009,vocational + Abi,weiblich,Nein,0.0325607687959299,21983,0.0302145324186659,0.0349070051731939
2009,higher vocational,weiblich,Nein,0.030130016958733748,21983,0.027870221983456057,0.032389811934011435
2009,general elemantary,maennlich,Nein,0.029960429621254947,21983,0.02770680626458754,0.032214052977922354
2009,vocational + Abi,maennlich,Nein,0.020802713397399662,21983,0.01891599239041549,0.022689434404383833
2009,middle vocational,weiblich,Ja,0.014019219898247597,21983,0.01246501333007009,0.015573426466425105
2009,middle vocational,maennlich,Ja,0.01096664782362917,21983,0.009589898066707873,0.012343397580550466
2009,in school,maennlich,Nein,0.008366308648954211,21983,0.007162229129181647,0.009570388168726775
2009,in school,weiblich,Nein,0.007857546636517807,21983,0.0066903525146466,0.009024740758389015
2009,higher education,weiblich,Ja,0.00570944036178632,21983,0.004713425038681547,0.006705455684891093
2009,inadequately,weiblich,Nein,0.005144149236856982,21983,0.004198457813631575,0.006089840660082388
2009,higher education,maennlich,Ja,0.0041831543244771055,21983,0.003329947600928374,0.005036361048025836
2009,general elemantary,weiblich,Ja,0.0038439796495195024,21983,0.00302595420353928,0.004662005095499725
2009,inadequately,maennlich,Nein,0.003674392312040701,21983,0.0028745470074877473,0.0044742376165936544
2009,higher vocational,maennlich,Ja,0.002430751837196156,21983,0.0017797916481229695,0.003081712026269342
2009,vocational + Abi,weiblich,Ja,0.0018089315997738835,21983,0.001247197867853149,0.002370665331694618
2009,general elemantary,maennlich,Ja,0.0014697569248162804,21983,0.0009633309642678839,0.001976182885364677
2009,vocational + Abi,maennlich,Ja,0.001187111362351611,21983,0.0007319133141400001,0.0016423094105632219
2009,in school,maennlich,Ja,0.001187111362351611,21983,0.0007319133141400001,0.0016423094105632219
2009,higher vocational,weiblich,Ja,0.0009044657998869418,21983,0.0005070801545446726,0.0013018514452292108
2009,inadequately,weiblich,Ja,0.00039570378745053703,21983,0.00013279097439340134,0.0006586166005076728
2009,in school,weiblich,Ja,0.0002826455624646693,21983,6.043111439450673e-05,0.0005048600105348319
2009,inadequately,maennlich,Ja,0.00011305822498586772,21983,-2.749445182405376e-05,0.0002536109017957892
2011,middle vocational,weiblich,Nein,0.25742816584267464,41903,0.25324186167275003,0.26161447001259924
2011,middle vocational,maennlich,Nein,0.22781340251603113,41903,0.22379748968121232,0.23182931535084994
2011,higher education,maennlich,Nein,0.116060502227226,41903,0.11299369127319646,0.11912731318125554
2011,higher education,weiblich,Nein,0.09858534436340496,41903,0.09573102871048951,0.10143966001632042
2011,general elemantary,weiblich,Nein,0.06882373097067894,41903,0.06639980937077504,0.07124765257058284
2011,higher vocational,maennlich,Nein,0.041950168877575994,41903,0.04003064102142605,0.04386969673372594
2011,vocational + Abi,weiblich,Nein,0.03470556561750453,41903,0.03295304563983975,0.036458085595169304
2011,general elemantary,maennlich,Nein,0.030740613833276226,41903,0.02908785385349186,0.03239337381306059
2011,higher vocational,weiblich,Nein,0.025845611630525234,41903,0.02432632115380299,0.027364902107247478
2011,vocational + Abi,maennlich,Nein,0.020510059229526652,41903,0.01915294326222101,0.021867175196832293
2011,middle vocational,weiblich,Ja,0.01615350726907827,41903,0.014946442429785108,0.017360572108371435
2011,middle vocational,maennlich,Ja,0.012041705418767439,41903,0.010997353622340068,0.01308605721519481
2011,in school,maennlich,Nein,0.007195653238043957,41903,0.006386370157095745,0.008004936318992168
2011,in school,weiblich,Nein,0.006804053061823878,41903,0.006016944152706878,0.007591161970940877
2011,inadequately,weiblich,Nein,0.006363502863576289,41903,0.0056021334912890065,0.007124872235863571
2011,higher education,weiblich,Ja,0.0051887023349160505,41903,0.004500789764225266,0.005876614905606835
2011,higher education,maennlich,Ja,0.0047481521366684615,41903,0.004089945401241377,0.005406358872095546
2011,general elemantary,weiblich,Ja,0.004503402026530912,41903,0.0038623050001999155,0.005144499052861909
2011,inadequately,maennlich,Nein,0.004013901806255812,41903,0.003408500263697515,0.0046193033488141095
2011,vocational + Abi,weiblich,Ja,0.0021048509471829264,41903,0.0016660307156965565,0.0025436711786692963
2011,higher vocational,maennlich,Ja,0.002006950903127906,41903,0.001578436281572701,0.002435465524683111
2011,general elemantary,maennlich,Ja,0.0017622007929903568,41903,0.001360615116313169,0.0021637864696675444
2011,vocational + Abi,maennlich,Ja,0.0014685006608252974,41903,0.0011018508453141613,0.0018351504763364336
2011,higher vocational,weiblich,Ja,0.0010279504625777083,41903,0.0007211215544271358,0.0013347793707282807
2011,in school,maennlich,Ja,0.0007342503304126487,41903,0.00047489445600165084,0.0009936062048236465
2011,in school,weiblich,Ja,0.000587400264330119,41903,0.0003554082734539563,0.0008193922552062816
2011,inadequately,weiblich,Ja,0.000587400264330119,41903,0.0003554082734539563,0.0008193922552062816
2011,inadequately,maennlich,Ja,0.00024475011013754954,41903,9.49742551099946e-05,0.0003945259651651045
2013,middle vocational,weiblich,Nein,0.25522990051089,44486,0.2511783497496967,0.2592814512720833
2013,middle vocational,maennlich,Nein,0.21903737563861253,44486,0.2151939486878798,0.22288080258934526
2013,higher education,maennlich,Nein,0.12030115622479161,44486,0.11727809944777257,0.12332421300181065
2013,higher education,weiblich,Nein,0.10680290400645334,44486,0.10393272109412119,0.1096730869187855
2013,general elemantary,weiblich,Nein,0.06259747243882764,44486,0.060346418759182424,0.06484852611847286
2013,higher vocational,maennlich,Nein,0.04205431567625706,44486,0.040189138380031936,0.04391949297248218
2013,vocational + Abi,weiblich,Nein,0.03511696692659317,44486,0.03340639938587499,0.03682753446731135
2013,general elemantary,maennlich,Nein,0.029846732992739985,44486,0.02826543773656496,0.03142802824891501
2013,higher vocational,weiblich,Nein,0.025920946490992202,44486,0.024444332692045524,0.02739756028993888
2013,vocational + Abi,maennlich,Nein,0.02102715783812853,44486,0.019693882020864327,0.022360433655392732
2013,middle vocational,weiblich,Ja,0.018445818768486152,44486,0.017195414349077034,0.01969622318789527
2013,middle vocational,maennlich,Ja,0.01312180693734875,44486,0.012064324920435746,0.014179288954261755
2013,in school,weiblich,Nein,0.006883570852379672,44486,0.006115234521533362,0.0076519071832259825
2013,higher education,weiblich,Ja,0.006829792955095456,44486,0.006064443101739784,0.007595142808451128
2013,higher education,maennlich,Ja,0.006238236084969078,44486,0.005506564082097893,0.006969908087840263
2013,in school,maennlich,Nein,0.006130680290400646,44486,0.005405303978399156,0.006856056602402135
2013,general elemantary,weiblich,Ja,0.005539123420274268,44486,0.004849425741026497,0.006228821099522038
2013,inadequately,weiblich,Nein,0.005324011831137403,44486,0.004647765821316204,0.0060002578409586015
2013,inadequately,maennlich,Nein,0.004140898090884647,44486,0.003544150585233213,0.0047376455965360805
2013,higher vocational,maennlich,Ja,0.0020973379940844314,44486,0.0016722070713870415,0.0025224689167818214
2013,vocational + Abi,weiblich,Ja,0.0015595590212422695,44486,0.0011928628445147967,0.0019262551979697424
2013,general elemantary,maennlich,Ja,0.0014520032266738371,44486,0.0010981585586761038,0.0018058478946715705
2013,vocational + Abi,maennlich,Ja,0.0012906695348211886,44486,0.0009570346333726962,0.001624304436269681
2013,higher vocational,weiblich,Ja,0.0011831137402527562,44486,0.0008636654414424108,0.0015025620390631015
2013,inadequately,weiblich,Ja,0.0005377789728421619,44486,0.00032233740911909674,0.0007532205365652271
2013,in school,weiblich,Ja,0.0005377789728421619,44486,0.00032233740911909674,0.0007532205365652271
2013,in school,maennlich,Ja,0.0004302231782737295,44486,0.00023751601748297672,0.0006229303390644823
2013,inadequately,maennlich,Ja,0.00032266738370529714,44486,0.00015576910839250116,0.0004895656590180931
2015,middle vocational,weiblich,Nein,0.24564994882292732,38036,0.2413237801009352,0.24997611754491944
2015,middle vocational,maennlich,Nein,0.20102354145342885,38036,0.19699591575272285,0.20505116715413485
2015,higher education,maennlich,Nein,0.11467758444216991,38036,0.11147538298835064,0.11787978589598919
2015,higher education,weiblich,Nein,0.11246673490276356,38036,0.1092915939078057,0.11564187589772142
2015,general elemantary,weiblich,Nein,0.062313203684749234,38036,0.05988392358585957,0.06474248378363891
2015,vocational + Abi,weiblich,Nein,0.04790174002047083,38036,0.045755515351481264,0.0500479646894604
2015,general elemantary,maennlich,Nein,0.03963152507676561,38036,0.037670884473940555,0.04159216567959066
2015,higher vocational,maennlich,Nein,0.036479017400204705,38036,0.03459488765393204,0.03836314714647737
2015,vocational + Abi,maennlich,Nein,0.02767656090071648,38036,0.026027942695513596,0.029325179105919363
2015,higher vocational,weiblich,Nein,0.022722620266120777,38036,0.021225016992689513,0.02422022353955204
2015,middle vocational,weiblich,Ja,0.017932446264073695,38036,0.016598774052116645,0.019266118476030745
2015,middle vocational,maennlich,Ja,0.012241555783009212,38036,0.011136453857780424,0.013346657708238
2015,inadequately,weiblich,Nein,0.009048106448311156,38036,0.008096485949515637,0.009999726947106675
2015,in school,weiblich,Nein,0.007328556806550666,38036,0.006471379537958664,0.008185734075142668
2015,higher education,weiblich,Ja,0.007246673490276356,38036,0.00639426321845579,0.008099083762096922
