year,age_gr,migback,ple0013,proportion,n,lower_confidence,upper_confidence
2009,46-65 J.,kein Migrationshintergrund,Nein,0.30097680097680096,21983,0.29491327982404847,0.30704032212955346
2009,30-45 J.,kein Migrationshintergrund,Nein,0.20412920412920413,21983,0.19880093139120655,0.2094574768672017
2009,66 und älter,kein Migrationshintergrund,Nein,0.2009102009102009,21983,0.1956134276953667,0.2062069741250351
2009,18-29 J.,kein Migrationshintergrund,Nein,0.12026862026862027,21983,0.1159686663888798,0.12456857414836074
2009,46-65 J.,direkter Migrationshintergrund,Nein,0.03291153291153291,21983,0.030553120515435173,0.03526994530763065
2009,30-45 J.,direkter Migrationshintergrund,Nein,0.028471528471528472,21983,0.026272930874706314,0.03067012606835063
2009,18-29 J.,indirekter Migrationshintergrund,Nein,0.020646020646020648,21983,0.018766268383580913,0.022525772908460383
2009,66 und älter,direkter Migrationshintergrund,Nein,0.017149517149517148,21983,0.015433260363217224,0.018865773935817072
2009,30-45 J.,indirekter Migrationshintergrund,Nein,0.014152514152514152,21983,0.012591041951227603,0.0157139863538007
2009,46-65 J.,kein Migrationshintergrund,Ja,0.013153513153513154,21983,0.011647397671639796,0.014659628635386512
2009,66 und älter,kein Migrationshintergrund,Ja,0.011155511155511156,21983,0.009767089664024724,0.012543932646997588
2009,30-45 J.,kein Migrationshintergrund,Ja,0.01098901098901099,21983,0.009610873795252314,0.012367148182769665
2009,18-29 J.,direkter Migrationshintergrund,Nein,0.00949050949050949,21983,0.008208808630156777,0.010772210350862203
2009,18-29 J.,kein Migrationshintergrund,Ja,0.00715950715950716,21983,0.0060449716854488016,0.008274042633565518
2009,46-65 J.,indirekter Migrationshintergrund,Nein,0.0023865023865023865,21983,0.0017414801509303504,0.0030315246220744226
2009,46-65 J.,direkter Migrationshintergrund,Ja,0.001443001443001443,21983,0.0009411994243998735,0.0019448034616030125
2009,66 und älter,direkter Migrationshintergrund,Ja,0.001443001443001443,21983,0.0009411994243998735,0.0019448034616030125
2009,30-45 J.,direkter Migrationshintergrund,Ja,0.000999000999000999,21983,0.0005813836675589763,0.0014166183304430216
2009,30-45 J.,indirekter Migrationshintergrund,Ja,0.000777000777000777,21983,0.0004086559892267299,0.001145345564774824
2009,18-29 J.,indirekter Migrationshintergrund,Ja,0.0007215007215007215,21983,0.0003665449453161268,0.001076456497685316
2009,66 und älter,indirekter Migrationshintergrund,Nein,0.0002775002775002775,21983,5.731715034920011e-05,0.0004976834046513549
2009,46-65 J.,indirekter Migrationshintergrund,Ja,0.0001665001665001665,21983,-4.062418486347182e-06,0.0003370627514866802
2009,18-29 J.,direkter Migrationshintergrund,Ja,0.0001665001665001665,21983,-4.062418486347182e-06,0.0003370627514866802
2009,66 und älter,indirekter Migrationshintergrund,Ja,5.55000555000555e-05,21983,-4.2979764946143696e-05,0.0001539798759462547
2011,46-65 J.,kein Migrationshintergrund,Nein,0.3160584293496601,41903,0.3116067210179754,0.32051013768134484
2011,66 und älter,kein Migrationshintergrund,Nein,0.2142891577881695,41903,0.21036031197867056,0.21821800359766846
2011,30-45 J.,kein Migrationshintergrund,Nein,0.1796750711083257,41903,0.17599911446513578,0.18335102775151563
2011,18-29 J.,kein Migrationshintergrund,Nein,0.10822928216747818,41903,0.10525465523487841,0.11120390910007795
2011,46-65 J.,direkter Migrationshintergrund,Nein,0.03625319384852722,41903,0.034463461345054146,0.03804292635200029
2011,30-45 J.,direkter Migrationshintergrund,Nein,0.02776840379887191,41903,0.026195167941263687,0.029341639656480133
2011,66 und älter,direkter Migrationshintergrund,Nein,0.018801523405486187,41903,0.017501029068613092,0.02010201774235928
2011,18-29 J.,indirekter Migrationshintergrund,Nein,0.01725883430554886,41903,0.01601185623283938,0.01850581237825834
2011,46-65 J.,kein Migrationshintergrund,Ja,0.01624644458371499,41903,0.015035969548107465,0.01745691961932251
2011,30-45 J.,indirekter Migrationshintergrund,Nein,0.014414501277539411,41903,0.013273252104495068,0.015555750450583754
2011,66 und älter,kein Migrationshintergrund,Ja,0.01210046762763342,41903,0.01105360190526413,0.013147333350002708
2011,30-45 J.,kein Migrationshintergrund,Ja,0.011039868871426505,41903,0.01003939704725951,0.0120403406955935
2011,18-29 J.,direkter Migrationshintergrund,Nein,0.009979270115219593,41903,0.009027559209156487,0.010930981021282699
2011,18-29 J.,kein Migrationshintergrund,Ja,0.007183146121583185,41903,0.0063745615806232,0.00799173066254317
2011,46-65 J.,indirekter Migrationshintergrund,Nein,0.0037120956467241962,41903,0.00312981075655211,0.004294380536896283
2011,46-65 J.,direkter Migrationshintergrund,Ja,0.001976570409294702,41903,0.0015513050323116453,0.0024018357862777583
2011,66 und älter,direkter Migrationshintergrund,Ja,0.0013980619968182036,41903,0.001040301050647191,0.0017558229429892162
2011,18-29 J.,indirekter Migrationshintergrund,Ja,0.0012534348936990793,41903,0.0009146593487488282,0.0015922104386493303
2011,30-45 J.,indirekter Migrationshintergrund,Ja,0.0006267174468495396,41903,0.000387091814060379,0.0008663430796387003
2011,30-45 J.,direkter Migrationshintergrund,Ja,0.0005785084124764981,41903,0.00034827799850679463,0.0008087388264462015
2011,46-65 J.,indirekter Migrationshintergrund,Ja,0.0005785084124764981,41903,0.00034827799850679463,0.0008087388264462015
2011,18-29 J.,direkter Migrationshintergrund,Ja,0.0003374632406112906,41903,0.00016160065354796425,0.0005133258276746169
2011,66 und älter,indirekter Migrationshintergrund,Nein,0.00024104517186520754,41903,9.240699055738924e-05,0.0003896833531730258
2013,46-65 J.,kein Migrationshintergrund,Nein,0.32545319622601504,44486,0.32109913323749306,0.329807259214537
2013,66 und älter,kein Migrationshintergrund,Nein,0.22739319410579878,44486,0.22349814992282557,0.23128823828877199
2013,30-45 J.,kein Migrationshintergrund,Nein,0.16436976571610304,44486,0.16092577134348338,0.1678137600887227
2013,18-29 J.,kein Migrationshintergrund,Nein,0.10108131029364996,44486,0.09828013666477724,0.10388248392252268
2013,46-65 J.,direkter Migrationshintergrund,Nein,0.03445351425845436,44486,0.032758599935924976,0.036148428580983744
2013,30-45 J.,direkter Migrationshintergrund,Nein,0.025177568111947417,44486,0.02372172679849017,0.026633409425404667
2013,46-65 J.,kein Migrationshintergrund,Ja,0.02083112477472702,44486,0.01950394561707438,0.022158303932379664
2013,66 und älter,direkter Migrationshintergrund,Nein,0.019028940951977102,44486,0.017759303282372466,0.02029857862158174
2013,18-29 J.,indirekter Migrationshintergrund,Nein,0.015371567899925793,44486,0.014228321973362879,0.016514813826488707
2013,30-45 J.,indirekter Migrationshintergrund,Nein,0.014099438142690554,44486,0.01300381334581277,0.015195062939568339
2013,66 und älter,kein Migrationshintergrund,Ja,0.013834411109933213,44486,0.01274898652701367,0.014919835692852757
2013,30-45 J.,kein Migrationshintergrund,Ja,0.010760097529948054,44486,0.009801352094094315,0.011718842965801793
2013,18-29 J.,direkter Migrationshintergrund,Nein,0.008745892080992261,44486,0.007880647377042155,0.009611136784942367
