year,quintil_oecd,regtyp,ple0013,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,1st Quintile,Urban regions,Yes,0.05929,119,1799,0.04838,0.07021
2009,1st Quintile,Urban regions,No,0.94071,1680,1799,0.92979,0.95162
2009,1st Quintile,Rural regions,Yes,0.04571,52,1069,0.03318,0.05824
2009,1st Quintile,Rural regions,No,0.95429,1017,1069,0.94176,0.96682
2009,2nd Quintile,Urban regions,Yes,0.04844,89,1898,0.03878,0.05810
2009,2nd Quintile,Urban regions,No,0.95156,1809,1898,0.94190,0.96122
2009,2nd Quintile,Rural regions,Yes,0.04605,56,1264,0.03449,0.05761
2009,2nd Quintile,Rural regions,No,0.95395,1208,1264,0.94239,0.96551
2009,3rd Quintile,Urban regions,Yes,0.05242,114,2024,0.04271,0.06213
2009,3rd Quintile,Urban regions,No,0.94758,1910,2024,0.93787,0.95729
2009,3rd Quintile,Rural regions,Yes,0.05250,69,1383,0.04074,0.06426
2009,3rd Quintile,Rural regions,No,0.94750,1314,1383,0.93574,0.95926
2009,4th Quintile,Urban regions,Yes,0.05312,114,2454,0.04425,0.06200
2009,4th Quintile,Urban regions,No,0.94688,2340,2454,0.93800,0.95575
2009,4th Quintile,Rural regions,Yes,0.04713,60,1316,0.03568,0.05859
2009,4th Quintile,Rural regions,No,0.95287,1256,1316,0.94141,0.96432
2009,5th Quintile,Urban regions,Yes,0.05012,156,3542,0.04293,0.05730
2009,5th Quintile,Urban regions,No,0.94988,3386,3542,0.94270,0.95707
2009,5th Quintile,Rural regions,Yes,0.03376,40,1264,0.02380,0.04372
2009,5th Quintile,Rural regions,No,0.96624,1224,1264,0.95628,0.97620
2011,1st Quintile,Urban regions,Yes,0.07253,114,1512,0.05945,0.08561
2011,1st Quintile,Urban regions,No,0.92747,1398,1512,0.91439,0.94055
2011,1st Quintile,Rural regions,Yes,0.04784,42,981,0.03448,0.06120
2011,1st Quintile,Rural regions,No,0.95216,939,981,0.93880,0.96552
2011,2nd Quintile,Urban regions,Yes,0.06406,88,1629,0.05216,0.07595
2011,2nd Quintile,Urban regions,No,0.93594,1541,1629,0.92405,0.94784
2011,2nd Quintile,Rural regions,Yes,0.04135,43,1098,0.02957,0.05313
2011,2nd Quintile,Rural regions,No,0.95865,1055,1098,0.94687,0.97043
2011,3rd Quintile,Urban regions,Yes,0.04698,94,1865,0.03738,0.05659
2011,3rd Quintile,Urban regions,No,0.95302,1771,1865,0.94341,0.96262
2011,3rd Quintile,Rural regions,Yes,0.07826,84,1199,0.06305,0.09347
2011,3rd Quintile,Rural regions,No,0.92174,1115,1199,0.90653,0.93695
2011,4th Quintile,Urban regions,Yes,0.06321,129,2226,0.05310,0.07332
2011,4th Quintile,Urban regions,No,0.93679,2097,2226,0.92668,0.94690
2011,4th Quintile,Rural regions,Yes,0.05129,47,1063,0.03802,0.06455
2011,4th Quintile,Rural regions,No,0.94871,1016,1063,0.93545,0.96198
2011,5th Quintile,Urban regions,Yes,0.05511,144,3037,0.04700,0.06323
2011,5th Quintile,Urban regions,No,0.94489,2893,3037,0.93677,0.95300
2011,5th Quintile,Rural regions,Yes,0.03926,38,1052,0.02752,0.05100
2011,5th Quintile,Rural regions,No,0.96074,1014,1052,0.94900,0.97248
2013,1st Quintile,Urban regions,Yes,0.08226,140,1829,0.06966,0.09486
2013,1st Quintile,Urban regions,No,0.91774,1689,1829,0.90514,0.93034
2013,1st Quintile,Rural regions,Yes,0.05394,78,1271,0.04151,0.06636
2013,1st Quintile,Rural regions,No,0.94606,1193,1271,0.93364,0.95849
2013,2nd Quintile,Urban regions,Yes,0.06149,132,2041,0.05106,0.07191
2013,2nd Quintile,Urban regions,No,0.93851,1909,2041,0.92809,0.94894
2013,2nd Quintile,Rural regions,Yes,0.05758,72,1400,0.04537,0.06978
2013,2nd Quintile,Rural regions,No,0.94242,1328,1400,0.93022,0.95463
2013,3rd Quintile,Urban regions,Yes,0.06772,141,2133,0.05706,0.07839
2013,3rd Quintile,Urban regions,No,0.93228,1992,2133,0.92161,0.94294
2013,3rd Quintile,Rural regions,Yes,0.06934,89,1471,0.05635,0.08232
2013,3rd Quintile,Rural regions,No,0.93066,1382,1471,0.91768,0.94365
2013,4th Quintile,Urban regions,Yes,0.05245,140,2478,0.04367,0.06123
2013,4th Quintile,Urban regions,No,0.94755,2338,2478,0.93877,0.95633
2013,4th Quintile,Rural regions,Yes,0.06348,87,1439,0.05088,0.07608
2013,4th Quintile,Rural regions,No,0.93652,1352,1439,0.92392,0.94912
2013,5th Quintile,Urban regions,Yes,0.06599,206,3589,0.05786,0.07411
2013,5th Quintile,Urban regions,No,0.93401,3383,3589,0.92589,0.94214
2013,5th Quintile,Rural regions,Yes,0.03453,43,1211,0.02424,0.04482
2013,5th Quintile,Rural regions,No,0.96547,1168,1211,0.95518,0.97576
2015,1st Quintile,Urban regions,Yes,0.07885,250,3200,0.06951,0.08818
2015,1st Quintile,Urban regions,No,0.92115,2950,3200,0.91182,0.93049
2015,1st Quintile,Rural regions,Yes,0.07052,131,1882,0.05895,0.08209
2015,1st Quintile,Rural regions,No,0.92948,1751,1882,0.91791,0.94105
2015,2nd Quintile,Urban regions,Yes,0.07195,199,3147,0.06292,0.08098
2015,2nd Quintile,Urban regions,No,0.92805,2948,3147,0.91902,0.93708
2015,2nd Quintile,Rural regions,Yes,0.06065,123,2102,0.05044,0.07085
2015,2nd Quintile,Rural regions,No,0.93935,1979,2102,0.92915,0.94956
2015,3rd Quintile,Urban regions,Yes,0.06674,205,2995,0.05780,0.07568
2015,3rd Quintile,Urban regions,No,0.93326,2790,2995,0.92432,0.94220
2015,3rd Quintile,Rural regions,Yes,0.05443,97,1847,0.04408,0.06478
2015,3rd Quintile,Rural regions,No,0.94557,1750,1847,0.93522,0.95592
2015,4th Quintile,Urban regions,Yes,0.05628,161,3060,0.04812,0.06445
2015,4th Quintile,Urban regions,No,0.94372,2899,3060,0.93555,0.95188
2015,4th Quintile,Rural regions,Yes,0.05973,103,1695,0.04844,0.07101
2015,4th Quintile,Rural regions,No,0.94027,1592,1695,0.92899,0.95156
2015,5th Quintile,Urban regions,Yes,0.06080,209,3795,0.05319,0.06840
2015,5th Quintile,Urban regions,No,0.93920,3586,3795,0.93160,0.94681
2015,5th Quintile,Rural regions,Yes,0.05460,51,1313,0.04231,0.06690
2015,5th Quintile,Rural regions,No,0.94540,1262,1313,0.93310,0.95769
2017,1st Quintile,Urban regions,Yes,0.09265,247,2964,0.08221,0.10309
2017,1st Quintile,Urban regions,No,0.90735,2717,2964,0.89691,0.91779
2017,1st Quintile,Rural regions,Yes,0.08207,139,1753,0.06922,0.09492
2017,1st Quintile,Rural regions,No,0.91793,1614,1753,0.90508,0.93078
2017,2nd Quintile,Urban regions,Yes,0.07873,199,2915,0.06895,0.08851
2017,2nd Quintile,Urban regions,No,0.92127,2716,2915,0.91149,0.93105
2017,2nd Quintile,Rural regions,Yes,0.05345,103,1878,0.04328,0.06363
2017,2nd Quintile,Rural regions,No,0.94655,1775,1878,0.93637,0.95672
2017,3rd Quintile,Urban regions,Yes,0.06546,179,2684,0.05610,0.07482
2017,3rd Quintile,Urban regions,No,0.93454,2505,2684,0.92518,0.94390
2017,3rd Quintile,Rural regions,Yes,0.06275,105,1730,0.05132,0.07418
2017,3rd Quintile,Rural regions,No,0.93725,1625,1730,0.92582,0.94868
2017,4th Quintile,Urban regions,Yes,0.05152,177,2835,0.04338,0.05966
2017,4th Quintile,Urban regions,No,0.94848,2658,2835,0.94034,0.95662
2017,4th Quintile,Rural regions,Yes,0.06237,89,1523,0.05022,0.07452
2017,4th Quintile,Rural regions,No,0.93763,1434,1523,0.92548,0.94978
2017,5th Quintile,Urban regions,Yes,0.06132,184,3425,0.05329,0.06936
2017,5th Quintile,Urban regions,No,0.93868,3241,3425,0.93064,0.94671
2017,5th Quintile,Rural regions,Yes,0.04893,49,1129,0.03634,0.06152
2017,5th Quintile,Rural regions,No,0.95107,1080,1129,0.93848,0.96366
2019,1st Quintile,Urban regions,Yes,0.08131,244,2786,0.07116,0.09146
2019,1st Quintile,Urban regions,No,0.91869,2542,2786,0.90854,0.92884
2019,1st Quintile,Rural regions,Yes,0.09512,132,1659,0.08100,0.10925
2019,1st Quintile,Rural regions,No,0.90488,1527,1659,0.89075,0.91900
2019,2nd Quintile,Urban regions,Yes,0.08602,232,2867,0.07576,0.09629
2019,2nd Quintile,Urban regions,No,0.91398,2635,2867,0.90371,0.92424
2019,2nd Quintile,Rural regions,Yes,0.07855,125,1902,0.06646,0.09065
2019,2nd Quintile,Rural regions,No,0.92145,1777,1902,0.90935,0.93354
2019,3rd Quintile,Urban regions,Yes,0.07410,197,2749,0.06430,0.08389
2019,3rd Quintile,Urban regions,No,0.92590,2552,2749,0.91611,0.93570
2019,3rd Quintile,Rural regions,Yes,0.07534,119,1673,0.06269,0.08799
2019,3rd Quintile,Rural regions,No,0.92466,1554,1673,0.91201,0.93731
2019,4th Quintile,Urban regions,Yes,0.07027,198,2769,0.06075,0.07979
2019,4th Quintile,Urban regions,No,0.92973,2571,2769,0.92021,0.93925
2019,4th Quintile,Rural regions,Yes,0.06324,92,1504,0.05093,0.07554
2019,4th Quintile,Rural regions,No,0.93676,1412,1504,0.92446,0.94907
2019,5th Quintile,Urban regions,Yes,0.05897,229,3512,0.05118,0.06676
2019,5th Quintile,Urban regions,No,0.94103,3283,3512,0.93324,0.94882
2019,5th Quintile,Rural regions,Yes,0.05998,72,1306,0.04709,0.07286
2019,5th Quintile,Rural regions,No,0.94002,1234,1306,0.92714,0.95291
2021,1st Quintile,Urban regions,Yes,0.10595,260,3329,0.09549,0.11641
