year,age_gr,regtyp,ple0013,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Urban regions,Yes,0.05224,98,1881,0.04218,0.06230
2009,17-29 y.,Urban regions,No,0.94776,1783,1881,0.93770,0.95782
2009,17-29 y.,Rural regions,Yes,0.04815,47,974,0.03470,0.06160
2009,17-29 y.,Rural regions,No,0.95185,927,974,0.93840,0.96530
2009,30-45 y.,Urban regions,Yes,0.05353,159,3084,0.04559,0.06148
2009,30-45 y.,Urban regions,No,0.94647,2925,3084,0.93852,0.95441
2009,30-45 y.,Rural regions,Yes,0.05164,71,1591,0.04076,0.06252
2009,30-45 y.,Rural regions,No,0.94836,1520,1591,0.93748,0.95924
2009,46-65 y.,Urban regions,Yes,0.04737,188,4050,0.04083,0.05392
2009,46-65 y.,Urban regions,No,0.95263,3862,4050,0.94608,0.95917
2009,46-65 y.,Rural regions,Yes,0.03567,78,2275,0.02805,0.04329
2009,46-65 y.,Rural regions,No,0.96433,2197,2275,0.95671,0.97195
2009,66 and older,Urban regions,Yes,0.05847,147,2704,0.04963,0.06732
2009,66 and older,Urban regions,No,0.94153,2557,2704,0.93268,0.95037
2009,66 and older,Rural regions,Yes,0.05119,81,1459,0.03988,0.06250
2009,66 and older,Rural regions,No,0.94881,1378,1459,0.93750,0.96012
2011,17-29 y.,Urban regions,Yes,0.05505,125,2012,0.04508,0.06502
2011,17-29 y.,Urban regions,No,0.94495,1887,2012,0.93498,0.95492
2011,17-29 y.,Rural regions,Yes,0.06379,57,982,0.04850,0.07908
2011,17-29 y.,Rural regions,No,0.93621,925,982,0.92092,0.95150
2011,30-45 y.,Urban regions,Yes,0.05675,174,3197,0.04873,0.06477
2011,30-45 y.,Urban regions,No,0.94325,3023,3197,0.93523,0.95127
2011,30-45 y.,Rural regions,Yes,0.06097,80,1659,0.04945,0.07248
2011,30-45 y.,Rural regions,No,0.93903,1579,1659,0.92752,0.95055
2011,46-65 y.,Urban regions,Yes,0.06281,281,4871,0.05599,0.06962
2011,46-65 y.,Urban regions,No,0.93719,4590,4871,0.93038,0.94401
2011,46-65 y.,Rural regions,Yes,0.03795,109,2903,0.03100,0.04490
2011,46-65 y.,Rural regions,No,0.96205,2794,2903,0.95510,0.96900
2011,66 and older,Urban regions,Yes,0.05696,181,3312,0.04906,0.06485
2011,66 and older,Urban regions,No,0.94304,3131,3312,0.93515,0.95094
2011,66 and older,Rural regions,Yes,0.05459,99,1809,0.04412,0.06506
2011,66 and older,Rural regions,No,0.94541,1710,1809,0.93494,0.95588
2013,17-29 y.,Urban regions,Yes,0.06606,120,1720,0.05432,0.07780
2013,17-29 y.,Urban regions,No,0.93394,1600,1720,0.92220,0.94568
2013,17-29 y.,Rural regions,Yes,0.06535,54,816,0.04838,0.08232
2013,17-29 y.,Rural regions,No,0.93465,762,816,0.91768,0.95162
2013,30-45 y.,Urban regions,Yes,0.05517,148,2673,0.04651,0.06382
2013,30-45 y.,Urban regions,No,0.94483,2525,2673,0.93618,0.95349
2013,30-45 y.,Rural regions,Yes,0.07076,83,1400,0.05732,0.08420
2013,30-45 y.,Rural regions,No,0.92924,1317,1400,0.91580,0.94268
2013,46-65 y.,Urban regions,Yes,0.07207,310,4500,0.06452,0.07963
2013,46-65 y.,Urban regions,No,0.92793,4190,4500,0.92037,0.93548
2013,46-65 y.,Rural regions,Yes,0.04575,129,2819,0.03803,0.05346
2013,46-65 y.,Rural regions,No,0.95425,2690,2819,0.94654,0.96197
2013,66 and older,Urban regions,Yes,0.06319,181,3181,0.05473,0.07165
2013,66 and older,Urban regions,No,0.93681,3000,3181,0.92835,0.94527
2013,66 and older,Rural regions,Yes,0.06285,103,1757,0.05150,0.07420
2013,66 and older,Rural regions,No,0.93715,1654,1757,0.92580,0.94850
2015,17-29 y.,Urban regions,Yes,0.06500,171,2644,0.05560,0.07439
2015,17-29 y.,Urban regions,No,0.93500,2473,2644,0.92561,0.94440
2015,17-29 y.,Rural regions,Yes,0.09698,96,1279,0.08076,0.11321
2015,17-29 y.,Rural regions,No,0.90302,1183,1279,0.88679,0.91924
2015,30-45 y.,Urban regions,Yes,0.06290,303,4825,0.05604,0.06975
2015,30-45 y.,Urban regions,No,0.93710,4522,4825,0.93025,0.94396
2015,30-45 y.,Rural regions,Yes,0.06431,148,2531,0.05476,0.07387
2015,30-45 y.,Rural regions,No,0.93569,2383,2531,0.92613,0.94524
2015,46-65 y.,Urban regions,Yes,0.06930,368,5642,0.06267,0.07593
2015,46-65 y.,Urban regions,No,0.93070,5274,5642,0.92407,0.93733
2015,46-65 y.,Rural regions,Yes,0.05257,174,3235,0.04488,0.06026
2015,46-65 y.,Rural regions,No,0.94743,3061,3235,0.93974,0.95512
2015,66 and older,Urban regions,Yes,0.06604,182,3089,0.05728,0.07480
2015,66 and older,Urban regions,No,0.93396,2907,3089,0.92520,0.94272
2015,66 and older,Rural regions,Yes,0.04753,87,1795,0.03768,0.05737
2015,66 and older,Rural regions,No,0.95247,1708,1795,0.94263,0.96232
2017,17-29 y.,Urban regions,Yes,0.07485,233,2945,0.06534,0.08436
2017,17-29 y.,Urban regions,No,0.92515,2712,2945,0.91564,0.93466
2017,17-29 y.,Rural regions,Yes,0.07498,106,1414,0.06125,0.08871
