year,regtyp,ple0013,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Urban regions,Yes,0.05253,592,11719,0.04849,0.05657
2009,Urban regions,No,0.94747,11127,11719,0.94343,0.95151
2009,Rural regions,Yes,0.04555,277,6299,0.04040,0.05070
2009,Rural regions,No,0.95445,6022,6299,0.94930,0.95960
2011,Urban regions,Yes,0.05859,761,13392,0.05462,0.06257
2011,Urban regions,No,0.94141,12631,13392,0.93743,0.94538
2011,Rural regions,Yes,0.05088,345,7353,0.04586,0.05590
2011,Rural regions,No,0.94912,7008,7353,0.94410,0.95414
2013,Urban regions,Yes,0.06507,759,12074,0.06067,0.06947
2013,Urban regions,No,0.93493,11315,12074,0.93053,0.93933
2013,Rural regions,Yes,0.05741,369,6792,0.05188,0.06294
2013,Rural regions,No,0.94259,6423,6792,0.93706,0.94812
2015,Urban regions,Yes,0.06624,1024,16200,0.06241,0.07007
2015,Urban regions,No,0.93376,15176,16200,0.92993,0.93759
2015,Rural regions,Yes,0.06003,505,8840,0.05508,0.06498
2015,Rural regions,No,0.93997,8335,8840,0.93502,0.94492
2017,Urban regions,Yes,0.07043,1155,17180,0.06660,0.07425
2017,Urban regions,No,0.92957,16025,17180,0.92575,0.93340
2017,Rural regions,Yes,0.06312,575,9369,0.05820,0.06804
2017,Rural regions,No,0.93688,8794,9369,0.93196,0.94180
2019,No answer / don't know,Yes,0.08826,54,554,0.06462,0.11190
2019,No answer / don't know,No,0.91174,500,554,0.88810,0.93538
2019,Urban regions,Yes,0.07311,1203,16391,0.06912,0.07709
2019,Urban regions,No,0.92689,15188,16391,0.92291,0.93088
2019,Rural regions,Yes,0.07441,581,8781,0.06892,0.07990
2019,Rural regions,No,0.92559,8200,8781,0.92010,0.93108
2021,Urban regions,Yes,0.08772,1033,13012,0.08286,0.09259
2021,Urban regions,No,0.91228,11979,13012,0.90741,0.91714
2021,Rural regions,Yes,0.08048,444,6151,0.07368,0.08728
2021,Rural regions,No,0.91952,5707,6151,0.91272,0.92632
