year,regtyp,sex,ple0013,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Urban regions,male,Yes,0.04668,265,5553,0.04113,0.05223
2009,Urban regions,male,No,0.95332,5288,5553,0.94777,0.95887
2009,Urban regions,female,Yes,0.05808,327,6166,0.05224,0.06392
2009,Urban regions,female,No,0.94192,5839,6166,0.93608,0.94776
2009,Rural regions,male,Yes,0.04465,120,3045,0.03731,0.05199
2009,Rural regions,male,No,0.95535,2925,3045,0.94801,0.96269
2009,Rural regions,female,Yes,0.04640,157,3254,0.03917,0.05363
2009,Rural regions,female,No,0.95360,3097,3254,0.94637,0.96083
2011,Urban regions,male,Yes,0.05505,336,6271,0.04941,0.06070
2011,Urban regions,male,No,0.94495,5935,6271,0.93930,0.95059
2011,Urban regions,female,Yes,0.06196,425,7121,0.05636,0.06756
2011,Urban regions,female,No,0.93804,6696,7121,0.93244,0.94364
2011,Rural regions,male,Yes,0.04710,144,3518,0.04010,0.05410
2011,Rural regions,male,No,0.95290,3374,3518,0.94590,0.95990
2011,Rural regions,female,Yes,0.05453,201,3835,0.04735,0.06172
2011,Rural regions,female,No,0.94547,3634,3835,0.93828,0.95265
2013,Urban regions,male,Yes,0.05665,319,5620,0.05061,0.06270
2013,Urban regions,male,No,0.94335,5301,5620,0.93730,0.94939
2013,Urban regions,female,Yes,0.07294,440,6454,0.06660,0.07928
2013,Urban regions,female,No,0.92706,6014,6454,0.92072,0.93340
2013,Rural regions,male,Yes,0.05270,152,3214,0.04497,0.06042
2013,Rural regions,male,No,0.94730,3062,3214,0.93958,0.95503
2013,Rural regions,female,Yes,0.06203,217,3578,0.05412,0.06993
2013,Rural regions,female,No,0.93797,3361,3578,0.93007,0.94588
2015,Urban regions,male,Yes,0.06152,420,7385,0.05604,0.06700
2015,Urban regions,male,No,0.93848,6965,7385,0.93300,0.94396
2015,Urban regions,female,Yes,0.07071,604,8815,0.06536,0.07606
2015,Urban regions,female,No,0.92929,8211,8815,0.92394,0.93464
2015,Rural regions,male,Yes,0.05216,199,4074,0.04533,0.05899
2015,Rural regions,male,No,0.94784,3875,4074,0.94101,0.95467
2015,Rural regions,female,Yes,0.06762,306,4766,0.06049,0.07475
2015,Rural regions,female,No,0.93238,4460,4766,0.92525,0.93951
2017,Urban regions,male,Yes,0.06265,493,7885,0.05730,0.06800
2017,Urban regions,male,No,0.93735,7392,7885,0.93200,0.94270
2017,Urban regions,female,Yes,0.07783,662,9295,0.07238,0.08328
2017,Urban regions,female,No,0.92217,8633,9295,0.91672,0.92762
2017,Rural regions,male,Yes,0.04992,238,4376,0.04347,0.05638
2017,Rural regions,male,No,0.95008,4138,4376,0.94362,0.95653
2017,Rural regions,female,Yes,0.07610,337,4993,0.06875,0.08346
2017,Rural regions,female,No,0.92390,4656,4993,0.91654,0.93125
2019,No answer / don't know,male,No,0.91446,270,270,0.88104,0.94789
2019,No answer / don't know,female,No,0.90729,225,225,0.86931,0.94527
2019,Urban regions,male,Yes,0.06512,525,7774,0.05964,0.07061
2019,Urban regions,male,No,0.93488,7249,7774,0.92939,0.94036
2019,Urban regions,female,Yes,0.08064,678,8617,0.07489,0.08639
2019,Urban regions,female,No,0.91936,7939,8617,0.91361,0.92511
2019,Rural regions,male,Yes,0.06818,265,4208,0.06057,0.07580
2019,Rural regions,male,No,0.93182,3943,4208,0.92420,0.93943
2019,Rural regions,female,Yes,0.08049,316,4573,0.07260,0.08838
2019,Rural regions,female,No,0.91951,4257,4573,0.91162,0.92740
2021,Urban regions,male,Yes,0.07054,410,6327,0.06423,0.07685
2021,Urban regions,male,No,0.92946,5917,6327,0.92315,0.93577
2021,Urban regions,female,Yes,0.10361,619,6678,0.09630,0.11092
2021,Urban regions,female,No,0.89639,6059,6678,0.88908,0.90370
2021,Rural regions,male,Yes,0.07051,180,2963,0.06129,0.07972
2021,Rural regions,male,No,0.92949,2783,2963,0.92028,0.93871
2021,Rural regions,female,Yes,0.09063,264,3188,0.08066,0.10059
2021,Rural regions,female,No,0.90937,2924,3188,0.89941,0.91934
