year,migback,sampreg,ple0013,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,West,Yes,0.05308,572,11224,0.04893,0.05722
2009,No migration background,West,No,0.94692,10652,11224,0.94278,0.95107
2009,No migration background,East,Yes,0.04956,191,4426,0.04317,0.05596
2009,No migration background,East,No,0.95044,4235,4426,0.94404,0.95683
2009,Direct migration background,West,Yes,0.03657,70,1584,0.02732,0.04582
2009,Direct migration background,West,No,0.96343,1514,1584,0.95418,0.97268
2009,Direct migration background,East,No,0.96187,72,72,0.91732,1.00642
2009,Indirect migration background,West,Yes,0.04884,32,669,0.03250,0.06519
2009,Indirect migration background,West,No,0.95116,637,669,0.93481,0.96750
2009,Indirect migration background,East,No,0.92072,39,39,0.83482,1.00663
2011,No migration background,West,Yes,0.05909,733,13165,0.05506,0.06311
2011,No migration background,West,No,0.94091,12432,13165,0.93689,0.94494
2011,No migration background,East,Yes,0.05177,232,4768,0.04548,0.05806
2011,No migration background,East,No,0.94823,4536,4768,0.94194,0.95452
2011,Direct migration background,West,Yes,0.04059,86,1921,0.03177,0.04942
2011,Direct migration background,West,No,0.95941,1835,1921,0.95058,0.96823
2011,Direct migration background,East,No,0.98573,92,92,0.96137,1.01010
2011,Indirect migration background,West,Yes,0.07482,49,754,0.05602,0.09361
2011,Indirect migration background,West,No,0.92518,705,754,0.90639,0.94398
2011,Indirect migration background,East,No,0.87275,39,39,0.76680,0.97871
2013,No migration background,West,Yes,0.06600,780,12098,0.06158,0.07043
2013,No migration background,West,No,0.93400,11318,12098,0.92957,0.93842
2013,No migration background,East,Yes,0.05223,215,4323,0.04560,0.05887
2013,No migration background,East,No,0.94777,4108,4323,0.94113,0.95440
2013,Direct migration background,West,Yes,0.05247,80,1655,0.04173,0.06322
2013,Direct migration background,West,No,0.94753,1575,1655,0.93678,0.95827
2013,Direct migration background,East,No,0.97177,87,87,0.93677,1.00678
2013,Indirect migration background,West,Yes,0.08071,48,661,0.05993,0.10149
2013,Indirect migration background,West,No,0.91929,613,661,0.89851,0.94007
2013,Indirect migration background,East,No,0.99505,37,37,0.97212,1.01798
2015,No migration background,West,Yes,0.06607,941,14178,0.06198,0.07015
2015,No migration background,West,No,0.93393,13237,14178,0.92985,0.93802
2015,No migration background,East,Yes,0.05610,270,4845,0.04962,0.06258
2015,No migration background,East,No,0.94390,4575,4845,0.93742,0.95038
2015,Direct migration background,West,Yes,0.05446,192,4157,0.04756,0.06136
2015,Direct migration background,West,No,0.94554,3965,4157,0.93864,0.95244
2015,Direct migration background,East,No,0.96630,305,305,0.94601,0.98658
2015,Indirect migration background,West,Yes,0.09615,107,1452,0.08098,0.11132
2015,Indirect migration background,West,No,0.90385,1345,1452,0.88868,0.91902
2015,Indirect migration background,East,No,0.87689,84,84,0.80620,0.94758
2017,No migration background,West,Yes,0.07179,1077,15004,0.06766,0.07592
2017,No migration background,West,No,0.92821,13927,15004,0.92408,0.93234
2017,No migration background,East,Yes,0.06243,309,5107,0.05579,0.06907
2017,No migration background,East,No,0.93757,4798,5107,0.93093,0.94421
2017,Direct migration background,West,Yes,0.05212,204,4432,0.04557,0.05866
2017,Direct migration background,West,No,0.94788,4228,4432,0.94134,0.95443
2017,Direct migration background,East,No,0.91560,366,366,0.88708,0.94411
2017,Indirect migration background,West,Yes,0.07896,115,1523,0.06541,0.09251
2017,Indirect migration background,West,No,0.92104,1408,1523,0.90749,0.93459
2017,Indirect migration background,East,No,0.85671,92,92,0.78472,0.92870
2019,No migration background,Does not apply,No,0.91652,62,62,0.84711,0.98594
2019,No migration background,West,Yes,0.07620,1174,14941,0.07195,0.08046
2019,No migration background,West,No,0.92380,13767,14941,0.91954,0.92805
2019,No migration background,East,Yes,0.07215,334,5115,0.06506,0.07924
2019,No migration background,East,No,0.92785,4781,5115,0.92076,0.93494
2019,Direct migration background,West,Yes,0.05925,190,3714,0.05166,0.06685
2019,Direct migration background,West,No,0.94075,3524,3714,0.93315,0.94834
2019,Direct migration background,East,No,0.97860,305,305,0.96233,0.99487
2019,Indirect migration background,West,Yes,0.09601,117,1449,0.08084,0.11119
2019,Indirect migration background,West,No,0.90399,1332,1449,0.88881,0.91916
2019,Indirect migration background,East,No,0.94337,109,109,0.89977,0.98696
2021,No migration background,West,Yes,0.08862,886,9825,0.08300,0.09424
2021,No migration background,West,No,0.91138,8939,9825,0.90576,0.91700
2021,No migration background,East,Yes,0.07816,247,3229,0.06890,0.08742
2021,No migration background,East,No,0.92184,2982,3229,0.91258,0.93110
2021,Direct migration background,West,Yes,0.07461,236,4648,0.06706,0.08217
2021,Direct migration background,West,No,0.92539,4412,4648,0.91783,0.93294
2021,Direct migration background,East,No,0.96961,518,518,0.95482,0.98441
2021,Indirect migration background,West,Yes,0.10955,80,844,0.08847,0.13063
2021,Indirect migration background,West,No,0.89045,764,844,0.86937,0.91153
2021,Indirect migration background,East,No,0.92668,72,72,0.86604,0.98731
