year,migback,sex,ple0013,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,male,Yes,0.04653,338,7498,0.04176,0.05130
2009,No migration background,male,No,0.95347,7160,7498,0.94870,0.95824
2009,No migration background,female,Yes,0.05783,425,8152,0.05276,0.06289
2009,No migration background,female,No,0.94217,7727,8152,0.93711,0.94724
2009,Direct migration background,male,No,0.96647,730,730,0.95340,0.97954
2009,Direct migration background,female,Yes,0.03935,43,899,0.02663,0.05206
2009,Direct migration background,female,No,0.96065,856,899,0.94794,0.97337
2009,Indirect migration background,male,No,0.93345,323,323,0.90623,0.96068
2009,Indirect migration background,female,No,0.96648,353,353,0.94768,0.98529
2011,No migration background,male,Yes,0.05202,415,8519,0.04731,0.05674
2011,No migration background,male,No,0.94798,8104,8519,0.94326,0.95269
2011,No migration background,female,Yes,0.06284,550,9414,0.05793,0.06774
2011,No migration background,female,No,0.93716,8864,9414,0.93226,0.94207
2011,Direct migration background,male,Yes,0.03770,35,892,0.02519,0.05020
2011,Direct migration background,male,No,0.96230,857,892,0.94980,0.97481
2011,Direct migration background,female,Yes,0.04159,54,1124,0.02991,0.05327
2011,Direct migration background,female,No,0.95841,1070,1124,0.94673,0.97009
2011,Indirect migration background,male,No,0.89933,348,348,0.86767,0.93098
2011,Indirect migration background,female,No,0.95099,396,396,0.92970,0.97228
2013,No migration background,male,Yes,0.05681,422,7745,0.05165,0.06196
2013,No migration background,male,No,0.94319,7323,7745,0.93804,0.94835
2013,No migration background,female,Yes,0.06908,573,8676,0.06374,0.07441
2013,No migration background,female,No,0.93092,8103,8676,0.92559,0.93626
2013,Direct migration background,male,No,0.96339,725,725,0.94971,0.97707
2013,Direct migration background,female,Yes,0.06467,57,994,0.04937,0.07996
2013,Direct migration background,female,No,0.93533,937,994,0.92004,0.95063
2013,Indirect migration background,male,No,0.93727,315,315,0.91045,0.96409
2013,Indirect migration background,female,No,0.90687,335,335,0.87570,0.93803
2015,No migration background,male,Yes,0.05929,489,8737,0.05434,0.06425
2015,No migration background,male,No,0.94071,8248,8737,0.93575,0.94566
2015,No migration background,female,Yes,0.06842,722,10286,0.06354,0.07330
2015,No migration background,female,No,0.93158,9564,10286,0.92670,0.93646
2015,Direct migration background,male,Yes,0.03479,77,2001,0.02676,0.04282
2015,Direct migration background,male,No,0.96521,1924,2001,0.95718,0.97324
2015,Direct migration background,female,Yes,0.07084,126,2472,0.06073,0.08096
2015,Direct migration background,female,No,0.92916,2346,2472,0.91904,0.93927
2015,Indirect migration background,male,Yes,0.10358,53,721,0.08133,0.12584
2015,Indirect migration background,male,No,0.89642,668,721,0.87416,0.91867
2015,Indirect migration background,female,Yes,0.08995,62,823,0.07039,0.10951
2015,Indirect migration background,female,No,0.91005,761,823,0.89049,0.92961
2017,No migration background,male,Yes,0.06097,588,9364,0.05612,0.06582
2017,No migration background,male,No,0.93903,8776,9364,0.93418,0.94388
2017,No migration background,female,Yes,0.07848,798,10747,0.07340,0.08356
2017,No migration background,female,No,0.92152,9949,10747,0.91644,0.92660
2017,Direct migration background,male,Yes,0.03992,89,2133,0.03161,0.04823
2017,Direct migration background,male,No,0.96008,2044,2133,0.95177,0.96839
2017,Direct migration background,female,Yes,0.06600,133,2683,0.05660,0.07540
2017,Direct migration background,female,No,0.93400,2550,2683,0.92460,0.94340
2017,Indirect migration background,male,Yes,0.07175,54,764,0.05344,0.09006
2017,Indirect migration background,male,No,0.92825,710,764,0.90994,0.94656
2017,Indirect migration background,female,Yes,0.09334,68,858,0.07386,0.11281
2017,Indirect migration background,female,No,0.90666,790,858,0.88719,0.92614
2019,No migration background,male,Yes,0.06946,682,9729,0.06441,0.07451
2019,No migration background,male,No,0.93054,9047,9729,0.92549,0.93559
2019,No migration background,female,Yes,0.08109,830,10388,0.07584,0.08634
2019,No migration background,female,No,0.91891,9558,10388,0.91366,0.92416
2019,Direct migration background,male,Yes,0.03886,75,1805,0.02994,0.04778
2019,Direct migration background,male,No,0.96114,1730,1805,0.95222,0.97006
2019,Direct migration background,female,Yes,0.07428,124,2225,0.06338,0.08518
2019,Direct migration background,female,No,0.92572,2101,2225,0.91482,0.93662
2019,Indirect migration background,male,Yes,0.09384,60,745,0.07289,0.11480
2019,Indirect migration background,male,No,0.90616,685,745,0.88520,0.92711
2019,Indirect migration background,female,Yes,0.09415,66,828,0.07424,0.11405
2019,Indirect migration background,female,No,0.90585,762,828,0.88595,0.92576
2021,No migration background,male,Yes,0.07235,457,6165,0.06588,0.07881
2021,No migration background,male,No,0.92765,5708,6165,0.92119,0.93412
2021,No migration background,female,Yes,0.09991,672,6882,0.09282,0.10699
2021,No migration background,female,No,0.90009,6210,6882,0.89301,0.90718
2021,Direct migration background,male,Yes,0.05491,98,2685,0.04629,0.06353
2021,Direct migration background,male,No,0.94509,2587,2685,0.93647,0.95371
2021,Direct migration background,female,Yes,0.08799,156,2499,0.07688,0.09910
2021,Direct migration background,female,No,0.91201,2343,2499,0.90090,0.92312
2021,Indirect migration background,male,Yes,0.08773,35,440,0.06126,0.11419
2021,Indirect migration background,male,No,0.91227,405,440,0.88581,0.93874
2021,Indirect migration background,female,Yes,0.12802,55,486,0.09828,0.15775
2021,Indirect migration background,female,No,0.87198,431,486,0.84225,0.90172
