year,ple0013,pgisced97,sampreg,proportion,n,lower_confidence,upper_confidence
2009,Yes,middle vocational,West,0.3939393939393939,21983,0.38748009587527377,0.4003986920035141
2009,Yes,higher education,West,0.14918414918414918,21983,0.1444744657299776,0.15389383263832077
2009,Yes,middle vocational,East,0.12121212121212122,21983,0.11689764929871299,0.12552659312552944
2009,Yes,general elementary,West,0.09673659673659674,21983,0.09282895084807198,0.10064424262512149
2009,Yes,higher education,East,0.054778554778554776,21983,0.051770507488266934,0.05778660206884262
2009,Yes,vocational + Abi,West,0.05128205128205128,21983,0.048366210242377944,0.05419789232172462
2009,Yes,higher vocational,West,0.04895104895104895,21983,0.04609875009248377,0.05180334780961413
2009,Yes,in school,West,0.026806526806526808,21983,0.024671356804086005,0.02894169680896761
2009,Yes,higher vocational,East,0.019813519813519812,21983,0.017971273220009805,0.02165576640702982
2009,Yes,general elementary,East,0.01282051282051282,21983,0.011333333453995663,0.014307692187029977
2009,Yes,vocational + Abi,East,0.01048951048951049,21983,0.009142718875906237,0.011836302103114742
2009,Yes,inadequately,West,0.008158508158508158,21983,0.006969351413409859,0.009347664903606457
2009,Yes,in school,East,0.0034965034965034965,21983,0.002716190234241576,0.004276816758765417
2009,Yes,inadequately,East,0.002331002331002331,21983,0.0016935067425782662,0.0029684979194263958
2009,No,middle vocational,West,0.3759505703422053,21983,0.36954751197420527,0.38235362871020534
2009,No,higher education,West,0.1604087452471483,21983,0.15555741806294393,0.16526007243135266
2009,No,middle vocational,East,0.13605038022813687,21983,0.1315182051299353,0.14058255532633843
2009,No,general elementary,West,0.08567015209125475,21983,0.08197034731217995,0.08936995687032956
2009,No,higher education,East,0.06891634980988594,21983,0.06556771278310881,0.07226498683666306
2009,No,higher vocational,West,0.054538973384030416,21983,0.051537130992173476,0.057540815775887356
2009,No,vocational + Abi,West,0.047647338403041826,21983,0.0448313503092158,0.050463326496867855
2009,No,higher vocational,East,0.02109077946768061,21983,0.019191319625292327,0.022990239310068893
2009,No,general elementary,East,0.01497148288973384,21983,0.013366134109377,0.016576831670090678
2009,No,in school,West,0.013961501901140684,21983,0.012410452618968885,0.015512551183312483
2009,No,inadequately,West,0.008495722433460076,21983,0.007282445209395151,0.009708999657525001
2009,No,vocational + Abi,East,0.008436311787072243,21983,0.007227248011845611,0.009645375562298874
2009,No,in school,East,0.0030893536121673003,21983,0.002355727942431915,0.003822979281902686
2009,No,inadequately,East,0.0007723384030418251,21983,0.00040509954320707526,0.0011395772628765748
2011,Yes,middle vocational,West,0.40239410681399634,41903,0.3976987699648939,0.4070894436630988
2011,Yes,higher education,West,0.143646408839779,41903,0.14028820185105653,0.14700461582850147
2011,Yes,middle vocational,East,0.1279926335174954,41903,0.12479384095720068,0.1311914260777901
2011,Yes,general elementary,West,0.10128913443830571,41903,0.09840028479195582,0.1041779840846556
2011,Yes,vocational + Abi,West,0.058011049723756904,41903,0.05577278330350546,0.060249316144008344
2011,Yes,higher education,East,0.0432780847145488,41903,0.04132976425832523,0.04522640517077238
2011,Yes,higher vocational,West,0.0423572744014733,41903,0.04042886485336782,0.044285683949578776
2011,Yes,in school,West,0.02394106813996317,41903,0.022477397726031675,0.025404738553894662
2011,Yes,general elementary,East,0.016574585635359115,41903,0.015352151224544022,0.017797020046174207
2011,Yes,higher vocational,East,0.014732965009208104,41903,0.013579364158042766,0.01588656586037344
2011,Yes,inadequately,West,0.01289134438305709,41903,0.011811241567540386,0.013971447198573794
2011,Yes,vocational + Abi,East,0.009208103130755065,41903,0.0082935481415488,0.01012265811996133
2011,Yes,inadequately,East,0.0027624309392265192,41903,0.0022598817885954177,0.0032649800898576207
2011,Yes,in school,East,0.0009208103130755065,41903,0.0006303956389225166,0.0012112249872284963
2011,No,middle vocational,West,0.383808095952024,41903,0.3791517142646376,0.38846447763941033
2011,No,higher education,West,0.16253941994519983,41903,0.1590068151633928,0.16607202472700686
2011,No,middle vocational,East,0.12867704078994985,41903,0.1254709661845359,0.1318831153953638
2011,No,general elementary,West,0.09078219510934188,41903,0.088031339351083,0.09353305086760076
2011,No,higher education,East,0.06415757638422168,41903,0.06181140976141821,0.06650374300702513
2011,No,higher vocational,West,0.051698288786641164,41903,0.04957824483733366,0.05381833273594867
2011,No,vocational + Abi,West,0.049682055523962154,41903,0.04760155535309164,0.051762555694832665
2011,No,higher vocational,East,0.019903841182856846,41903,0.0185665182093433,0.021241164156370392
2011,No,general elementary,East,0.014372124282686242,41903,0.013232529417170104,0.015511719148202381
2011,No,in school,West,0.013027968774233572,41903,0.011942232643682183,0.014113704904784962
2011,No,inadequately,West,0.009667580003101897,41903,0.00873070231013512,0.010604457696068674
2011,No,vocational + Abi,East,0.008633614227369074,41903,0.007747791278753301,0.009519437175984847
2011,No,in school,East,0.0017577418187457996,41903,0.0013566636430612563,0.002158819994430343
2011,No,inadequately,East,0.001292457219666029,41903,0.0009484553790757983,0.0016364590602562597
