year,migback,quintil_oecd,ple0013,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,1st Quintile,Yes,0.06201,139,17909,0.06185,0.06216
2009,No migration background,1st Quintile,No,0.93799,2052,17909,0.93784,0.93815
2009,No migration background,2nd Quintile,Yes,0.05145,127,17909,0.05131,0.05158
2009,No migration background,2nd Quintile,No,0.94855,2506,17909,0.94842,0.94869
2009,No migration background,3rd Quintile,Yes,0.05630,164,17909,0.05617,0.05643
2009,No migration background,3rd Quintile,No,0.94370,2864,17909,0.94357,0.94383
2009,No migration background,4th Quintile,Yes,0.05384,160,17909,0.05371,0.05396
2009,No migration background,4th Quintile,No,0.94616,3184,17909,0.94604,0.94629
2009,No migration background,5th Quintile,Yes,0.04174,175,17909,0.04163,0.04184
2009,No migration background,5th Quintile,No,0.95826,4278,17909,0.95816,0.95837
2009,Direct migration background,1st Quintile,No,1.00000,479,17909,1.00000,1.00000
2009,Direct migration background,2nd Quintile,No,1.00000,372,17909,1.00000,1.00000
2009,Direct migration background,3rd Quintile,No,1.00000,272,17909,1.00000,1.00000
2009,Direct migration background,4th Quintile,No,1.00000,252,17909,1.00000,1.00000
2009,Direct migration background,5th Quintile,No,1.00000,210,17909,1.00000,1.00000
2009,Indirect migration background,1st Quintile,No,1.00000,175,17909,1.00000,1.00000
2009,Indirect migration background,2nd Quintile,No,1.00000,142,17909,1.00000,1.00000
2009,Indirect migration background,3rd Quintile,No,1.00000,115,17909,1.00000,1.00000
2009,Indirect migration background,4th Quintile,No,1.00000,122,17909,1.00000,1.00000
2009,Indirect migration background,5th Quintile,No,1.00000,121,17909,1.00000,1.00000
2011,No migration background,1st Quintile,Yes,0.06596,120,15571,0.06576,0.06616
2011,No migration background,1st Quintile,No,0.93404,1794,15571,0.93384,0.93424
2011,No migration background,2nd Quintile,Yes,0.05897,118,15571,0.05880,0.05914
2011,No migration background,2nd Quintile,No,0.94103,2219,15571,0.94086,0.94120
2011,No migration background,3rd Quintile,Yes,0.06422,168,15571,0.06406,0.06439
2011,No migration background,3rd Quintile,No,0.93578,2551,15571,0.93561,0.93594
2011,No migration background,4th Quintile,Yes,0.05728,154,15571,0.05713,0.05743
2011,No migration background,4th Quintile,No,0.94272,2764,15571,0.94257,0.94287
2011,No migration background,5th Quintile,Yes,0.05441,172,15571,0.05426,0.05455
2011,No migration background,5th Quintile,No,0.94559,3661,15571,0.94545,0.94574
2011,Direct migration background,1st Quintile,No,1.00000,379,15571,1.00000,1.00000
2011,Direct migration background,2nd Quintile,No,1.00000,296,15571,1.00000,1.00000
2011,Direct migration background,3rd Quintile,No,1.00000,224,15571,1.00000,1.00000
2011,Direct migration background,4th Quintile,No,1.00000,185,15571,1.00000,1.00000
2011,Direct migration background,5th Quintile,No,1.00000,179,15571,1.00000,1.00000
2011,Indirect migration background,1st Quintile,No,1.00000,139,15571,1.00000,1.00000
2011,Indirect migration background,2nd Quintile,No,1.00000,111,15571,1.00000,1.00000
2011,Indirect migration background,3rd Quintile,No,1.00000,115,15571,1.00000,1.00000
2011,Indirect migration background,4th Quintile,No,1.00000,100,15571,1.00000,1.00000
2011,Indirect migration background,5th Quintile,No,1.00000,122,15571,1.00000,1.00000
2013,No migration background,1st Quintile,Yes,0.07437,185,18763,0.07418,0.07456
2013,No migration background,1st Quintile,No,0.92563,2253,18763,0.92544,0.92582
2013,No migration background,2nd Quintile,Yes,0.06289,175,18763,0.06273,0.06305
2013,No migration background,2nd Quintile,No,0.93711,2718,18763,0.93695,0.93727
2013,No migration background,3rd Quintile,Yes,0.06926,210,18763,0.06911,0.06942
2013,No migration background,3rd Quintile,No,0.93074,2940,18763,0.93058,0.93089
2013,No migration background,4th Quintile,Yes,0.05377,199,18763,0.05364,0.05391
2013,No migration background,4th Quintile,No,0.94623,3377,18763,0.94609,0.94636
2013,No migration background,5th Quintile,Yes,0.05993,229,18763,0.05979,0.06006
2013,No migration background,5th Quintile,No,0.94007,4147,18763,0.93994,0.94021
2013,Direct migration background,1st Quintile,Yes,0.06905,31,18763,0.06864,0.06947
2013,Direct migration background,1st Quintile,No,0.93095,485,18763,0.93053,0.93136
2013,Direct migration background,2nd Quintile,No,1.00000,388,18763,1.00000,1.00000
2013,Direct migration background,3rd Quintile,No,1.00000,295,18763,1.00000,1.00000
2013,Direct migration background,4th Quintile,No,1.00000,237,18763,1.00000,1.00000
2013,Direct migration background,5th Quintile,No,1.00000,244,18763,1.00000,1.00000
2013,Indirect migration background,1st Quintile,No,1.00000,141,18763,1.00000,1.00000
2013,Indirect migration background,2nd Quintile,No,1.00000,135,18763,1.00000,1.00000
2013,Indirect migration background,3rd Quintile,No,1.00000,117,18763,1.00000,1.00000
2013,Indirect migration background,4th Quintile,No,1.00000,108,18763,1.00000,1.00000
2013,Indirect migration background,5th Quintile,No,1.00000,149,18763,1.00000,1.00000
2015,No migration background,1st Quintile,Yes,0.08854,257,24874,0.08835,0.08874
2015,No migration background,1st Quintile,No,0.91146,2740,24874,0.91126,0.91165
2015,No migration background,2nd Quintile,Yes,0.06903,274,24874,0.06887,0.06918
2015,No migration background,2nd Quintile,No,0.93097,3534,24874,0.93082,0.93113
2015,No migration background,3rd Quintile,Yes,0.06754,241,24874,0.06740,0.06769
2015,No migration background,3rd Quintile,No,0.93246,3545,24874,0.93231,0.93260
2015,No migration background,4th Quintile,Yes,0.04760,230,24874,0.04748,0.04772
2015,No migration background,4th Quintile,No,0.95240,3796,24874,0.95228,0.95252
2015,No migration background,5th Quintile,Yes,0.05627,216,24874,0.05614,0.05639
2015,No migration background,5th Quintile,No,0.94373,4226,24874,0.94361,0.94386
2015,Direct migration background,1st Quintile,Yes,0.05292,77,24874,0.05266,0.05318
2015,Direct migration background,1st Quintile,No,0.94708,1465,24874,0.94682,0.94734
2015,Direct migration background,2nd Quintile,Yes,0.04905,40,24874,0.04877,0.04934
2015,Direct migration background,2nd Quintile,No,0.95095,1090,24874,0.95066,0.95123
2015,Direct migration background,3rd Quintile,Yes,0.03392,32,24874,0.03363,0.03421
2015,Direct migration background,3rd Quintile,No,0.96608,771,24874,0.96579,0.96637
2015,Direct migration background,4th Quintile,No,1.00000,473,24874,1.00000,1.00000
2015,Direct migration background,5th Quintile,No,1.00000,423,24874,1.00000,1.00000
2015,Indirect migration background,1st Quintile,No,1.00000,441,24874,1.00000,1.00000
2015,Indirect migration background,2nd Quintile,No,1.00000,315,24874,1.00000,1.00000
2015,Indirect migration background,3rd Quintile,No,1.00000,272,24874,1.00000,1.00000
2015,Indirect migration background,4th Quintile,No,1.00000,220,24874,1.00000,1.00000
2015,Indirect migration background,5th Quintile,No,1.00000,196,24874,1.00000,1.00000
2017,No migration background,1st Quintile,Yes,0.10444,271,22725,0.10421,0.10467
2017,No migration background,1st Quintile,No,0.89556,2370,22725,0.89533,0.89579
2017,No migration background,2nd Quintile,Yes,0.06924,231,22725,0.06907,0.06941
2017,No migration background,2nd Quintile,No,0.93076,3144,22725,0.93059,0.93093
2017,No migration background,3rd Quintile,Yes,0.07543,253,22725,0.07527,0.07560
2017,No migration background,3rd Quintile,No,0.92457,3193,22725,0.92440,0.92473
2017,No migration background,4th Quintile,Yes,0.04938,213,22725,0.04925,0.04951
2017,No migration background,4th Quintile,No,0.95062,3386,22725,0.95049,0.95075
2017,No migration background,5th Quintile,Yes,0.05732,201,22725,0.05718,0.05745
2017,No migration background,5th Quintile,No,0.94268,3736,22725,0.94255,0.94282
2017,Direct migration background,1st Quintile,Yes,0.04022,70,22725,0.03999,0.04045
2017,Direct migration background,1st Quintile,No,0.95978,1526,22725,0.95955,0.96001
2017,Direct migration background,2nd Quintile,Yes,0.05743,48,22725,0.05713,0.05774
2017,Direct migration background,2nd Quintile,No,0.94257,1131,22725,0.94226,0.94287
2017,Direct migration background,3rd Quintile,Yes,0.05597,35,22725,0.05561,0.05632
2017,Direct migration background,3rd Quintile,No,0.94403,684,22725,0.94368,0.94439
2017,Direct migration background,4th Quintile,No,1.00000,484,22725,1.00000,1.00000
2017,Direct migration background,5th Quintile,No,1.00000,407,22725,1.00000,1.00000
2017,Indirect migration background,1st Quintile,Yes,0.09695,38,22725,0.09633,0.09757
2017,Indirect migration background,1st Quintile,No,0.90305,401,22725,0.90243,0.90367
2017,Indirect migration background,2nd Quintile,No,1.00000,278,22725,1.00000,1.00000
2017,Indirect migration background,3rd Quintile,No,1.00000,234,22725,1.00000,1.00000
2017,Indirect migration background,4th Quintile,No,1.00000,215,22725,1.00000,1.00000
2017,Indirect migration background,5th Quintile,No,1.00000,176,22725,1.00000,1.00000
2019,No migration background,1st Quintile,Yes,0.09823,268,22613,0.09802,0.09844
2019,No migration background,1st Quintile,No,0.90177,2429,22613,0.90156,0.90198
2019,No migration background,2nd Quintile,Yes,0.08817,290,22613,0.08799,0.08835
