"ple0013","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"Ja","2009","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2009","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2009","Hauptschule","kein Migrationshintergrund","273","0.0510427748072141","0.0450735200598253","0.0570120295546029"
"Ja","2009","Hauptschule","direkter Migrationshintergrund","42","0.0483320348167756","0.0332618507232345","0.0634022189103166"
"Ja","2009","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2009","Realschule","kein Migrationshintergrund","194","0.0487266459179289","0.0424362532119292","0.0550170386239286"
"Ja","2009","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2009","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2009","(Fach-)Abitur","kein Migrationshintergrund","96","0.0612843523964813","0.0495465244785239","0.0730221803144388"
"Ja","2009","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2009","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2009","AkademikerIn","kein Migrationshintergrund","161","0.0501686851640077","0.0430927377153352","0.0572446326126803"
"Ja","2009","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2009","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2009","(noch) kein Abschluss","kein Migrationshintergrund","287","0.87528764424669","0.838859697742943","0.911715590750438"
"Nein","2009","(noch) kein Abschluss","direkter Migrationshintergrund","109","0.984395737006216","0.9614424137768","1.00734906023563"
"Nein","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","54","0.980531051468645","0.944343766389214","1.01671833654808"
"Nein","2009","Hauptschule","kein Migrationshintergrund","4949","0.948957225192786","0.942987970445397","0.954926479940175"
"Nein","2009","Hauptschule","direkter Migrationshintergrund","736","0.951667965183224","0.936597781089683","0.966738149276765"
"Nein","2009","Hauptschule","indirekter Migrationshintergrund","203","0.967784343276604","0.944015778907146","0.991552907646063"
"Nein","2009","Realschule","kein Migrationshintergrund","4306","0.951273354082071","0.944982961376071","0.957563746788071"
"Nein","2009","Realschule","direkter Migrationshintergrund","136","0.972197828851743","0.945156962697877","0.999238695005609"
"Nein","2009","Realschule","indirekter Migrationshintergrund","163","0.958354468446677","0.928323390497306","0.988385546396048"
"Nein","2009","(Fach-)Abitur","kein Migrationshintergrund","1508","0.938715647603519","0.926977819685561","0.950453475521476"
"Nein","2009","(Fach-)Abitur","direkter Migrationshintergrund","286","0.967831108567736","0.947695956254466","0.987966260881006"
"Nein","2009","(Fach-)Abitur","indirekter Migrationshintergrund","97","0.887472653853039","0.82702771123057","0.947917596475507"
"Nein","2009","AkademikerIn","kein Migrationshintergrund","3495","0.949831314835992","0.94275536738732","0.956907262284665"
"Nein","2009","AkademikerIn","direkter Migrationshintergrund","280","0.971630660628633","0.952587813454671","0.990673507802595"
"Nein","2009","AkademikerIn","indirekter Migrationshintergrund","85","0.980005735852692","0.950591641162816","1.00941983054257"
"Ja","2010","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2010","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2010","Realschule","kein Migrationshintergrund","","","",""
"Ja","2010","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2010","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2010","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2010","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2010","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2010","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2010","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2010","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2010","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2010","Realschule","kein Migrationshintergrund","","","",""
"Nein","2010","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2010","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2010","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2010","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2010","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2010","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2010","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2011","(noch) kein Abschluss","kein Migrationshintergrund","34","0.127222713864888","0.0928963460949535","0.161549081634823"
"Ja","2011","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2011","Hauptschule","kein Migrationshintergrund","332","0.0537921020149002","0.0481081399150805","0.05947606411472"
"Ja","2011","Hauptschule","direkter Migrationshintergrund","46","0.0487780871587706","0.0346264594945582","0.062929714822983"
"Ja","2011","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2011","Realschule","kein Migrationshintergrund","261","0.0566795590631262","0.0503674192427368","0.0629916988835156"
"Ja","2011","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2011","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2011","(Fach-)Abitur","kein Migrationshintergrund","129","0.0688394426201917","0.0574701993454049","0.0802086858949786"
"Ja","2011","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2011","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2011","AkademikerIn","kein Migrationshintergrund","189","0.0529356639876955","0.0460903857758805","0.0597809421995105"
"Ja","2011","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2011","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2011","(noch) kein Abschluss","kein Migrationshintergrund","328","0.872777286135112","0.838450918365177","0.907103653905046"
"Nein","2011","(noch) kein Abschluss","direkter Migrationshintergrund","125","0.946509167999364","0.908124020445428","0.9848943155533"
"Nein","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","61","0.915431461827317","0.848807873707302","0.982055049947333"
"Nein","2011","Hauptschule","kein Migrationshintergrund","5720","0.9462078979851","0.94052393588528","0.95189186008492"
"Nein","2011","Hauptschule","direkter Migrationshintergrund","844","0.951221912841229","0.937070285177017","0.965373540505442"
"Nein","2011","Hauptschule","indirekter Migrationshintergrund","198","0.962259951533018","0.936362092898053","0.988157810167983"
"Nein","2011","Realschule","kein Migrationshintergrund","4894","0.943320440936874","0.937008301116484","0.949632580757263"
"Nein","2011","Realschule","direkter Migrationshintergrund","165","0.980870604319275","0.960339773669116","1.00140143496943"
"Nein","2011","Realschule","indirekter Migrationshintergrund","178","0.89663142616491","0.853228558031681","0.94003429429814"
"Nein","2011","(Fach-)Abitur","kein Migrationshintergrund","1776","0.931160557379808","0.919791314105021","0.942529800654595"
"Nein","2011","(Fach-)Abitur","direkter Migrationshintergrund","374","0.95072492496318","0.929325953335647","0.972123896590714"
"Nein","2011","(Fach-)Abitur","indirekter Migrationshintergrund","129","0.88689900924293","0.834989088973686","0.938808929512175"
"Nein","2011","AkademikerIn","kein Migrationshintergrund","3921","0.947064336012304","0.940219057800489","0.953909614224119"
"Nein","2011","AkademikerIn","direkter Migrationshintergrund","360","0.981664355682244","0.96799409400754","0.995334617356948"
"Nein","2011","AkademikerIn","indirekter Migrationshintergrund","104","0.957415688380747","0.919334429329027","0.995496947432466"
"Ja","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2012","Realschule","kein Migrationshintergrund","","","",""
"Ja","2012","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2012","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2012","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2012","Realschule","kein Migrationshintergrund","","","",""
"Nein","2012","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2012","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
