year,quintil_oecd,sampreg,ple0013,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2009,1st Quintile,West,No,0.9327860441251924,21983,0.9294760033817635,0.9360960848686213
2009,1st Quintile,West,Yes,0.0672139558748076,21983,0.0639039151313787,0.07052399661823648
2009,1st Quintile,East,No,0.9548387096774194,21983,0.9520935932359655,0.9575838261188732
2009,1st Quintile,East,Yes,0.04516129032258064,21983,0.042416173881126826,0.04790640676403446
2009,2nd Quintile,West,No,0.9517839922854388,21983,0.9489520955455988,0.9546158890252787
2009,2nd Quintile,West,Yes,0.048216007714561235,21983,0.04538411097472131,0.05104790445440116
2009,2nd Quintile,East,No,0.9578754578754579,21983,0.955220028769945,0.9605308869809708
2009,2nd Quintile,East,Yes,0.04212454212454213,21983,0.03946911301902923,0.044779971230055025
2009,3rd Quintile,West,No,0.9464968152866242,21983,0.9435219864222507,0.9494716441509977
2009,3rd Quintile,West,Yes,0.0535031847133758,21983,0.05052835584900228,0.056478013577749314
2009,3rd Quintile,East,No,0.9471733086190918,21983,0.9442162902495146,0.950130326988669
2009,3rd Quintile,East,Yes,0.05282669138090825,21983,0.04986967301133106,0.055783709750485445
2009,4th Quintile,West,No,0.9527665317139001,21983,0.9499621911360133,0.9555708722917869
2009,4th Quintile,West,Yes,0.04723346828609987,21983,0.04442912770821301,0.050037808863986726
2009,4th Quintile,East,No,0.9557291666666666,21983,0.9530099810155416,0.9584483523177917
2009,4th Quintile,East,Yes,0.044270833333333336,21983,0.04155164768220823,0.04699001898445844
2009,5th Quintile,West,No,0.9571428571428572,21983,0.9544654613285538,0.9598202529571606
2009,5th Quintile,West,Yes,0.04285714285714286,21983,0.04017974704283943,0.04553453867144629
2009,5th Quintile,East,No,0.9761904761904762,21983,0.9741751041494243,0.978205848231528
2009,5th Quintile,East,Yes,0.023809523809523808,21983,0.02179415176847199,0.025824895850575628
2011,1st Quintile,West,No,0.9345565749235474,41903,0.932188642404028,0.9369245074430668
2011,1st Quintile,West,Yes,0.0654434250764526,41903,0.06307549255693316,0.06781135759597202
2011,1st Quintile,East,No,0.9480048367593712,41903,0.9458790472354807,0.9501306262832617
2011,1st Quintile,East,Yes,0.05199516324062878,41903,0.04986937371673824,0.054120952764519316
2011,2nd Quintile,West,No,0.9464997154240182,41903,0.9443450898873436,0.9486543409606929
2011,2nd Quintile,West,Yes,0.053500284575981785,41903,0.05134565903930714,0.05565491011265643
2011,2nd Quintile,East,No,0.9582089552238806,41903,0.956292912274291,0.9601249981734702
2011,2nd Quintile,East,Yes,0.041791044776119404,41903,0.039875001826529866,0.04370708772570894
2011,3rd Quintile,West,No,0.9419030192131748,41903,0.9396631978165575,0.944142840609792
2011,3rd Quintile,West,Yes,0.05809698078682525,41903,0.05585715939020803,0.06033680218344247
2011,3rd Quintile,East,No,0.9400452488687783,41903,0.9377721428360284,0.9423183549015282
2011,3rd Quintile,East,Yes,0.05995475113122172,41903,0.05768164509847187,0.06222785716397157
2011,4th Quintile,West,No,0.9464425332290852,41903,0.9442868216670104,0.9485982447911601
2011,4th Quintile,West,Yes,0.053557466770914774,41903,0.051401755208839904,0.055713178332989645
2011,4th Quintile,East,No,0.9515151515151515,41903,0.9494585772907098,0.9535717257395933
2011,4th Quintile,East,Yes,0.048484848484848485,41903,0.04642827426040673,0.05054142270929024
2011,5th Quintile,West,No,0.9519867549668874,41903,0.9499397000414431,0.9540338098923318
2011,5th Quintile,West,Yes,0.048013245033112585,41903,0.04596619010766829,0.05006029995855688
2011,5th Quintile,East,No,0.973384030418251,41903,0.9718428738303951,0.9749251870061068
2011,5th Quintile,East,Yes,0.026615969581749048,41903,0.02507481299389329,0.028157126169604807
2013,1st Quintile,West,No,0.9198855507868383,44486,0.917362844341343,0.9224082572323337
2013,1st Quintile,West,Yes,0.08011444921316166,44486,0.07759174276766634,0.08263715565865698
2013,1st Quintile,East,No,0.9443339960238568,44486,0.9422033945258784,0.9464645975218352
2013,1st Quintile,East,Yes,0.055666003976143144,44486,0.05353540247816474,0.05779660547412155
2013,2nd Quintile,West,No,0.9370629370629371,44486,0.934806194556564,0.9393196795693102
2013,2nd Quintile,West,Yes,0.06293706293706294,44486,0.060680320430689855,0.06519380544343603
2013,2nd Quintile,East,No,0.955574912891986,44486,0.9536602562336193,0.9574895695503528
2013,2nd Quintile,East,Yes,0.04442508710801394,44486,0.04251043044964723,0.04633974376638065
2013,3rd Quintile,West,No,0.9292168674698795,44486,0.9268336272240074,0.9316001077157516
2013,3rd Quintile,West,Yes,0.07078313253012049,44486,0.06839989228424834,0.07316637277599264
2013,3rd Quintile,East,No,0.9444444444444444,44486,0.9423158332186576,0.9465730556702312
2013,3rd Quintile,East,Yes,0.05555555555555555,44486,0.05342694432976878,0.057684166781342326
