year,age_gr,pgisced97,ple0013,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,No answer / don't know,No,0.97025,300,300,0.95100,0.98951
2009,17-29 y.,Pre-primary Level,No,0.89784,287,287,0.86274,0.93294
2009,17-29 y.,Lower Secondary Level,No,0.95866,452,452,0.94029,0.97704
2009,17-29 y.,Upper Secondary Level,Yes,0.06027,71,1262,0.04713,0.07340
2009,17-29 y.,Upper Secondary Level,No,0.93973,1191,1262,0.92660,0.95287
2009,17-29 y.,Post-secondary Non-tertiary Level,No,0.97256,181,181,0.94870,0.99643
2009,17-29 y.,Second Stage of Tertiary Education,No,0.97312,240,240,0.95261,0.99362
2009,30-45 y.,Primary Level,No,0.92679,46,46,0.85069,1.00290
2009,30-45 y.,Lower Secondary Level,No,0.96532,257,257,0.94290,0.98773
2009,30-45 y.,Upper Secondary Level,Yes,0.05085,112,2331,0.04193,0.05977
2009,30-45 y.,Upper Secondary Level,No,0.94915,2219,2331,0.94023,0.95807
2009,30-45 y.,Post-secondary Non-tertiary Level,No,0.93215,412,412,0.90784,0.95646
2009,30-45 y.,First Stage of Tertiary Education,No,0.94400,414,414,0.92182,0.96617
2009,30-45 y.,Second Stage of Tertiary Education,Yes,0.05331,57,1149,0.04032,0.06631
2009,30-45 y.,Second Stage of Tertiary Education,No,0.94669,1092,1149,0.93369,0.95968
2009,46-65 y.,Primary Level,No,0.97902,51,51,0.93929,1.01875
2009,46-65 y.,Lower Secondary Level,No,0.94999,364,364,0.92756,0.97241
2009,46-65 y.,Upper Secondary Level,Yes,0.04717,142,3295,0.03993,0.05441
2009,46-65 y.,Upper Secondary Level,No,0.95283,3153,3295,0.94559,0.96007
2009,46-65 y.,Post-secondary Non-tertiary Level,No,0.95079,264,264,0.92465,0.97694
2009,46-65 y.,First Stage of Tertiary Education,No,0.96445,527,527,0.94863,0.98028
2009,46-65 y.,Second Stage of Tertiary Education,Yes,0.03436,67,1759,0.02585,0.04288
2009,46-65 y.,Second Stage of Tertiary Education,No,0.96564,1692,1759,0.95712,0.97415
2009,66 and older,Primary Level,No,0.91184,37,37,0.81922,1.00446
2009,66 and older,Lower Secondary Level,Yes,0.05325,32,653,0.03602,0.07049
2009,66 and older,Lower Secondary Level,No,0.94675,621,653,0.92951,0.96398
2009,66 and older,Upper Secondary Level,Yes,0.05074,117,2175,0.04151,0.05996
2009,66 and older,Upper Secondary Level,No,0.94926,2058,2175,0.94004,0.95849
2009,66 and older,Post-secondary Non-tertiary Level,No,0.91172,85,85,0.85105,0.97239
2009,66 and older,First Stage of Tertiary Education,No,0.93465,294,294,0.90635,0.96295
2009,66 and older,Second Stage of Tertiary Education,Yes,0.06428,45,881,0.04808,0.08049
2009,66 and older,Second Stage of Tertiary Education,No,0.93572,836,881,0.91951,0.95192
2011,17-29 y.,No answer / don't know,No,0.94723,248,248,0.91934,0.97511
2011,17-29 y.,Pre-primary Level,No,0.89585,286,286,0.86039,0.93131
2011,17-29 y.,Primary Level,No,0.82123,33,33,0.68847,0.95399
2011,17-29 y.,Lower Secondary Level,No,0.95844,451,451,0.94000,0.97688
2011,17-29 y.,Upper Secondary Level,Yes,0.06433,87,1352,0.05125,0.07741
2011,17-29 y.,Upper Secondary Level,No,0.93567,1265,1352,0.92259,0.94875
2011,17-29 y.,Post-secondary Non-tertiary Level,No,0.94312,201,201,0.91103,0.97522
2011,17-29 y.,First Stage of Tertiary Education,No,0.96576,49,49,0.91432,1.01720
2011,17-29 y.,Second Stage of Tertiary Education,No,0.98779,279,279,0.97488,1.00070
2011,30-45 y.,Primary Level,No,0.85670,55,55,0.76325,0.95016
2011,30-45 y.,Lower Secondary Level,No,0.93004,314,314,0.90178,0.95830
2011,30-45 y.,Upper Secondary Level,Yes,0.05414,115,2376,0.04504,0.06324
2011,30-45 y.,Upper Secondary Level,No,0.94586,2261,2376,0.93676,0.95496
2011,30-45 y.,Post-secondary Non-tertiary Level,No,0.94071,442,442,0.91867,0.96275
2011,30-45 y.,First Stage of Tertiary Education,No,0.94982,349,349,0.92688,0.97276
2011,30-45 y.,Second Stage of Tertiary Education,Yes,0.05962,62,1226,0.04636,0.07288
2011,30-45 y.,Second Stage of Tertiary Education,No,0.94038,1164,1226,0.92712,0.95364
2011,46-65 y.,Primary Level,No,0.97919,69,69,0.94527,1.01312
2011,46-65 y.,Lower Secondary Level,Yes,0.06606,38,536,0.04502,0.08711
2011,46-65 y.,Lower Secondary Level,No,0.93394,498,536,0.91289,0.95498
2011,46-65 y.,Upper Secondary Level,Yes,0.05911,231,4121,0.05191,0.06631
2011,46-65 y.,Upper Secondary Level,No,0.94089,3890,4121,0.93369,0.94809
2011,46-65 y.,Post-secondary Non-tertiary Level,No,0.94573,369,369,0.92259,0.96888
2011,46-65 y.,First Stage of Tertiary Education,No,0.94745,630,630,0.93001,0.96488
2011,46-65 y.,Second Stage of Tertiary Education,Yes,0.03825,75,1988,0.02981,0.04668
2011,46-65 y.,Second Stage of Tertiary Education,No,0.96175,1913,1988,0.95332,0.97019
2011,66 and older,Primary Level,No,0.93812,55,55,0.87386,1.00238
2011,66 and older,Lower Secondary Level,Yes,0.05179,44,819,0.03660,0.06698
2011,66 and older,Lower Secondary Level,No,0.94821,775,819,0.93302,0.96340
2011,66 and older,Upper Secondary Level,Yes,0.05384,143,2641,0.04523,0.06245
