"plj0587","year","bildungsniveau","sex","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Sehr oft","2013","(noch) kein Abschluss","maennlich","10","","",""
"Sehr oft","2013","(noch) kein Abschluss","weiblich","14","","",""
"Sehr oft","2013","Hauptschule","maennlich","65","0.018855031175085","0.0144813320885738","0.0232287302615962"
"Sehr oft","2013","Hauptschule","weiblich","126","0.0290021537967888","0.0238042849691219","0.0342000226244556"
"Sehr oft","2013","Realschule","maennlich","29","","",""
"Sehr oft","2013","Realschule","weiblich","88","0.0201630973194195","0.0160085340490027","0.0243176605898362"
"Sehr oft","2013","(Fach-)Abitur","maennlich","17","","",""
"Sehr oft","2013","(Fach-)Abitur","weiblich","44","0.0284207048559881","0.021032001365824","0.0358094083461521"
"Sehr oft","2013","AkademikerIn","maennlich","27","","",""
"Sehr oft","2013","AkademikerIn","weiblich","46","0.0180375829786011","0.0131549091822342","0.022920256774968"
"Oft","2013","(noch) kein Abschluss","maennlich","40","0.0839085809898752","0.0558847977932533","0.111932364186497"
"Oft","2013","(noch) kein Abschluss","weiblich","54","0.145894223926364","0.112451543020486","0.179336904832241"
"Oft","2013","Hauptschule","maennlich","289","0.0732496113579364","0.0648713725938638","0.0816278501220089"
"Oft","2013","Hauptschule","weiblich","401","0.101004138808125","0.0916705322972012","0.110337745319049"
"Oft","2013","Realschule","maennlich","206","0.0729046669625442","0.0632664422500884","0.0825428916749999"
"Oft","2013","Realschule","weiblich","398","0.0942921997617253","0.0856544265749138","0.102929972948537"
"Oft","2013","(Fach-)Abitur","maennlich","85","0.0742999595405608","0.0601360014347973","0.0884639176463243"
"Oft","2013","(Fach-)Abitur","weiblich","173","0.0695558850699133","0.0582442918745439","0.0808674782652828"
"Oft","2013","AkademikerIn","maennlich","168","0.0657543338294723","0.0568375368260144","0.0746711308329301"
"Oft","2013","AkademikerIn","weiblich","230","0.0927819490022353","0.0821378551883756","0.103426042816095"
"Manchmal","2013","(noch) kein Abschluss","maennlich","106","0.290314268943328","0.244434481602965","0.33619405628369"
"Manchmal","2013","(noch) kein Abschluss","weiblich","138","0.308512187756741","0.264754472870796","0.352269902642686"
"Manchmal","2013","Hauptschule","maennlich","1206","0.343630655535853","0.328358906559008","0.358902404512698"
"Manchmal","2013","Hauptschule","weiblich","1338","0.344878699568781","0.330155740563312","0.35960165857425"
"Manchmal","2013","Realschule","maennlich","945","0.353908730455053","0.336181137988676","0.37163632292143"
"Manchmal","2013","Realschule","weiblich","1632","0.368734414669871","0.354473980389929","0.382994848949812"
"Manchmal","2013","(Fach-)Abitur","maennlich","430","0.35847568683659","0.332576172729698","0.384375200943481"
"Manchmal","2013","(Fach-)Abitur","weiblich","665","0.363369706941706","0.341983700168298","0.384755713715113"
"Manchmal","2013","AkademikerIn","maennlich","935","0.325511724948192","0.308654477447965","0.342368972448419"
"Manchmal","2013","AkademikerIn","weiblich","995","0.369228423788534","0.351523065189106","0.386933782387962"
"Selten","2013","(noch) kein Abschluss","maennlich","137","0.330949001464489","0.283386540498","0.378511462430978"
"Selten","2013","(noch) kein Abschluss","weiblich","155","0.36468257201482","0.319081075463738","0.410284068565902"
"Selten","2013","Hauptschule","maennlich","1376","0.36811025913979","0.352601455589852","0.383619062689728"
"Selten","2013","Hauptschule","weiblich","1346","0.323720416350581","0.309227718429719","0.338213114271442"
"Selten","2013","Realschule","maennlich","1128","0.412829798869329","0.394577200090572","0.431082397648085"
"Selten","2013","Realschule","weiblich","1608","0.374361400700186","0.360056753290224","0.388666048110149"
"Selten","2013","(Fach-)Abitur","maennlich","554","0.393403022238536","0.36702002265384","0.419786021823232"
"Selten","2013","(Fach-)Abitur","weiblich","750","0.394291692848039","0.372562065957855","0.416021319738223"
"Selten","2013","AkademikerIn","maennlich","1334","0.439856779743165","0.421999252152167","0.457714307334164"
"Selten","2013","AkademikerIn","weiblich","1087","0.375069650677042","0.357307609324624","0.392831692029461"
"Nie","2013","(noch) kein Abschluss","maennlich","83","0.28130682888032","0.235858693993991","0.32675496376665"
"Nie","2013","(noch) kein Abschluss","weiblich","67","0.137646772917849","0.105006647416305","0.170286898419394"
"Nie","2013","Hauptschule","maennlich","779","0.196154442791336","0.183385525778641","0.208923359804031"
"Nie","2013","Hauptschule","weiblich","793","0.201394591475724","0.18897260415009","0.213816578801359"
"Nie","2013","Realschule","maennlich","487","0.147271092177776","0.13413332891776","0.160408855437791"
"Nie","2013","Realschule","weiblich","671","0.142448887548798","0.13211819595615","0.152779579141446"
"Nie","2013","(Fach-)Abitur","maennlich","231","0.157432281199811","0.137762274593672","0.177102287805951"
"Nie","2013","(Fach-)Abitur","weiblich","311","0.144362010284354","0.128734737949551","0.159989282619157"
"Nie","2013","AkademikerIn","maennlich","504","0.155921152731528","0.142869660487764","0.168972644975293"
"Nie","2013","AkademikerIn","weiblich","496","0.144882393553587","0.13196895688558","0.157795830221594"
"Sehr oft","2014","(noch) kein Abschluss","maennlich","","","",""
"Sehr oft","2014","(noch) kein Abschluss","weiblich","","","",""
"Sehr oft","2014","Hauptschule","maennlich","","","",""
"Sehr oft","2014","Hauptschule","weiblich","","","",""
"Sehr oft","2014","Realschule","maennlich","","","",""
"Sehr oft","2014","Realschule","weiblich","","","",""
"Sehr oft","2014","(Fach-)Abitur","maennlich","","","",""
"Sehr oft","2014","(Fach-)Abitur","weiblich","","","",""
"Sehr oft","2014","AkademikerIn","maennlich","","","",""
"Sehr oft","2014","AkademikerIn","weiblich","","","",""
"Oft","2014","(noch) kein Abschluss","maennlich","","","",""
"Oft","2014","(noch) kein Abschluss","weiblich","","","",""
"Oft","2014","Hauptschule","maennlich","","","",""
"Oft","2014","Hauptschule","weiblich","","","",""
"Oft","2014","Realschule","maennlich","","","",""
"Oft","2014","Realschule","weiblich","","","",""
"Oft","2014","(Fach-)Abitur","maennlich","","","",""
"Oft","2014","(Fach-)Abitur","weiblich","","","",""
"Oft","2014","AkademikerIn","maennlich","","","",""
"Oft","2014","AkademikerIn","weiblich","","","",""
"Manchmal","2014","(noch) kein Abschluss","maennlich","","","",""
"Manchmal","2014","(noch) kein Abschluss","weiblich","","","",""
"Manchmal","2014","Hauptschule","maennlich","","","",""
"Manchmal","2014","Hauptschule","weiblich","","","",""
"Manchmal","2014","Realschule","maennlich","","","",""
"Manchmal","2014","Realschule","weiblich","","","",""
"Manchmal","2014","(Fach-)Abitur","maennlich","","","",""
"Manchmal","2014","(Fach-)Abitur","weiblich","","","",""
"Manchmal","2014","AkademikerIn","maennlich","","","",""
"Manchmal","2014","AkademikerIn","weiblich","","","",""
"Selten","2014","(noch) kein Abschluss","maennlich","","","",""
"Selten","2014","(noch) kein Abschluss","weiblich","","","",""
"Selten","2014","Hauptschule","maennlich","","","",""
"Selten","2014","Hauptschule","weiblich","","","",""
"Selten","2014","Realschule","maennlich","","","",""
"Selten","2014","Realschule","weiblich","","","",""
"Selten","2014","(Fach-)Abitur","maennlich","","","",""
"Selten","2014","(Fach-)Abitur","weiblich","","","",""
"Selten","2014","AkademikerIn","maennlich","","","",""
"Selten","2014","AkademikerIn","weiblich","","","",""
"Nie","2014","(noch) kein Abschluss","maennlich","","","",""
"Nie","2014","(noch) kein Abschluss","weiblich","","","",""
"Nie","2014","Hauptschule","maennlich","","","",""
"Nie","2014","Hauptschule","weiblich","","","",""
"Nie","2014","Realschule","maennlich","","","",""
"Nie","2014","Realschule","weiblich","","","",""
"Nie","2014","(Fach-)Abitur","maennlich","","","",""
"Nie","2014","(Fach-)Abitur","weiblich","","","",""
"Nie","2014","AkademikerIn","maennlich","","","",""
"Nie","2014","AkademikerIn","weiblich","","","",""
"Sehr oft","2015","(noch) kein Abschluss","maennlich","","","",""
"Sehr oft","2015","(noch) kein Abschluss","weiblich","","","",""
"Sehr oft","2015","Hauptschule","maennlich","","","",""
"Sehr oft","2015","Hauptschule","weiblich","","","",""
"Sehr oft","2015","Realschule","maennlich","","","",""
"Sehr oft","2015","Realschule","weiblich","","","",""
"Sehr oft","2015","(Fach-)Abitur","maennlich","","","",""
"Sehr oft","2015","(Fach-)Abitur","weiblich","","","",""
"Sehr oft","2015","AkademikerIn","maennlich","","","",""
"Sehr oft","2015","AkademikerIn","weiblich","","","",""
"Oft","2015","(noch) kein Abschluss","maennlich","","","",""
"Oft","2015","(noch) kein Abschluss","weiblich","","","",""
"Oft","2015","Hauptschule","maennlich","","","",""
"Oft","2015","Hauptschule","weiblich","","","",""
"Oft","2015","Realschule","maennlich","","","",""
"Oft","2015","Realschule","weiblich","","","",""
"Oft","2015","(Fach-)Abitur","maennlich","","","",""
"Oft","2015","(Fach-)Abitur","weiblich","","","",""
"Oft","2015","AkademikerIn","maennlich","","","",""
"Oft","2015","AkademikerIn","weiblich","","","",""
"Manchmal","2015","(noch) kein Abschluss","maennlich","","","",""
"Manchmal","2015","(noch) kein Abschluss","weiblich","","","",""
"Manchmal","2015","Hauptschule","maennlich","","","",""
"Manchmal","2015","Hauptschule","weiblich","","","",""
"Manchmal","2015","Realschule","maennlich","","","",""
"Manchmal","2015","Realschule","weiblich","","","",""
"Manchmal","2015","(Fach-)Abitur","maennlich","","","",""
"Manchmal","2015","(Fach-)Abitur","weiblich","","","",""
"Manchmal","2015","AkademikerIn","maennlich","","","",""
"Manchmal","2015","AkademikerIn","weiblich","","","",""
"Selten","2015","(noch) kein Abschluss","maennlich","","","",""
"Selten","2015","(noch) kein Abschluss","weiblich","","","",""
"Selten","2015","Hauptschule","maennlich","","","",""
"Selten","2015","Hauptschule","weiblich","","","",""
"Selten","2015","Realschule","maennlich","","","",""
"Selten","2015","Realschule","weiblich","","","",""
"Selten","2015","(Fach-)Abitur","maennlich","","","",""
"Selten","2015","(Fach-)Abitur","weiblich","","","",""
"Selten","2015","AkademikerIn","maennlich","","","",""
"Selten","2015","AkademikerIn","weiblich","","","",""
"Nie","2015","(noch) kein Abschluss","maennlich","","","",""
"Nie","2015","(noch) kein Abschluss","weiblich","","","",""
"Nie","2015","Hauptschule","maennlich","","","",""
"Nie","2015","Hauptschule","weiblich","","","",""
"Nie","2015","Realschule","maennlich","","","",""
"Nie","2015","Realschule","weiblich","","","",""
"Nie","2015","(Fach-)Abitur","maennlich","","","",""
"Nie","2015","(Fach-)Abitur","weiblich","","","",""
"Nie","2015","AkademikerIn","maennlich","","","",""
"Nie","2015","AkademikerIn","weiblich","","","",""
"Sehr oft","2016","(noch) kein Abschluss","maennlich","85","0.194587858691217","0.161135718454058","0.228039998928377"
"Sehr oft","2016","(noch) kein Abschluss","weiblich","70","0.161668978170613","0.128279412791586","0.19505854354964"
"Sehr oft","2016","Hauptschule","maennlich","47","0.126695766721207","0.0934262636909885","0.159965269751425"
"Sehr oft","2016","Hauptschule","weiblich","26","","",""
