year,regtyp,sampreg,plj0587,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Urban regions,West,Very often,0.01891,256,14238,0.01667,0.02115
2013,Urban regions,West,Often,0.08026,1131,14238,0.07580,0.08473
2013,Urban regions,West,Sometimes,0.34112,4679,14238,0.33333,0.34891
2013,Urban regions,West,Seldom,0.37940,5401,14238,0.37143,0.38737
2013,Urban regions,West,Never,0.18031,2771,14238,0.17400,0.18663
2013,Urban regions,East,Very often,0.01878,35,1950,0.01276,0.02481
2013,Urban regions,East,Often,0.09387,198,1950,0.08093,0.10682
2013,Urban regions,East,Sometimes,0.39522,728,1950,0.37351,0.41692
2013,Urban regions,East,Seldom,0.37995,736,1950,0.35840,0.40150
2013,Urban regions,East,Never,0.11218,253,1950,0.09816,0.12619
2013,Rural regions,West,Very often,0.02339,105,5515,0.01940,0.02738
2013,Rural regions,West,Often,0.07882,424,5515,0.07170,0.08593
2013,Rural regions,West,Sometimes,0.33790,1808,5515,0.32542,0.35039
2013,Rural regions,West,Seldom,0.38418,2190,5515,0.37134,0.39702
2013,Rural regions,West,Never,0.17571,988,5515,0.16567,0.18576
2013,Rural regions,East,Very often,0.01954,80,3751,0.01511,0.02397
2013,Rural regions,East,Often,0.10625,356,3751,0.09639,0.11611
2013,Rural regions,East,Sometimes,0.38000,1374,3751,0.36446,0.39553
2013,Rural regions,East,Seldom,0.35929,1366,3751,0.34393,0.37464
2013,Rural regions,East,Never,0.13493,575,3751,0.12399,0.14586
2017,Urban regions,West,Very often,0.02159,466,16307,0.01936,0.02382
2017,Urban regions,West,Often,0.07262,1328,16307,0.06863,0.07660
2017,Urban regions,West,Sometimes,0.30133,4964,16307,0.29428,0.30837
2017,Urban regions,West,Seldom,0.40134,6147,16307,0.39382,0.40886
2017,Urban regions,West,Never,0.20313,3402,16307,0.19696,0.20931
2017,Urban regions,East,Very often,0.01506,35,2053,0.00979,0.02033
2017,Urban regions,East,Often,0.07895,181,2053,0.06728,0.09062
2017,Urban regions,East,Sometimes,0.34391,662,2053,0.32335,0.36446
2017,Urban regions,East,Seldom,0.39016,804,2053,0.36905,0.41127
2017,Urban regions,East,Never,0.17192,371,2053,0.15560,0.18825
2017,Rural regions,West,Very often,0.01414,149,6217,0.01121,0.01708
2017,Rural regions,West,Often,0.07262,518,6217,0.06617,0.07907
2017,Rural regions,West,Sometimes,0.32523,2039,6217,0.31359,0.33688
2017,Rural regions,West,Seldom,0.40982,2323,6217,0.39760,0.42205
2017,Rural regions,West,Never,0.17818,1188,6217,0.16867,0.18770
2017,Rural regions,East,Very often,0.01648,84,3730,0.01239,0.02056
2017,Rural regions,East,Often,0.09241,329,3730,0.08311,0.10170
2017,Rural regions,East,Sometimes,0.34805,1206,3730,0.33276,0.36334
2017,Rural regions,East,Seldom,0.36202,1388,3730,0.34659,0.37744
2017,Rural regions,East,Never,0.18105,723,3730,0.16869,0.19341
2021,Urban regions,West,Very often,0.04923,873,11572,0.04529,0.05317
2021,Urban regions,West,Often,0.15591,1902,11572,0.14930,0.16252
2021,Urban regions,West,Sometimes,0.36312,4167,11572,0.35436,0.37188
2021,Urban regions,West,Seldom,0.32670,3279,11572,0.31816,0.33525
2021,Urban regions,West,Never,0.10504,1351,11572,0.09945,0.11063
2021,Urban regions,East,Very often,0.03685,93,1509,0.02734,0.04636
2021,Urban regions,East,Often,0.12755,215,1509,0.11071,0.14438
2021,Urban regions,East,Sometimes,0.38336,549,1509,0.35882,0.40790
2021,Urban regions,East,Seldom,0.34165,467,1509,0.31771,0.36559
2021,Urban regions,East,Never,0.11059,185,1509,0.09476,0.12642
2021,Rural regions,West,Very often,0.04859,235,3826,0.04177,0.05540
2021,Rural regions,West,Often,0.16572,654,3826,0.15394,0.17751
2021,Rural regions,West,Sometimes,0.34656,1324,3826,0.33148,0.36164
2021,Rural regions,West,Seldom,0.32691,1169,3826,0.31205,0.34178
2021,Rural regions,West,Never,0.11222,444,3826,0.10221,0.12222
2021,Rural regions,East,Very often,0.04065,112,2366,0.03269,0.04861
2021,Rural regions,East,Often,0.13446,319,2366,0.12071,0.14821
2021,Rural regions,East,Sometimes,0.37311,863,2366,0.35362,0.39260
2021,Rural regions,East,Seldom,0.34523,793,2366,0.32606,0.36439
2021,Rural regions,East,Never,0.10655,279,2366,0.09411,0.11898
