year,regtyp,plj0587,proportion,n,lower_confidence,upper_confidence
2013,Urban regions,4.0,0.24059086980435296,31177,0.23584608644248609,0.24533565316621983
2013,Urban regions,3.0,0.21183311070951522,31177,0.20729740441038405,0.21636881700864638
2013,Rural regions,4.0,0.14021371886540426,31177,0.13635956170761132,0.1440678760231972
2013,Rural regions,3.0,0.12559911998114245,31177,0.12192047818322907,0.12927776177905584
2013,Urban regions,5.0,0.11852753987585449,31177,0.11493953587072771,0.12211554388098127
2013,Rural regions,5.0,0.0616798931405673,31177,0.059009432215973406,0.0643503540651612
2013,Urban regions,2.0,0.05209397344228805,31177,0.04962727934693152,0.054560667537644575
2013,Rural regions,2.0,0.030761373458002672,31177,0.028844660284428347,0.032678086631577
2013,Urban regions,1.0,0.011432387836882218,31177,0.010252310218831466,0.012612465454932971
2013,Rural regions,1.0,0.007268012885990414,31177,0.006325119125154175,0.008210906646826652
2016,Urban regions,3.0,0.21470895782502614,27798,0.2098818199918124,0.21953609565823987
2016,Urban regions,5.0,0.1603346113628442,27798,0.15602124781638044,0.16464797490930794
2016,Urban regions,4.0,0.11955385151620773,27798,0.11573983577663326,0.12336786725578221
2016,Urban regions,2.0,0.11815963750435692,27798,0.11436492518244365,0.12195434982627018
2016,Urban regions,1.0,0.09410944579993029,27798,0.09067699935653266,0.09754189224332792
2016,Rural regions,3.0,0.08678982223771349,27798,0.08348027132081678,0.0900993731546102
2016,Rural regions,5.0,0.06343673753921227,27798,0.060571317623782504,0.06630215745464202
2016,Rural regions,2.0,0.052980132450331126,27798,0.050346923267173424,0.05561334163348883
2016,Rural regions,1.0,0.049146043917741376,27798,0.04660477580458407,0.051687312030898686
2016,Rural regions,4.0,0.04078075984663646,27798,0.03845569059127869,0.04310582910199423
2017,Urban regions,4.0,0.2450630586074116,31140,0.24028566492768133,0.24984045228714186
2017,Urban regions,3.0,0.19853746423146218,31140,0.194106894097426,0.20296803436549835
2017,Urban regions,5.0,0.13293531635284558,31140,0.12916443643554065,0.13670619627015052
2017,Rural regions,4.0,0.13159289221747272,31140,0.12783819718528652,0.13534758724965892
2017,Rural regions,3.0,0.11484791747624262,31140,0.11130658031067782,0.11838925464180743
2017,Rural regions,5.0,0.06786307273819196,31140,0.06506954245411078,0.07065660302227314
2017,Urban regions,2.0,0.05320238810188293,31140,0.05070956817494515,0.055695208028820706
2017,Rural regions,2.0,0.030027908291235382,31140,0.028132342218265598,0.031923474364205166
2017,Urban regions,1.0,0.017698802416363443,31140,0.016234296790060894,0.019163308042665993
2017,Rural regions,1.0,0.008231179566891582,31140,0.0072276433958473035,0.009234715737935861
2018,Urban regions,3.0,0.1711229946524064,29779,0.16684539389299635,0.17540059541181646
2018,Urban regions,5.0,0.1497326203208556,29779,0.14567999001510237,0.15378525062660883
2018,Urban regions,2.0,0.12566844919786097,29779,0.12190355982392141,0.12943333857180053
2018,Rural regions,3.0,0.12566844919786097,29779,0.12190355982392141,0.12943333857180053
2018,Rural regions,5.0,0.0855614973262032,29779,0.08238449555849282,0.08873849909391358
2018,Urban regions,1.0,0.0855614973262032,29779,0.08238449555849282,0.08873849909391358
2018,Rural regions,2.0,0.07219251336898395,29779,0.06925299597920277,0.07513203075876514
2018,Urban regions,4.0,0.06951871657754011,29779,0.06662999483499187,0.07240743832008835
2018,Rural regions,1.0,0.058823529411764705,29779,0.056151064040924424,0.061495994782604986
2018,Rural regions,4.0,0.05614973262032086,29779,0.053535005241887264,0.05876445999875445
2019,Rural regions,3.0,0.19140625,29565,0.18692178770224557,0.19589071229775443
2019,Urban regions,3.0,0.16015625,29565,0.15597565282554962,0.16433684717445038
2019,Urban regions,2.0,0.1484375,29565,0.14438477430898736,0.15249022569101264
2019,Urban regions,5.0,0.13671875,29565,0.13280261798764154,0.14063488201235846
2019,Urban regions,1.0,0.09765625,29565,0.09427246190090527,0.10104003809909473
2019,Urban regions,4.0,0.08203125,29565,0.0789032212007835,0.0851592787992165
2019,Rural regions,2.0,0.078125,29565,0.07506586837531598,0.08118413162468402
2019,Rural regions,5.0,0.0546875,29565,0.052095715637618736,0.057279284362381264
2019,Rural regions,1.0,0.0390625,29565,0.0368540136572637,0.0412709863427363
2019,Rural regions,4.0,0.01171875,29565,0.010492022637833893,0.012945477362166107
2021,Urban regions,3.0,0.2443314481398848,19931,0.2383659476496408,0.2502969486301288
2021,Urban regions,4.0,0.19415762984486068,19931,0.1886660942010665,0.19964916548865486
2021,Rural regions,3.0,0.11383801172624916,19931,0.10942848746676599,0.11824753598573233
2021,Urban regions,2.0,0.10973901312717273,19931,0.10539960275233337,0.11407842350201208
2021,Rural regions,4.0,0.10200799045296528,19931,0.09780609871132138,0.10620988219460918
2021,Urban regions,5.0,0.07954132724536916,19931,0.0757847693148663,0.08329788517587203
2021,Rural regions,2.0,0.05058890676075339,19931,0.047546296504691596,0.05363151701681518
2021,Urban regions,1.0,0.05012193223680797,19931,0.04709265264271933,0.05315121183089661
2021,Rural regions,5.0,0.03766927826493021,19931,0.03502597281300593,0.04031258371685449
2021,Rural regions,1.0,0.01800446220100659,19931,0.016158442376390473,0.019850482025622705
