year,pgisced97,plj0587,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,No answer / don't know,Often,0.09406,42,454,0.06718,0.12094
2013,No answer / don't know,Sometimes,0.26219,129,454,0.22169,0.30269
2013,No answer / don't know,Seldom,0.40141,162,454,0.35627,0.44655
2013,No answer / don't know,Never,0.22954,121,454,0.19081,0.26827
2013,Pre-primary Level,Often,0.10177,35,441,0.07352,0.13002
2013,Pre-primary Level,Sometimes,0.24964,121,441,0.20920,0.29008
2013,Pre-primary Level,Seldom,0.40577,191,441,0.35988,0.45165
2013,Pre-primary Level,Never,0.24010,94,441,0.20019,0.28002
2013,Primary Level,Often,0.14827,55,302,0.10812,0.18842
2013,Primary Level,Sometimes,0.36080,118,302,0.30655,0.41505
2013,Primary Level,Seldom,0.27236,79,302,0.22207,0.32265
2013,Primary Level,Never,0.16544,50,302,0.12346,0.20742
2013,Lower Secondary Level,Very often,0.02914,82,2578,0.02265,0.03564
2013,Lower Secondary Level,Often,0.10594,286,2578,0.09405,0.11782
2013,Lower Secondary Level,Sometimes,0.35220,814,2578,0.33375,0.37064
2013,Lower Secondary Level,Seldom,0.31943,893,2578,0.30143,0.33743
2013,Lower Secondary Level,Never,0.19329,503,2578,0.17805,0.20854
2013,Upper Secondary Level,Very often,0.01935,233,12388,0.01692,0.02177
2013,Upper Secondary Level,Often,0.08384,1044,12388,0.07896,0.08872
2013,Upper Secondary Level,Sometimes,0.34817,4283,12388,0.33978,0.35656
2013,Upper Secondary Level,Seldom,0.37451,4575,12388,0.36599,0.38303
2013,Upper Secondary Level,Never,0.17414,2253,12388,0.16746,0.18081
2013,Post-secondary Non-tertiary Level,Very often,0.03126,38,1768,0.02315,0.03937
2013,Post-secondary Non-tertiary Level,Often,0.07117,135,1768,0.05918,0.08316
2013,Post-secondary Non-tertiary Level,Sometimes,0.36110,599,1768,0.33870,0.38349
2013,Post-secondary Non-tertiary Level,Seldom,0.40159,723,1768,0.37873,0.42445
2013,Post-secondary Non-tertiary Level,Never,0.13488,273,1768,0.11895,0.15081
2013,First Stage of Tertiary Education,Often,0.06802,114,1651,0.05587,0.08017
2013,First Stage of Tertiary Education,Sometimes,0.38647,595,1651,0.36297,0.40997
2013,First Stage of Tertiary Education,Seldom,0.37561,649,1651,0.35224,0.39897
2013,First Stage of Tertiary Education,Never,0.15709,293,1651,0.13953,0.17464
2013,Second Stage of Tertiary Education,Very often,0.01504,73,5822,0.01191,0.01816
2013,Second Stage of Tertiary Education,Often,0.07754,398,5822,0.07067,0.08441
2013,Second Stage of Tertiary Education,Sometimes,0.34391,1930,5822,0.33170,0.35611
2013,Second Stage of Tertiary Education,Seldom,0.41323,2421,5822,0.40058,0.42588
2013,Second Stage of Tertiary Education,Never,0.15029,1000,5822,0.14111,0.15947
2017,No answer / don't know,Often,0.09916,72,660,0.07634,0.12198
2017,No answer / don't know,Sometimes,0.31826,196,660,0.28270,0.35383
2017,No answer / don't know,Seldom,0.35102,228,660,0.31458,0.38746
2017,No answer / don't know,Never,0.21202,164,660,0.18081,0.24323
2017,Pre-primary Level,Sometimes,0.31810,130,394,0.27206,0.36415
2017,Pre-primary Level,Seldom,0.43852,174,394,0.38946,0.48758
2017,Pre-primary Level,Never,0.20281,90,394,0.16305,0.24256
2017,Primary Level,Very often,0.06751,120,1142,0.05295,0.08207
2017,Primary Level,Often,0.14336,209,1142,0.12302,0.16369
2017,Primary Level,Sometimes,0.29981,363,1142,0.27322,0.32639
2017,Primary Level,Seldom,0.28475,216,1142,0.25857,0.31094
2017,Primary Level,Never,0.20457,234,1142,0.18117,0.22798
2017,Lower Secondary Level,Very often,0.02970,133,3110,0.02373,0.03567
2017,Lower Secondary Level,Often,0.10540,361,3110,0.09461,0.11619
2017,Lower Secondary Level,Sometimes,0.30393,1001,3110,0.28776,0.32010
2017,Lower Secondary Level,Seldom,0.35604,971,3110,0.33921,0.37287
2017,Lower Secondary Level,Never,0.20493,644,3110,0.19074,0.21912
2017,Upper Secondary Level,Very often,0.01676,248,12346,0.01450,0.01902
2017,Upper Secondary Level,Often,0.07234,942,12346,0.06777,0.07691
2017,Upper Secondary Level,Sometimes,0.32371,3915,12346,0.31545,0.33196
2017,Upper Secondary Level,Seldom,0.38869,4714,12346,0.38010,0.39729
2017,Upper Secondary Level,Never,0.19850,2527,12346,0.19146,0.20553
2017,Post-secondary Non-tertiary Level,Very often,0.03251,52,2253,0.02518,0.03983
2017,Post-secondary Non-tertiary Level,Often,0.08070,181,2253,0.06945,0.09195
2017,Post-secondary Non-tertiary Level,Sometimes,0.29751,699,2253,0.27863,0.31639
2017,Post-secondary Non-tertiary Level,Seldom,0.39613,858,2253,0.37593,0.41633
2017,Post-secondary Non-tertiary Level,Never,0.19315,463,2253,0.17685,0.20946
2017,First Stage of Tertiary Education,Often,0.05014,78,1508,0.03912,0.06116
2017,First Stage of Tertiary Education,Sometimes,0.31801,478,1508,0.29450,0.34153
2017,First Stage of Tertiary Education,Seldom,0.41725,645,1508,0.39235,0.44215
2017,First Stage of Tertiary Education,Never,0.19631,307,1508,0.17625,0.21636
2017,Second Stage of Tertiary Education,Very often,0.01128,140,6825,0.00877,0.01378
2017,Second Stage of Tertiary Education,Often,0.06545,485,6825,0.05958,0.07132
2017,Second Stage of Tertiary Education,Sometimes,0.30355,2089,6825,0.29264,0.31445
2017,Second Stage of Tertiary Education,Seldom,0.44562,2856,6825,0.43383,0.45742
2017,Second Stage of Tertiary Education,Never,0.17411,1255,6825,0.16511,0.18310
2021,No answer / don't know,Very often,0.02037,75,793,0.01053,0.03021
2021,No answer / don't know,Often,0.13807,124,793,0.11405,0.16210
2021,No answer / don't know,Sometimes,0.39129,291,793,0.35730,0.42528
2021,No answer / don't know,Seldom,0.31857,203,793,0.28612,0.35102
2021,No answer / don't know,Never,0.13170,100,793,0.10815,0.15525
2021,Pre-primary Level,Sometimes,0.41144,74,138,0.32904,0.49384
2021,Pre-primary Level,Seldom,0.36296,64,138,0.28244,0.44348
2021,Primary Level,Very often,0.10882,197,918,0.08866,0.12898
2021,Primary Level,Often,0.16451,161,918,0.14051,0.18850
2021,Primary Level,Sometimes,0.39660,330,918,0.36494,0.42826
