,Unnamed: 0,year,age_gr,sex,plj0587,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
0,0,2013,17-29 y.,male,Often,0.0725,119,25442,0.05635,0.08892
1,1,2013,17-29 y.,male,Sometimes,0.33084,510,25442,0.2942,0.36955
2,2,2013,17-29 y.,male,Seldom,0.39044,679,25442,0.35532,0.42497
3,3,2013,17-29 y.,male,Never,0.20622,337,25442,0.18556,0.23126
4,4,2013,17-29 y.,female,Very often,0.02272,45,25442,0.01489,0.031
5,5,2013,17-29 y.,female,Often,0.11545,212,25442,0.0921,0.13739
6,6,2013,17-29 y.,female,Sometimes,0.35907,658,25442,0.32651,0.39519
7,7,2013,17-29 y.,female,Seldom,0.3769,704,25442,0.3428,0.41278
8,8,2013,17-29 y.,female,Never,0.12586,287,25442,0.10674,0.14509
9,9,2013,30-45 y.,male,Very often,0.01402,45,25442,0.00932,0.01975
10,10,2013,30-45 y.,male,Often,0.07321,273,25442,0.06418,0.08473
11,11,2013,30-45 y.,male,Sometimes,0.36237,1118,25442,0.33232,0.39003
12,12,2013,30-45 y.,male,Seldom,0.39818,1291,25442,0.37023,0.43245
13,13,2013,30-45 y.,male,Never,0.15221,570,25442,0.13131,0.16961
14,14,2013,30-45 y.,female,Very often,0.02036,109,25442,0.01541,0.02556
15,15,2013,30-45 y.,female,Often,0.09177,450,25442,0.08068,0.10512
16,16,2013,30-45 y.,female,Sometimes,0.36393,1721,25442,0.33584,0.39094
17,17,2013,30-45 y.,female,Seldom,0.37461,1656,25442,0.34932,0.40037
18,18,2013,30-45 y.,female,Never,0.14934,762,25442,0.13298,0.16561
19,19,2013,46-65 y.,male,Very often,0.01748,56,25442,0.01227,0.02161
20,20,2013,46-65 y.,male,Often,0.07286,265,25442,0.0648,0.08101
21,21,2013,46-65 y.,male,Sometimes,0.34372,1359,25442,0.32547,0.36181
22,22,2013,46-65 y.,male,Seldom,0.41194,1730,25442,0.39045,0.4348
23,23,2013,46-65 y.,male,Never,0.154,760,25442,0.14261,0.16485
24,24,2013,46-65 y.,female,Very often,0.01972,98,25442,0.01588,0.02421
25,25,2013,46-65 y.,female,Often,0.08252,389,25442,0.07255,0.0933
26,26,2013,46-65 y.,female,Sometimes,0.35736,1633,25442,0.33974,0.37565
27,27,2013,46-65 y.,female,Seldom,0.37478,1842,25442,0.3597,0.39004
28,28,2013,46-65 y.,female,Never,0.16561,837,25442,0.15563,0.17818
29,29,2013,66 and older,male,Very often,0.01862,40,25442,0.0154,0.0216
30,30,2013,66 and older,male,Often,0.06929,156,25442,0.06004,0.07865
31,31,2013,66 and older,male,Sometimes,0.33079,742,25442,0.31397,0.34747
32,32,2013,66 and older,male,Seldom,0.37429,936,25442,0.35524,0.39272
33,33,2013,66 and older,male,Never,0.20701,515,25442,0.19553,0.2184
34,34,2013,66 and older,female,Very often,0.03373,71,25442,0.02868,0.0395
35,35,2013,66 and older,female,Often,0.10702,245,25442,0.09687,0.11607
36,36,2013,66 and older,female,Sometimes,0.34267,848,25442,0.32593,0.35767
37,37,2013,66 and older,female,Seldom,0.32318,855,25442,0.30282,0.33922
38,38,2013,66 and older,female,Never,0.1934,519,25442,0.18003,0.20793
39,39,2021,17-29 y.,male,Very often,0.03642,100,19267,0.02565,0.04871
40,40,2021,17-29 y.,male,Often,0.13424,244,19267,0.11222,0.15827
41,41,2021,17-29 y.,male,Sometimes,0.34693,586,19267,0.30317,0.38735
42,42,2021,17-29 y.,male,Seldom,0.34753,482,19267,0.30589,0.40416
43,43,2021,17-29 y.,male,Never,0.13489,222,19267,0.11082,0.16102
44,44,2021,17-29 y.,female,Very often,0.03552,94,19267,0.02509,0.04743
45,45,2021,17-29 y.,female,Often,0.15655,257,19267,0.12537,0.18847
46,46,2021,17-29 y.,female,Sometimes,0.37175,607,19267,0.32489,0.41646
47,47,2021,17-29 y.,female,Seldom,0.34483,454,19267,0.30022,0.38884
48,48,2021,17-29 y.,female,Never,0.09134,148,19267,0.06996,0.11516
49,49,2021,30-45 y.,male,Very often,0.04932,214,19267,0.03299,0.06629
50,50,2021,30-45 y.,male,Often,0.14976,423,19267,0.12261,0.17295
51,51,2021,30-45 y.,male,Sometimes,0.35045,870,19267,0.31774,0.38976
52,52,2021,30-45 y.,male,Seldom,0.35074,658,19267,0.31463,0.39542
53,53,2021,30-45 y.,male,Never,0.09973,289,19267,0.08312,0.12203
54,54,2021,30-45 y.,female,Very often,0.05917,270,19267,0.04733,0.07591
55,55,2021,30-45 y.,female,Often,0.15137,490,19267,0.1299,0.17555
56,56,2021,30-45 y.,female,Sometimes,0.38084,985,19267,0.34339,0.41782
57,57,2021,30-45 y.,female,Seldom,0.29799,695,19267,0.2639,0.32782
58,58,2021,30-45 y.,female,Never,0.11064,336,19267,0.09098,0.12796
59,59,2021,46-65 y.,male,Very often,0.03452,180,19267,0.02475,0.04503
60,60,2021,46-65 y.,male,Often,0.1346,472,19267,0.11785,0.15227
61,61,2021,46-65 y.,male,Sometimes,0.34187,1172,19267,0.31847,0.36536
62,62,2021,46-65 y.,male,Seldom,0.37067,1181,19267,0.34018,0.39904
63,63,2021,46-65 y.,male,Never,0.11835,453,19267,0.10083,0.13201
64,64,2021,46-65 y.,female,Very often,0.05438,259,19267,0.04489,0.06478
65,65,2021,46-65 y.,female,Often,0.16431,623,19267,0.14824,0.1833
66,66,2021,46-65 y.,female,Sometimes,0.38665,1392,19267,0.3587,0.40886
67,67,2021,46-65 y.,female,Seldom,0.28931,1093,19267,0.26643,0.30954
68,68,2021,46-65 y.,female,Never,0.10535,436,19267,0.0907,0.11909
69,69,2021,66 and older,male,Very often,0.03139,72,19267,0.02279,0.03977
70,70,2021,66 and older,male,Often,0.14585,261,19267,0.12867,0.16707
71,71,2021,66 and older,male,Sometimes,0.3536,618,19267,0.32502,0.3855
72,72,2021,66 and older,male,Seldom,0.36925,649,19267,0.33773,0.4005
73,73,2021,66 and older,male,Never,0.09991,200,19267,0.08677,0.11411
74,74,2021,66 and older,female,Very often,0.06656,123,19267,0.05581,0.07929
75,75,2021,66 and older,female,Often,0.19023,316,19267,0.17028,0.21175
76,76,2021,66 and older,female,Sometimes,0.36026,672,19267,0.33563,0.3914
77,77,2021,66 and older,female,Seldom,0.28943,496,19267,0.26092,0.3133
78,78,2021,66 and older,female,Never,0.09352,175,19267,0.08079,0.11002
