syear,migback,regtyp,plj0587,proportion,n,lower_confidence,upper_confidence
2013,No migration background,Urban regions,4.0,0.20099002121474033,31177,0.1965416373223456,0.20543840510713504
2013,No migration background,Urban regions,3.0,0.1749430344935963,31177,0.17072578587029685,0.17916028311689575
2013,No migration background,Rural regions,4.0,0.12933134281448888,31177,0.12560642016607593,0.13305626546290183
2013,No migration background,Rural regions,3.0,0.1129095623477646,31177,0.10939648088270305,0.11642264381282615
2013,No migration background,Urban regions,5.0,0.09534847175296614,31177,0.09208833033874025,0.09860861316719202
2013,No migration background,Rural regions,5.0,0.05519761137738666,31177,0.052662660526511085,0.05773256222826223
2013,No migration background,Urban regions,2.0,0.038225819124695526,31177,0.036097416101241425,0.04035422214814963
2013,No migration background,Rural regions,2.0,0.026596998507110867,31177,0.024810915803244748,0.028383081210976987
2013,Direct migration background,Urban regions,3.0,0.026321992614127446,31177,0.024544916736756104,0.028099068491498787
2013,Direct migration background,Urban regions,4.0,0.025811267384301093,31177,0.02405105478250139,0.027571479986100798
2013,Direct migration background,Urban regions,5.0,0.016500353579005263,31177,0.015086277944171526,0.017914429213838998
2013,Indirect migration background,Urban regions,4.0,0.013789581205311542,31177,0.012495089591170487,0.015084072819452598
2013,Indirect migration background,Urban regions,3.0,0.010568083601791466,31177,0.009432994411803302,0.011703172791779631
2013,Direct migration background,Rural regions,3.0,0.009939498703543647,31177,0.008838334670189948,0.011040662736897345
2013,Direct migration background,Urban regions,2.0,0.009703779366700716,31177,0.008615621446538688,0.010791937286862743
2013,No migration background,Urban regions,1.0,0.008053744008800188,31177,0.007061583602637802,0.009045904414962573
2013,Direct migration background,Rural regions,4.0,0.007975170896519211,31177,0.006987823057448698,0.008962518735589724
2013,Indirect migration background,Urban regions,5.0,0.006678714543883083,31177,0.005774585914196824,0.007582843173569343
2013,No migration background,Rural regions,1.0,0.006128702757916241,31177,0.005262362964155346,0.006995042551677135
2013,Direct migration background,Rural regions,5.0,0.004714386736858647,31177,0.003954016032055358,0.005474757441661936
2013,Indirect migration background,Urban regions,2.0,0.004164374950891805,31177,0.0034495369165033394,0.00487921298528027
2013,Direct migration background,Rural regions,2.0,0.00337864382808203,31177,0.0027345113310596864,0.0040227763251043745
2013,Indirect migration background,Rural regions,4.0,0.0029072051543961655,31177,0.0023095584364795463,0.0035048518723127847
2013,Direct migration background,Urban regions,1.0,0.0027893454859746997,31177,0.002203903966480314,0.0033747870054690854
2013,Indirect migration background,Rural regions,3.0,0.0027500589298342106,31177,0.002168743407537194,0.003331374452131227
2013,Indirect migration background,Rural regions,5.0,0.0017678950263219926,31177,0.001301576238262747,0.0022342138143812383
2013,Direct migration background,Rural regions,1.0,0.000864304235090752,31177,0.0005381038510838807,0.0011905046190976232
2013,Indirect migration background,Rural regions,2.0,0.0007857311228097745,31177,0.0004746990308328211,0.001096763214786728
2013,Indirect migration background,Urban regions,1.0,0.0005892983421073309,31177,0.00031991017382755203,0.0008586865103871097
2013,Indirect migration background,Rural regions,1.0,0.0002750058929834211,31177,9.094980588061379e-05,0.0004590619800862284
2016,Direct migration background,Urban regions,3.0,0.21470895782502614,27798,0.2098818199918124,0.21953609565823987
2016,Direct migration background,Urban regions,5.0,0.1603346113628442,27798,0.15602124781638044,0.16464797490930794
2016,Direct migration background,Urban regions,4.0,0.11955385151620773,27798,0.11573983577663326,0.12336786725578221
2016,Direct migration background,Urban regions,2.0,0.11815963750435692,27798,0.11436492518244365,0.12195434982627018
2016,Direct migration background,Urban regions,1.0,0.09410944579993029,27798,0.09067699935653266,0.09754189224332792
2016,Direct migration background,Rural regions,3.0,0.08678982223771349,27798,0.08348027132081678,0.0900993731546102
