year,bula_h,regtyp,plj0587,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Schleswig-Holstein,Urban regions,Sometimes,0.49884,106,209,0.43089,0.56679
2013,Schleswig-Holstein,Urban regions,Seldom,0.35370,103,209,0.28873,0.41868
2013,Schleswig-Holstein,Rural regions,Often,0.08296,56,642,0.06161,0.10431
2013,Schleswig-Holstein,Rural regions,Sometimes,0.37080,222,642,0.33341,0.40820
2013,Schleswig-Holstein,Rural regions,Seldom,0.37912,266,642,0.34156,0.41668
2013,Schleswig-Holstein,Rural regions,Never,0.14740,98,642,0.11995,0.17484
2013,Hamburg,Urban regions,Sometimes,0.28444,113,370,0.23841,0.33047
2013,Hamburg,Urban regions,Seldom,0.41111,143,370,0.36090,0.46131
2013,Hamburg,Urban regions,Never,0.21236,114,370,0.17063,0.25409
2013,Lower Saxony,Urban regions,Often,0.10757,99,990,0.08826,0.12688
2013,Lower Saxony,Urban regions,Sometimes,0.33885,315,990,0.30935,0.36835
2013,Lower Saxony,Urban regions,Seldom,0.39157,392,990,0.36115,0.42199
2013,Lower Saxony,Urban regions,Never,0.14973,184,990,0.12749,0.17197
2013,Lower Saxony,Rural regions,Very often,0.03177,34,1432,0.02268,0.04085
2013,Lower Saxony,Rural regions,Often,0.07858,114,1432,0.06464,0.09253
2013,Lower Saxony,Rural regions,Sometimes,0.33973,472,1432,0.31519,0.36427
2013,Lower Saxony,Rural regions,Seldom,0.39604,577,1432,0.37070,0.42138
2013,Lower Saxony,Rural regions,Never,0.15389,235,1432,0.13519,0.17258
2013,Bremen,Urban regions,Sometimes,0.30946,54,163,0.23828,0.38065
2013,Bremen,Urban regions,Seldom,0.39288,69,163,0.31767,0.46809
2013,Bremen,Urban regions,Never,0.16985,40,163,0.11203,0.22768
2013,North Rhine-Westphalia,Urban regions,Very often,0.01713,85,4974,0.01352,0.02074
2013,North Rhine-Westphalia,Urban regions,Often,0.07462,390,4974,0.06731,0.08192
2013,North Rhine-Westphalia,Urban regions,Sometimes,0.35494,1637,4974,0.34164,0.36823
2013,North Rhine-Westphalia,Urban regions,Seldom,0.36066,1808,4974,0.34732,0.37401
2013,North Rhine-Westphalia,Urban regions,Never,0.19266,1054,4974,0.18169,0.20362
2013,North Rhine-Westphalia,Rural regions,Sometimes,0.43061,45,100,0.33307,0.52815
2013,North Rhine-Westphalia,Rural regions,Seldom,0.34400,55,100,0.25042,0.43757
2013,Hesse,Urban regions,Very often,0.02701,34,1387,0.01848,0.03555
2013,Hesse,Urban regions,Often,0.08375,100,1387,0.06917,0.09834
2013,Hesse,Urban regions,Sometimes,0.34287,489,1387,0.31788,0.36786
2013,Hesse,Urban regions,Seldom,0.37970,552,1387,0.35415,0.40525
2013,Hesse,Urban regions,Never,0.16667,212,1387,0.14705,0.18629
2013,Hesse,Rural regions,Often,0.11374,41,357,0.08076,0.14672
2013,Hesse,Rural regions,Sometimes,0.37503,136,357,0.32474,0.42532
2013,Hesse,Rural regions,Seldom,0.40084,144,357,0.34993,0.45175
2013,Hesse,Rural regions,Never,0.09502,36,357,0.06456,0.12548
2013,"Rhineland-Palatinate, Saarland",Urban regions,Often,0.05854,79,1028,0.04418,0.07290
2013,"Rhineland-Palatinate, Saarland",Urban regions,Sometimes,0.32743,316,1028,0.29873,0.35613
2013,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.36144,366,1028,0.33206,0.39082
2013,"Rhineland-Palatinate, Saarland",Urban regions,Never,0.23054,267,1028,0.20478,0.25630
2013,"Rhineland-Palatinate, Saarland",Rural regions,Sometimes,0.30061,108,324,0.25060,0.35061
2013,"Rhineland-Palatinate, Saarland",Rural regions,Seldom,0.34948,129,324,0.29748,0.40148
2013,"Rhineland-Palatinate, Saarland",Rural regions,Never,0.21680,87,324,0.17186,0.26174
2013,Baden-Wuerttemberg,Urban regions,Very often,0.01925,39,2664,0.01403,0.02447
2013,Baden-Wuerttemberg,Urban regions,Often,0.06828,191,2664,0.05870,0.07786
2013,Baden-Wuerttemberg,Urban regions,Sometimes,0.33077,853,2664,0.31290,0.34864
2013,Baden-Wuerttemberg,Urban regions,Seldom,0.41006,1073,2664,0.39138,0.42874
2013,Baden-Wuerttemberg,Urban regions,Never,0.17164,508,2664,0.15732,0.18596
2013,Baden-Wuerttemberg,Rural regions,Often,0.15086,36,332,0.11230,0.18941
2013,Baden-Wuerttemberg,Rural regions,Sometimes,0.27868,99,332,0.23038,0.32699
2013,Baden-Wuerttemberg,Rural regions,Seldom,0.38794,142,332,0.33545,0.44044
2013,Baden-Wuerttemberg,Rural regions,Never,0.16486,55,332,0.12489,0.20484
2013,Bavaria,Urban regions,Often,0.09216,145,1746,0.07859,0.10573
2013,Bavaria,Urban regions,Sometimes,0.32436,612,1746,0.30240,0.34633
2013,Bavaria,Urban regions,Seldom,0.37720,688,1746,0.35446,0.39994
2013,Bavaria,Urban regions,Never,0.18916,301,1746,0.17078,0.20754
2013,Bavaria,Rural regions,Very often,0.01806,34,2245,0.01255,0.02357
2013,Bavaria,Rural regions,Often,0.05758,145,2245,0.04794,0.06722
2013,Bavaria,Rural regions,Sometimes,0.33039,726,2245,0.31093,0.34985
2013,Bavaria,Rural regions,Seldom,0.38282,877,2245,0.36270,0.40293
2013,Bavaria,Rural regions,Never,0.21116,463,2245,0.19427,0.22805
2013,Berlin,Urban regions,Often,0.11925,120,958,0.09871,0.13978
2013,Berlin,Urban regions,Sometimes,0.36451,354,958,0.33402,0.39501
2013,Berlin,Urban regions,Seldom,0.37930,355,958,0.34856,0.41005
2013,Berlin,Urban regions,Never,0.11497,129,958,0.09476,0.13518
2013,Brandenburg,Urban regions,Seldom,0.62386,41,41,0.47374,0.77398
2013,Brandenburg,Rural regions,Often,0.10594,85,910,0.08593,0.12594
2013,Brandenburg,Rural regions,Sometimes,0.44715,364,910,0.41483,0.47947
2013,Brandenburg,Rural regions,Seldom,0.31397,330,910,0.28380,0.34414
2013,Brandenburg,Rural regions,Never,0.11387,131,910,0.09322,0.13452
2013,Mecklenburg-Western Pomerania,Urban regions,Sometimes,0.49650,32,32,0.32049,0.67251
2013,Mecklenburg-Western Pomerania,Rural regions,Often,0.12400,65,513,0.09546,0.15255
2013,Mecklenburg-Western Pomerania,Rural regions,Sometimes,0.41701,206,513,0.37430,0.45972
2013,Mecklenburg-Western Pomerania,Rural regions,Seldom,0.34688,189,513,0.30565,0.38811
2013,Mecklenburg-Western Pomerania,Rural regions,Never,0.09048,53,513,0.06563,0.11533
2013,Saxony,Urban regions,Often,0.08950,77,856,0.07037,0.10864
2013,Saxony,Urban regions,Sometimes,0.42641,329,856,0.39326,0.45956
2013,Saxony,Urban regions,Seldom,0.37361,336,856,0.34119,0.40604
2013,Saxony,Urban regions,Never,0.09840,114,856,0.07844,0.11837
2013,Saxony,Rural regions,Often,0.09809,67,828,0.07782,0.11837
2013,Saxony,Rural regions,Sometimes,0.36474,314,828,0.33193,0.39755
2013,Saxony,Rural regions,Seldom,0.39942,312,828,0.36604,0.43280
