"plj0587","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr oft","2013","(noch) kein Abschluss","Schleswig-Holstein","1","","",""
"Sehr oft","2013","(noch) kein Abschluss","Hamburg","","","",""
"Sehr oft","2013","(noch) kein Abschluss","Niedersachsen","2","","",""
"Sehr oft","2013","(noch) kein Abschluss","Bremen","","","",""
"Sehr oft","2013","(noch) kein Abschluss","Nordrhein-Westfalen","5","0.0027770306737153","-0.00419264402799918","0.00974670537542978"
"Sehr oft","2013","(noch) kein Abschluss","Hessen","3","","",""
"Sehr oft","2013","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","2","","",""
"Sehr oft","2013","(noch) kein Abschluss","Baden-Wuerttemberg","3","","",""
"Sehr oft","2013","(noch) kein Abschluss","Bayern","8","0.0991787690252174","0.0452481070815036","0.153109430968931"
"Sehr oft","2013","(noch) kein Abschluss","Saarland","","","",""
"Sehr oft","2013","(noch) kein Abschluss","Berlin","","","",""
"Sehr oft","2013","(noch) kein Abschluss","Brandenburg","","","",""
"Sehr oft","2013","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2013","(noch) kein Abschluss","Sachsen","","","",""
"Sehr oft","2013","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Sehr oft","2013","(noch) kein Abschluss","Thueringen","","","",""
"Sehr oft","2013","Hauptschule","Schleswig-Holstein","5","0.0210021784324579","0.00444162364480678","0.037562733220109"
"Sehr oft","2013","Hauptschule","Hamburg","3","","",""
"Sehr oft","2013","Hauptschule","Niedersachsen","25","","",""
"Sehr oft","2013","Hauptschule","Bremen","","","",""
"Sehr oft","2013","Hauptschule","Nordrhein-Westfalen","41","0.0202558908924913","0.0134357928298897","0.027075988955093"
"Sehr oft","2013","Hauptschule","Hessen","16","","",""
"Sehr oft","2013","Hauptschule","Rheinland-Pfalz,Saarland","14","","",""
"Sehr oft","2013","Hauptschule","Baden-Wuerttemberg","19","","",""
"Sehr oft","2013","Hauptschule","Bayern","20","","",""
"Sehr oft","2013","Hauptschule","Saarland","","","",""
"Sehr oft","2013","Hauptschule","Berlin","8","0.0596049097530705","0.0232594235660991","0.095950395940042"
"Sehr oft","2013","Hauptschule","Brandenburg","5","0.0103265930236325","-0.00249003032846204","0.023143216375727"
"Sehr oft","2013","Hauptschule","Mecklenburg-Vorpommern","5","0.0397566233657839","0.00494287292811976","0.074570373803448"
"Sehr oft","2013","Hauptschule","Sachsen","10","","",""
"Sehr oft","2013","Hauptschule","Sachsen-Anhalt","9","0.0320398054140661","0.00961918623962855","0.0544604245885037"
