"plj0587","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr oft","2013","(noch) kein Abschluss","Westdeutschland","24","","",""
"Sehr oft","2013","(noch) kein Abschluss","Ostdeutschland","","","",""
"Sehr oft","2013","Hauptschule","Westdeutschland","150","0.0235712249409003","0.0198728683918907","0.02726958148991"
"Sehr oft","2013","Hauptschule","Ostdeutschland","41","0.0276223564282161","0.0185551380997747","0.0366895747566574"
"Sehr oft","2013","Realschule","Westdeutschland","76","0.018428252212059","0.0146647912310909","0.0221917131930272"
"Sehr oft","2013","Realschule","Ostdeutschland","41","0.0136648945291831","0.00890578866761977","0.0184240003907464"
"Sehr oft","2013","(Fach-)Abitur","Westdeutschland","53","0.0215746185899979","0.0161640410550637","0.0269851961249322"
"Sehr oft","2013","(Fach-)Abitur","Ostdeutschland","8","","",""
"Sehr oft","2013","AkademikerIn","Westdeutschland","49","0.0142219312595205","0.0107113725853204","0.0177324899337207"
"Sehr oft","2013","AkademikerIn","Ostdeutschland","24","","",""
"Oft","2013","(noch) kein Abschluss","Westdeutschland","81","0.116066443945314","0.0923044145092002","0.139828473381429"
"Oft","2013","(noch) kein Abschluss","Ostdeutschland","13","","",""
"Oft","2013","Hauptschule","Westdeutschland","546","0.0829082593093001","0.0761861943224975","0.0896303242961027"
"Oft","2013","Hauptschule","Ostdeutschland","144","0.118038483421355","0.100187470827246","0.135889496015464"
"Oft","2013","Realschule","Westdeutschland","367","0.079109920098996","0.0715571947976611","0.0866626454003309"
"Oft","2013","Realschule","Ostdeutschland","237","0.098878769974816","0.086642385440927","0.111115154508705"
"Oft","2013","(Fach-)Abitur","Westdeutschland","220","0.0711449065526202","0.0615717734653825","0.080718039639858"
"Oft","2013","(Fach-)Abitur","Ostdeutschland","38","0.076359394655629","0.0528450544088087","0.0998737349024494"
"Oft","2013","AkademikerIn","Westdeutschland","288","0.074917212672889","0.0671119328359409","0.0827224925098372"
"Oft","2013","AkademikerIn","Ostdeutschland","110","0.0896252174876053","0.0749329101749552","0.104317524800255"
"Manchmal","2013","(noch) kein Abschluss","Westdeutschland","212","0.292765366512595","0.259008510644316","0.326522222380874"
"Manchmal","2013","(noch) kein Abschluss","Ostdeutschland","32","0.361703110892891","0.270232275747902","0.45317394603788"
"Manchmal","2013","Hauptschule","Westdeutschland","2123","0.340707100321393","0.329153237453986","0.3522609631888"
"Manchmal","2013","Hauptschule","Ostdeutschland","421","0.367202535774546","0.340533247302425","0.393871824246668"
"Manchmal","2013","Realschule","Westdeutschland","1693","0.34745740049957","0.334133249785272","0.360781551213868"
"Manchmal","2013","Realschule","Ostdeutschland","884","0.398119250560999","0.378052742982092","0.418185758139906"
"Manchmal","2013","(Fach-)Abitur","Westdeutschland","902","0.357347666111269","0.339501631701488","0.375193700521051"
"Manchmal","2013","(Fach-)Abitur","Ostdeutschland","193","0.385275755676518","0.342185798512885","0.42836571284015"
"Manchmal","2013","AkademikerIn","Westdeutschland","1396","0.335466640166555","0.321467852188981","0.349465428144129"
"Manchmal","2013","AkademikerIn","Ostdeutschland","534","0.382385933318481","0.357389714024876","0.407382152612086"
"Selten","2013","(noch) kein Abschluss","Westdeutschland","249","0.343422100999772","0.308194941151001","0.378649260848542"
"Selten","2013","(noch) kein Abschluss","Ostdeutschland","43","0.397076951199077","0.303931116039685","0.490222786358469"
"Selten","2013","Hauptschule","Westdeutschland","2282","0.347771385803333","0.336161063816726","0.35938170778994"
"Selten","2013","Hauptschule","Ostdeutschland","440","0.327877355699329","0.30190530728748","0.353849404111178"
"Selten","2013","Realschule","Westdeutschland","1925","0.398355405197247","0.384656379323182","0.412054431071313"
"Selten","2013","Realschule","Ostdeutschland","811","0.374186877740589","0.354349850610063","0.394023904871115"
"Selten","2013","(Fach-)Abitur","Westdeutschland","1117","0.394851200230314","0.376647652961246","0.413054747499381"
"Selten","2013","(Fach-)Abitur","Ostdeutschland","187","0.38736030808712","0.34422725746683","0.430493358707409"
"Selten","2013","AkademikerIn","Westdeutschland","1832","0.415126245141642","0.40051697448769","0.429735515795595"
"Selten","2013","AkademikerIn","Ostdeutschland","589","0.393020108274005","0.36789781274182","0.41814240380619"
"Nie","2013","(noch) kein Abschluss","Westdeutschland","132","0.214624567312386","0.184166751782084","0.245082382842689"
"Nie","2013","(noch) kein Abschluss","Ostdeutschland","18","","",""
"Nie","2013","Hauptschule","Westdeutschland","1363","0.205042029625074","0.195199857698208","0.21488420155194"
"Nie","2013","Hauptschule","Ostdeutschland","209","0.159259268676554","0.139014648608708","0.179503888744399"
"Nie","2013","Realschule","Westdeutschland","845","0.156649021992127","0.146478286978533","0.166819757005721"
"Nie","2013","Realschule","Ostdeutschland","313","0.115150207194412","0.102065105066066","0.128235309322758"
"Nie","2013","(Fach-)Abitur","Westdeutschland","478","0.155081608515799","0.141601427107391","0.168561789924207"
"Nie","2013","(Fach-)Abitur","Ostdeutschland","64","0.121253448873174","0.0923513809112408","0.150155516835108"
"Nie","2013","AkademikerIn","Westdeutschland","805","0.160267970759393","0.149391171813248","0.171144769705538"
"Nie","2013","AkademikerIn","Ostdeutschland","195","0.115810021065337","0.0993507481143709","0.132269294016303"
"Sehr oft","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Sehr oft","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Sehr oft","2014","Hauptschule","Westdeutschland","","","",""
"Sehr oft","2014","Hauptschule","Ostdeutschland","","","",""
"Sehr oft","2014","Realschule","Westdeutschland","","","",""
"Sehr oft","2014","Realschule","Ostdeutschland","","","",""
"Sehr oft","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Sehr oft","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Sehr oft","2014","AkademikerIn","Westdeutschland","","","",""
"Sehr oft","2014","AkademikerIn","Ostdeutschland","","","",""
"Oft","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Oft","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Oft","2014","Hauptschule","Westdeutschland","","","",""
"Oft","2014","Hauptschule","Ostdeutschland","","","",""
"Oft","2014","Realschule","Westdeutschland","","","",""
"Oft","2014","Realschule","Ostdeutschland","","","",""
"Oft","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Oft","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Oft","2014","AkademikerIn","Westdeutschland","","","",""
"Oft","2014","AkademikerIn","Ostdeutschland","","","",""
"Manchmal","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Manchmal","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Manchmal","2014","Hauptschule","Westdeutschland","","","",""
"Manchmal","2014","Hauptschule","Ostdeutschland","","","",""
"Manchmal","2014","Realschule","Westdeutschland","","","",""
"Manchmal","2014","Realschule","Ostdeutschland","","","",""
"Manchmal","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Manchmal","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Manchmal","2014","AkademikerIn","Westdeutschland","","","",""
"Manchmal","2014","AkademikerIn","Ostdeutschland","","","",""
"Selten","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Selten","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Selten","2014","Hauptschule","Westdeutschland","","","",""
"Selten","2014","Hauptschule","Ostdeutschland","","","",""
