year,age_gr,migback,plb0426,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,17-29 y.,No migration background,In my current field/ field I was trained in,0.09934,228,739,0.07776,0.12092
1994,17-29 y.,No migration background,Do something new,0.04818,117,739,0.03273,0.06363
1994,17-29 y.,No migration background,Does not matter,0.03602,102,739,0.02257,0.04946
1994,17-29 y.,No migration background,Does not apply/do not (yet) have a job,0.12736,292,739,0.10331,0.15141
1994,17-29 y.,Direct migration background,In my current field/ field I was trained in,0.08056,36,129,0.03341,0.12771
1994,17-29 y.,Direct migration background,Does not matter,0.06524,39,129,0.02246,0.10803
1994,17-29 y.,Direct migration background,Does not apply/do not (yet) have a job,0.11047,54,129,0.05616,0.16477
1994,17-29 y.,Indirect migration background,Does not apply/do not (yet) have a job,0.30701,110,110,0.22042,0.39360
1994,30-45 y.,No migration background,In my current field/ field I was trained in,0.07168,236,524,0.04957,0.09379
1994,30-45 y.,No migration background,Do something new,0.02706,87,524,0.01315,0.04096
1994,30-45 y.,No migration background,Does not matter,0.04817,201,524,0.02982,0.06652
1994,30-45 y.,Direct migration background,Does not matter,0.05307,37,70,0.00018,0.10597
1994,30-45 y.,Direct migration background,Does not apply/do not (yet) have a job,0.03229,33,70,-0.00942,0.07399
1994,46-65 y.,No migration background,In my current field/ field I was trained in,0.03029,93,218,0.00749,0.05309
1994,46-65 y.,No migration background,Does not matter,0.03413,125,218,0.00998,0.05829
1996,17-29 y.,No migration background,In my current field/ field I was trained in,0.08703,191,687,0.06594,0.10813
1996,17-29 y.,No migration background,Do something new,0.05360,99,687,0.03675,0.07046
1996,17-29 y.,No migration background,Does not matter,0.05106,103,687,0.03458,0.06753
1996,17-29 y.,No migration background,Does not apply/do not (yet) have a job,0.13847,294,687,0.11262,0.16432
1996,17-29 y.,Direct migration background,In my current field/ field I was trained in,0.07969,35,159,0.03746,0.12192
1996,17-29 y.,Direct migration background,Does not matter,0.05998,41,159,0.02296,0.09701
1996,17-29 y.,Direct migration background,Does not apply/do not (yet) have a job,0.15530,83,159,0.09882,0.21178
1996,17-29 y.,Indirect migration background,Does not apply/do not (yet) have a job,0.27975,115,115,0.19735,0.36216
1996,30-45 y.,No migration background,In my current field/ field I was trained in,0.05563,207,537,0.03623,0.07504
1996,30-45 y.,No migration background,Do something new,0.03733,115,537,0.02128,0.05338
1996,30-45 y.,No migration background,Does not matter,0.05100,215,537,0.03237,0.06962
1996,30-45 y.,Direct migration background,In my current field/ field I was trained in,0.05813,41,146,0.02005,0.09622
1996,30-45 y.,Direct migration background,Does not matter,0.07680,58,146,0.03346,0.12015
1996,30-45 y.,Direct migration background,Does not apply/do not (yet) have a job,0.03446,47,146,0.00477,0.06414
1996,46-65 y.,No migration background,In my current field/ field I was trained in,0.02737,93,257,0.00738,0.04735
1996,46-65 y.,No migration background,Do something new,0.01130,33,257,-0.00165,0.02424
1996,46-65 y.,No migration background,Does not matter,0.03739,131,257,0.01415,0.06063
1996,46-65 y.,Direct migration background,Does not matter,0.05144,46,46,-0.01310,0.11598
1997,17-29 y.,No migration background,In my current field/ field I was trained in,0.07643,164,656,0.05608,0.09678
1997,17-29 y.,No migration background,Do something new,0.04334,80,656,0.02775,0.05894
1997,17-29 y.,No migration background,Does not matter,0.05428,104,656,0.03693,0.07163
1997,17-29 y.,No migration background,Does not apply/do not (yet) have a job,0.14794,308,656,0.12075,0.17513
1997,17-29 y.,Direct migration background,Does not matter,0.07430,37,128,0.02868,0.11991
1997,17-29 y.,Direct migration background,Does not apply/do not (yet) have a job,0.18293,91,128,0.11569,0.25017
1997,17-29 y.,Indirect migration background,Does not apply/do not (yet) have a job,0.27713,120,120,0.19671,0.35755
1997,30-45 y.,No migration background,In my current field/ field I was trained in,0.05516,199,534,0.03578,0.07454
1997,30-45 y.,No migration background,Do something new,0.03805,102,534,0.02181,0.05429
1997,30-45 y.,No migration background,Does not matter,0.05860,233,534,0.03866,0.07853
1997,30-45 y.,Direct migration background,In my current field/ field I was trained in,0.07758,43,160,0.03600,0.11916
1997,30-45 y.,Direct migration background,Does not matter,0.07504,72,160,0.03409,0.11599
1997,30-45 y.,Direct migration background,Does not apply/do not (yet) have a job,0.04049,45,160,0.00985,0.07112
1997,46-65 y.,No migration background,In my current field/ field I was trained in,0.02884,86,259,0.00842,0.04927
