year,age_gr,sampreg,plb0426,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,17-29 y.,West,In my current field/ field I was trained in,0.10047,225,761,0.07909,0.12184
1994,17-29 y.,West,Do something new,0.03884,95,761,0.02511,0.05258
1994,17-29 y.,West,Does not matter,0.02703,91,761,0.01550,0.03855
1994,17-29 y.,West,Does not apply/do not (yet) have a job,0.14896,350,761,0.12364,0.17427
1994,17-29 y.,East,In my current field/ field I was trained in,0.06415,58,280,0.03540,0.09291
1994,17-29 y.,East,Do something new,0.08201,55,280,0.04981,0.11420
1994,17-29 y.,East,Does not matter,0.07771,61,280,0.04630,0.10913
1994,17-29 y.,East,Does not apply/do not (yet) have a job,0.10164,106,280,0.06618,0.13710
1994,30-45 y.,West,In my current field/ field I was trained in,0.07015,192,433,0.04606,0.09423
1994,30-45 y.,West,Do something new,0.02288,63,433,0.00878,0.03698
1994,30-45 y.,West,Does not matter,0.03931,122,433,0.02099,0.05764
1994,30-45 y.,West,Does not apply/do not (yet) have a job,0.01281,56,433,0.00221,0.02342
1994,30-45 y.,East,In my current field/ field I was trained in,0.06063,74,227,0.02951,0.09174
1994,30-45 y.,East,Do something new,0.03415,36,227,0.01047,0.05783
1994,30-45 y.,East,Does not matter,0.08549,117,227,0.04904,0.12195
1994,46-65 y.,West,In my current field/ field I was trained in,0.02230,50,107,-0.00581,0.05041
1994,46-65 y.,West,Does not matter,0.02077,57,107,-0.00638,0.04792
1994,46-65 y.,East,In my current field/ field I was trained in,0.05287,55,151,0.01706,0.08868
1994,46-65 y.,East,Does not matter,0.07939,96,151,0.03613,0.12266
1996,17-29 y.,West,In my current field/ field I was trained in,0.07968,173,760,0.06042,0.09895
1996,17-29 y.,West,Do something new,0.05595,101,760,0.03960,0.07230
1996,17-29 y.,West,Does not matter,0.04121,110,760,0.02707,0.05536
1996,17-29 y.,West,Does not apply/do not (yet) have a job,0.16309,376,760,0.13681,0.18937
1996,17-29 y.,East,In my current field/ field I was trained in,0.09570,72,279,0.06111,0.13028
1996,17-29 y.,East,Do something new,0.04569,37,279,0.02114,0.07024
1996,17-29 y.,East,Does not matter,0.08561,54,279,0.05272,0.11850
1996,17-29 y.,East,Does not apply/do not (yet) have a job,0.11125,116,279,0.07428,0.14821
1996,30-45 y.,West,In my current field/ field I was trained in,0.05630,191,529,0.03664,0.07596
1996,30-45 y.,West,Do something new,0.04109,105,529,0.02416,0.05802
1996,30-45 y.,West,Does not matter,0.04603,160,529,0.02815,0.06390
1996,30-45 y.,West,Does not apply/do not (yet) have a job,0.01305,73,529,0.00337,0.02272
1996,30-45 y.,East,In my current field/ field I was trained in,0.05685,63,217,0.02597,0.08773
1996,30-45 y.,East,Do something new,0.03140,38,217,0.00814,0.05465
1996,30-45 y.,East,Does not matter,0.09201,116,217,0.05347,0.13056
1996,46-65 y.,West,In my current field/ field I was trained in,0.02422,60,150,-0.00047,0.04890
1996,46-65 y.,West,Does not matter,0.03237,90,150,0.00395,0.06078
1996,46-65 y.,East,In my current field/ field I was trained in,0.04389,54,143,0.01020,0.07759
1996,46-65 y.,East,Does not matter,0.07039,89,143,0.02832,0.11247
1997,17-29 y.,West,In my current field/ field I was trained in,0.07036,148,710,0.05153,0.08918
1997,17-29 y.,West,Do something new,0.03674,71,710,0.02289,0.05059
1997,17-29 y.,West,Does not matter,0.04718,100,710,0.03157,0.06278
1997,17-29 y.,West,Does not apply/do not (yet) have a job,0.17470,391,710,0.14675,0.20265
1997,17-29 y.,East,In my current field/ field I was trained in,0.08634,63,283,0.05356,0.11912
1997,17-29 y.,East,Do something new,0.05682,39,283,0.02980,0.08384
1997,17-29 y.,East,Does not matter,0.08087,53,283,0.04905,0.11269
1997,17-29 y.,East,Does not apply/do not (yet) have a job,0.12881,128,283,0.08972,0.16791
1997,30-45 y.,West,In my current field/ field I was trained in,0.05935,192,551,0.03960,0.07909
1997,30-45 y.,West,Do something new,0.03943,98,551,0.02317,0.05570
1997,30-45 y.,West,Does not matter,0.05265,187,551,0.03398,0.07131
1997,30-45 y.,West,Does not apply/do not (yet) have a job,0.01462,74,551,0.00459,0.02466
1997,30-45 y.,East,In my current field/ field I was trained in,0.05141,53,174,0.01850,0.08432
1997,30-45 y.,East,Does not matter,0.09574,121,174,0.05190,0.13959
1997,46-65 y.,West,In my current field/ field I was trained in,0.02389,57,213,0.00333,0.04444
1997,46-65 y.,West,Do something new,0.01301,31,213,-0.00225,0.02826
1997,46-65 y.,West,Does not matter,0.03306,90,213,0.00899,0.05713
1997,46-65 y.,West,Does not apply/do not (yet) have a job,0.00822,35,213,-0.00393,0.02038
1997,46-65 y.,East,In my current field/ field I was trained in,0.04775,49,142,0.01255,0.08295
1997,46-65 y.,East,Does not matter,0.07433,93,142,0.03103,0.11763
1998,17-29 y.,West,In my current field/ field I was trained in,0.06113,139,747,0.04394,0.07832
1998,17-29 y.,West,Do something new,0.02911,64,747,0.01705,0.04118
1998,17-29 y.,West,Does not matter,0.04039,96,747,0.02626,0.05451
