year,migback,plb0426,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,No migration background,In my current field/ field I was trained in,0.04181,557,1538,0.03180,0.05182
1994,No migration background,Do something new,0.01621,225,1538,0.00990,0.02253
1994,No migration background,Does not matter,0.02677,429,1538,0.01870,0.03484
1994,No migration background,Does not apply/do not (yet) have a job,0.02391,327,1538,0.01628,0.03155
1994,Direct migration background,In my current field/ field I was trained in,0.03476,77,327,0.01488,0.05465
1994,Direct migration background,Do something new,0.01812,38,327,0.00364,0.03260
1994,Direct migration background,Does not matter,0.03766,106,327,0.01699,0.05833
1994,Direct migration background,Does not apply/do not (yet) have a job,0.03287,106,327,0.01352,0.05223
1994,Indirect migration background,Does not apply/do not (yet) have a job,0.08258,110,110,0.03090,0.13425
1996,No migration background,In my current field/ field I was trained in,0.03432,492,1516,0.02515,0.04348
1996,No migration background,Do something new,0.02047,248,1516,0.01334,0.02760
1996,No migration background,Does not matter,0.03071,452,1516,0.02202,0.03940
1996,No migration background,Does not apply/do not (yet) have a job,0.02263,324,1516,0.01514,0.03012
1996,Direct migration background,In my current field/ field I was trained in,0.04150,95,443,0.02291,0.06009
1996,Direct migration background,Do something new,0.03033,58,443,0.01434,0.04632
1996,Direct migration background,Does not matter,0.04995,145,443,0.02964,0.07026
1996,Direct migration background,Does not apply/do not (yet) have a job,0.04040,145,443,0.02204,0.05876
1996,Indirect migration background,Does not apply/do not (yet) have a job,0.07504,118,118,0.02730,0.12278
1997,No migration background,In my current field/ field I was trained in,0.03277,450,1490,0.02373,0.04181
1997,No migration background,Do something new,0.01953,219,1490,0.01250,0.02656
1997,No migration background,Does not matter,0.03401,475,1490,0.02480,0.04322
1997,No migration background,Does not apply/do not (yet) have a job,0.02412,346,1490,0.01632,0.03191
1997,Direct migration background,In my current field/ field I was trained in,0.04438,88,446,0.02525,0.06352
1997,Direct migration background,Do something new,0.01786,43,446,0.00555,0.03016
1997,Direct migration background,Does not matter,0.04844,156,446,0.02849,0.06838
1997,Direct migration background,Does not apply/do not (yet) have a job,0.04770,159,446,0.02790,0.06751
1997,Indirect migration background,Does not apply/do not (yet) have a job,0.08066,123,123,0.03234,0.12899
1998,No migration background,In my current field/ field I was trained in,0.03289,514,1642,0.02426,0.04152
1998,No migration background,Do something new,0.01513,213,1642,0.00923,0.02104
1998,No migration background,Does not matter,0.02897,486,1642,0.02085,0.03708
1998,No migration background,Does not apply/do not (yet) have a job,0.02756,429,1642,0.01964,0.03548
1998,Direct migration background,In my current field/ field I was trained in,0.04115,93,392,0.02146,0.06084
1998,Direct migration background,Do something new,0.01613,39,392,0.00364,0.02862
1998,Direct migration background,Does not matter,0.05049,124,392,0.02879,0.07219
1998,Direct migration background,Does not apply/do not (yet) have a job,0.04284,136,392,0.02277,0.06291
1998,Indirect migration background,Does not apply/do not (yet) have a job,0.07603,112,112,0.02672,0.12534
1999,No migration background,In my current field/ field I was trained in,0.02614,395,1441,0.01790,0.03438
1999,No migration background,Do something new,0.01428,199,1441,0.00815,0.02041
1999,No migration background,Does not matter,0.02833,445,1441,0.01976,0.03690
1999,No migration background,Does not apply/do not (yet) have a job,0.02691,402,1441,0.01855,0.03527
1999,Direct migration background,In my current field/ field I was trained in,0.03264,74,285,0.01198,0.05331
1999,Direct migration background,Does not matter,0.04297,104,285,0.01938,0.06656
1999,Direct migration background,Does not apply/do not (yet) have a job,0.03809,107,285,0.01583,0.06036
1999,Indirect migration background,Does not apply/do not (yet) have a job,0.07065,109,109,0.02232,0.11898
2000,No migration background,In my current field/ field I was trained in,0.02704,754,2556,0.02075,0.03332
2000,No migration background,Do something new,0.01493,393,2556,0.01023,0.01964
2000,No migration background,Does not matter,0.02436,713,2556,0.01839,0.03034
2000,No migration background,Does not apply/do not (yet) have a job,0.02536,696,2556,0.01926,0.03145
2000,Direct migration background,In my current field/ field I was trained in,0.04038,153,557,0.02402,0.05675
2000,Direct migration background,Do something new,0.01633,54,557,0.00580,0.02687
2000,Direct migration background,Does not matter,0.03865,153,557,0.02263,0.05468
2000,Direct migration background,Does not apply/do not (yet) have a job,0.04942,197,557,0.03140,0.06744
2000,Indirect migration background,In my current field/ field I was trained in,0.01537,39,240,-0.00022,0.03097
2000,Indirect migration background,Does not matter,0.01877,39,240,0.00156,0.03597
2000,Indirect migration background,Does not apply/do not (yet) have a job,0.07456,162,240,0.04125,0.10786
2001,No migration background,In my current field/ field I was trained in,0.02721,648,2306,0.02057,0.03385
2001,No migration background,Do something new,0.01374,330,2306,0.00899,0.01850
2001,No migration background,Does not matter,0.02523,642,2306,0.01883,0.03164
2001,No migration background,Does not apply/do not (yet) have a job,0.02595,686,2306,0.01946,0.03244
2001,Direct migration background,In my current field/ field I was trained in,0.04052,125,451,0.02230,0.05874
2001,Direct migration background,Do something new,0.02088,53,451,0.00767,0.03410
2001,Direct migration background,Does not matter,0.04056,120,451,0.02233,0.05879
2001,Direct migration background,Does not apply/do not (yet) have a job,0.04954,153,451,0.02949,0.06959
2001,Indirect migration background,In my current field/ field I was trained in,0.01811,38,224,0.00061,0.03561
2001,Indirect migration background,Does not matter,0.01381,35,224,-0.00151,0.02913
2001,Indirect migration background,Does not apply/do not (yet) have a job,0.06829,151,224,0.03518,0.10140
2003,No migration background,In my current field/ field I was trained in,0.02459,571,2447,0.01846,0.03073
2003,No migration background,Do something new,0.01302,291,2447,0.00852,0.01751
2003,No migration background,Does not matter,0.03415,763,2447,0.02695,0.04135
2003,No migration background,Does not apply/do not (yet) have a job,0.02925,822,2447,0.02257,0.03592
2003,Direct migration background,In my current field/ field I was trained in,0.04077,100,418,0.02179,0.05975
2003,Direct migration background,Do something new,0.01535,42,418,0.00355,0.02715
2003,Direct migration background,Does not matter,0.05813,142,418,0.03567,0.08059
2003,Direct migration background,Does not apply/do not (yet) have a job,0.05238,134,418,0.03099,0.07376
2003,Indirect migration background,In my current field/ field I was trained in,0.01905,32,208,0.00043,0.03767
2003,Indirect migration background,Does not matter,0.02048,42,208,0.00118,0.03977
2003,Indirect migration background,Does not apply/do not (yet) have a job,0.05746,134,208,0.02576,0.08916
2005,No migration background,In my current field/ field I was trained in,0.01986,412,2027,0.01378,0.02593
2005,No migration background,Do something new,0.01012,204,2027,0.00576,0.01448
2005,No migration background,Does not matter,0.03772,744,2027,0.02943,0.04602
2005,No migration background,Does not apply/do not (yet) have a job,0.02814,667,2027,0.02094,0.03535
2005,Direct migration background,In my current field/ field I was trained in,0.03155,64,313,0.01215,0.05095
2005,Direct migration background,Does not matter,0.06160,145,313,0.03492,0.08828
2005,Direct migration background,Does not apply/do not (yet) have a job,0.04559,104,313,0.02244,0.06874
2005,Indirect migration background,In my current field/ field I was trained in,0.01612,31,199,-0.00142,0.03366
2005,Indirect migration background,Does not matter,0.01805,45,199,-0.00050,0.03659
2005,Indirect migration background,Does not apply/do not (yet) have a job,0.06122,123,199,0.02782,0.09461
2007,No migration background,In my current field/ field I was trained in,0.01858,416,2021,0.01269,0.02447
2007,No migration background,Do something new,0.01108,213,2021,0.00651,0.01564
2007,No migration background,Does not matter,0.03550,717,2021,0.02743,0.04357
2007,No migration background,Does not apply/do not (yet) have a job,0.02787,675,2021,0.02069,0.03505
2007,Direct migration background,In my current field/ field I was trained in,0.03332,73,300,0.01298,0.05367
2007,Direct migration background,Does not matter,0.06930,122,300,0.04051,0.09808
2007,Direct migration background,Does not apply/do not (yet) have a job,0.05810,105,300,0.03158,0.08461
2007,Indirect migration background,In my current field/ field I was trained in,0.02778,34,189,0.00429,0.05127
2007,Indirect migration background,Does not matter,0.01864,35,189,-0.00069,0.03797
2007,Indirect migration background,Does not apply/do not (yet) have a job,0.06494,120,189,0.02972,0.10017
2009,No migration background,In my current field/ field I was trained in,0.01966,373,1653,0.01296,0.02635
2009,No migration background,Do something new,0.01026,177,1653,0.00540,0.01512
2009,No migration background,Does not matter,0.03041,559,1653,0.02213,0.03869
2009,No migration background,Does not apply/do not (yet) have a job,0.02794,544,1653,0.01999,0.03589
2009,Direct migration background,In my current field/ field I was trained in,0.03169,47,210,0.00794,0.05544
2009,Direct migration background,Does not matter,0.06295,105,210,0.03003,0.09588
2009,Direct migration background,Does not apply/do not (yet) have a job,0.03892,58,210,0.01270,0.06514
2009,Indirect migration background,In my current field/ field I was trained in,0.02219,35,176,0.00037,0.04402
2009,Indirect migration background,Does not matter,0.02878,34,176,0.00401,0.05355
2009,Indirect migration background,Does not apply/do not (yet) have a job,0.06893,107,176,0.03140,0.10647
2011,No migration background,In my current field/ field I was trained in,0.01005,301,1281,0.00458,0.01551
2011,No migration background,Do something new,0.00636,160,1281,0.00201,0.01072
2011,No migration background,Does not matter,0.01441,403,1281,0.00788,0.02094
2011,No migration background,Does not apply/do not (yet) have a job,0.01571,417,1281,0.00890,0.02253
2011,Direct migration background,In my current field/ field I was trained in,0.01679,43,162,-0.00306,0.03663
2011,Direct migration background,Does not matter,0.03542,77,162,0.00687,0.06397
2011,Direct migration background,Does not apply/do not (yet) have a job,0.01683,42,162,-0.00304,0.03670
2011,Indirect migration background,Does not apply/do not (yet) have a job,0.02906,92,92,-0.00545,0.06357
2013,No migration background,In my current field/ field I was trained in,0.01649,369,1577,0.01020,0.02278
2013,No migration background,Do something new,0.01110,244,1577,0.00593,0.01628
2013,No migration background,Does not matter,0.02160,474,1577,0.01442,0.02877
2013,No migration background,Does not apply/do not (yet) have a job,0.02077,490,1577,0.01373,0.02781
2013,Direct migration background,In my current field/ field I was trained in,0.01618,65,241,0.00022,0.03214
2013,Direct migration background,Do something new,0.00667,37,241,-0.00363,0.01696
2013,Direct migration background,Does not matter,0.01935,88,241,0.00192,0.03678
2013,Direct migration background,Does not apply/do not (yet) have a job,0.01235,51,241,-0.00162,0.02632
2013,Indirect migration background,In my current field/ field I was trained in,0.00924,32,126,-0.00753,0.02602
2013,Indirect migration background,Does not apply/do not (yet) have a job,0.02720,94,126,-0.00132,0.05572
2015,No migration background,In my current field/ field I was trained in,0.01976,501,2126,0.01384,0.02568
2015,No migration background,Do something new,0.01188,318,2126,0.00727,0.01648
2015,No migration background,Does not matter,0.02418,634,2126,0.01765,0.03071
2015,No migration background,Does not apply/do not (yet) have a job,0.02360,673,2126,0.01715,0.03005
2015,Direct migration background,In my current field/ field I was trained in,0.03778,333,1378,0.02771,0.04785
2015,Direct migration background,Do something new,0.02635,197,1378,0.01789,0.03481
2015,Direct migration background,Does not matter,0.05921,528,1378,0.04674,0.07167
2015,Direct migration background,Does not apply/do not (yet) have a job,0.03915,320,1378,0.02891,0.04940
2015,Indirect migration background,In my current field/ field I was trained in,0.03006,100,491,0.01494,0.04518
2015,Indirect migration background,Do something new,0.01616,48,491,0.00500,0.02733
2015,Indirect migration background,Does not matter,0.01865,85,491,0.00667,0.03063
2015,Indirect migration background,Does not apply/do not (yet) have a job,0.07309,258,491,0.05005,0.09614
2017,No migration background,In my current field/ field I was trained in,0.01922,450,2035,0.01325,0.02519
2017,No migration background,Do something new,0.01340,337,2035,0.00840,0.01840
2017,No migration background,Does not matter,0.01879,518,2035,0.01289,0.02470
2017,No migration background,Does not apply/do not (yet) have a job,0.02477,730,2035,0.01802,0.03153
2017,Direct migration background,In my current field/ field I was trained in,0.03524,230,937,0.02343,0.04705
2017,Direct migration background,Do something new,0.02243,159,937,0.01294,0.03191
2017,Direct migration background,Does not matter,0.05435,326,937,0.03983,0.06888
2017,Direct migration background,Does not apply/do not (yet) have a job,0.03502,222,937,0.02325,0.04680
2017,Indirect migration background,In my current field/ field I was trained in,0.02661,78,443,0.01161,0.04162
2017,Indirect migration background,Do something new,0.01627,55,443,0.00448,0.02807
2017,Indirect migration background,Does not matter,0.02249,79,443,0.00867,0.03632
2017,Indirect migration background,Does not apply/do not (yet) have a job,0.05891,231,443,0.03696,0.08086
