year,age_gr,pgisced97,plb0426,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,17-29 y.,Pre-primary Level,Does not apply/do not (yet) have a job,0.74158,171,171,0.67577,0.80739
1994,17-29 y.,Lower Secondary Level,In my current field/ field I was trained in,0.05262,38,213,0.02256,0.08267
1994,17-29 y.,Lower Secondary Level,Does not matter,0.04764,43,213,0.01896,0.07631
1994,17-29 y.,Lower Secondary Level,Does not apply/do not (yet) have a job,0.19044,132,213,0.13759,0.24330
1994,17-29 y.,Upper Secondary Level,In my current field/ field I was trained in,0.11322,179,450,0.08391,0.14253
1994,17-29 y.,Upper Secondary Level,Do something new,0.05500,84,450,0.03391,0.07608
1994,17-29 y.,Upper Secondary Level,Does not matter,0.04112,83,450,0.02275,0.05948
1994,17-29 y.,Upper Secondary Level,Does not apply/do not (yet) have a job,0.06448,104,450,0.04176,0.08719
1994,30-45 y.,Lower Secondary Level,Does not matter,0.07626,35,70,0.01363,0.13889
1994,30-45 y.,Lower Secondary Level,Does not apply/do not (yet) have a job,0.07396,35,70,0.01221,0.13571
1994,30-45 y.,Upper Secondary Level,In my current field/ field I was trained in,0.07802,160,383,0.05112,0.10491
1994,30-45 y.,Upper Secondary Level,Do something new,0.03257,65,383,0.01477,0.05037
1994,30-45 y.,Upper Secondary Level,Does not matter,0.05690,158,383,0.03367,0.08013
1994,30-45 y.,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.06534,48,48,-0.00531,0.13598
1994,46-65 y.,Upper Secondary Level,In my current field/ field I was trained in,0.03778,68,162,0.00833,0.06723
1994,46-65 y.,Upper Secondary Level,Does not matter,0.03743,94,162,0.00811,0.06675
1996,17-29 y.,Pre-primary Level,Does not apply/do not (yet) have a job,0.77805,225,225,0.72362,0.83247
1996,17-29 y.,Lower Secondary Level,Does not matter,0.04497,39,160,0.01276,0.07719
1996,17-29 y.,Lower Secondary Level,Does not apply/do not (yet) have a job,0.16856,121,160,0.11037,0.22674
1996,17-29 y.,Upper Secondary Level,In my current field/ field I was trained in,0.10815,154,419,0.07837,0.13792
1996,17-29 y.,Upper Secondary Level,Do something new,0.06411,84,419,0.04063,0.08759
1996,17-29 y.,Upper Secondary Level,Does not matter,0.05479,83,419,0.03298,0.07661
1996,17-29 y.,Upper Secondary Level,Does not apply/do not (yet) have a job,0.06042,98,419,0.03758,0.08326
1996,30-45 y.,Lower Secondary Level,Does not matter,0.09688,37,73,0.02855,0.16520
1996,30-45 y.,Lower Secondary Level,Does not apply/do not (yet) have a job,0.06571,36,73,0.00848,0.12294
1996,30-45 y.,Upper Secondary Level,In my current field/ field I was trained in,0.05654,139,411,0.03418,0.07889
1996,30-45 y.,Upper Secondary Level,Do something new,0.04499,91,411,0.02492,0.06505
