year,pgisced97,plb0426,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Pre-primary Level,Does not apply/do not (yet) have a job,0.73856,171,171,0.67251,0.80462
1994,Primary Level,Does not apply/do not (yet) have a job,0.08686,39,39,-0.00268,0.17641
1994,Lower Secondary Level,In my current field/ field I was trained in,0.01794,62,388,0.00472,0.03117
1994,Lower Secondary Level,Do something new,0.01245,38,388,0.00140,0.02349
1994,Lower Secondary Level,Does not matter,0.03325,107,388,0.01539,0.05112
1994,Lower Secondary Level,Does not apply/do not (yet) have a job,0.05554,181,388,0.03272,0.07836
1994,Upper Secondary Level,In my current field/ field I was trained in,0.05837,407,1026,0.04402,0.07272
1994,Upper Secondary Level,Do something new,0.02367,167,1026,0.01436,0.03298
1994,Upper Secondary Level,Does not matter,0.03783,337,1026,0.02615,0.04951
1994,Upper Secondary Level,Does not apply/do not (yet) have a job,0.01418,115,1026,0.00694,0.02142
1994,Post-secondary Non-tertiary Level,In my current field/ field I was trained in,0.09081,36,36,-0.00439,0.18601
1994,First Stage of Tertiary Education,In my current field/ field I was trained in,0.03587,38,38,-0.02405,0.09579
1994,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.05721,86,128,0.01682,0.09760
1994,Second Stage of Tertiary Education,Does not matter,0.02415,42,128,-0.00255,0.05085
1996,Pre-primary Level,Does not apply/do not (yet) have a job,0.77805,225,225,0.72362,0.83247
1996,Primary Level,Does not apply/do not (yet) have a job,0.07252,35,35,-0.01466,0.15970
1996,Lower Secondary Level,In my current field/ field I was trained in,0.02053,59,377,0.00620,0.03487
1996,Lower Secondary Level,Do something new,0.01558,36,377,0.00306,0.02810
1996,Lower Secondary Level,Does not matter,0.03701,112,377,0.01793,0.05609
1996,Lower Secondary Level,Does not apply/do not (yet) have a job,0.04818,170,377,0.02653,0.06983
1996,Upper Secondary Level,In my current field/ field I was trained in,0.04662,358,1042,0.03381,0.05943
1996,Upper Secondary Level,Do something new,0.02916,198,1042,0.01894,0.03939
1996,Upper Secondary Level,Does not matter,0.04416,370,1042,0.03168,0.05664
1996,Upper Secondary Level,Does not apply/do not (yet) have a job,0.01212,116,1042,0.00548,0.01877
1996,Post-secondary Non-tertiary Level,In my current field/ field I was trained in,0.07897,44,44,-0.00164,0.15957
1996,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.05127,97,174,0.01840,0.08413
1996,Second Stage of Tertiary Education,Do something new,0.01848,31,174,-0.00159,0.03855
1996,Second Stage of Tertiary Education,Does not matter,0.02057,46,174,-0.00058,0.04172
1997,Pre-primary Level,Does not apply/do not (yet) have a job,0.78347,242,242,0.73147,0.83547
1997,Primary Level,Does not apply/do not (yet) have a job,0.08223,37,37,-0.00751,0.17197
1997,Lower Secondary Level,In my current field/ field I was trained in,0.01907,56,401,0.00567,0.03248
1997,Lower Secondary Level,Do something new,0.02180,50,401,0.00749,0.03611
1997,Lower Secondary Level,Does not matter,0.03413,118,401,0.01634,0.05192
1997,Lower Secondary Level,Does not apply/do not (yet) have a job,0.05310,177,401,0.03112,0.07507
1997,Upper Secondary Level,In my current field/ field I was trained in,0.04679,332,1020,0.03382,0.05976
1997,Upper Secondary Level,Do something new,0.02568,162,1020,0.01597,0.03540
1997,Upper Secondary Level,Does not matter,0.05073,397,1020,0.03726,0.06420
1997,Upper Secondary Level,Does not apply/do not (yet) have a job,0.01492,129,1020,0.00748,0.02237
1997,Post-secondary Non-tertiary Level,In my current field/ field I was trained in,0.07969,38,38,-0.00757,0.16695
1997,First Stage of Tertiary Education,In my current field/ field I was trained in,0.03560,35,35,-0.02668,0.09788
1997,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.03992,79,124,0.00532,0.07451
1997,Second Stage of Tertiary Education,Does not matter,0.02524,45,124,-0.00248,0.05297
1998,Pre-primary Level,Does not apply/do not (yet) have a job,0.70804,240,240,0.65039,0.76568
1998,Primary Level,Does not apply/do not (yet) have a job,0.09244,36,36,-0.00352,0.18840
1998,Lower Secondary Level,In my current field/ field I was trained in,0.01847,60,407,0.00538,0.03157
1998,Lower Secondary Level,Do something new,0.01279,36,407,0.00186,0.02372
1998,Lower Secondary Level,Does not matter,0.03684,113,407,0.01852,0.05516
1998,Lower Secondary Level,Does not apply/do not (yet) have a job,0.06085,198,407,0.03760,0.08410
1998,Upper Secondary Level,In my current field/ field I was trained in,0.04602,360,1068,0.03345,0.05859
1998,Upper Secondary Level,Do something new,0.02333,173,1068,0.01427,0.03239
1998,Upper Secondary Level,Does not matter,0.04365,382,1068,0.03139,0.05590
1998,Upper Secondary Level,Does not apply/do not (yet) have a job,0.01951,153,1068,0.01121,0.02781
1998,First Stage of Tertiary Education,In my current field/ field I was trained in,0.05463,51,51,-0.00836,0.11763
1998,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.04661,100,158,0.01364,0.07958
1998,Second Stage of Tertiary Education,Does not matter,0.02706,58,158,0.00168,0.05244
1999,Pre-primary Level,Does not apply/do not (yet) have a job,0.68861,232,232,0.62889,0.74833
1999,Primary Level,Does not apply/do not (yet) have a job,0.06745,31,31,-0.02230,0.15720
1999,Lower Secondary Level,In my current field/ field I was trained in,0.01285,44,350,0.00104,0.02467
1999,Lower Secondary Level,Do something new,0.01454,46,350,0.00198,0.02710
1999,Lower Secondary Level,Does not matter,0.03340,100,350,0.01455,0.05225
1999,Lower Secondary Level,Does not apply/do not (yet) have a job,0.05447,160,350,0.03066,0.07828
1999,Upper Secondary Level,In my current field/ field I was trained in,0.03711,288,925,0.02492,0.04929
1999,Upper Secondary Level,Do something new,0.01720,135,925,0.00882,0.02558
1999,Upper Secondary Level,Does not matter,0.04303,362,925,0.02994,0.05611
1999,Upper Secondary Level,Does not apply/do not (yet) have a job,0.01854,140,925,0.00984,0.02724
1999,First Stage of Tertiary Education,In my current field/ field I was trained in,0.03719,39,39,-0.02298,0.09735
1999,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.03581,80,121,0.00256,0.06906
1999,Second Stage of Tertiary Education,Does not matter,0.01859,41,121,-0.00558,0.04275
2000,Pre-primary Level,Does not apply/do not (yet) have a job,0.68990,351,351,0.64144,0.73836
2000,Primary Level,Does not apply/do not (yet) have a job,0.08681,36,36,-0.00647,0.18009
2000,Lower Secondary Level,In my current field/ field I was trained in,0.01360,53,545,0.00387,0.02333
2000,Lower Secondary Level,Do something new,0.01045,43,545,0.00190,0.01899
2000,Lower Secondary Level,Does not matter,0.02495,103,545,0.01184,0.03805
2000,Lower Secondary Level,Does not apply/do not (yet) have a job,0.08189,346,545,0.05885,0.10493
2000,Upper Secondary Level,In my current field/ field I was trained in,0.03671,551,1720,0.02782,0.04560
2000,Upper Secondary Level,Do something new,0.02108,300,1720,0.01429,0.02787
2000,Upper Secondary Level,Does not matter,0.03671,583,1720,0.02782,0.04560
2000,Upper Secondary Level,Does not apply/do not (yet) have a job,0.01926,286,1720,0.01276,0.02575
2000,Post-secondary Non-tertiary Level,In my current field/ field I was trained in,0.05865,75,163,0.02247,0.09483
2000,Post-secondary Non-tertiary Level,Do something new,0.04306,48,163,0.01180,0.07431
2000,Post-secondary Non-tertiary Level,Does not matter,0.02954,40,163,0.00347,0.05562
2000,First Stage of Tertiary Education,In my current field/ field I was trained in,0.03508,90,149,0.00544,0.06472
2000,First Stage of Tertiary Education,Does not matter,0.02692,59,149,0.00084,0.05300
2000,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.04036,172,297,0.01794,0.06278
2000,Second Stage of Tertiary Education,Do something new,0.01075,41,297,-0.00100,0.02250
2000,Second Stage of Tertiary Education,Does not matter,0.01899,84,297,0.00344,0.03453
2001,Pre-primary Level,Does not apply/do not (yet) have a job,0.68663,381,381,0.63999,0.73327
2001,Primary Level,Does not apply/do not (yet) have a job,0.12795,35,35,0.01567,0.24024
2001,Lower Secondary Level,In my current field/ field I was trained in,0.01059,40,468,0.00131,0.01987
2001,Lower Secondary Level,Do something new,0.01068,41,468,0.00136,0.02001
2001,Lower Secondary Level,Does not matter,0.03088,107,468,0.01519,0.04657
2001,Lower Secondary Level,Does not apply/do not (yet) have a job,0.07600,280,468,0.05197,0.10004
2001,Upper Secondary Level,In my current field/ field I was trained in,0.03639,457,1459,0.02678,0.04601
2001,Upper Secondary Level,Do something new,0.01872,246,1459,0.01177,0.02568
2001,Upper Secondary Level,Does not matter,0.03739,508,1459,0.02765,0.04713
2001,Upper Secondary Level,Does not apply/do not (yet) have a job,0.01813,248,1459,0.01128,0.02498
2001,Post-secondary Non-tertiary Level,In my current field/ field I was trained in,0.06300,77,162,0.02547,0.10052
2001,Post-secondary Non-tertiary Level,Do something new,0.04401,50,162,0.01233,0.07570
2001,Post-secondary Non-tertiary Level,Does not matter,0.02840,35,162,0.00274,0.05405
2001,First Stage of Tertiary Education,In my current field/ field I was trained in,0.03551,74,118,0.00197,0.06904
2001,First Stage of Tertiary Education,Does not matter,0.02108,44,118,-0.00495,0.04711
2001,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.04169,150,268,0.01771,0.06566
2001,Second Stage of Tertiary Education,Do something new,0.01188,36,268,-0.00112,0.02487
2001,Second Stage of Tertiary Education,Does not matter,0.02040,82,268,0.00344,0.03735
2003,Pre-primary Level,Does not apply/do not (yet) have a job,0.68399,440,440,0.64050,0.72748
2003,Lower Secondary Level,In my current field/ field I was trained in,0.01518,41,402,0.00321,0.02715
2003,Lower Secondary Level,Do something new,0.01168,32,402,0.00116,0.02220
2003,Lower Secondary Level,Does not matter,0.03855,102,402,0.01970,0.05739
2003,Lower Secondary Level,Does not apply/do not (yet) have a job,0.07281,227,402,0.04738,0.09824
2003,Upper Secondary Level,In my current field/ field I was trained in,0.03319,381,1499,0.02412,0.04226
2003,Upper Secondary Level,Do something new,0.01814,216,1499,0.01138,0.02490
2003,Upper Secondary Level,Does not matter,0.05073,599,1499,0.03962,0.06185
2003,Upper Secondary Level,Does not apply/do not (yet) have a job,0.01993,303,1499,0.01285,0.02700
2003,Post-secondary Non-tertiary Level,In my current field/ field I was trained in,0.05547,65,162,0.02011,0.09082
2003,Post-secondary Non-tertiary Level,Do something new,0.03624,45,162,0.00737,0.06511
2003,Post-secondary Non-tertiary Level,Does not matter,0.04397,52,162,0.01230,0.07564
2003,First Stage of Tertiary Education,In my current field/ field I was trained in,0.03742,71,128,0.00441,0.07042
2003,First Stage of Tertiary Education,Does not matter,0.03280,57,128,0.00182,0.06378
2003,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.03225,130,245,0.01008,0.05442
2003,Second Stage of Tertiary Education,Does not matter,0.03234,115,245,0.01015,0.05454
2005,Pre-primary Level,Does not apply/do not (yet) have a job,0.55585,369,369,0.50508,0.60662
2005,Lower Secondary Level,Does not matter,0.04541,114,266,0.02034,0.07048
2005,Lower Secondary Level,Does not apply/do not (yet) have a job,0.05931,152,266,0.03087,0.08775
2005,Upper Secondary Level,In my current field/ field I was trained in,0.02665,283,1247,0.01770,0.03559
2005,Upper Secondary Level,Do something new,0.01329,135,1247,0.00693,0.01965
2005,Upper Secondary Level,Does not matter,0.05464,584,1247,0.04202,0.06726
2005,Upper Secondary Level,Does not apply/do not (yet) have a job,0.01858,245,1247,0.01108,0.02607
2005,Post-secondary Non-tertiary Level,In my current field/ field I was trained in,0.03885,45,105,0.00171,0.07600
2005,Post-secondary Non-tertiary Level,Does not matter,0.05297,60,105,0.00993,0.09602
2005,First Stage of Tertiary Education,In my current field/ field I was trained in,0.02114,37,87,-0.00926,0.05154
2005,First Stage of Tertiary Education,Does not matter,0.03582,50,87,-0.00346,0.07510
2005,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.03024,107,212,0.00714,0.05335
2005,Second Stage of Tertiary Education,Does not matter,0.03242,105,212,0.00852,0.05632
2007,Pre-primary Level,Does not apply/do not (yet) have a job,0.37411,252,252,0.31424,0.43397
2007,Primary Level,Does not apply/do not (yet) have a job,0.16525,32,32,0.03451,0.29599
2007,Lower Secondary Level,Does not matter,0.03972,99,298,0.01751,0.06193
2007,Lower Secondary Level,Does not apply/do not (yet) have a job,0.08834,199,298,0.05606,0.12061
2007,Upper Secondary Level,In my current field/ field I was trained in,0.02710,280,1243,0.01807,0.03613
2007,Upper Secondary Level,Do something new,0.01431,139,1243,0.00770,0.02091
2007,Upper Secondary Level,Does not matter,0.05279,542,1243,0.04036,0.06523
2007,Upper Secondary Level,Does not apply/do not (yet) have a job,0.02199,282,1243,0.01384,0.03015
2007,Post-secondary Non-tertiary Level,In my current field/ field I was trained in,0.04010,55,123,0.00528,0.07491
2007,Post-secondary Non-tertiary Level,Does not matter,0.06287,68,123,0.01980,0.10594
2007,First Stage of Tertiary Education,In my current field/ field I was trained in,0.02353,37,79,-0.01011,0.05716
2007,First Stage of Tertiary Education,Does not matter,0.03820,42,79,-0.00434,0.08074
2007,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.03117,114,247,0.00946,0.05289
2007,Second Stage of Tertiary Education,Do something new,0.00977,33,247,-0.00252,0.02207
2007,Second Stage of Tertiary Education,Does not matter,0.02713,100,247,0.00682,0.04743
2009,Pre-primary Level,Does not apply/do not (yet) have a job,0.39551,210,210,0.32922,0.46180
2009,Lower Secondary Level,Does not matter,0.04881,88,231,0.02096,0.07665
2009,Lower Secondary Level,Does not apply/do not (yet) have a job,0.07566,143,231,0.04148,0.10983
2009,Upper Secondary Level,In my current field/ field I was trained in,0.02564,243,996,0.01582,0.03546
2009,Upper Secondary Level,Do something new,0.01326,117,996,0.00615,0.02037
2009,Upper Secondary Level,Does not matter,0.04558,410,996,0.03262,0.05854
2009,Upper Secondary Level,Does not apply/do not (yet) have a job,0.02201,226,996,0.01290,0.03113
2009,Post-secondary Non-tertiary Level,In my current field/ field I was trained in,0.04577,49,95,0.00352,0.08802
2009,Post-secondary Non-tertiary Level,Does not matter,0.04295,46,95,0.00196,0.08393
2009,First Stage of Tertiary Education,In my current field/ field I was trained in,0.02736,31,31,-0.03102,0.08574
2009,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.02367,91,185,0.00170,0.04563
2009,Second Stage of Tertiary Education,Does not matter,0.02425,94,185,0.00202,0.04647
2011,Pre-primary Level,Does not apply/do not (yet) have a job,0.18277,153,153,0.12133,0.24421
2011,Lower Secondary Level,Does not matter,0.01968,63,158,-0.00205,0.04141
2011,Lower Secondary Level,Does not apply/do not (yet) have a job,0.02573,95,158,0.00096,0.05050
2011,Upper Secondary Level,In my current field/ field I was trained in,0.01353,180,800,0.00552,0.02154
2011,Upper Secondary Level,Do something new,0.00811,105,800,0.00189,0.01433
2011,Upper Secondary Level,Does not matter,0.02437,301,800,0.01368,0.03507
2011,Upper Secondary Level,Does not apply/do not (yet) have a job,0.01736,214,800,0.00831,0.02642
2011,Post-secondary Non-tertiary Level,In my current field/ field I was trained in,0.01685,36,36,-0.02579,0.05948
2011,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.01273,89,153,-0.00509,0.03056
2011,Second Stage of Tertiary Education,Does not matter,0.01104,64,153,-0.00557,0.02766
2013,Pre-primary Level,Does not apply/do not (yet) have a job,0.25224,181,181,0.18879,0.31568
2013,Lower Secondary Level,Do something new,0.01273,37,241,-0.00145,0.02691
2013,Lower Secondary Level,Does not matter,0.02889,92,241,0.00770,0.05008
2013,Lower Secondary Level,Does not apply/do not (yet) have a job,0.03588,112,241,0.01235,0.05941
2013,Upper Secondary Level,In my current field/ field I was trained in,0.01949,232,966,0.01077,0.02821
2013,Upper Secondary Level,Do something new,0.01504,173,966,0.00736,0.02272
2013,Upper Secondary Level,Does not matter,0.02944,336,966,0.01877,0.04010
2013,Upper Secondary Level,Does not apply/do not (yet) have a job,0.01780,225,966,0.00945,0.02614
2013,Post-secondary Non-tertiary Level,In my current field/ field I was trained in,0.02709,47,89,-0.00683,0.06101
2013,Post-secondary Non-tertiary Level,Does not matter,0.02600,42,89,-0.00725,0.05925
