year,sex,plb0426,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,male,In my current field/ field I was trained in,0.02968,235,731,0.01737,0.04200
1994,male,Do something new,0.01180,97,731,0.00397,0.01964
1994,male,Does not matter,0.01751,177,731,0.00799,0.02702
1994,male,Does not apply/do not (yet) have a job,0.02639,222,731,0.01476,0.03802
1994,female,In my current field/ field I was trained in,0.04920,419,1290,0.03739,0.06100
1994,female,Do something new,0.02000,180,1290,0.01236,0.02764
1994,female,Does not matter,0.03550,370,1290,0.02540,0.04561
1994,female,Does not apply/do not (yet) have a job,0.02880,321,1290,0.01967,0.03793
1996,male,In my current field/ field I was trained in,0.02453,224,783,0.01368,0.03537
1996,male,Do something new,0.01581,121,783,0.00707,0.02456
1996,male,Does not matter,0.02027,196,783,0.01039,0.03015
1996,male,Does not apply/do not (yet) have a job,0.02499,242,783,0.01405,0.03593
1996,female,In my current field/ field I was trained in,0.04379,390,1358,0.03291,0.05468
1996,female,Do something new,0.02569,197,1358,0.01727,0.03411
1996,female,Does not matter,0.04329,426,1358,0.03246,0.05412
1996,female,Does not apply/do not (yet) have a job,0.02965,345,1358,0.02063,0.03868
1997,male,In my current field/ field I was trained in,0.02474,191,787,0.01388,0.03560
1997,male,Do something new,0.01401,101,787,0.00579,0.02222
1997,male,Does not matter,0.02402,227,787,0.01331,0.03472
1997,male,Does not apply/do not (yet) have a job,0.02663,268,787,0.01537,0.03788
1997,female,In my current field/ field I was trained in,0.04146,372,1329,0.03074,0.05218
1997,female,Do something new,0.02345,178,1329,0.01531,0.03159
1997,female,Does not matter,0.04430,419,1329,0.03323,0.05537
1997,female,Does not apply/do not (yet) have a job,0.03300,360,1329,0.02339,0.04261
1998,male,In my current field/ field I was trained in,0.02235,217,842,0.01236,0.03234
1998,male,Do something new,0.01132,100,842,0.00417,0.01847
1998,male,Does not matter,0.02305,211,842,0.01291,0.03319
1998,male,Does not apply/do not (yet) have a job,0.03056,314,842,0.01893,0.04220
1998,female,In my current field/ field I was trained in,0.04233,414,1372,0.03167,0.05298
1998,female,Do something new,0.01923,172,1372,0.01196,0.02650
1998,female,Does not matter,0.03848,423,1372,0.02830,0.04866
1998,female,Does not apply/do not (yet) have a job,0.03347,363,1372,0.02395,0.04299
1999,male,In my current field/ field I was trained in,0.01846,163,702,0.00850,0.02843
1999,male,Do something new,0.00951,82,702,0.00232,0.01669
1999,male,Does not matter,0.01999,190,702,0.00963,0.03036
1999,male,Does not apply/do not (yet) have a job,0.02894,267,702,0.01653,0.04136
1999,female,In my current field/ field I was trained in,0.03364,332,1219,0.02351,0.04377
1999,female,Do something new,0.01720,157,1219,0.00990,0.02451
1999,female,Does not matter,0.03769,379,1219,0.02700,0.04839
1999,female,Does not apply/do not (yet) have a job,0.03257,351,1219,0.02260,0.04253
2000,male,In my current field/ field I was trained in,0.01840,285,1206,0.01081,0.02598
2000,male,Do something new,0.01245,178,1206,0.00619,0.01871
2000,male,Does not matter,0.01700,289,1206,0.00970,0.02430
2000,male,Does not apply/do not (yet) have a job,0.02866,454,1206,0.01924,0.03808
2000,female,In my current field/ field I was trained in,0.03703,661,2166,0.02908,0.04499
2000,female,Do something new,0.01707,288,2166,0.01161,0.02252
2000,female,Does not matter,0.03404,616,2166,0.02640,0.04167
