"year","hhtyp","quintil","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1995","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"1995","(Ehe-)Paar ohne Kind(er)","2","2.74","2.5","94","2","2","3","3","4","2.58","2.9","2","5","2","3"
"1995","(Ehe-)Paar ohne Kind(er)","3","","","","","","","","","","","","","",""
"1995","(Ehe-)Paar ohne Kind(er)","4","","","","","","","","","","","","","",""
"1995","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","4.13","3.5","54","3","3","5","6","6","3.75","4.51","2","6","3","4"
"1995","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","1.72","1.5","75","1","1","2","3","6","1.5","1.94","1","6","1","2"
"1995","1-Pers.- Haushalt","2","2.16","1.5","52","1","2","2","4","7","1.83","2.49","1","7","2","2"
"1995","1-Pers.- Haushalt","3","2.09","1.5","30","1","2","2","3","3","1.85","2.33","1","3","2","2"
"1995","1-Pers.- Haushalt","4","","","","","","","","","","","","","",""
"1995","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1995","Alleinerziehende","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"1995","Alleinerziehende","2","","","","","","","","","","","","","",""
"1995","Alleinerziehende","3","4.4","4.5","7","3","4","5","5","5","3.64","5.16","3","5","",""
"1995","Alleinerziehende","4","3.43","2","8","2","2","5","5","5","2.09","4.77","2","5","",""
"1995","Alleinerziehende","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1995","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","3.99","3.5","805","2","3","5","6","9","3.88","4.1","1","9","3","4"
"1995","Paar mit Kind(ern)","2","4.43","3.5","406","3","3","5","6","8","4.3","4.56","2","8","4","4"
"1995","Paar mit Kind(ern)","3","","","","","","","","","","","","","",""
"1995","Paar mit Kind(ern)","4","5.19","5.5","89","3","5","6","6","7","4.9","5.48","2","7","5","6"
"1995","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","5.82","4","44","3","5","8","8","8","5.31","6.33","3","8","5","6"
"1995","Sonstige","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"1995","Sonstige","2","4.15","3.5","44","3","3","4","7","7","3.72","4.58","2","7","4","4"
"1995","Sonstige","3","4.05","3.5","40","2","3","4","8","8","3.48","4.62","2","8","4","4"
"1995","Sonstige","4","","","","","","","","","","","","","",""
"1995","Sonstige","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1996","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"1996","(Ehe-)Paar ohne Kind(er)","2","","","","","","","","","","","","","",""
"1996","(Ehe-)Paar ohne Kind(er)","3","","","","","","","","","","","","","",""
"1996","(Ehe-)Paar ohne Kind(er)","4","","","","","","","","","","","","","",""
"1996","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","4.32","3.5","56","3","3","5","6","7","3.95","4.69","1","7","3","4"
"1996","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","1.94","1.5","75","1","1","2","3","4","1.76","2.12","1","4","2","2"
"1996","1-Pers.- Haushalt","2","2.01","1.5","70","1","1","3","3","4","1.8","2.22","1","4","2","2"
"1996","1-Pers.- Haushalt","3","2.4","1.5","40","2","2","3","3","5","2.14","2.66","1","5","2","3"
"1996","1-Pers.- Haushalt","4","","","","","","","","","","","","","",""
"1996","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1996","Alleinerziehende","1 Einkommensschwächstes Quintil","3.22","2.5","84","2","3","3","4","7","2.98","3.46","2","7","3","3"
"1996","Alleinerziehende","2","","","","","","","","","","","","","",""
"1996","Alleinerziehende","3","","","","","","","","","","","","","",""
"1996","Alleinerziehende","4","3.51","3","6","3","3","5","5","5","2.43","4.59","3","5","",""
"1996","Alleinerziehende","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
