year,hhtyp,regtyp,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1985,Single-person household,Urban regions,2.0843258611539093,1.9880460732783114,2.180605649029507,1.0,2.0,3.0,1.0,6.0,2.0,2.0,2.0,96.0
1985,Single-person household,Rural regions,,,,,,,,,,,,
1985,Couple without children,Urban regions,3.0339610886834323,2.924398009454394,3.1435241679124704,2.0,3.0,4.0,0.0,6.0,3.0,3.0,3.0,86.0
1985,Couple without children,Rural regions,,,,,,,,,,,,
1985,Single parent,Urban regions,,,,,,,,,,,,
1985,Single parent,Rural regions,,,,,,,,,,,,
1985,Couple with children,Urban regions,4.263367262642725,4.113270999715327,4.413463525570123,3.0,4.0,5.0,0.0,8.0,4.0,4.0,4.0,128.0
1985,Couple with children,Rural regions,4.496859820199548,4.334916868372258,4.658802772026838,4.0,4.0,5.0,3.0,6.5,4.0,3.0,4.0,40.0
1985,Multi-generational household,Urban regions,,,,,,,,,,,,
1985,Multi-generational household,Rural regions,,,,,,,,,,,,
1985,Other Combinations,Urban regions,,,,,,,,,,,,
1985,Other Combinations,Rural regions,,,,,,,,,,,,
1986,Single-person household,Urban regions,2.0354381099021963,1.9520197838148818,2.118856435989511,1.0,2.0,2.1930655147924543,1.0,3.982663786981136,2.0,2.0,2.0,139.0
1986,Single-person household,Rural regions,,,,,,,,,,,,
1986,Couple without children,Urban regions,3.058758299976849,2.955912022623411,3.1616045773302868,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0,134.0
1986,Couple without children,Rural regions,,,,,,,,,,,,
1986,Single parent,Urban regions,3.1447517286986915,2.956791632323799,3.332711825073584,2.8607020842799673,3.0,3.0,2.6517552106999185,3.2089468735800493,3.0,3.0,3.0,31.0
1986,Single parent,Rural regions,,,,,,,,,,,,
1986,Couple with children,Urban regions,4.084532652788879,3.9656342199556933,4.203431085622065,3.0,4.0,5.0,2.0,8.0,4.0,4.0,5.0,130.0
1986,Couple with children,Rural regions,4.425973012419514,4.1195992401292765,4.732346784709752,3.0,4.0,6.0,2.0,9.0,4.0,3.0,5.0,35.0
1986,Multi-generational household,Urban regions,,,,,,,,,,,,
1986,Multi-generational household,Rural regions,,,,,,,,,,,,
1986,Other Combinations,Urban regions,,,,,,,,,,,,
1986,Other Combinations,Rural regions,,,,,,,,,,,,
1987,Single-person household,Urban regions,2.099450985735554,2.0274127182508215,2.1714892532202867,1.5308310696145357,2.0,3.0,1.0,5.203753395578197,2.0,2.0,2.0,142.0
1987,Single-person household,Rural regions,,,,,,,,,,,,
1987,Couple without children,Urban regions,3.282269265984673,3.177682458635061,3.3868560733342847,2.0,3.0,4.0,1.0,6.0,3.0,2.0,3.0,100.0
1987,Couple without children,Rural regions,3.305608589246341,3.096530442843619,3.5146867356490628,2.0,3.0,4.0,2.0,6.0,3.0,2.0,4.0,30.0
1987,Single parent,Urban regions,,,,,,,,,,,,
1987,Single parent,Rural regions,,,,,,,,,,,,
1987,Couple with children,Urban regions,4.046435548985651,3.941829695782218,4.151041402189085,3.0,4.0,5.0,1.0,8.0,4.0,4.0,5.0,126.0
1987,Couple with children,Rural regions,4.050816577753651,3.8779987526052655,4.223634402902038,3.0,4.0,5.0,2.0,6.0,4.0,3.0,5.0,34.0
1987,Multi-generational household,Urban regions,,,,,,,,,,,,
1987,Multi-generational household,Rural regions,,,,,,,,,,,,
1987,Other Combinations,Urban regions,,,,,,,,,,,,
1987,Other Combinations,Rural regions,,,,,,,,,,,,
1988,Single-person household,Urban regions,2.1402686025475868,2.047171525612507,2.2333656794826666,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,110.0
1988,Single-person household,Rural regions,,,,,,,,,,,,
1988,Couple without children,Urban regions,2.8032766625823706,2.704617891115808,2.901935434048933,2.0,3.0,3.0,0.5,4.5,3.0,3.0,4.0,119.0
1988,Couple without children,Rural regions,,,,,,,,,,,,
1988,Single parent,Urban regions,,,,,,,,,,,,
1988,Single parent,Rural regions,,,,,,,,,,,,
1988,Couple with children,Urban regions,4.357778253936882,4.222638308940993,4.492918198932771,3.0,4.0,5.0,1.0,8.0,4.0,3.0,4.0,116.0
1988,Couple with children,Rural regions,,,,,,,,,,,,
1988,Multi-generational household,Urban regions,,,,,,,,,,,,
1988,Multi-generational household,Rural regions,,,,,,,,,,,,
1988,Other Combinations,Urban regions,,,,,,,,,,,,
1988,Other Combinations,Rural regions,,,,,,,,,,,,
1989,Single-person household,Urban regions,2.419992215469525,2.309427676781598,2.530556754157452,2.0,2.0,3.0,0.5,4.5,2.0,2.0,2.0,108.0
1989,Single-person household,Rural regions,,,,,,,,,,,,
1989,Couple without children,Urban regions,2.785281774272584,2.6885803901526724,2.881983158392496,2.0,3.0,3.0,1.0,4.5,3.0,3.0,4.0,113.0
1989,Couple without children,Rural regions,3.1547011993099203,2.9741941275653474,3.3352082710544932,2.0,3.0,4.0,1.0,6.0,3.0,2.0,3.0,33.0
1989,Single parent,Urban regions,,,,,,,,,,,,
1989,Single parent,Rural regions,,,,,,,,,,,,
1989,Couple with children,Urban regions,4.380646979889905,4.223366290438053,4.537927669341757,3.0,4.0,5.46332259928268,1.0,9.1583064982067,4.0,3.9749999999999943,5.0,119.0
1989,Couple with children,Rural regions,,,,,,,,,,,,
1989,Multi-generational household,Urban regions,,,,,,,,,,,,
1989,Multi-generational household,Rural regions,,,,,,,,,,,,
1989,Other Combinations,Urban regions,,,,,,,,,,,,
1989,Other Combinations,Rural regions,,,,,,,,,,,,
1990,Single-person household,Urban regions,2.120564064473767,2.053736708800728,2.187391420146806,1.0,2.0,3.0,1.0,6.0,2.0,2.0,2.0,219.0
1990,Single-person household,Rural regions,2.200497820305614,2.1451609112319594,2.2558347293792687,2.0,2.0,3.0,1.0,4.5,2.0,2.0,2.0,203.0
1990,Couple without children,Urban regions,2.9896704283628766,2.9244393027795463,3.0549015539462068,2.0,3.0,3.0,1.0,4.5,3.0,3.0,3.0,254.0
1990,Couple without children,Rural regions,3.0968508527007885,3.039167348452431,3.154534356949146,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0,344.0
1990,Single parent,Urban regions,2.770009044152224,2.6388541416052944,2.9011639466991537,2.0,3.0,3.791236077580516,0.0,6.47809019395129,3.0,3.0,4.0,71.0
1990,Single parent,Rural regions,3.4298790856457826,3.2812857718155497,3.5784723994760155,3.0,3.0,4.0,1.5,5.5,3.0,2.0,3.0,63.0
1990,Couple with children,Urban regions,3.4578727068079242,3.412853765867767,3.5028916477480814,3.0,3.0,4.0,1.5,5.5,3.0,3.0,3.0,458.0
1990,Couple with children,Rural regions,3.8175951827904195,3.705222679088247,3.929967686492592,3.0,3.0,4.0,1.5,5.5,3.0,2.0,3.0,742.0
1990,Multi-generational household,Urban regions,,,,,,,,,,,,
1990,Multi-generational household,Rural regions,4.652203147721214,4.376646924375159,4.927759371067269,3.0,4.0,5.0,2.0,8.0,4.0,3.0,4.0,40.0
1990,Other Combinations,Urban regions,,,,,,,,,,,,
1990,Other Combinations,Rural regions,3.749674623741958,3.5553628557624624,3.9439863917214533,3.0,3.0,5.0,1.0,7.0,3.0,2.0,3.0,42.0
1991,Single-person household,Urban regions,2.126023282502905,2.031314321592425,2.220732243413385,1.0,2.0,3.0,1.0,6.0,2.0,2.0,2.0,110.0
1991,Single-person household,Rural regions,2.23645317351387,2.018632336432063,2.454274010595677,1.0,2.0,3.0,1.0,6.0,2.0,1.0,3.0,30.0
1991,Couple without children,Urban regions,3.0137557110399804,2.904888644499179,3.1226227775807818,2.0,3.0,3.0,1.0,4.5,3.0,3.0,3.0,116.0
1991,Couple without children,Rural regions,3.236917894141252,3.0265529949390513,3.447282793343453,2.0,3.0,4.0,1.0,7.0,3.0,2.9749999999999943,4.0,54.0
1991,Single parent,Urban regions,,,,,,,,,,,,
1991,Single parent,Rural regions,,,,,,,,,,,,
