year,hhtyp,quintil_oecd_hh,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Single-person household,1st Quintile,Inexpensive,0.21154,57,219,0.15733,0.26576
1984,Single-person household,1st Quintile,Reasonable,0.50054,124,219,0.43417,0.56692
1984,Single-person household,1st Quintile,Slightly Expensive,0.13964,38,219,0.09363,0.18565
1984,Single-person household,2nd Quintile,Inexpensive,0.23058,43,149,0.16272,0.29844
1984,Single-person household,2nd Quintile,Reasonable,0.44381,72,149,0.36376,0.52385
1984,Single-person household,2nd Quintile,Slightly Expensive,0.18225,34,149,0.12005,0.24444
1984,Single-person household,3rd Quintile,Inexpensive,0.32621,58,163,0.25401,0.39840
1984,Single-person household,3rd Quintile,Reasonable,0.40329,74,163,0.32775,0.47884
1984,Single-person household,3rd Quintile,Slightly Expensive,0.15860,31,163,0.10235,0.21486
1984,Single-person household,4th Quintile,Inexpensive,0.28777,54,164,0.21827,0.35727
1984,Single-person household,4th Quintile,Reasonable,0.39431,75,164,0.31929,0.46934
1984,Single-person household,4th Quintile,Slightly Expensive,0.17762,35,164,0.11895,0.23629
1984,Single-person household,5th Quintile,Inexpensive,0.23264,34,103,0.15065,0.31464
1984,Single-person household,5th Quintile,Reasonable,0.51153,69,103,0.41452,0.60854
1984,Couple without children,1st Quintile,Reasonable,0.52085,51,51,0.38238,0.65932
1984,Couple without children,2nd Quintile,Reasonable,0.47290,58,58,0.34329,0.60252
1984,Couple without children,3rd Quintile,Inexpensive,0.31079,48,120,0.22763,0.39394
1984,Couple without children,3rd Quintile,Reasonable,0.47041,72,120,0.38073,0.56009
1984,Couple without children,4th Quintile,Inexpensive,0.33985,63,151,0.26405,0.41565
1984,Couple without children,4th Quintile,Reasonable,0.43530,88,151,0.35595,0.51464
1984,Couple without children,5th Quintile,Inexpensive,0.22687,50,183,0.16603,0.28772
1984,Couple without children,5th Quintile,Reasonable,0.45866,101,183,0.38627,0.53106
1984,Couple without children,5th Quintile,Slightly Expensive,0.14590,32,183,0.09462,0.19719
1984,Single parent,1st Quintile,Reasonable,0.44367,45,45,0.29687,0.59047
1984,Couple with children,1st Quintile,Inexpensive,0.26610,88,403,0.22290,0.30930
1984,Couple with children,1st Quintile,Reasonable,0.46055,187,403,0.41182,0.50927
1984,Couple with children,1st Quintile,Slightly Expensive,0.18208,91,403,0.14435,0.21980
1984,Couple with children,1st Quintile,Too Expensive,0.05210,37,403,0.03038,0.07383
1984,Couple with children,2nd Quintile,Inexpensive,0.28275,108,345,0.23516,0.33034
1984,Couple with children,2nd Quintile,Reasonable,0.41223,157,345,0.36021,0.46424
1984,Couple with children,2nd Quintile,Slightly Expensive,0.14574,80,345,0.10845,0.18303
1984,Couple with children,3rd Quintile,Very Inexpensive,0.11362,34,327,0.07917,0.14807
1984,Couple with children,3rd Quintile,Inexpensive,0.32494,93,327,0.27410,0.37578
1984,Couple with children,3rd Quintile,Reasonable,0.36494,136,327,0.31268,0.41720
1984,Couple with children,3rd Quintile,Slightly Expensive,0.15614,64,327,0.11673,0.19554
1984,Couple with children,4th Quintile,Inexpensive,0.28347,67,240,0.22633,0.34061
1984,Couple with children,4th Quintile,Reasonable,0.44887,123,240,0.38581,0.51193
1984,Couple with children,4th Quintile,Slightly Expensive,0.12133,50,240,0.07994,0.16273
1984,Couple with children,5th Quintile,Inexpensive,0.32444,35,97,0.23079,0.41810
1984,Couple with children,5th Quintile,Reasonable,0.47479,62,97,0.37489,0.57468
1985,Single-person household,1st Quintile,Inexpensive,0.21772,54,214,0.16229,0.27314
1985,Single-person household,1st Quintile,Reasonable,0.45189,114,214,0.38505,0.51873
1985,Single-person household,1st Quintile,Slightly Expensive,0.17448,46,214,0.12351,0.22545
1985,Single-person household,2nd Quintile,Inexpensive,0.27020,43,111,0.18721,0.35318
1985,Single-person household,2nd Quintile,Reasonable,0.42438,68,111,0.33201,0.51674
1985,Single-person household,3rd Quintile,Inexpensive,0.26092,45,132,0.18572,0.33612
1985,Single-person household,3rd Quintile,Reasonable,0.51452,87,132,0.42893,0.60010
1985,Single-person household,4th Quintile,Inexpensive,0.27328,47,162,0.20444,0.34212
1985,Single-person household,4th Quintile,Reasonable,0.43943,78,162,0.36277,0.51610
1985,Single-person household,4th Quintile,Slightly Expensive,0.17767,37,162,0.11863,0.23672
1985,Single-person household,5th Quintile,Reasonable,0.45865,55,55,0.32574,0.59155
1985,Couple without children,1st Quintile,Reasonable,0.42224,41,41,0.26917,0.57530
1985,Couple without children,2nd Quintile,Inexpensive,0.25679,31,91,0.16654,0.34705
1985,Couple without children,2nd Quintile,Reasonable,0.44035,60,91,0.33779,0.54291
1985,Couple without children,3rd Quintile,Inexpensive,0.27181,38,99,0.18373,0.35990
1985,Couple without children,3rd Quintile,Reasonable,0.45013,61,99,0.35163,0.54864
1985,Couple without children,4th Quintile,Inexpensive,0.23205,41,134,0.16031,0.30380
1985,Couple without children,4th Quintile,Reasonable,0.50098,93,134,0.41600,0.58595
1985,Couple without children,5th Quintile,Inexpensive,0.26525,58,155,0.19552,0.33498
1985,Couple without children,5th Quintile,Reasonable,0.46556,97,155,0.38678,0.54435
1985,Single parent,1st Quintile,Reasonable,0.41371,36,36,0.25055,0.57688
1985,Couple with children,1st Quintile,Inexpensive,0.22047,75,350,0.17697,0.26396
1985,Couple with children,1st Quintile,Reasonable,0.40145,155,350,0.35003,0.45288
1985,Couple with children,1st Quintile,Slightly Expensive,0.18830,84,350,0.14728,0.22932
1985,Couple with children,1st Quintile,Too Expensive,0.07874,36,350,0.05048,0.10700
1985,Couple with children,2nd Quintile,Very Inexpensive,0.13251,37,342,0.09653,0.16850
1985,Couple with children,2nd Quintile,Inexpensive,0.30883,106,342,0.25979,0.35787
1985,Couple with children,2nd Quintile,Reasonable,0.38254,146,342,0.33095,0.43412
1985,Couple with children,2nd Quintile,Slightly Expensive,0.12489,53,342,0.08980,0.15998
1985,Couple with children,3rd Quintile,Very Inexpensive,0.13153,31,293,0.09277,0.17030
1985,Couple with children,3rd Quintile,Inexpensive,0.25690,69,293,0.20678,0.30701
1985,Couple with children,3rd Quintile,Reasonable,0.40195,131,293,0.34571,0.45818
1985,Couple with children,3rd Quintile,Slightly Expensive,0.16580,62,293,0.12314,0.20846
1985,Couple with children,4th Quintile,Inexpensive,0.29861,61,179,0.23138,0.36584
1985,Couple with children,4th Quintile,Reasonable,0.36537,84,179,0.29463,0.43611
1985,Couple with children,4th Quintile,Slightly Expensive,0.16345,34,179,0.10913,0.21777
1985,Couple with children,5th Quintile,Reasonable,0.43793,57,57,0.30799,0.56788
1986,Single-person household,1st Quintile,Inexpensive,0.24298,56,194,0.18247,0.30349
1986,Single-person household,1st Quintile,Reasonable,0.39238,91,194,0.32350,0.46127
1986,Single-person household,1st Quintile,Slightly Expensive,0.18279,47,194,0.12826,0.23732
1986,Single-person household,2nd Quintile,Inexpensive,0.35797,48,103,0.26493,0.45101
1986,Single-person household,2nd Quintile,Reasonable,0.35772,55,103,0.26470,0.45074
1986,Single-person household,3rd Quintile,Inexpensive,0.25723,41,122,0.17935,0.33512
1986,Single-person household,3rd Quintile,Reasonable,0.47713,81,122,0.38813,0.56613
