year,sex,ple0009,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,male,"Yes, strongly limited",0.09727,1103,12246,0.09202,0.10252
2012,male,"Yes, somewhat limited",0.24584,2828,12246,0.23821,0.25347
2012,male,"No, not limited at all",0.65689,8315,12246,0.64848,0.66530
2012,female,"Yes, strongly limited",0.11785,1402,14778,0.11265,0.12305
2012,female,"Yes, somewhat limited",0.28720,3845,14778,0.27991,0.29450
2012,female,"No, not limited at all",0.59495,9531,14778,0.58704,0.60287
2013,male,"Yes, strongly limited",0.09135,1107,13846,0.08655,0.09615
2013,male,"Yes, somewhat limited",0.22357,2875,13846,0.21663,0.23051
2013,male,"No, not limited at all",0.68508,9864,13846,0.67734,0.69281
2013,female,"Yes, strongly limited",0.11862,1460,16488,0.11369,0.12356
2013,female,"Yes, somewhat limited",0.26049,3836,16488,0.25379,0.26719
2013,female,"No, not limited at all",0.62088,11192,16488,0.61348,0.62829
2015,male,"Yes, strongly limited",0.09832,991,12103,0.09301,0.10362
2015,male,"Yes, somewhat limited",0.22478,2551,12103,0.21734,0.23222
2015,male,"No, not limited at all",0.67690,8561,12103,0.66857,0.68524
2015,female,"Yes, strongly limited",0.11858,1307,14243,0.11327,0.12389
2015,female,"Yes, somewhat limited",0.27576,3544,14243,0.26842,0.28310
2015,female,"No, not limited at all",0.60566,9392,14243,0.59763,0.61369
2019,male,"Yes, strongly limited",0.09159,1092,14163,0.08684,0.09634
2019,male,"Yes, somewhat limited",0.23951,3045,14163,0.23248,0.24654
2019,male,"No, not limited at all",0.66891,10026,14163,0.66116,0.67666
2019,female,"Yes, strongly limited",0.11635,1354,14759,0.11118,0.12152
2019,female,"Yes, somewhat limited",0.28951,3884,14759,0.28219,0.29683
2019,female,"No, not limited at all",0.59414,9521,14759,0.58622,0.60206
2021,male,"Yes, strongly limited",0.08029,614,9453,0.07481,0.08577
2021,male,"Yes, somewhat limited",0.21948,1884,9453,0.21114,0.22783
2021,male,"No, not limited at all",0.70022,6955,9453,0.69099,0.70946
2021,female,"Yes, strongly limited",0.10880,841,10061,0.10272,0.11489
2021,female,"Yes, somewhat limited",0.27666,2523,10061,0.26791,0.28540
2021,female,"No, not limited at all",0.61454,6697,10061,0.60503,0.62405
2022,male,"Yes, strongly limited",0.03112,52,1028,0.02050,0.04175
2022,male,"Yes, somewhat limited",0.08189,123,1028,0.06512,0.09866
2022,male,"No, not limited at all",0.88698,853,1028,0.86762,0.90635
2022,female,"Yes, strongly limited",0.05355,45,745,0.03737,0.06973
2022,female,"Yes, somewhat limited",0.19954,145,745,0.17083,0.22826
2022,female,"No, not limited at all",0.74691,555,745,0.71567,0.77815
