year,bula_h,sampreg,ple0009,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Schleswig-Holstein,West,"Yes, strongly limited",0.11258,92,971,0.09269,0.13247
2012,Schleswig-Holstein,West,"Yes, somewhat limited",0.29598,245,971,0.26725,0.32470
2012,Schleswig-Holstein,West,"No, not limited at all",0.59145,634,971,0.56051,0.62238
2012,Hamburg,West,"Yes, strongly limited",0.07095,32,435,0.04680,0.09511
2012,Hamburg,West,"Yes, somewhat limited",0.23556,84,435,0.19564,0.27549
2012,Hamburg,West,"No, not limited at all",0.69348,319,435,0.65011,0.73686
2012,Lower Saxony,West,"Yes, strongly limited",0.10549,216,2532,0.09352,0.11746
2012,Lower Saxony,West,"Yes, somewhat limited",0.29234,710,2532,0.27462,0.31006
2012,Lower Saxony,West,"No, not limited at all",0.60217,1606,2532,0.58310,0.62124
2012,Bremen,West,"Yes, somewhat limited",0.27178,40,174,0.20548,0.33807
2012,Bremen,West,"No, not limited at all",0.66131,134,174,0.59078,0.73183
2012,North Rhine-Westphalia,West,"Yes, strongly limited",0.10076,484,5401,0.09274,0.10879
2012,North Rhine-Westphalia,West,"Yes, somewhat limited",0.25464,1223,5401,0.24302,0.26626
2012,North Rhine-Westphalia,West,"No, not limited at all",0.64460,3694,5401,0.63183,0.65736
2012,Hesse,West,"Yes, strongly limited",0.11558,181,1871,0.10109,0.13007
2012,Hesse,West,"Yes, somewhat limited",0.26867,456,1871,0.24858,0.28877
2012,Hesse,West,"No, not limited at all",0.61574,1234,1871,0.59370,0.63779
2012,"Rhineland-Palatinate, Saarland",West,"Yes, strongly limited",0.10630,149,1542,0.09091,0.12169
2012,"Rhineland-Palatinate, Saarland",West,"Yes, somewhat limited",0.24847,387,1542,0.22690,0.27005
2012,"Rhineland-Palatinate, Saarland",West,"No, not limited at all",0.64522,1006,1542,0.62133,0.66911
2012,Baden-Wuerttemberg,West,"Yes, strongly limited",0.08827,252,3277,0.07856,0.09799
2012,Baden-Wuerttemberg,West,"Yes, somewhat limited",0.24617,758,3277,0.23142,0.26092
2012,Baden-Wuerttemberg,West,"No, not limited at all",0.66555,2267,3277,0.64940,0.68171
2012,Bavaria,West,"Yes, strongly limited",0.11424,379,4244,0.10467,0.12381
2012,Bavaria,West,"Yes, somewhat limited",0.25240,962,4244,0.23933,0.26547
2012,Bavaria,West,"No, not limited at all",0.63336,2903,4244,0.61886,0.64786
2012,Berlin,West,"Yes, strongly limited",0.13089,56,560,0.10293,0.15885
2012,Berlin,West,"Yes, somewhat limited",0.31126,154,560,0.27288,0.34965
2012,Berlin,West,"No, not limited at all",0.55785,350,560,0.51668,0.59902
2012,Berlin,East,"Yes, strongly limited",0.13180,47,458,0.10078,0.16281
2012,Berlin,East,"Yes, somewhat limited",0.27832,110,458,0.23723,0.31941
2012,Berlin,East,"No, not limited at all",0.58989,301,458,0.54479,0.63498
2012,Brandenburg,East,"Yes, strongly limited",0.12928,134,1063,0.10911,0.14946
2012,Brandenburg,East,"Yes, somewhat limited",0.27048,289,1063,0.24376,0.29719
2012,Brandenburg,East,"No, not limited at all",0.60024,640,1063,0.57078,0.62970
2012,Mecklenburg-Western Pomerania,East,"Yes, strongly limited",0.10391,57,623,0.07993,0.12789
2012,Mecklenburg-Western Pomerania,East,"Yes, somewhat limited",0.35186,187,623,0.31433,0.38939
2012,Mecklenburg-Western Pomerania,East,"No, not limited at all",0.54422,379,623,0.50508,0.58337
2012,Saxony,East,"Yes, strongly limited",0.11678,170,1805,0.10196,0.13160
2012,Saxony,East,"Yes, somewhat limited",0.29958,502,1805,0.27845,0.32072
2012,Saxony,East,"No, not limited at all",0.58363,1133,1805,0.56089,0.60638
2012,Saxony-Anhalt,East,"Yes, strongly limited",0.15762,128,1006,0.13509,0.18015
2012,Saxony-Anhalt,East,"Yes, somewhat limited",0.30224,299,1006,0.27385,0.33064
2012,Saxony-Anhalt,East,"No, not limited at all",0.54013,579,1006,0.50932,0.57095
2012,Thuringa,East,"Yes, strongly limited",0.12599,113,1047,0.10588,0.14610
2012,Thuringa,East,"Yes, somewhat limited",0.26853,267,1047,0.24167,0.29539
2012,Thuringa,East,"No, not limited at all",0.60548,667,1047,0.57586,0.63510
2013,Schleswig-Holstein,West,"Yes, strongly limited",0.13237,112,1076,0.11211,0.15263
2013,Schleswig-Holstein,West,"Yes, somewhat limited",0.23343,213,1076,0.20814,0.25871
2013,Schleswig-Holstein,West,"No, not limited at all",0.63420,751,1076,0.60541,0.66300
2013,Hamburg,West,"Yes, strongly limited",0.12502,43,560,0.09760,0.15244
2013,Hamburg,West,"Yes, somewhat limited",0.19717,112,560,0.16419,0.23015
2013,Hamburg,West,"No, not limited at all",0.67781,405,560,0.63907,0.71655
2013,Lower Saxony,West,"Yes, strongly limited",0.11838,252,2883,0.10658,0.13017
2013,Lower Saxony,West,"Yes, somewhat limited",0.25781,719,2883,0.24184,0.27378
2013,Lower Saxony,West,"No, not limited at all",0.62381,1912,2883,0.60613,0.64150
2013,Bremen,West,"Yes, somewhat limited",0.31797,51,217,0.25586,0.38007
2013,Bremen,West,"No, not limited at all",0.59783,166,217,0.53244,0.66323
2013,North Rhine-Westphalia,West,"Yes, strongly limited",0.09934,532,6360,0.09199,0.10669
2013,North Rhine-Westphalia,West,"Yes, somewhat limited",0.23062,1267,6360,0.22027,0.24097
2013,North Rhine-Westphalia,West,"No, not limited at all",0.67004,4561,6360,0.65848,0.68159
2013,Hesse,West,"Yes, strongly limited",0.10988,195,2175,0.09673,0.12302
2013,Hesse,West,"Yes, somewhat limited",0.23011,457,2175,0.21241,0.24780
2013,Hesse,West,"No, not limited at all",0.66001,1523,2175,0.64010,0.67993
2013,"Rhineland-Palatinate, Saarland",West,"Yes, strongly limited",0.08553,137,1757,0.07245,0.09861
2013,"Rhineland-Palatinate, Saarland",West,"Yes, somewhat limited",0.26196,399,1757,0.24140,0.28253
2013,"Rhineland-Palatinate, Saarland",West,"No, not limited at all",0.65250,1221,1757,0.63023,0.67478
2013,Baden-Wuerttemberg,West,"Yes, strongly limited",0.09316,249,3751,0.08386,0.10246
