"ple0009","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, stark eingeschraenkt","2011","(noch) kein Abschluss","maennlich","13","","",""
"Ja, stark eingeschraenkt","2011","(noch) kein Abschluss","weiblich","30","0.136150619350887","0.096815045613381","0.175486193088393"
"Ja, stark eingeschraenkt","2011","Hauptschule","maennlich","499","0.144452703041823","0.132625637045308","0.156279769038338"
"Ja, stark eingeschraenkt","2011","Hauptschule","weiblich","633","0.189370393812645","0.176715063917311","0.202025723707979"
"Ja, stark eingeschraenkt","2011","Realschule","maennlich","182","","",""
"Ja, stark eingeschraenkt","2011","Realschule","weiblich","253","","",""
"Ja, stark eingeschraenkt","2011","(Fach-)Abitur","maennlich","58","0.0628085487850537","0.0482304524519591","0.0773866451181483"
"Ja, stark eingeschraenkt","2011","(Fach-)Abitur","weiblich","70","0.0445696268706066","0.0336264917385187","0.0555127620026945"
"Ja, stark eingeschraenkt","2011","AkademikerIn","maennlich","152","","",""
"Ja, stark eingeschraenkt","2011","AkademikerIn","weiblich","118","","",""
"Ja, etwas eingeschraenkt","2011","(noch) kein Abschluss","maennlich","37","0.163076860543832","0.118846584197919","0.207307136889746"
"Ja, etwas eingeschraenkt","2011","(noch) kein Abschluss","weiblich","61","0.247646951257481","0.19813796876614","0.297155933748822"
"Ja, etwas eingeschraenkt","2011","Hauptschule","maennlich","820","0.241254586814316","0.22686070273173","0.255648470896902"
"Ja, etwas eingeschraenkt","2011","Hauptschule","weiblich","1069","","",""
"Ja, etwas eingeschraenkt","2011","Realschule","maennlich","397","0.175770690995026","0.160171133986392","0.191370248003661"
"Ja, etwas eingeschraenkt","2011","Realschule","weiblich","648","0.217789214477176","0.20347298286354","0.232105446090813"
"Ja, etwas eingeschraenkt","2011","(Fach-)Abitur","maennlich","165","","",""
"Ja, etwas eingeschraenkt","2011","(Fach-)Abitur","weiblich","214","","",""
"Ja, etwas eingeschraenkt","2011","AkademikerIn","maennlich","472","0.195781349859101","0.180065914092379","0.211496785625823"
"Ja, etwas eingeschraenkt","2011","AkademikerIn","weiblich","417","0.209571655066958","0.192172455892769","0.226970854241147"
"Nein, nicht eingeschraenkt","2011","(noch) kein Abschluss","maennlich","218","","",""
"Nein, nicht eingeschraenkt","2011","(noch) kein Abschluss","weiblich","201","","",""
"Nein, nicht eingeschraenkt","2011","Hauptschule","maennlich","2075","","",""
"Nein, nicht eingeschraenkt","2011","Hauptschule","weiblich","1980","","",""
"Nein, nicht eingeschraenkt","2011","Realschule","maennlich","1708","","",""
"Nein, nicht eingeschraenkt","2011","Realschule","weiblich","2292","","",""
"Nein, nicht eingeschraenkt","2011","(Fach-)Abitur","maennlich","841","0.789002786295362","0.764486487504879","0.813519085085845"
"Nein, nicht eingeschraenkt","2011","(Fach-)Abitur","weiblich","1082","","",""
"Nein, nicht eingeschraenkt","2011","AkademikerIn","maennlich","1825","","",""
"Nein, nicht eingeschraenkt","2011","AkademikerIn","weiblich","1567","","",""
"Ja, stark eingeschraenkt","2012","(noch) kein Abschluss","maennlich","34","0.103766086524053","0.0739552975523797","0.133576875495726"
"Ja, stark eingeschraenkt","2012","(noch) kein Abschluss","weiblich","50","0.173943083723636","0.139890255856316","0.207995911590957"
"Ja, stark eingeschraenkt","2012","Hauptschule","maennlich","580","0.146191995811293","0.135355214493556","0.15702877712903"
"Ja, stark eingeschraenkt","2012","Hauptschule","weiblich","738","0.195078593724781","0.183313753735833","0.206843433713728"
"Ja, stark eingeschraenkt","2012","Realschule","maennlich","227","","",""
"Ja, stark eingeschraenkt","2012","Realschule","weiblich","337","0.0834286010717851","0.0754478443379915","0.0914093578055787"
"Ja, stark eingeschraenkt","2012","(Fach-)Abitur","maennlich","71","0.0616501978460343","0.049073704956428","0.0742266907356406"
"Ja, stark eingeschraenkt","2012","(Fach-)Abitur","weiblich","106","","",""
"Ja, stark eingeschraenkt","2012","AkademikerIn","maennlich","179","","",""
"Ja, stark eingeschraenkt","2012","AkademikerIn","weiblich","148","","",""
"Ja, etwas eingeschraenkt","2012","(noch) kein Abschluss","maennlich","62","0.195388042648055","0.156628620222673","0.234147465073437"
"Ja, etwas eingeschraenkt","2012","(noch) kein Abschluss","weiblich","107","","",""
"Ja, etwas eingeschraenkt","2012","Hauptschule","maennlich","1167","","",""
"Ja, etwas eingeschraenkt","2012","Hauptschule","weiblich","1371","","",""
"Ja, etwas eingeschraenkt","2012","Realschule","maennlich","662","0.239061407114285","0.22367562933043","0.254447184898139"
"Ja, etwas eingeschraenkt","2012","Realschule","weiblich","1167","","",""
"Ja, etwas eingeschraenkt","2012","(Fach-)Abitur","maennlich","242","","",""
"Ja, etwas eingeschraenkt","2012","(Fach-)Abitur","weiblich","429","0.222350476263169","0.204557183017605","0.240143769508733"
"Ja, etwas eingeschraenkt","2012","AkademikerIn","maennlich","666","0.220641216960345","0.20602954291484","0.235252891005851"
"Ja, etwas eingeschraenkt","2012","AkademikerIn","weiblich","707","0.251004067576264","0.235349606093572","0.266658529058955"
"Nein, nicht eingeschraenkt","2012","(noch) kein Abschluss","maennlich","306","0.700845870827892","0.656085484651352","0.745606257004432"
"Nein, nicht eingeschraenkt","2012","(noch) kein Abschluss","weiblich","319","0.576562643097513","0.53217496276553","0.620950323429497"
"Nein, nicht eingeschraenkt","2012","Hauptschule","maennlich","2336","","",""
"Nein, nicht eingeschraenkt","2012","Hauptschule","weiblich","2249","","",""
"Nein, nicht eingeschraenkt","2012","Realschule","maennlich","2063","","",""
"Nein, nicht eingeschraenkt","2012","Realschule","weiblich","3108","0.632711876337968","0.618799225761569","0.646624526914368"
"Nein, nicht eingeschraenkt","2012","(Fach-)Abitur","maennlich","1092","","",""
"Nein, nicht eingeschraenkt","2012","(Fach-)Abitur","weiblich","1563","","",""
"Nein, nicht eingeschraenkt","2012","AkademikerIn","maennlich","2249","","",""
"Nein, nicht eingeschraenkt","2012","AkademikerIn","weiblich","2092","","",""
"Ja, stark eingeschraenkt","2013","(noch) kein Abschluss","maennlich","49","0.0831828998146747","0.0614453481692675","0.104920451460082"
"Ja, stark eingeschraenkt","2013","(noch) kein Abschluss","weiblich","63","0.143579555707945","0.117357934575717","0.169801176840174"
"Ja, stark eingeschraenkt","2013","Hauptschule","maennlich","557","0.136431022980843","0.126459716886027","0.146402329075659"
"Ja, stark eingeschraenkt","2013","Hauptschule","weiblich","718","0.194826250948195","0.183579404781305","0.206073097115085"
"Ja, stark eingeschraenkt","2013","Realschule","maennlich","209","","",""
"Ja, stark eingeschraenkt","2013","Realschule","weiblich","350","0.093552033433362","0.0852081231875977","0.101895943679126"
"Ja, stark eingeschraenkt","2013","(Fach-)Abitur","maennlich","89","0.056759860636073","0.0462132859481057","0.0673064353240403"
"Ja, stark eingeschraenkt","2013","(Fach-)Abitur","weiblich","150","","",""
"Ja, stark eingeschraenkt","2013","AkademikerIn","maennlich","179","","",""
"Ja, stark eingeschraenkt","2013","AkademikerIn","weiblich","156","","",""
"Ja, etwas eingeschraenkt","2013","(noch) kein Abschluss","maennlich","99","0.179250524717918","0.149058810571028","0.209442238864808"
"Ja, etwas eingeschraenkt","2013","(noch) kein Abschluss","weiblich","138","","",""
"Ja, etwas eingeschraenkt","2013","Hauptschule","maennlich","1191","","",""
"Ja, etwas eingeschraenkt","2013","Hauptschule","weiblich","1357","","",""
"Ja, etwas eingeschraenkt","2013","Realschule","maennlich","606","0.194167765975307","0.180081063595289","0.208254468355325"
"Ja, etwas eingeschraenkt","2013","Realschule","weiblich","1154","","",""
"Ja, etwas eingeschraenkt","2013","(Fach-)Abitur","maennlich","293","","",""
"Ja, etwas eingeschraenkt","2013","(Fach-)Abitur","weiblich","447","0.17760628604624","0.162870581888963","0.192341990203516"
"Ja, etwas eingeschraenkt","2013","AkademikerIn","maennlich","646","0.201044216412237","0.187604307527457","0.214484125297016"
"Ja, etwas eingeschraenkt","2013","AkademikerIn","weiblich","659","0.222446385269116","0.208444382622899","0.236448387915332"
"Nein, nicht eingeschraenkt","2013","(noch) kein Abschluss","maennlich","472","0.737566575467407","0.702935782677097","0.772197368257717"
"Nein, nicht eingeschraenkt","2013","(noch) kein Abschluss","weiblich","486","0.640906577770198","0.605033320521492","0.676779835018905"
"Nein, nicht eingeschraenkt","2013","Hauptschule","maennlich","2804","","",""
"Nein, nicht eingeschraenkt","2013","Hauptschule","weiblich","2689","","",""
"Nein, nicht eingeschraenkt","2013","Realschule","maennlich","2214","","",""
"Nein, nicht eingeschraenkt","2013","Realschule","weiblich","3175","0.636931486022605","0.623152659847","0.65071031219821"
"Nein, nicht eingeschraenkt","2013","(Fach-)Abitur","maennlich","1467","","",""
"Nein, nicht eingeschraenkt","2013","(Fach-)Abitur","weiblich","1987","","",""
"Nein, nicht eingeschraenkt","2013","AkademikerIn","maennlich","2591","","",""
"Nein, nicht eingeschraenkt","2013","AkademikerIn","weiblich","2574","","",""
"Ja, stark eingeschraenkt","2014","(noch) kein Abschluss","maennlich","","","",""
"Ja, stark eingeschraenkt","2014","(noch) kein Abschluss","weiblich","","","",""
"Ja, stark eingeschraenkt","2014","Hauptschule","maennlich","","","",""
"Ja, stark eingeschraenkt","2014","Hauptschule","weiblich","","","",""
"Ja, stark eingeschraenkt","2014","Realschule","maennlich","","","",""
"Ja, stark eingeschraenkt","2014","Realschule","weiblich","","","",""
"Ja, stark eingeschraenkt","2014","(Fach-)Abitur","maennlich","","","",""
"Ja, stark eingeschraenkt","2014","(Fach-)Abitur","weiblich","","","",""
"Ja, stark eingeschraenkt","2014","AkademikerIn","maennlich","","","",""
"Ja, stark eingeschraenkt","2014","AkademikerIn","weiblich","","","",""
"Ja, etwas eingeschraenkt","2014","(noch) kein Abschluss","maennlich","","","",""
"Ja, etwas eingeschraenkt","2014","(noch) kein Abschluss","weiblich","","","",""
"Ja, etwas eingeschraenkt","2014","Hauptschule","maennlich","","","",""
"Ja, etwas eingeschraenkt","2014","Hauptschule","weiblich","","","",""
"Ja, etwas eingeschraenkt","2014","Realschule","maennlich","","","",""
"Ja, etwas eingeschraenkt","2014","Realschule","weiblich","","","",""
"Ja, etwas eingeschraenkt","2014","(Fach-)Abitur","maennlich","","","",""
"Ja, etwas eingeschraenkt","2014","(Fach-)Abitur","weiblich","","","",""
"Ja, etwas eingeschraenkt","2014","AkademikerIn","maennlich","","","",""
"Ja, etwas eingeschraenkt","2014","AkademikerIn","weiblich","","","",""
"Nein, nicht eingeschraenkt","2014","(noch) kein Abschluss","maennlich","","","",""
"Nein, nicht eingeschraenkt","2014","(noch) kein Abschluss","weiblich","","","",""
"Nein, nicht eingeschraenkt","2014","Hauptschule","maennlich","","","",""
"Nein, nicht eingeschraenkt","2014","Hauptschule","weiblich","","","",""
"Nein, nicht eingeschraenkt","2014","Realschule","maennlich","","","",""
"Nein, nicht eingeschraenkt","2014","Realschule","weiblich","","","",""
"Nein, nicht eingeschraenkt","2014","(Fach-)Abitur","maennlich","","","",""
"Nein, nicht eingeschraenkt","2014","(Fach-)Abitur","weiblich","","","",""
"Nein, nicht eingeschraenkt","2014","AkademikerIn","maennlich","","","",""
"Nein, nicht eingeschraenkt","2014","AkademikerIn","weiblich","","","",""
"Ja, stark eingeschraenkt","2015","(noch) kein Abschluss","maennlich","43","0.138808519742337","0.105503795334938","0.172113244149736"
"Ja, stark eingeschraenkt","2015","(noch) kein Abschluss","weiblich","59","0.14535083254907","0.115512922871134","0.175188742227007"
"Ja, stark eingeschraenkt","2015","Hauptschule","maennlich","504","0.160591395680493","0.148899337967054","0.172283453393931"
"Ja, stark eingeschraenkt","2015","Hauptschule","weiblich","626","0.19632405634402","0.183812605889647","0.208835506798393"
"Ja, stark eingeschraenkt","2015","Realschule","maennlich","188","","",""
"Ja, stark eingeschraenkt","2015","Realschule","weiblich","307","0.0942956733783266","0.0850776608399217","0.103513685916732"
"Ja, stark eingeschraenkt","2015","(Fach-)Abitur","maennlich","72","0.0503406991483316","0.0400790210935535","0.0606023772031096"
"Ja, stark eingeschraenkt","2015","(Fach-)Abitur","weiblich","137","","",""
"Ja, stark eingeschraenkt","2015","AkademikerIn","maennlich","155","","",""
"Ja, stark eingeschraenkt","2015","AkademikerIn","weiblich","155","","",""
"Ja, etwas eingeschraenkt","2015","(noch) kein Abschluss","maennlich","58","0.159985373362889","0.124672627887874","0.195298118837903"
"Ja, etwas eingeschraenkt","2015","(noch) kein Abschluss","weiblich","126","","",""
"Ja, etwas eingeschraenkt","2015","Hauptschule","maennlich","1010","","",""
"Ja, etwas eingeschraenkt","2015","Hauptschule","weiblich","1202","","",""
"Ja, etwas eingeschraenkt","2015","Realschule","maennlich","573","0.231430227561198","0.215137435648908","0.247723019473489"
"Ja, etwas eingeschraenkt","2015","Realschule","weiblich","1040","","",""
"Ja, etwas eingeschraenkt","2015","(Fach-)Abitur","maennlich","274","","",""
"Ja, etwas eingeschraenkt","2015","(Fach-)Abitur","weiblich","445","0.200751998740486","0.184642315450778","0.216861682030194"
"Ja, etwas eingeschraenkt","2015","AkademikerIn","maennlich","585","0.187347340271229","0.173738589056993","0.200956091485464"
"Ja, etwas eingeschraenkt","2015","AkademikerIn","weiblich","640","0.220798185821696","0.206374966368523","0.235221405274868"
"Nein, nicht eingeschraenkt","2015","(noch) kein Abschluss","maennlich","313","0.701206106894775","0.657114429231546","0.745297784558003"
"Nein, nicht eingeschraenkt","2015","(noch) kein Abschluss","weiblich","351","0.572833227312916","0.530955941248454","0.614710513377379"
"Nein, nicht eingeschraenkt","2015","Hauptschule","maennlich","2274","","",""
"Nein, nicht eingeschraenkt","2015","Hauptschule","weiblich","2044","","",""
"Nein, nicht eingeschraenkt","2015","Realschule","maennlich","1813","","",""
"Nein, nicht eingeschraenkt","2015","Realschule","weiblich","2514","","",""
"Nein, nicht eingeschraenkt","2015","(Fach-)Abitur","maennlich","1398","","",""
"Nein, nicht eingeschraenkt","2015","(Fach-)Abitur","weiblich","1793","","",""
"Nein, nicht eingeschraenkt","2015","AkademikerIn","maennlich","2418","","",""
