year,regtyp,sampreg,ple0009,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Urban regions,West,"Yes, strongly limited",0.10053,1320,15134,0.09574,0.10532
2012,Urban regions,West,"Yes, somewhat limited",0.25808,3571,15134,0.25111,0.26505
2012,Urban regions,West,"No, not limited at all",0.64139,10243,15134,0.63375,0.64903
2012,Urban regions,East,"Yes, strongly limited",0.11485,200,2049,0.10104,0.12866
2012,Urban regions,East,"Yes, somewhat limited",0.27794,544,2049,0.25854,0.29734
2012,Urban regions,East,"No, not limited at all",0.60721,1305,2049,0.58606,0.62836
2012,Rural regions,West,"Yes, strongly limited",0.11319,536,5888,0.10510,0.12128
2012,Rural regions,West,"Yes, somewhat limited",0.27060,1448,5888,0.25925,0.28195
2012,Rural regions,West,"No, not limited at all",0.61621,3904,5888,0.60379,0.62863
2012,Rural regions,East,"Yes, strongly limited",0.13312,449,3953,0.12253,0.14372
2012,Rural regions,East,"Yes, somewhat limited",0.30280,1110,3953,0.28848,0.31713
2012,Rural regions,East,"No, not limited at all",0.56407,2394,3953,0.54861,0.57953
2013,Urban regions,West,"Yes, strongly limited",0.10034,1438,17893,0.09593,0.10474
2013,Urban regions,West,"Yes, somewhat limited",0.23309,3727,17893,0.22690,0.23929
2013,Urban regions,West,"No, not limited at all",0.66657,12728,17893,0.65966,0.67348
2013,Urban regions,East,"Yes, strongly limited",0.11259,185,2096,0.09906,0.12613
2013,Urban regions,East,"Yes, somewhat limited",0.25488,520,2096,0.23622,0.27354
2013,Urban regions,East,"No, not limited at all",0.63253,1391,2096,0.61188,0.65317
2013,Rural regions,West,"Yes, strongly limited",0.11095,525,6414,0.10326,0.11864
2013,Rural regions,West,"Yes, somewhat limited",0.24701,1433,6414,0.23645,0.25756
2013,Rural regions,West,"No, not limited at all",0.64204,4456,6414,0.63031,0.65377
2013,Rural regions,East,"Yes, strongly limited",0.11783,419,3931,0.10775,0.12791
2013,Rural regions,East,"Yes, somewhat limited",0.27725,1031,3931,0.26326,0.29125
2013,Rural regions,East,"No, not limited at all",0.60492,2481,3931,0.58963,0.62020
2015,Urban regions,West,"Yes, strongly limited",0.10848,1271,15350,0.10356,0.11340
2015,Urban regions,West,"Yes, somewhat limited",0.23862,3371,15350,0.23188,0.24536
2015,Urban regions,West,"No, not limited at all",0.65290,10708,15350,0.64537,0.66043
2015,Urban regions,East,"Yes, strongly limited",0.10825,174,1890,0.09424,0.12227
2015,Urban regions,East,"Yes, somewhat limited",0.25177,482,1890,0.23219,0.27134
2015,Urban regions,East,"No, not limited at all",0.63998,1234,1890,0.61833,0.66162
2015,Rural regions,West,"Yes, strongly limited",0.10166,472,5707,0.09381,0.10950
2015,Rural regions,West,"Yes, somewhat limited",0.25752,1293,5707,0.24618,0.26887
