year,sampreg,ple0009,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,West,"Yes, strongly limited",0.10377,1856,21022,0.09965,0.10790
2012,West,"Yes, somewhat limited",0.26129,5019,21022,0.25535,0.26723
2012,West,"No, not limited at all",0.63493,14147,21022,0.62843,0.64144
2012,East,"Yes, strongly limited",0.12671,649,6002,0.11830,0.13513
2012,East,"Yes, somewhat limited",0.29408,1654,6002,0.28255,0.30561
2012,East,"No, not limited at all",0.57921,3699,6002,0.56671,0.59170
2013,West,"Yes, strongly limited",0.10303,1963,24307,0.09921,0.10685
2013,West,"Yes, somewhat limited",0.23663,5160,24307,0.23129,0.24197
2013,West,"No, not limited at all",0.66034,17184,24307,0.65438,0.66629
2013,East,"Yes, strongly limited",0.11604,604,6027,0.10795,0.12412
2013,East,"Yes, somewhat limited",0.26959,1551,6027,0.25838,0.28079
2013,East,"No, not limited at all",0.61438,3872,6027,0.60209,0.62667
2015,West,"Yes, strongly limited",0.10676,1743,21057,0.10259,0.11093
2015,West,"Yes, somewhat limited",0.24338,4664,21057,0.23758,0.24918
2015,West,"No, not limited at all",0.64986,14650,21057,0.64341,0.65630
2015,East,"Yes, strongly limited",0.11763,555,5289,0.10895,0.12632
2015,East,"Yes, somewhat limited",0.28574,1431,5289,0.27356,0.29791
2015,East,"No, not limited at all",0.59663,3303,5289,0.58341,0.60985
2019,Does not apply,"No, not limited at all",0.62903,44,44,0.48464,0.77341
2019,West,"Yes, strongly limited",0.10368,1881,22885,0.09973,0.10763
2019,West,"Yes, somewhat limited",0.25560,5224,22885,0.24995,0.26126
2019,West,"No, not limited at all",0.64071,15780,22885,0.63450,0.64693
2019,East,"Yes, strongly limited",0.10700,560,5967,0.09916,0.11484
2019,East,"Yes, somewhat limited",0.31080,1683,5967,0.29905,0.32254
2019,East,"No, not limited at all",0.58220,3724,5967,0.56969,0.59472
2021,West,"Yes, strongly limited",0.09417,1146,15625,0.08959,0.09875
2021,West,"Yes, somewhat limited",0.24252,3385,15625,0.23580,0.24924
2021,West,"No, not limited at all",0.66330,11094,15625,0.65589,0.67071
2021,East,"Yes, strongly limited",0.09828,310,3896,0.08893,0.10763
2021,East,"Yes, somewhat limited",0.27857,1028,3896,0.26449,0.29265
2021,East,"No, not limited at all",0.62315,2558,3896,0.60793,0.63837
2022,West,"Yes, strongly limited",0.04122,86,1522,0.03123,0.05121
2022,West,"Yes, somewhat limited",0.12424,236,1522,0.10766,0.14081
2022,West,"No, not limited at all",0.83454,1200,1522,0.81587,0.85322
2022,East,"Yes, somewhat limited",0.10564,32,240,0.06667,0.14461
2022,East,"No, not limited at all",0.87396,208,240,0.83188,0.91604
