year,migback,regtyp,ple0009,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,No migration background,Urban regions,"Yes, strongly limited",0.10693,1282,13929,0.10180,0.11207
2012,No migration background,Urban regions,"Yes, somewhat limited",0.26959,3458,13929,0.26222,0.27696
2012,No migration background,Urban regions,"No, not limited at all",0.62347,9189,13929,0.61543,0.63152
2012,No migration background,Rural regions,"Yes, strongly limited",0.12502,900,8803,0.11811,0.13193
2012,No migration background,Rural regions,"Yes, somewhat limited",0.28721,2326,8803,0.27776,0.29666
2012,No migration background,Rural regions,"No, not limited at all",0.58777,5577,8803,0.57749,0.59806
2012,Direct migration background,Urban regions,"Yes, strongly limited",0.09828,196,2318,0.08616,0.11040
2012,Direct migration background,Urban regions,"Yes, somewhat limited",0.24174,504,2318,0.22431,0.25917
2012,Direct migration background,Urban regions,"No, not limited at all",0.65998,1618,2318,0.64069,0.67927
2012,Direct migration background,Rural regions,"Yes, strongly limited",0.09613,75,804,0.07574,0.11651
2012,Direct migration background,Rural regions,"Yes, somewhat limited",0.25245,192,804,0.22241,0.28250
2012,Direct migration background,Rural regions,"No, not limited at all",0.65142,537,804,0.61846,0.68438
2012,Indirect migration background,Urban regions,"Yes, strongly limited",0.03342,42,936,0.02190,0.04494
2012,Indirect migration background,Urban regions,"Yes, somewhat limited",0.16422,153,936,0.14047,0.18797
2012,Indirect migration background,Urban regions,"No, not limited at all",0.80236,741,936,0.77683,0.82789
2012,Indirect migration background,Rural regions,"Yes, somewhat limited",0.22119,40,224,0.16671,0.27566
2012,Indirect migration background,Rural regions,"No, not limited at all",0.72694,184,224,0.66847,0.78542
2013,No migration background,Urban regions,"Yes, strongly limited",0.10925,1193,13379,0.10397,0.11454
2013,No migration background,Urban regions,"Yes, somewhat limited",0.24889,3145,13379,0.24156,0.25622
2013,No migration background,Urban regions,"No, not limited at all",0.64186,9041,13379,0.63373,0.64998
2013,No migration background,Rural regions,"Yes, strongly limited",0.11793,828,8401,0.11103,0.12483
2013,No migration background,Rural regions,"Yes, somewhat limited",0.26420,2099,8401,0.25477,0.27363
2013,No migration background,Rural regions,"No, not limited at all",0.61787,5474,8401,0.60748,0.62826
2013,Direct migration background,Urban regions,"Yes, strongly limited",0.08847,376,4919,0.08054,0.09641
2013,Direct migration background,Urban regions,"Yes, somewhat limited",0.21018,868,4919,0.19880,0.22157
2013,Direct migration background,Urban regions,"No, not limited at all",0.70134,3675,4919,0.68855,0.71413
2013,Direct migration background,Rural regions,"Yes, strongly limited",0.08620,107,1599,0.07244,0.09996
2013,Direct migration background,Rural regions,"Yes, somewhat limited",0.23252,326,1599,0.21180,0.25323
2013,Direct migration background,Rural regions,"No, not limited at all",0.68129,1166,1599,0.65844,0.70413
2013,Indirect migration background,Urban regions,"Yes, strongly limited",0.03320,54,1691,0.02466,0.04174
2013,Indirect migration background,Urban regions,"Yes, somewhat limited",0.11983,234,1691,0.10435,0.13532
2013,Indirect migration background,Urban regions,"No, not limited at all",0.84697,1403,1691,0.82980,0.86413
2013,Indirect migration background,Rural regions,"Yes, somewhat limited",0.13744,39,336,0.10057,0.17431
2013,Indirect migration background,Rural regions,"No, not limited at all",0.80421,297,336,0.76172,0.84670
2015,No migration background,Urban regions,"Yes, strongly limited",0.11546,1083,11481,0.10961,0.12130
2015,No migration background,Urban regions,"Yes, somewhat limited",0.25355,2880,11481,0.24560,0.26151
2015,No migration background,Urban regions,"No, not limited at all",0.63099,7518,11481,0.62216,0.63982
2015,No migration background,Rural regions,"Yes, strongly limited",0.11318,734,7271,0.10590,0.12047
2015,No migration background,Rural regions,"Yes, somewhat limited",0.28598,1921,7271,0.27559,0.29637
2015,No migration background,Rural regions,"No, not limited at all",0.60083,4616,7271,0.58958,0.61209
2015,Direct migration background,Urban regions,"Yes, strongly limited",0.09544,307,4474,0.08683,0.10405
2015,Direct migration background,Urban regions,"Yes, somewhat limited",0.21908,794,4474,0.20696,0.23120
2015,Direct migration background,Urban regions,"No, not limited at all",0.68548,3373,4474,0.67187,0.69908
2015,Direct migration background,Rural regions,"Yes, strongly limited",0.10119,114,1537,0.08611,0.11627
2015,Direct migration background,Rural regions,"Yes, somewhat limited",0.20942,279,1537,0.18907,0.22977
2015,Direct migration background,Rural regions,"No, not limited at all",0.68939,1144,1537,0.66625,0.71253
2015,Indirect migration background,Urban regions,"Yes, strongly limited",0.05737,55,1285,0.04465,0.07008
2015,Indirect migration background,Urban regions,"Yes, somewhat limited",0.12656,179,1285,0.10837,0.14475
2015,Indirect migration background,Urban regions,"No, not limited at all",0.81608,1051,1285,0.79488,0.83727
2015,Indirect migration background,Rural regions,"Yes, somewhat limited",0.12680,42,293,0.08863,0.16497
2015,Indirect migration background,Rural regions,"No, not limited at all",0.86904,251,293,0.83035,0.90773
2019,No migration background,No answer / don't know,"Yes, strongly limited",0.09160,52,484,0.06587,0.11732
2019,No migration background,No answer / don't know,"Yes, somewhat limited",0.29564,160,484,0.25494,0.33634
2019,No migration background,No answer / don't know,"No, not limited at all",0.61276,272,484,0.56932,0.65621
2019,No migration background,Urban regions,"Yes, strongly limited",0.11093,1082,12113,0.10534,0.11653
2019,No migration background,Urban regions,"Yes, somewhat limited",0.25679,3037,12113,0.24901,0.26457
