year,bula_h,sex,ple0009,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Schleswig-Holstein,male,"Yes, strongly limited",0.10889,36,439,0.07971,0.13806
2012,Schleswig-Holstein,male,"Yes, somewhat limited",0.24949,98,439,0.20897,0.29002
2012,Schleswig-Holstein,male,"No, not limited at all",0.64162,305,439,0.59671,0.68653
2012,Schleswig-Holstein,female,"Yes, strongly limited",0.11604,56,532,0.08880,0.14328
2012,Schleswig-Holstein,female,"Yes, somewhat limited",0.33960,147,532,0.29931,0.37988
2012,Schleswig-Holstein,female,"No, not limited at all",0.54436,329,532,0.50200,0.58672
2012,Hamburg,male,"Yes, somewhat limited",0.21648,31,182,0.15648,0.27648
2012,Hamburg,male,"No, not limited at all",0.73379,151,182,0.66940,0.79818
2012,Hamburg,female,"Yes, somewhat limited",0.25195,53,221,0.19459,0.30932
2012,Hamburg,female,"No, not limited at all",0.65886,168,221,0.59621,0.72150
2012,Lower Saxony,male,"Yes, strongly limited",0.08853,89,1147,0.07208,0.10498
2012,Lower Saxony,male,"Yes, somewhat limited",0.27505,307,1147,0.24920,0.30091
2012,Lower Saxony,male,"No, not limited at all",0.63642,751,1147,0.60856,0.66427
2012,Lower Saxony,female,"Yes, strongly limited",0.12134,127,1385,0.10414,0.13855
2012,Lower Saxony,female,"Yes, somewhat limited",0.30849,403,1385,0.28415,0.33282
2012,Lower Saxony,female,"No, not limited at all",0.57017,855,1385,0.54409,0.59625
2012,Bremen,male,"No, not limited at all",0.61842,57,57,0.49119,0.74565
2012,Bremen,female,"No, not limited at all",0.70560,77,77,0.60313,0.80807
2012,North Rhine-Westphalia,male,"Yes, strongly limited",0.09147,215,2451,0.08005,0.10288
2012,North Rhine-Westphalia,male,"Yes, somewhat limited",0.23514,526,2451,0.21835,0.25194
2012,North Rhine-Westphalia,male,"No, not limited at all",0.67339,1710,2451,0.65482,0.69196
2012,North Rhine-Westphalia,female,"Yes, strongly limited",0.10986,269,2950,0.09857,0.12115
2012,North Rhine-Westphalia,female,"Yes, somewhat limited",0.27371,697,2950,0.25762,0.28981
2012,North Rhine-Westphalia,female,"No, not limited at all",0.61642,1984,2950,0.59887,0.63397
2012,Hesse,male,"Yes, strongly limited",0.10836,88,839,0.08731,0.12941
2012,Hesse,male,"Yes, somewhat limited",0.24693,175,839,0.21773,0.27612
2012,Hesse,male,"No, not limited at all",0.64471,576,839,0.61231,0.67712
2012,Hesse,female,"Yes, strongly limited",0.12240,93,1032,0.10240,0.14241
2012,Hesse,female,"Yes, somewhat limited",0.28921,281,1032,0.26153,0.31688
2012,Hesse,female,"No, not limited at all",0.58839,658,1032,0.55835,0.61843
