year,bula_h,pgisced97,ple0009,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Schleswig-Holstein,Lower Secondary Level,"Yes, somewhat limited",0.35670,37,99,0.26186,0.45154
2012,Schleswig-Holstein,Lower Secondary Level,"No, not limited at all",0.54502,62,99,0.44643,0.64361
2012,Schleswig-Holstein,Upper Secondary Level,"Yes, strongly limited",0.11461,56,502,0.08672,0.14251
2012,Schleswig-Holstein,Upper Secondary Level,"Yes, somewhat limited",0.27458,127,502,0.23550,0.31366
2012,Schleswig-Holstein,Upper Secondary Level,"No, not limited at all",0.61081,319,502,0.56812,0.65350
2012,Schleswig-Holstein,Post-secondary Non-tertiary Level,"No, not limited at all",0.56681,58,58,0.43817,0.69545
2012,Schleswig-Holstein,First Stage of Tertiary Education,"No, not limited at all",0.71654,50,50,0.59035,0.84273
2012,Schleswig-Holstein,Second Stage of Tertiary Education,"Yes, somewhat limited",0.30331,39,142,0.22743,0.37918
2012,Schleswig-Holstein,Second Stage of Tertiary Education,"No, not limited at all",0.53101,103,142,0.44863,0.61338
2012,Hamburg,Upper Secondary Level,"Yes, somewhat limited",0.27996,42,162,0.21060,0.34931
2012,Hamburg,Upper Secondary Level,"No, not limited at all",0.61966,120,162,0.54467,0.69465
2012,Hamburg,Post-secondary Non-tertiary Level,"No, not limited at all",0.78653,37,37,0.65268,0.92039
2012,Hamburg,Second Stage of Tertiary Education,"No, not limited at all",0.79463,109,109,0.71844,0.87082
2012,Lower Saxony,Pre-primary Level,"No, not limited at all",0.90812,42,42,0.81970,0.99654
2012,Lower Saxony,Lower Secondary Level,"Yes, strongly limited",0.12356,40,323,0.08761,0.15950
2012,Lower Saxony,Lower Secondary Level,"Yes, somewhat limited",0.39155,107,323,0.33824,0.44486
2012,Lower Saxony,Lower Secondary Level,"No, not limited at all",0.48489,176,323,0.43030,0.53948
2012,Lower Saxony,Upper Secondary Level,"Yes, strongly limited",0.12834,131,1301,0.11016,0.14652
2012,Lower Saxony,Upper Secondary Level,"Yes, somewhat limited",0.28392,367,1301,0.25941,0.30843
2012,Lower Saxony,Upper Secondary Level,"No, not limited at all",0.58774,803,1301,0.56098,0.61450
2012,Lower Saxony,Post-secondary Non-tertiary Level,"Yes, somewhat limited",0.20925,37,159,0.14582,0.27268
2012,Lower Saxony,Post-secondary Non-tertiary Level,"No, not limited at all",0.73506,122,159,0.66625,0.80388
2012,Lower Saxony,First Stage of Tertiary Education,"Yes, somewhat limited",0.28219,41,130,0.20453,0.35986
2012,Lower Saxony,First Stage of Tertiary Education,"No, not limited at all",0.63977,89,130,0.55692,0.72261
2012,Lower Saxony,Second Stage of Tertiary Education,"Yes, somewhat limited",0.28694,134,465,0.24578,0.32810
2012,Lower Saxony,Second Stage of Tertiary Education,"No, not limited at all",0.67489,331,465,0.63227,0.71751
2012,Bremen,Upper Secondary Level,"No, not limited at all",0.60319,53,53,0.47022,0.73617
2012,Bremen,Second Stage of Tertiary Education,"No, not limited at all",0.84984,50,50,0.74982,0.94987
2012,North Rhine-Westphalia,No answer / don't know,"No, not limited at all",0.82596,82,82,0.74339,0.90853
