year,age_gr,migback,ple0009,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,17-29 y.,No migration background,"Yes, strongly limited",0.01657,50,3009,0.01201,0.02114
2012,17-29 y.,No migration background,"Yes, somewhat limited",0.11483,352,3009,0.10344,0.12623
2012,17-29 y.,No migration background,"No, not limited at all",0.86859,2607,3009,0.85652,0.88067
2012,17-29 y.,Direct migration background,"Yes, somewhat limited",0.08089,44,382,0.05351,0.10826
2012,17-29 y.,Direct migration background,"No, not limited at all",0.90965,338,382,0.88086,0.93843
2012,17-29 y.,Indirect migration background,"Yes, somewhat limited",0.10917,52,484,0.08136,0.13699
2012,17-29 y.,Indirect migration background,"No, not limited at all",0.86447,432,484,0.83394,0.89499
2012,30-45 y.,No migration background,"Yes, strongly limited",0.03870,265,6967,0.03417,0.04323
2012,30-45 y.,No migration background,"Yes, somewhat limited",0.19396,1272,6967,0.18468,0.20325
2012,30-45 y.,No migration background,"No, not limited at all",0.76733,5430,6967,0.75741,0.77726
2012,30-45 y.,Direct migration background,"Yes, strongly limited",0.03006,51,1409,0.02114,0.03898
2012,30-45 y.,Direct migration background,"Yes, somewhat limited",0.14040,213,1409,0.12226,0.15855
2012,30-45 y.,Direct migration background,"No, not limited at all",0.82953,1145,1409,0.80989,0.84917
2012,30-45 y.,Indirect migration background,"Yes, somewhat limited",0.21415,95,514,0.17865,0.24965
2012,30-45 y.,Indirect migration background,"No, not limited at all",0.75516,419,514,0.71795,0.79237
2012,46-65 y.,No migration background,"Yes, strongly limited",0.11346,850,8067,0.10653,0.12038
2012,46-65 y.,No migration background,"Yes, somewhat limited",0.29796,2288,8067,0.28798,0.30794
2012,46-65 y.,No migration background,"No, not limited at all",0.58859,4929,8067,0.57785,0.59933
2012,46-65 y.,Direct migration background,"Yes, strongly limited",0.11219,106,917,0.09175,0.13263
2012,46-65 y.,Direct migration background,"Yes, somewhat limited",0.31971,297,917,0.28951,0.34991
2012,46-65 y.,Direct migration background,"No, not limited at all",0.56810,514,917,0.53602,0.60018
2012,46-65 y.,Indirect migration background,"Yes, somewhat limited",0.37642,45,116,0.28787,0.46497
2012,46-65 y.,Indirect migration background,"No, not limited at all",0.51702,71,116,0.42568,0.60835
2012,66 and older,No migration background,"Yes, strongly limited",0.23067,1017,4689,0.21861,0.24273
2012,66 and older,No migration background,"Yes, somewhat limited",0.40512,1872,4689,0.39107,0.41918
2012,66 and older,No migration background,"No, not limited at all",0.36421,1800,4689,0.35043,0.37798
2012,66 and older,Direct migration background,"Yes, strongly limited",0.25468,108,408,0.21235,0.29700
2012,66 and older,Direct migration background,"Yes, somewhat limited",0.40542,142,408,0.35772,0.45312
2012,66 and older,Direct migration background,"No, not limited at all",0.33990,158,408,0.29388,0.38592
2013,17-29 y.,No migration background,"Yes, strongly limited",0.02043,55,2891,0.01528,0.02559
2013,17-29 y.,No migration background,"Yes, somewhat limited",0.09785,325,2891,0.08702,0.10869
2013,17-29 y.,No migration background,"No, not limited at all",0.88171,2511,2891,0.86994,0.89349
2013,17-29 y.,Direct migration background,"Yes, somewhat limited",0.06686,79,1082,0.05197,0.08175
2013,17-29 y.,Direct migration background,"No, not limited at all",0.92559,1003,1082,0.90995,0.94124
2013,17-29 y.,Indirect migration background,"Yes, somewhat limited",0.07175,92,995,0.05571,0.08780
2013,17-29 y.,Indirect migration background,"No, not limited at all",0.90772,903,995,0.88973,0.92571
2013,30-45 y.,No migration background,"Yes, strongly limited",0.04235,242,6406,0.03741,0.04728
2013,30-45 y.,No migration background,"Yes, somewhat limited",0.15689,1096,6406,0.14799,0.16580
2013,30-45 y.,No migration background,"No, not limited at all",0.80076,5068,6406,0.79098,0.81054
2013,30-45 y.,Direct migration background,"Yes, strongly limited",0.04361,129,3059,0.03637,0.05085
2013,30-45 y.,Direct migration background,"Yes, somewhat limited",0.12697,428,3059,0.11516,0.13877
2013,30-45 y.,Direct migration background,"No, not limited at all",0.82942,2502,3059,0.81609,0.84275
2013,30-45 y.,Indirect migration background,"Yes, somewhat limited",0.14248,131,824,0.11860,0.16637
2013,30-45 y.,Indirect migration background,"No, not limited at all",0.81169,693,824,0.78498,0.83840
2013,46-65 y.,No migration background,"Yes, strongly limited",0.11739,850,7981,0.11033,0.12445
2013,46-65 y.,No migration background,"Yes, somewhat limited",0.27527,2098,7981,0.26547,0.28507
2013,46-65 y.,No migration background,"No, not limited at all",0.60734,5033,7981,0.59663,0.61806
2013,46-65 y.,Direct migration background,"Yes, strongly limited",0.12047,239,1915,0.10589,0.13506
2013,46-65 y.,Direct migration background,"Yes, somewhat limited",0.29159,514,1915,0.27123,0.31195
2013,46-65 y.,Direct migration background,"No, not limited at all",0.58794,1162,1915,0.56589,0.60999
2013,46-65 y.,Indirect migration background,"Yes, somewhat limited",0.32396,49,150,0.24881,0.39910
2013,46-65 y.,Indirect migration background,"No, not limited at all",0.57400,101,150,0.49460,0.65340
2013,66 and older,No migration background,"Yes, strongly limited",0.20949,874,4502,0.19760,0.22138
2013,66 and older,No migration background,"Yes, somewhat limited",0.38537,1725,4502,0.37116,0.39959
2013,66 and older,No migration background,"No, not limited at all",0.40513,1903,4502,0.39079,0.41948
2013,66 and older,Direct migration background,"Yes, strongly limited",0.21243,99,446,0.17442,0.25043
2013,66 and older,Direct migration background,"Yes, somewhat limited",0.42118,173,446,0.37530,0.46705
2013,66 and older,Direct migration background,"No, not limited at all",0.36639,174,446,0.32163,0.41116
2015,17-29 y.,No migration background,"Yes, strongly limited",0.01730,51,2517,0.01220,0.02239
2015,17-29 y.,No migration background,"Yes, somewhat limited",0.12660,328,2517,0.11361,0.13960
2015,17-29 y.,No migration background,"No, not limited at all",0.85610,2138,2517,0.84238,0.86981
2015,17-29 y.,Direct migration background,"Yes, somewhat limited",0.08037,91,1061,0.06400,0.09674
2015,17-29 y.,Direct migration background,"No, not limited at all",0.90922,970,1061,0.89193,0.92652
2015,17-29 y.,Indirect migration background,"Yes, somewhat limited",0.08690,73,788,0.06722,0.10658
2015,17-29 y.,Indirect migration background,"No, not limited at all",0.88584,715,788,0.86362,0.90806
2015,30-45 y.,No migration background,"Yes, strongly limited",0.04182,200,4758,0.03613,0.04751
2015,30-45 y.,No migration background,"Yes, somewhat limited",0.16729,814,4758,0.15668,0.17789
2015,30-45 y.,No migration background,"No, not limited at all",0.79090,3744,4758,0.77934,0.80245
2015,30-45 y.,Direct migration background,"Yes, strongly limited",0.03629,99,2835,0.02940,0.04317
2015,30-45 y.,Direct migration background,"Yes, somewhat limited",0.12718,369,2835,0.11492,0.13945
2015,30-45 y.,Direct migration background,"No, not limited at all",0.83653,2367,2835,0.82292,0.85015
2015,30-45 y.,Indirect migration background,"Yes, somewhat limited",0.13876,106,584,0.11070,0.16682
2015,30-45 y.,Indirect migration background,"No, not limited at all",0.81265,478,584,0.78097,0.84432
2015,46-65 y.,No migration background,"Yes, strongly limited",0.11879,727,7123,0.11128,0.12631
2015,46-65 y.,No migration background,"Yes, somewhat limited",0.27267,1942,7123,0.26233,0.28301
2015,46-65 y.,No migration background,"No, not limited at all",0.60853,4454,7123,0.59720,0.61987
2015,46-65 y.,Direct migration background,"Yes, strongly limited",0.14747,217,1664,0.13043,0.16451
2015,46-65 y.,Direct migration background,"Yes, somewhat limited",0.30036,437,1664,0.27833,0.32240
2015,46-65 y.,Direct migration background,"No, not limited at all",0.55217,1010,1664,0.52827,0.57607
2015,46-65 y.,Indirect migration background,"Yes, somewhat limited",0.30233,41,147,0.22783,0.37683
2015,46-65 y.,Indirect migration background,"No, not limited at all",0.53250,106,147,0.45156,0.61343
2015,66 and older,No migration background,"Yes, strongly limited",0.21164,839,4354,0.19950,0.22377
2015,66 and older,No migration background,"Yes, somewhat limited",0.39556,1717,4354,0.38103,0.41009
2015,66 and older,No migration background,"No, not limited at all",0.39280,1798,4354,0.37829,0.40731
2015,66 and older,Direct migration background,"Yes, strongly limited",0.22209,87,433,0.18289,0.26129
2015,66 and older,Direct migration background,"Yes, somewhat limited",0.39387,176,433,0.34780,0.43995
2015,66 and older,Direct migration background,"No, not limited at all",0.38404,170,433,0.33817,0.42990
2019,17-29 y.,No migration background,"Yes, strongly limited",0.02706,87,2677,0.02091,0.03320
2019,17-29 y.,No migration background,"Yes, somewhat limited",0.14486,388,2677,0.13153,0.15820
2019,17-29 y.,No migration background,"No, not limited at all",0.82808,2202,2677,0.81379,0.84238
2019,17-29 y.,Direct migration background,"Yes, somewhat limited",0.10915,106,1402,0.09282,0.12548
