"ple0009","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, stark eingeschraenkt","2011","(noch) kein Abschluss","Staedtischer Raum","30","0.108482865022568","0.0778915421198871","0.139074187925249"
"Ja, stark eingeschraenkt","2011","(noch) kein Abschluss","Laendlicher Raum","13","","",""
"Ja, stark eingeschraenkt","2011","Hauptschule","Staedtischer Raum","691","0.169517309561411","0.158434597085357","0.180600022037466"
"Ja, stark eingeschraenkt","2011","Hauptschule","Laendlicher Raum","441","0.16407044978136","0.150031046965491","0.178109852597229"
"Ja, stark eingeschraenkt","2011","Realschule","Staedtischer Raum","235","0.0830852684457796","0.0733987682291436","0.0927717686624156"
"Ja, stark eingeschraenkt","2011","Realschule","Laendlicher Raum","200","0.083874994555112","0.0726936580308706","0.0950563310793535"
"Ja, stark eingeschraenkt","2011","(Fach-)Abitur","Staedtischer Raum","97","0.0541067674086319","0.0436207352106176","0.0645927996066461"
"Ja, stark eingeschraenkt","2011","(Fach-)Abitur","Laendlicher Raum","31","0.0508626845757437","0.0338667621391502","0.0678586070123371"
"Ja, stark eingeschraenkt","2011","AkademikerIn","Staedtischer Raum","165","0.0529626206271996","0.0451956988974426","0.0607295423569566"
"Ja, stark eingeschraenkt","2011","AkademikerIn","Laendlicher Raum","105","0.086612947221906","0.0716479375728566","0.101577956870955"
"Ja, etwas eingeschraenkt","2011","(noch) kein Abschluss","Staedtischer Raum","67","0.204557156165296","0.164877795510542","0.244236516820051"
"Ja, etwas eingeschraenkt","2011","(noch) kein Abschluss","Laendlicher Raum","31","0.217342795422128","0.154026906750272","0.280658684093983"
"Ja, etwas eingeschraenkt","2011","Hauptschule","Staedtischer Raum","1188","0.275544086362818","0.262347084542253","0.288741088183382"
"Ja, etwas eingeschraenkt","2011","Hauptschule","Laendlicher Raum","701","0.274168980747344","0.257257737647958","0.291080223846729"
"Ja, etwas eingeschraenkt","2011","Realschule","Staedtischer Raum","587","0.191269819801166","0.177467075164814","0.205072564437517"
"Ja, etwas eingeschraenkt","2011","Realschule","Laendlicher Raum","458","0.209998553351795","0.193569134856328","0.226427971847262"
"Ja, etwas eingeschraenkt","2011","(Fach-)Abitur","Staedtischer Raum","274","0.164694013283059","0.147502027746282","0.181885998819835"
"Ja, etwas eingeschraenkt","2011","(Fach-)Abitur","Laendlicher Raum","105","0.136269624965384","0.109731563005147","0.16280768692562"
"Ja, etwas eingeschraenkt","2011","AkademikerIn","Staedtischer Raum","593","0.193540107036501","0.179838941594237","0.207241272478765"
"Ja, etwas eingeschraenkt","2011","AkademikerIn","Laendlicher Raum","296","0.225435779925245","0.203202767743894","0.247668792106596"
"Nein, nicht eingeschraenkt","2011","(noch) kein Abschluss","Staedtischer Raum","300","0.686959978812135","0.641343843520405","0.732576114103866"
"Nein, nicht eingeschraenkt","2011","(noch) kein Abschluss","Laendlicher Raum","119","0.674377476625338","0.602438701985601","0.746316251265076"
"Nein, nicht eingeschraenkt","2011","Hauptschule","Staedtischer Raum","2524","0.554938604075771","0.540259275898611","0.569617932252931"
"Nein, nicht eingeschraenkt","2011","Hauptschule","Laendlicher Raum","1531","0.561760569471296","0.542950952014626","0.580570186927967"
"Nein, nicht eingeschraenkt","2011","Realschule","Staedtischer Raum","2297","0.725644911753055","0.709986093249704","0.741303730256406"
"Nein, nicht eingeschraenkt","2011","Realschule","Laendlicher Raum","1703","0.706126452093093","0.687751695871518","0.724501208314668"
"Nein, nicht eingeschraenkt","2011","(Fach-)Abitur","Staedtischer Raum","1417","0.78119921930831","0.762035947141698","0.800362491474921"
"Nein, nicht eingeschraenkt","2011","(Fach-)Abitur","Laendlicher Raum","506","0.812867690458873","0.782698413867852","0.843036967049894"
"Nein, nicht eingeschraenkt","2011","AkademikerIn","Staedtischer Raum","2436","0.7534972723363","0.73855101890268","0.76844352576992"
"Nein, nicht eingeschraenkt","2011","AkademikerIn","Laendlicher Raum","956","0.687951272852849","0.6632994967771","0.712603048928598"
"Ja, stark eingeschraenkt","2012","(noch) kein Abschluss","Staedtischer Raum","54","0.134847935663918","0.10724038973351","0.162455481594327"
"Ja, stark eingeschraenkt","2012","(noch) kein Abschluss","Laendlicher Raum","30","0.155931183013126","0.114176565761437","0.197685800264815"
"Ja, stark eingeschraenkt","2012","Hauptschule","Staedtischer Raum","799","0.169195416838837","0.158938751198346","0.179452082479328"
"Ja, stark eingeschraenkt","2012","Hauptschule","Laendlicher Raum","519","0.175053012392756","0.162103209580411","0.188002815205101"
"Ja, stark eingeschraenkt","2012","Realschule","Staedtischer Raum","309","0.0761356094357417","0.0681271240080276","0.0841440948634558"
"Ja, stark eingeschraenkt","2012","Realschule","Laendlicher Raum","255","0.0879224657326531","0.078334495303016","0.0975104361622903"
"Ja, stark eingeschraenkt","2012","(Fach-)Abitur","Staedtischer Raum","131","0.0539218362355021","0.0451016073918685","0.0627420650791356"
"Ja, stark eingeschraenkt","2012","(Fach-)Abitur","Laendlicher Raum","46","0.0512986083364276","0.0375148356509608","0.0650823810218945"
"Ja, stark eingeschraenkt","2012","AkademikerIn","Staedtischer Raum","205","0.0566782012875542","0.0497662235083518","0.0635901790667566"
"Ja, stark eingeschraenkt","2012","AkademikerIn","Laendlicher Raum","122","0.086393110187","0.0732001195794312","0.0995861007945689"
"Ja, etwas eingeschraenkt","2012","(noch) kein Abschluss","Staedtischer Raum","104","0.218414972205224","0.185019410969106","0.251810533441343"
"Ja, etwas eingeschraenkt","2012","(noch) kein Abschluss","Laendlicher Raum","65","0.238090503625831","0.189070671207981","0.287110336043682"
"Ja, etwas eingeschraenkt","2012","Hauptschule","Staedtischer Raum","1521","0.322049105657533","0.309266404771127","0.334831806543939"
"Ja, etwas eingeschraenkt","2012","Hauptschule","Laendlicher Raum","1017","0.329668308145858","0.313648813322538","0.345687802969177"
"Ja, etwas eingeschraenkt","2012","Realschule","Staedtischer Raum","1024","0.265481351582854","0.252147034301734","0.278815668863974"
"Ja, etwas eingeschraenkt","2012","Realschule","Laendlicher Raum","805","0.261525873654769","0.246646458896625","0.276405288412912"
"Ja, etwas eingeschraenkt","2012","(Fach-)Abitur","Staedtischer Raum","480","0.200001605471662","0.18438109199319","0.215622118950135"
