year,pgisced97,sex,ple0009,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,No answer / don't know,male,"No, not limited at all",0.81628,175,175,0.75874,0.87382
2012,No answer / don't know,female,"Yes, somewhat limited",0.24911,45,181,0.18593,0.31230
2012,No answer / don't know,female,"No, not limited at all",0.64329,136,181,0.57331,0.71327
2012,Pre-primary Level,male,"No, not limited at all",0.90787,200,200,0.86769,0.94805
2012,Pre-primary Level,female,"Yes, somewhat limited",0.12363,33,244,0.08224,0.16501
2012,Pre-primary Level,female,"No, not limited at all",0.86951,211,244,0.82716,0.91186
2012,Primary Level,male,"Yes, somewhat limited",0.31511,34,128,0.23431,0.39591
2012,Primary Level,male,"No, not limited at all",0.52621,94,128,0.43937,0.61306
2012,Primary Level,female,"Yes, strongly limited",0.29394,43,223,0.23401,0.35386
2012,Primary Level,female,"Yes, somewhat limited",0.34038,68,223,0.27805,0.40271
2012,Primary Level,female,"No, not limited at all",0.36568,112,223,0.30233,0.42904
2012,Lower Secondary Level,male,"Yes, strongly limited",0.10212,100,948,0.08284,0.12141
2012,Lower Secondary Level,male,"Yes, somewhat limited",0.23386,197,948,0.20690,0.26082
2012,Lower Secondary Level,male,"No, not limited at all",0.66402,651,948,0.63393,0.69410
2012,Lower Secondary Level,female,"Yes, strongly limited",0.19776,317,1876,0.17973,0.21579
2012,Lower Secondary Level,female,"Yes, somewhat limited",0.34073,600,1876,0.31928,0.36219
2012,Lower Secondary Level,female,"No, not limited at all",0.46151,959,1876,0.43894,0.48407
2012,Upper Secondary Level,male,"Yes, strongly limited",0.11641,656,5874,0.10821,0.12461
2012,Upper Secondary Level,male,"Yes, somewhat limited",0.26619,1477,5874,0.25489,0.27749
2012,Upper Secondary Level,male,"No, not limited at all",0.61740,3741,5874,0.60497,0.62983
2012,Upper Secondary Level,female,"Yes, strongly limited",0.12224,744,7349,0.11475,0.12973
2012,Upper Secondary Level,female,"Yes, somewhat limited",0.29552,1951,7349,0.28508,0.30595
2012,Upper Secondary Level,female,"No, not limited at all",0.58225,4654,7349,0.57097,0.59352
2012,Post-secondary Non-tertiary Level,male,"Yes, strongly limited",0.07565,36,656,0.05540,0.09591
2012,Post-secondary Non-tertiary Level,male,"Yes, somewhat limited",0.21330,127,656,0.18193,0.24467
2012,Post-secondary Non-tertiary Level,male,"No, not limited at all",0.71105,493,656,0.67633,0.74576
2012,Post-secondary Non-tertiary Level,female,"Yes, strongly limited",0.05303,72,1284,0.04077,0.06530
