year,age_gr,pgisced97,ple0009,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,17-29 y.,No answer / don't know,"Yes, somewhat limited",0.13891,44,327,0.10136,0.17645
2012,17-29 y.,No answer / don't know,"No, not limited at all",0.82359,283,327,0.78221,0.86496
2012,17-29 y.,Pre-primary Level,"Yes, somewhat limited",0.09919,51,462,0.07191,0.12648
2012,17-29 y.,Pre-primary Level,"No, not limited at all",0.88859,411,462,0.85987,0.91731
2012,17-29 y.,Primary Level,"No, not limited at all",0.68428,65,65,0.57041,0.79816
2012,17-29 y.,Lower Secondary Level,"Yes, somewhat limited",0.12748,100,727,0.10322,0.15175
2012,17-29 y.,Lower Secondary Level,"No, not limited at all",0.85913,627,727,0.83382,0.88443
2012,17-29 y.,Upper Secondary Level,"Yes, somewhat limited",0.11130,175,1614,0.09595,0.12665
2012,17-29 y.,Upper Secondary Level,"No, not limited at all",0.87490,1439,1614,0.85875,0.89104
2012,17-29 y.,Post-secondary Non-tertiary Level,"No, not limited at all",0.87262,205,205,0.82687,0.91838
2012,17-29 y.,First Stage of Tertiary Education,"No, not limited at all",0.91631,42,42,0.83154,1.00108
2012,17-29 y.,Second Stage of Tertiary Education,"No, not limited at all",0.92970,305,305,0.90096,0.95844
2012,30-45 y.,Primary Level,"Yes, somewhat limited",0.27707,34,138,0.20213,0.35201
2012,30-45 y.,Primary Level,"No, not limited at all",0.62627,104,138,0.54525,0.70728
2012,30-45 y.,Lower Secondary Level,"Yes, strongly limited",0.06815,43,672,0.04908,0.08722
2012,30-45 y.,Lower Secondary Level,"Yes, somewhat limited",0.24051,163,672,0.20817,0.27285
2012,30-45 y.,Lower Secondary Level,"No, not limited at all",0.69134,466,672,0.65638,0.72629
2012,30-45 y.,Upper Secondary Level,"Yes, strongly limited",0.04517,198,4245,0.03893,0.05142
2012,30-45 y.,Upper Secondary Level,"Yes, somewhat limited",0.20814,806,4245,0.19593,0.22036
2012,30-45 y.,Upper Secondary Level,"No, not limited at all",0.74668,3241,4245,0.73360,0.75977
2012,30-45 y.,Post-secondary Non-tertiary Level,"Yes, somewhat limited",0.17431,167,970,0.15042,0.19820
2012,30-45 y.,Post-secondary Non-tertiary Level,"No, not limited at all",0.79714,803,970,0.77182,0.82246
2012,30-45 y.,First Stage of Tertiary Education,"Yes, somewhat limited",0.15135,92,562,0.12169,0.18101
2012,30-45 y.,First Stage of Tertiary Education,"No, not limited at all",0.82466,470,562,0.79319,0.85613
2012,30-45 y.,Second Stage of Tertiary Education,"Yes, strongly limited",0.01721,35,2232,0.01181,0.02261
2012,30-45 y.,Second Stage of Tertiary Education,"Yes, somewhat limited",0.13813,305,2232,0.12381,0.15245
2012,30-45 y.,Second Stage of Tertiary Education,"No, not limited at all",0.84466,1892,2232,0.82963,0.85969
2012,46-65 y.,Lower Secondary Level,"Yes, strongly limited",0.17159,127,614,0.14175,0.20144
2012,46-65 y.,Lower Secondary Level,"Yes, somewhat limited",0.33758,203,614,0.30015,0.37502
2012,46-65 y.,Lower Secondary Level,"No, not limited at all",0.49082,284,614,0.45125,0.53040
2012,46-65 y.,Upper Secondary Level,"Yes, strongly limited",0.12910,579,4720,0.11953,0.13867
2012,46-65 y.,Upper Secondary Level,"Yes, somewhat limited",0.31321,1437,4720,0.29998,0.32645
2012,46-65 y.,Upper Secondary Level,"No, not limited at all",0.55769,2704,4720,0.54352,0.57186
2012,46-65 y.,Post-secondary Non-tertiary Level,"Yes, strongly limited",0.07030,46,588,0.04962,0.09098
2012,46-65 y.,Post-secondary Non-tertiary Level,"Yes, somewhat limited",0.33859,162,588,0.30031,0.37687
2012,46-65 y.,Post-secondary Non-tertiary Level,"No, not limited at all",0.59111,380,588,0.55134,0.63088
2012,46-65 y.,First Stage of Tertiary Education,"Yes, strongly limited",0.08017,61,760,0.06085,0.09949
2012,46-65 y.,First Stage of Tertiary Education,"Yes, somewhat limited",0.26735,215,760,0.23587,0.29884
2012,46-65 y.,First Stage of Tertiary Education,"No, not limited at all",0.65248,484,760,0.61860,0.68635
2012,46-65 y.,Second Stage of Tertiary Education,"Yes, strongly limited",0.06254,137,2348,0.05274,0.07233
2012,46-65 y.,Second Stage of Tertiary Education,"Yes, somewhat limited",0.25664,581,2348,0.23897,0.27431
