year,migback,quintil_oecd,ple0009,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,No migration background,1st Quintile,"Yes, strongly limited",0.18526,558,3859,0.17300,0.19752
2012,No migration background,1st Quintile,"Yes, somewhat limited",0.31776,1055,3859,0.30307,0.33245
2012,No migration background,1st Quintile,"No, not limited at all",0.49698,2246,3859,0.48120,0.51276
2012,No migration background,2nd Quintile,"Yes, strongly limited",0.15125,446,3906,0.14001,0.16249
2012,No migration background,2nd Quintile,"Yes, somewhat limited",0.30190,1048,3906,0.28750,0.31630
2012,No migration background,2nd Quintile,"No, not limited at all",0.54685,2412,3906,0.53124,0.56247
2012,No migration background,3rd Quintile,"Yes, strongly limited",0.10731,379,4088,0.09782,0.11680
2012,No migration background,3rd Quintile,"Yes, somewhat limited",0.28307,1059,4088,0.26926,0.29688
2012,No migration background,3rd Quintile,"No, not limited at all",0.60961,2650,4088,0.59466,0.62457
2012,No migration background,4th Quintile,"Yes, strongly limited",0.08374,299,4176,0.07533,0.09214
2012,No migration background,4th Quintile,"Yes, somewhat limited",0.26777,983,4176,0.25433,0.28120
2012,No migration background,4th Quintile,"No, not limited at all",0.64850,2894,4176,0.63402,0.66298
2012,No migration background,5th Quintile,"Yes, strongly limited",0.06080,248,4686,0.05396,0.06765
2012,No migration background,5th Quintile,"Yes, somewhat limited",0.23075,1076,4686,0.21869,0.24282
2012,No migration background,5th Quintile,"No, not limited at all",0.70844,3362,4686,0.69543,0.72146
2012,Direct migration background,1st Quintile,"Yes, strongly limited",0.14398,110,1046,0.12269,0.16526
2012,Direct migration background,1st Quintile,"Yes, somewhat limited",0.27793,232,1046,0.25077,0.30510
2012,Direct migration background,1st Quintile,"No, not limited at all",0.57809,704,1046,0.54815,0.60803
2012,Direct migration background,2nd Quintile,"Yes, strongly limited",0.11840,62,680,0.09410,0.14271
2012,Direct migration background,2nd Quintile,"Yes, somewhat limited",0.25023,155,680,0.21765,0.28281
2012,Direct migration background,2nd Quintile,"No, not limited at all",0.63136,463,680,0.59508,0.66765
2012,Direct migration background,3rd Quintile,"Yes, strongly limited",0.08390,37,441,0.05799,0.10980
2012,Direct migration background,3rd Quintile,"Yes, somewhat limited",0.22975,94,441,0.19044,0.26906
2012,Direct migration background,3rd Quintile,"No, not limited at all",0.68635,310,441,0.64300,0.72970
2012,Direct migration background,4th Quintile,"Yes, somewhat limited",0.21009,71,318,0.16524,0.25493
2012,Direct migration background,4th Quintile,"No, not limited at all",0.72777,247,318,0.67877,0.77677
2012,Direct migration background,5th Quintile,"Yes, somewhat limited",0.24189,60,261,0.18983,0.29394
2012,Direct migration background,5th Quintile,"No, not limited at all",0.72106,201,261,0.66655,0.77558
2012,Indirect migration background,1st Quintile,"Yes, somewhat limited",0.13414,52,305,0.09583,0.17245
2012,Indirect migration background,1st Quintile,"No, not limited at all",0.79820,253,305,0.75308,0.84332
2012,Indirect migration background,2nd Quintile,"Yes, somewhat limited",0.16214,36,232,0.11461,0.20967
2012,Indirect migration background,2nd Quintile,"No, not limited at all",0.78510,196,232,0.73213,0.83807
2012,Indirect migration background,3rd Quintile,"Yes, somewhat limited",0.15981,33,177,0.10567,0.21394
2012,Indirect migration background,3rd Quintile,"No, not limited at all",0.83017,144,177,0.77470,0.88565
2012,Indirect migration background,4th Quintile,"No, not limited at all",0.83072,135,135,0.76722,0.89421
2012,Indirect migration background,5th Quintile,"No, not limited at all",0.75689,131,131,0.68315,0.83063
2013,No migration background,1st Quintile,"Yes, strongly limited",0.18017,557,3822,0.16798,0.19236
2013,No migration background,1st Quintile,"Yes, somewhat limited",0.28869,1002,3822,0.27432,0.30306
2013,No migration background,1st Quintile,"No, not limited at all",0.53114,2263,3822,0.51532,0.54696
2013,No migration background,2nd Quintile,"Yes, strongly limited",0.15666,483,4229,0.14570,0.16762
2013,No migration background,2nd Quintile,"Yes, somewhat limited",0.28426,1109,4229,0.27066,0.29786
2013,No migration background,2nd Quintile,"No, not limited at all",0.55908,2637,4229,0.54411,0.57405
2013,No migration background,3rd Quintile,"Yes, strongly limited",0.11625,409,4175,0.10652,0.12597
2013,No migration background,3rd Quintile,"Yes, somewhat limited",0.25401,1068,4175,0.24080,0.26722
2013,No migration background,3rd Quintile,"No, not limited at all",0.62974,2698,4175,0.61509,0.64439
2013,No migration background,4th Quintile,"Yes, strongly limited",0.07961,300,4312,0.07153,0.08769
2013,No migration background,4th Quintile,"Yes, somewhat limited",0.24489,963,4312,0.23206,0.25773
2013,No migration background,4th Quintile,"No, not limited at all",0.67550,3049,4312,0.66152,0.68947
2013,No migration background,5th Quintile,"Yes, strongly limited",0.05944,255,4915,0.05283,0.06605
2013,No migration background,5th Quintile,"Yes, somewhat limited",0.21752,1043,4915,0.20599,0.22906
2013,No migration background,5th Quintile,"No, not limited at all",0.72304,3617,4915,0.71053,0.73555
2013,Direct migration background,1st Quintile,"Yes, strongly limited",0.15450,110,987,0.13194,0.17706
2013,Direct migration background,1st Quintile,"Yes, somewhat limited",0.31502,237,987,0.28602,0.34402
2013,Direct migration background,1st Quintile,"No, not limited at all",0.53048,640,987,0.49933,0.56163
2013,Direct migration background,2nd Quintile,"Yes, strongly limited",0.10119,65,719,0.07913,0.12325
2013,Direct migration background,2nd Quintile,"Yes, somewhat limited",0.26713,165,719,0.23477,0.29950
2013,Direct migration background,2nd Quintile,"No, not limited at all",0.63168,489,719,0.59640,0.66696
2013,Direct migration background,3rd Quintile,"Yes, strongly limited",0.09453,40,464,0.06788,0.12118
2013,Direct migration background,3rd Quintile,"Yes, somewhat limited",0.25581,102,464,0.21607,0.29555
2013,Direct migration background,3rd Quintile,"No, not limited at all",0.64966,322,464,0.60620,0.69312
2013,Direct migration background,4th Quintile,"Yes, somewhat limited",0.25445,71,298,0.20491,0.30398
2013,Direct migration background,4th Quintile,"No, not limited at all",0.63272,227,298,0.57789,0.68755
2013,Direct migration background,5th Quintile,"Yes, somewhat limited",0.16377,51,310,0.12251,0.20503
2013,Direct migration background,5th Quintile,"No, not limited at all",0.78527,259,310,0.73948,0.83106
2013,Indirect migration background,1st Quintile,"Yes, somewhat limited",0.12160,47,294,0.08417,0.15902
2013,Indirect migration background,1st Quintile,"No, not limited at all",0.82992,247,294,0.78690,0.87294
2013,Indirect migration background,2nd Quintile,"Yes, somewhat limited",0.09308,36,244,0.05655,0.12961
2013,Indirect migration background,2nd Quintile,"No, not limited at all",0.84038,208,244,0.79433,0.88643
2013,Indirect migration background,3rd Quintile,"No, not limited at all",0.81147,165,165,0.75160,0.87133
2013,Indirect migration background,4th Quintile,"No, not limited at all",0.81146,145,145,0.74757,0.87534
2013,Indirect migration background,5th Quintile,"Yes, somewhat limited",0.17016,32,187,0.11616,0.22416
2013,Indirect migration background,5th Quintile,"No, not limited at all",0.81465,155,187,0.75880,0.87049
2015,No migration background,1st Quintile,"Yes, strongly limited",0.18623,467,2968,0.17222,0.20024
2015,No migration background,1st Quintile,"Yes, somewhat limited",0.31086,858,2968,0.29420,0.32751
2015,No migration background,1st Quintile,"No, not limited at all",0.50292,1643,2968,0.48493,0.52091
2015,No migration background,2nd Quintile,"Yes, strongly limited",0.16806,492,3731,0.15606,0.18006
2015,No migration background,2nd Quintile,"Yes, somewhat limited",0.30844,1079,3731,0.29362,0.32326
2015,No migration background,2nd Quintile,"No, not limited at all",0.52350,2160,3731,0.50747,0.53953
2015,No migration background,3rd Quintile,"Yes, strongly limited",0.11277,340,3683,0.10255,0.12299
2015,No migration background,3rd Quintile,"Yes, somewhat limited",0.27748,963,3683,0.26302,0.29194
2015,No migration background,3rd Quintile,"No, not limited at all",0.60975,2380,3683,0.59399,0.62551
2015,No migration background,4th Quintile,"Yes, strongly limited",0.08200,291,3918,0.07341,0.09059
2015,No migration background,4th Quintile,"Yes, somewhat limited",0.24199,921,3918,0.22858,0.25540
2015,No migration background,4th Quintile,"No, not limited at all",0.67601,2706,3918,0.66135,0.69067
2015,No migration background,5th Quintile,"Yes, strongly limited",0.05918,223,4357,0.05217,0.06618
2015,No migration background,5th Quintile,"Yes, somewhat limited",0.21228,963,4357,0.20013,0.22442
2015,No migration background,5th Quintile,"No, not limited at all",0.72855,3171,4357,0.71534,0.74176
2015,Direct migration background,1st Quintile,"Yes, strongly limited",0.17494,204,1599,0.15631,0.19357
2015,Direct migration background,1st Quintile,"Yes, somewhat limited",0.26895,390,1599,0.24720,0.29069
2015,Direct migration background,1st Quintile,"No, not limited at all",0.55612,1005,1599,0.53176,0.58048
2015,Direct migration background,2nd Quintile,"Yes, strongly limited",0.09141,89,1133,0.07462,0.10820
2015,Direct migration background,2nd Quintile,"Yes, somewhat limited",0.22952,227,1133,0.20502,0.25402
2015,Direct migration background,2nd Quintile,"No, not limited at all",0.67907,817,1133,0.65188,0.70627
2015,Direct migration background,3rd Quintile,"Yes, strongly limited",0.06993,45,811,0.05237,0.08750
2015,Direct migration background,3rd Quintile,"Yes, somewhat limited",0.21731,150,811,0.18891,0.24572
2015,Direct migration background,3rd Quintile,"No, not limited at all",0.71275,616,811,0.68159,0.74392
2015,Direct migration background,4th Quintile,"Yes, somewhat limited",0.24988,100,481,0.21114,0.28861
2015,Direct migration background,4th Quintile,"No, not limited at all",0.68929,381,481,0.64789,0.73070
2015,Direct migration background,5th Quintile,"Yes, somewhat limited",0.15754,72,428,0.12298,0.19209
2015,Direct migration background,5th Quintile,"No, not limited at all",0.78954,356,428,0.75087,0.82820
2015,Indirect migration background,1st Quintile,"Yes, somewhat limited",0.12438,80,457,0.09409,0.15467
2015,Indirect migration background,1st Quintile,"No, not limited at all",0.81180,377,457,0.77593,0.84768
2015,Indirect migration background,2nd Quintile,"Yes, somewhat limited",0.14647,45,330,0.10827,0.18468
2015,Indirect migration background,2nd Quintile,"No, not limited at all",0.80573,285,330,0.76298,0.84848
2015,Indirect migration background,3rd Quintile,"Yes, somewhat limited",0.11092,35,261,0.07275,0.14910
2015,Indirect migration background,3rd Quintile,"No, not limited at all",0.82754,226,261,0.78162,0.87346
2015,Indirect migration background,4th Quintile,"Yes, somewhat limited",0.10651,31,253,0.06842,0.14459
2015,Indirect migration background,4th Quintile,"No, not limited at all",0.86696,222,253,0.82503,0.90889
2015,Indirect migration background,5th Quintile,"No, not limited at all",0.82470,158,158,0.76523,0.88418
2019,No migration background,1st Quintile,"Yes, strongly limited",0.18357,437,2702,0.16897,0.19817
2019,No migration background,1st Quintile,"Yes, somewhat limited",0.30906,806,2702,0.29164,0.32649
2019,No migration background,1st Quintile,"No, not limited at all",0.50737,1459,2702,0.48851,0.52622
2019,No migration background,2nd Quintile,"Yes, strongly limited",0.14822,443,3459,0.13637,0.16006
