syear,bula_h,regtyp,ple0009,proportion,n,lower_confidence,upper_confidence
2011,Nordrhein-Westfalen,Urban regions,3.0,0.13556192604829698,28898,0.1316150091107761,0.13950884298581787
2011,Baden-Wuerttemberg,Urban regions,3.0,0.07754725232010107,28898,0.07446351448284433,0.08063099015735781
2011,Bayern,Rural regions,3.0,0.05660560711335698,28898,0.053941212483392335,0.05927000174332162
2011,Bayern,Urban regions,3.0,0.0496088625431223,28898,0.047105331380701734,0.05211239370554287
2011,Hessen,Urban regions,3.0,0.039162334191730236,28898,0.03692576945964917,0.0413988989238113
2011,Nordrhein-Westfalen,Urban regions,2.0,0.038773626160050534,28898,0.036547738578534925,0.04099951374156614
2011,Niedersachsen,Rural regions,3.0,0.03493513434721345,28898,0.032818081792428254,0.03705218690199865
2011,Niedersachsen,Urban regions,3.0,0.029055925368057917,28898,0.027119340020906827,0.030992510715209007
2011,"Rheinland-Pfalz,Saarland",Urban regions,3.0,0.027889801273018804,28898,0.025991336086451718,0.02978826645958589
2011,Berlin,Urban regions,3.0,0.025800495602740392,28898,0.023972563103443763,0.02762842810203702
2011,Brandenburg,Rural regions,3.0,0.024440017491861424,28898,0.02265968989945041,0.02622034508427244
2011,Sachsen,Urban regions,3.0,0.0234196589087022,28898,0.021675980260453146,0.025163337556951253
2011,Sachsen,Rural regions,3.0,0.021767649774063456,28898,0.02008517345935906,0.023450126088767852
2011,Sachsen-Anhalt,Rural regions,3.0,0.020990233710704048,28898,0.01933741840026738,0.022643049021140716
2011,Baden-Wuerttemberg,Urban regions,2.0,0.020504348671104417,28898,0.018870369849493245,0.02213832749271559
2011,Thueringen,Rural regions,3.0,0.019192459064185412,28898,0.01761055774724854,0.020774360381122285
2011,Nordrhein-Westfalen,Urban regions,1.0,0.018269277488946117,28898,0.016725164574839746,0.019813390403052487
2011,Bayern,Urban regions,2.0,0.016082794810747775,28898,0.014632413429597714,0.01753317619189784
2011,Bayern,Rural regions,2.0,0.01564549827510811,28898,0.014214653099937889,0.017076343450278333
