year,pgisced97,quintil_oecd,ple0009,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,No answer / don't know,1st Quintile,"No, not limited at all",0.69796,120,120,0.61547,0.78046
2012,No answer / don't know,2nd Quintile,"No, not limited at all",0.65933,49,49,0.52525,0.79341
2012,No answer / don't know,3rd Quintile,"No, not limited at all",0.89359,58,58,0.81353,0.97364
2012,No answer / don't know,4th Quintile,"No, not limited at all",0.70770,45,45,0.57331,0.84209
2012,No answer / don't know,5th Quintile,"No, not limited at all",0.83270,36,36,0.70905,0.95636
2012,Pre-primary Level,1st Quintile,"No, not limited at all",0.87399,84,84,0.80260,0.94539
2012,Pre-primary Level,2nd Quintile,"No, not limited at all",0.88016,92,92,0.81343,0.94689
2012,Pre-primary Level,3rd Quintile,"No, not limited at all",0.93343,69,69,0.87418,0.99268
2012,Pre-primary Level,4th Quintile,"No, not limited at all",0.92944,68,68,0.86811,0.99076
2012,Pre-primary Level,5th Quintile,"No, not limited at all",0.92566,69,69,0.86330,0.98801
2012,Primary Level,1st Quintile,"Yes, strongly limited",0.22814,36,235,0.17437,0.28191
2012,Primary Level,1st Quintile,"Yes, somewhat limited",0.30561,61,235,0.24658,0.36463
2012,Primary Level,1st Quintile,"No, not limited at all",0.46625,138,235,0.40233,0.53017
2012,Lower Secondary Level,1st Quintile,"Yes, strongly limited",0.19359,162,1066,0.16986,0.21732
2012,Lower Secondary Level,1st Quintile,"Yes, somewhat limited",0.31516,291,1066,0.28725,0.34306
2012,Lower Secondary Level,1st Quintile,"No, not limited at all",0.49125,613,1066,0.46123,0.52128
2012,Lower Secondary Level,2nd Quintile,"Yes, strongly limited",0.17319,93,627,0.14355,0.20283
2012,Lower Secondary Level,2nd Quintile,"Yes, somewhat limited",0.29094,168,627,0.25536,0.32652
2012,Lower Secondary Level,2nd Quintile,"No, not limited at all",0.53587,366,627,0.49681,0.57494
2012,Lower Secondary Level,3rd Quintile,"Yes, strongly limited",0.12861,58,440,0.09730,0.15993
2012,Lower Secondary Level,3rd Quintile,"Yes, somewhat limited",0.30043,134,440,0.25755,0.34332
2012,Lower Secondary Level,3rd Quintile,"No, not limited at all",0.57095,248,440,0.52466,0.61725
2012,Lower Secondary Level,4th Quintile,"Yes, strongly limited",0.14825,38,262,0.10514,0.19136
2012,Lower Secondary Level,4th Quintile,"Yes, somewhat limited",0.32322,75,262,0.26648,0.37997
2012,Lower Secondary Level,4th Quintile,"No, not limited at all",0.52853,149,262,0.46797,0.58909
2012,Lower Secondary Level,5th Quintile,"No, not limited at all",0.67396,81,81,0.57124,0.77668
2012,Upper Secondary Level,1st Quintile,"Yes, strongly limited",0.17586,383,2791,0.16173,0.18998
2012,Upper Secondary Level,1st Quintile,"Yes, somewhat limited",0.30367,739,2791,0.28661,0.32074
2012,Upper Secondary Level,1st Quintile,"No, not limited at all",0.52047,1669,2791,0.50193,0.53901
2012,Upper Secondary Level,2nd Quintile,"Yes, strongly limited",0.14167,318,2816,0.12879,0.15455
2012,Upper Secondary Level,2nd Quintile,"Yes, somewhat limited",0.28442,724,2816,0.26776,0.30109
2012,Upper Secondary Level,2nd Quintile,"No, not limited at all",0.57391,1774,2816,0.55564,0.59218
2012,Upper Secondary Level,3rd Quintile,"Yes, strongly limited",0.10668,235,2490,0.09455,0.11881
2012,Upper Secondary Level,3rd Quintile,"Yes, somewhat limited",0.29098,646,2490,0.27314,0.30882
2012,Upper Secondary Level,3rd Quintile,"No, not limited at all",0.60234,1609,2490,0.58311,0.62157
2012,Upper Secondary Level,4th Quintile,"Yes, strongly limited",0.08893,189,2231,0.07712,0.10074
2012,Upper Secondary Level,4th Quintile,"Yes, somewhat limited",0.27394,561,2231,0.25543,0.29245
2012,Upper Secondary Level,4th Quintile,"No, not limited at all",0.63714,1481,2231,0.61718,0.65709
2012,Upper Secondary Level,5th Quintile,"Yes, strongly limited",0.08006,122,1625,0.06686,0.09326
2012,Upper Secondary Level,5th Quintile,"Yes, somewhat limited",0.25722,403,1625,0.23596,0.27848
2012,Upper Secondary Level,5th Quintile,"No, not limited at all",0.66272,1100,1625,0.63972,0.68571
2012,Post-secondary Non-tertiary Level,1st Quintile,"Yes, strongly limited",0.15159,33,316,0.11199,0.19120
2012,Post-secondary Non-tertiary Level,1st Quintile,"Yes, somewhat limited",0.27624,58,316,0.22686,0.32562
2012,Post-secondary Non-tertiary Level,1st Quintile,"No, not limited at all",0.57217,225,316,0.51753,0.62681
2012,Post-secondary Non-tertiary Level,2nd Quintile,"Yes, somewhat limited",0.28201,78,307,0.23159,0.33243
2012,Post-secondary Non-tertiary Level,2nd Quintile,"No, not limited at all",0.65364,229,307,0.60033,0.70696
