year,age_gr,ple0009,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,17-29 y.,"Yes, strongly limited",0.01708,68,3893,0.01301,0.02115
2012,17-29 y.,"Yes, somewhat limited",0.11004,448,3893,0.10021,0.11988
2012,17-29 y.,"No, not limited at all",0.87288,3377,3893,0.86241,0.88334
2012,30-45 y.,"Yes, strongly limited",0.03665,340,8914,0.03275,0.04055
2012,30-45 y.,"Yes, somewhat limited",0.18558,1580,8914,0.17751,0.19365
2012,30-45 y.,"No, not limited at all",0.77778,6994,8914,0.76914,0.78641
2012,46-65 y.,"Yes, strongly limited",0.11319,971,9115,0.10669,0.11970
2012,46-65 y.,"Yes, somewhat limited",0.30196,2630,9115,0.29253,0.31138
2012,46-65 y.,"No, not limited at all",0.58485,5514,9115,0.57473,0.59496
2012,66 and older,"Yes, strongly limited",0.23313,1126,5102,0.22153,0.24473
2012,66 and older,"Yes, somewhat limited",0.40488,2015,5102,0.39140,0.41835
2012,66 and older,"No, not limited at all",0.36199,1961,5102,0.34881,0.37518
2013,17-29 y.,"Yes, strongly limited",0.01870,90,5003,0.01494,0.02245
2013,17-29 y.,"Yes, somewhat limited",0.08961,496,5003,0.08170,0.09753
2013,17-29 y.,"No, not limited at all",0.89169,4417,5003,0.88308,0.90030
2013,30-45 y.,"Yes, strongly limited",0.04286,400,10318,0.03895,0.04677
2013,30-45 y.,"Yes, somewhat limited",0.14952,1655,10318,0.14264,0.15640
2013,30-45 y.,"No, not limited at all",0.80762,8263,10318,0.80001,0.81522
2013,46-65 y.,"Yes, strongly limited",0.11761,1104,10061,0.11131,0.12390
2013,46-65 y.,"Yes, somewhat limited",0.27809,2661,10061,0.26934,0.28685
2013,46-65 y.,"No, not limited at all",0.60430,6296,10061,0.59474,0.61386
2013,66 and older,"Yes, strongly limited",0.20955,973,4952,0.19822,0.22089
2013,66 and older,"Yes, somewhat limited",0.38823,1899,4952,0.37465,0.40180
2013,66 and older,"No, not limited at all",0.40222,2080,4952,0.38856,0.41587
2015,17-29 y.,"Yes, strongly limited",0.01804,86,4401,0.01411,0.02197
2015,17-29 y.,"Yes, somewhat limited",0.11317,492,4401,0.10381,0.12253
2015,17-29 y.,"No, not limited at all",0.86879,3823,4401,0.85881,0.87877
2015,30-45 y.,"Yes, strongly limited",0.04105,320,8198,0.03675,0.04534
2015,30-45 y.,"Yes, somewhat limited",0.15619,1289,8198,0.14833,0.16405
2015,30-45 y.,"No, not limited at all",0.80276,6589,8198,0.79415,0.81138
2015,46-65 y.,"Yes, strongly limited",0.12359,966,8956,0.11677,0.13041
2015,46-65 y.,"Yes, somewhat limited",0.27709,2420,8956,0.26782,0.28636
2015,46-65 y.,"No, not limited at all",0.59932,5570,8956,0.58917,0.60947
2015,66 and older,"Yes, strongly limited",0.21234,926,4791,0.20076,0.22393
2015,66 and older,"Yes, somewhat limited",0.39515,1894,4791,0.38131,0.40900
2015,66 and older,"No, not limited at all",0.39251,1971,4791,0.37868,0.40633
2019,17-29 y.,"Yes, strongly limited",0.02779,136,4822,0.02315,0.03243
2019,17-29 y.,"Yes, somewhat limited",0.13842,582,4822,0.12867,0.14817
2019,17-29 y.,"No, not limited at all",0.83379,4104,4822,0.82328,0.84430
2019,30-45 y.,"Yes, strongly limited",0.04329,353,7944,0.03881,0.04776
2019,30-45 y.,"Yes, somewhat limited",0.16053,1341,7944,0.15245,0.16860
2019,30-45 y.,"No, not limited at all",0.79619,6250,7944,0.78733,0.80504
2019,46-65 y.,"Yes, strongly limited",0.10910,1045,10994,0.10328,0.11493
2019,46-65 y.,"Yes, somewhat limited",0.30255,3029,10994,0.29396,0.31114
2019,46-65 y.,"No, not limited at all",0.58834,6920,10994,0.57914,0.59754
2019,66 and older,"Yes, strongly limited",0.20649,913,5168,0.19545,0.21753
2019,66 and older,"Yes, somewhat limited",0.39523,1981,5168,0.38190,0.40856
2019,66 and older,"No, not limited at all",0.39828,2274,5168,0.38493,0.41163
2021,17-29 y.,"Yes, strongly limited",0.03356,76,3281,0.02739,0.03972
2021,17-29 y.,"Yes, somewhat limited",0.12258,406,3281,0.11136,0.13380
2021,17-29 y.,"No, not limited at all",0.84386,2799,3281,0.83144,0.85629
2021,30-45 y.,"Yes, strongly limited",0.04464,195,5345,0.03910,0.05017
2021,30-45 y.,"Yes, somewhat limited",0.17108,860,5345,0.16099,0.18118
2021,30-45 y.,"No, not limited at all",0.78428,4290,5345,0.77325,0.79531
2021,46-65 y.,"Yes, strongly limited",0.10267,632,7314,0.09571,0.10963
2021,46-65 y.,"Yes, somewhat limited",0.25971,1818,7314,0.24966,0.26976
2021,46-65 y.,"No, not limited at all",0.63762,4864,7314,0.62661,0.64864
2021,66 and older,"Yes, strongly limited",0.17276,553,3581,0.16038,0.18515
2021,66 and older,"Yes, somewhat limited",0.38971,1329,3581,0.37374,0.40569
2021,66 and older,"No, not limited at all",0.43752,1699,3581,0.42127,0.45377
